,customer_id,entitlement_ts,market_raw,product_tier,activity_date
427,10089,2026-01-08 12:00:00,United States,FREE,2026-01-08
428,10113,2026-01-01 12:00:00,México,FREE,2026-01-01
429,10204,2026-01-10 12:00:00,México,PRO,2026-01-10
430,10121,2026-01-16 12:00:00,España,FREE,2026-01-16
431,10201,2026-01-18 12:00:00,Canada,PRO,2026-01-18
432,10192,2026-01-13 12:00:00,United States,ENTERPRISE,2026-01-13
433,10175,2026-01-16 12:00:00,España,FREE,2026-01-16
434,10108,2026-01-13 12:00:00,Canada,PRO,2026-01-13
435,10194,2026-01-11 12:00:00,Brasil,PRO,2026-01-11
436,10139,2026-01-15 12:00:00,Brasil,PRO,2026-01-15
437,10175,2026-01-10 12:00:00,México,ENTERPRISE,2026-01-10
438,10019,2026-01-18 12:00:00,México,PRO,2026-01-18
439,10065,2026-01-15 12:00:00,United States,PRO,2026-01-15
440,10210,2026-01-18 12:00:00,España,PRO,2026-01-18
441,10186,2026-01-12 12:00:00,Brasil,PRO,2026-01-12
442,10021,2026-01-11 12:00:00,España,FREE,2026-01-11
443,10141,2026-01-16 12:00:00,España,PRO,2026-01-16
444,10087,2026-01-08 12:00:00,United States,ENTERPRISE,2026-01-08
445,10190,2026-01-03 12:00:00,United States,PRO,2026-01-03
446,10054,2026-01-05 12:00:00,Brasil,FREE,2026-01-05
447,10135,2026-01-11 12:00:00,Canada,FREE,2026-01-11
448,10096,2026-01-13 12:00:00,United States,ENTERPRISE,2026-01-13
449,10039,2026-01-07 12:00:00,Canada,FREE,2026-01-07
450,10108,2026-01-18 12:00:00,Brasil,FREE,2026-01-18
451,10216,2026-01-02 12:00:00,Brasil,PRO,2026-01-02
452,10069,2026-01-03 12:00:00,España,PRO,2026-01-03
453,10155,2026-01-05 12:00:00,México,PRO,2026-01-05
454,10167,2026-01-04 12:00:00,United States,PRO,2026-01-04
455,10151,2026-01-12 12:00:00,Canada,PRO,2026-01-12
456,10171,2026-01-02 12:00:00,México,FREE,2026-01-02
457,10060,2026-01-13 12:00:00,España,ENTERPRISE,2026-01-13
458,10076,2026-01-09 12:00:00,Brasil,PRO,2026-01-09
459,10024,2026-01-01 12:00:00,United States,PRO,2026-01-01
460,10105,2026-01-08 12:00:00,United States,FREE,2026-01-08
461,10105,2026-01-05 12:00:00,United States,FREE,2026-01-05
462,10030,2026-01-16 12:00:00,Canada,PRO,2026-01-16
463,10116,2026-01-02 12:00:00,Canada,PRO,2026-01-02
464,10212,2026-01-02 12:00:00,España,PRO,2026-01-02
465,10075,2026-01-05 12:00:00,United States,FREE,2026-01-05
466,10067,2026-01-02 12:00:00,Brasil,ENTERPRISE,2026-01-02
467,10145,2026-01-12 12:00:00,United States,PRO,2026-01-12
468,10112,2026-01-11 12:00:00,Canada,PRO,2026-01-11
469,10076,2026-01-04 12:00:00,Canada,FREE,2026-01-04
470,10176,2026-01-13 12:00:00,Canada,ENTERPRISE,2026-01-13
471,10185,2026-01-15 12:00:00,Brasil,PRO,2026-01-15
472,10213,2026-01-07 12:00:00,México,PRO,2026-01-07
473,10062,2026-01-05 12:00:00,United States,FREE,2026-01-05
474,10035,2026-01-04 12:00:00,Brasil,PRO,2026-01-04
475,10126,2026-01-17 12:00:00,España,FREE,2026-01-17
476,10186,2026-01-18 12:00:00,Brasil,PRO,2026-01-18
477,10139,2026-01-04 12:00:00,United States,PRO,2026-01-04
478,10028,2026-01-04 12:00:00,Brasil,FREE,2026-01-04
479,10140,2026-01-12 12:00:00,Brasil,FREE,2026-01-12
480,10196,2026-01-18 12:00:00,México,PRO,2026-01-18
481,10204,2026-01-14 12:00:00,España,ENTERPRISE,2026-01-14
482,10191,2026-01-18 12:00:00,España,FREE,2026-01-18
483,10072,2026-01-13 12:00:00,Canada,FREE,2026-01-13
484,10107,2026-01-16 12:00:00,México,PRO,2026-01-16
485,10162,2026-01-14 12:00:00,United States,PRO,2026-01-14
486,10013,2026-01-15 12:00:00,México,FREE,2026-01-15
487,10163,2026-01-09 12:00:00,Brasil,PRO,2026-01-09
488,10193,2026-01-08 12:00:00,Canada,PRO,2026-01-08
489,10148,2026-01-03 12:00:00,Canada,PRO,2026-01-03
490,10113,2026-01-17 12:00:00,Canada,PRO,2026-01-17
491,10180,2026-01-16 12:00:00,United States,FREE,2026-01-16
492,10053,2026-01-15 12:00:00,Canada,ENTERPRISE,2026-01-15
493,10022,2026-01-13 12:00:00,United States,PRO,2026-01-13
494,10149,2026-01-12 12:00:00,Canada,PRO,2026-01-12
495,10151,2026-01-16 12:00:00,México,PRO,2026-01-16
496,10072,2026-01-17 12:00:00,Canada,FREE,2026-01-17
497,10213,2026-01-18 12:00:00,México,PRO,2026-01-18
498,10044,2026-01-05 12:00:00,Canada,FREE,2026-01-05
499,10088,2026-01-04 12:00:00,España,FREE,2026-01-04
500,10148,2026-01-11 12:00:00,Canada,FREE,2026-01-11
501,10136,2026-01-10 12:00:00,United States,PRO,2026-01-10
502,10084,2026-01-13 12:00:00,Brasil,PRO,2026-01-13
503,10158,2026-01-09 12:00:00,United States,PRO,2026-01-09
504,10085,2026-01-18 12:00:00,España,FREE,2026-01-18
505,10156,2026-01-16 12:00:00,United States,FREE,2026-01-16
506,10197,2026-01-09 12:00:00,Canada,FREE,2026-01-09
507,10062,2026-01-16 12:00:00,España,PRO,2026-01-16
508,10142,2026-01-11 12:00:00,Brasil,PRO,2026-01-11
509,10000,2026-01-07 12:00:00,España,FREE,2026-01-07
510,10039,2026-01-08 12:00:00,Brasil,FREE,2026-01-08
511,10025,2026-01-13 12:00:00,Brasil,ENTERPRISE,2026-01-13
512,10020,2026-01-16 12:00:00,México,FREE,2026-01-16
513,10042,2026-01-04 12:00:00,España,PRO,2026-01-04
514,10003,2026-01-18 12:00:00,Canada,ENTERPRISE,2026-01-18
515,10192,2026-01-01 12:00:00,México,FREE,2026-01-01
516,10061,2026-01-03 12:00:00,Brasil,FREE,2026-01-03
517,10034,2026-01-05 12:00:00,United States,PRO,2026-01-05
518,10207,2026-01-17 12:00:00,España,PRO,2026-01-17
519,10035,2026-01-02 12:00:00,Brasil,FREE,2026-01-02
520,10112,2026-01-12 12:00:00,Canada,PRO,2026-01-12
521,10136,2026-01-06 12:00:00,Canada,FREE,2026-01-06
522,10150,2026-01-16 12:00:00,México,FREE,2026-01-16
523,10138,2026-01-06 12:00:00,United States,PRO,2026-01-06
524,10005,2026-01-16 12:00:00,México,ENTERPRISE,2026-01-16
525,10004,2026-01-14 12:00:00,España,PRO,2026-01-14
526,10141,2026-01-07 12:00:00,España,PRO,2026-01-07
527,10171,2026-01-04 12:00:00,Brasil,PRO,2026-01-04
528,10145,2026-01-12 12:00:00,Canada,PRO,2026-01-12
529,10043,2026-01-15 12:00:00,España,ENTERPRISE,2026-01-15
530,10200,2026-01-11 12:00:00,México,ENTERPRISE,2026-01-11
531,10203,2026-01-04 12:00:00,Canada,FREE,2026-01-04
532,10156,2026-01-09 12:00:00,United States,FREE,2026-01-09
533,10177,2026-01-09 12:00:00,Brasil,FREE,2026-01-09
534,10050,2026-01-05 12:00:00,España,PRO,2026-01-05
535,10086,2026-01-06 12:00:00,España,PRO,2026-01-06
536,10029,2026-01-04 12:00:00,Canada,FREE,2026-01-04
537,10186,2026-01-14 12:00:00,Brasil,FREE,2026-01-14
538,10042,2026-01-05 12:00:00,Canada,FREE,2026-01-05
539,10075,2026-01-01 12:00:00,México,FREE,2026-01-01
540,10063,2026-01-03 12:00:00,México,PRO,2026-01-03
541,10131,2026-01-08 12:00:00,México,PRO,2026-01-08
542,10024,2026-01-05 12:00:00,United States,ENTERPRISE,2026-01-05
543,10178,2026-01-10 12:00:00,Brasil,PRO,2026-01-10
544,10214,2026-01-03 12:00:00,Brasil,PRO,2026-01-03
545,10119,2026-01-07 12:00:00,Brasil,FREE,2026-01-07
546,10035,2026-01-14 12:00:00,United States,FREE,2026-01-14
547,10070,2026-01-08 12:00:00,Canada,FREE,2026-01-08
548,10106,2026-01-11 12:00:00,United States,PRO,2026-01-11
549,10060,2026-01-01 12:00:00,Brasil,PRO,2026-01-01
550,10098,2026-01-03 12:00:00,United States,FREE,2026-01-03
551,10044,2026-01-16 12:00:00,España,PRO,2026-01-16
552,10112,2026-01-12 12:00:00,Brasil,FREE,2026-01-12
553,10022,2026-01-03 12:00:00,United States,ENTERPRISE,2026-01-03
554,10133,2026-01-04 12:00:00,Canada,PRO,2026-01-04
555,10211,2026-01-14 12:00:00,México,PRO,2026-01-14
556,10009,2026-01-16 12:00:00,United States,PRO,2026-01-16
557,10026,2026-01-12 12:00:00,United States,FREE,2026-01-12
558,10137,2026-01-06 12:00:00,México,ENTERPRISE,2026-01-06
559,10126,2026-01-14 12:00:00,Canada,FREE,2026-01-14
560,10199,2026-01-11 12:00:00,United States,FREE,2026-01-11
561,10208,2026-01-12 12:00:00,Canada,FREE,2026-01-12
562,10044,2026-01-05 12:00:00,España,FREE,2026-01-05
563,10137,2026-01-17 12:00:00,España,PRO,2026-01-17
564,10095,2026-01-10 12:00:00,México,FREE,2026-01-10
565,10072,2026-01-14 12:00:00,México,PRO,2026-01-14
566,10209,2026-01-07 12:00:00,España,PRO,2026-01-07
567,10116,2026-01-10 12:00:00,Brasil,PRO,2026-01-10
568,10160,2026-01-01 12:00:00,España,ENTERPRISE,2026-01-01
569,10029,2026-01-11 12:00:00,España,FREE,2026-01-11
570,10180,2026-01-17 12:00:00,Brasil,ENTERPRISE,2026-01-17
571,10105,2026-01-18 12:00:00,Brasil,FREE,2026-01-18
572,10020,2026-01-03 12:00:00,México,ENTERPRISE,2026-01-03
573,10192,2026-01-06 12:00:00,United States,PRO,2026-01-06
574,10144,2026-01-15 12:00:00,Canada,PRO,2026-01-15
575,10081,2026-01-03 12:00:00,México,PRO,2026-01-03
576,10166,2026-01-16 12:00:00,Canada,ENTERPRISE,2026-01-16
577,10058,2026-01-13 12:00:00,España,FREE,2026-01-13
578,10014,2026-01-12 12:00:00,España,PRO,2026-01-12
579,10005,2026-01-07 12:00:00,Brasil,FREE,2026-01-07
580,10084,2026-01-18 12:00:00,United States,PRO,2026-01-18
581,10124,2026-01-09 12:00:00,España,PRO,2026-01-09
582,10017,2026-01-04 12:00:00,Canada,PRO,2026-01-04
583,10186,2026-01-17 12:00:00,Canada,FREE,2026-01-17
584,10156,2026-01-13 12:00:00,Canada,PRO,2026-01-13
585,10167,2026-01-11 12:00:00,Brasil,PRO,2026-01-11
586,10169,2026-01-17 12:00:00,United States,FREE,2026-01-17
587,10180,2026-01-01 12:00:00,México,FREE,2026-01-01
588,10219,2026-01-10 12:00:00,Canada,FREE,2026-01-10
589,10211,2026-01-01 12:00:00,Canada,FREE,2026-01-01
590,10067,2026-01-04 12:00:00,United States,FREE,2026-01-04
591,10178,2026-01-06 12:00:00,Canada,PRO,2026-01-06
592,10143,2026-01-08 12:00:00,Canada,FREE,2026-01-08
593,10157,2026-01-12 12:00:00,México,PRO,2026-01-12
594,10099,2026-01-06 12:00:00,United States,FREE,2026-01-06
595,10060,2026-01-06 12:00:00,México,PRO,2026-01-06
596,10000,2026-01-04 12:00:00,United States,FREE,2026-01-04
597,10179,2026-01-05 12:00:00,España,PRO,2026-01-05
598,10057,2026-01-18 12:00:00,Brasil,FREE,2026-01-18
599,10117,2026-01-10 12:00:00,México,FREE,2026-01-10
600,10129,2026-01-14 12:00:00,México,PRO,2026-01-14
601,10108,2026-01-09 12:00:00,Brasil,FREE,2026-01-09
602,10013,2026-01-08 12:00:00,España,PRO,2026-01-08
603,10053,2026-01-16 12:00:00,United States,PRO,2026-01-16
604,10015,2026-01-13 12:00:00,Canada,PRO,2026-01-13
605,10182,2026-01-10 12:00:00,México,PRO,2026-01-10
606,10005,2026-01-15 12:00:00,Canada,PRO,2026-01-15
607,10037,2026-01-18 12:00:00,España,PRO,2026-01-18
608,10011,2026-01-12 12:00:00,Brasil,PRO,2026-01-12
609,10219,2026-01-03 12:00:00,México,PRO,2026-01-03
610,10198,2026-01-02 12:00:00,México,PRO,2026-01-02
611,10217,2026-01-02 12:00:00,Brasil,PRO,2026-01-02
612,10024,2026-01-03 12:00:00,United States,FREE,2026-01-03
613,10083,2026-01-07 12:00:00,United States,ENTERPRISE,2026-01-07
614,10180,2026-01-11 12:00:00,Brasil,FREE,2026-01-11
615,10107,2026-01-09 12:00:00,España,PRO,2026-01-09
616,10161,2026-01-04 12:00:00,México,PRO,2026-01-04
617,10208,2026-01-09 12:00:00,Brasil,ENTERPRISE,2026-01-09
618,10198,2026-01-10 12:00:00,United States,FREE,2026-01-10
619,10175,2026-01-09 12:00:00,Canada,PRO,2026-01-09
620,10214,2026-01-04 12:00:00,United States,PRO,2026-01-04
621,10043,2026-01-13 12:00:00,Canada,PRO,2026-01-13
622,10006,2026-01-18 12:00:00,España,PRO,2026-01-18
623,10205,2026-01-15 12:00:00,United States,PRO,2026-01-15
624,10195,2026-01-10 12:00:00,Brasil,PRO,2026-01-10
625,10091,2026-01-14 12:00:00,Canada,FREE,2026-01-14
626,10016,2026-01-01 12:00:00,España,PRO,2026-01-01
627,10147,2026-01-10 12:00:00,United States,PRO,2026-01-10
628,10010,2026-01-05 12:00:00,Brasil,FREE,2026-01-05
629,10070,2026-01-13 12:00:00,México,FREE,2026-01-13
630,10067,2026-01-12 12:00:00,United States,FREE,2026-01-12
631,10089,2026-01-18 12:00:00,México,FREE,2026-01-18
632,10005,2026-01-14 12:00:00,España,FREE,2026-01-14
633,10196,2026-01-06 12:00:00,España,PRO,2026-01-06
634,10204,2026-01-01 12:00:00,United States,PRO,2026-01-01
635,10038,2026-01-08 12:00:00,España,FREE,2026-01-08
636,10091,2026-01-03 12:00:00,Canada,PRO,2026-01-03
637,10146,2026-01-10 12:00:00,United States,PRO,2026-01-10
638,10077,2026-01-01 12:00:00,México,PRO,2026-01-01
639,10150,2026-01-05 12:00:00,Brasil,FREE,2026-01-05
640,10040,2026-01-02 12:00:00,Brasil,FREE,2026-01-02
641,10091,2026-01-16 12:00:00,Brasil,FREE,2026-01-16
642,10092,2026-01-09 12:00:00,Brasil,FREE,2026-01-09
643,10139,2026-01-05 12:00:00,México,FREE,2026-01-05
644,10176,2026-01-07 12:00:00,Canada,FREE,2026-01-07
645,10078,2026-01-16 12:00:00,Brasil,ENTERPRISE,2026-01-16
646,10201,2026-01-11 12:00:00,United States,ENTERPRISE,2026-01-11
647,10134,2026-01-12 12:00:00,Canada,FREE,2026-01-12
648,10093,2026-01-18 12:00:00,Canada,PRO,2026-01-18
649,10136,2026-01-08 12:00:00,México,FREE,2026-01-08
650,10075,2026-01-09 12:00:00,United States,FREE,2026-01-09
651,10014,2026-01-13 12:00:00,United States,FREE,2026-01-13
652,10215,2026-01-06 12:00:00,Brasil,PRO,2026-01-06
653,10078,2026-01-01 12:00:00,United States,FREE,2026-01-01
654,10201,2026-01-13 12:00:00,Canada,FREE,2026-01-13
655,10174,2026-01-16 12:00:00,United States,ENTERPRISE,2026-01-16
656,10162,2026-01-15 12:00:00,Brasil,FREE,2026-01-15
657,10191,2026-01-08 12:00:00,Canada,FREE,2026-01-08
658,10202,2026-01-02 12:00:00,United States,FREE,2026-01-02
659,10056,2026-01-17 12:00:00,México,FREE,2026-01-17
660,10141,2026-01-06 12:00:00,Canada,FREE,2026-01-06
661,10126,2026-01-02 12:00:00,Canada,PRO,2026-01-02
662,10183,2026-01-06 12:00:00,Brasil,FREE,2026-01-06
663,10058,2026-01-12 12:00:00,Canada,FREE,2026-01-12
664,10218,2026-01-12 12:00:00,México,ENTERPRISE,2026-01-12
665,10189,2026-01-08 12:00:00,Canada,PRO,2026-01-08
666,10141,2026-01-14 12:00:00,España,FREE,2026-01-14
667,10144,2026-01-02 12:00:00,España,PRO,2026-01-02
668,10166,2026-01-08 12:00:00,México,FREE,2026-01-08
669,10100,2026-01-15 12:00:00,México,FREE,2026-01-15
670,10214,2026-01-09 12:00:00,México,FREE,2026-01-09
671,10180,2026-01-03 12:00:00,México,FREE,2026-01-03
672,10105,2026-01-09 12:00:00,United States,FREE,2026-01-09
673,10184,2026-01-10 12:00:00,United States,FREE,2026-01-10
674,10139,2026-01-07 12:00:00,México,FREE,2026-01-07
675,10032,2026-01-02 12:00:00,España,ENTERPRISE,2026-01-02
676,10015,2026-01-04 12:00:00,España,PRO,2026-01-04
677,10016,2026-01-06 12:00:00,España,FREE,2026-01-06
678,10137,2026-01-06 12:00:00,United States,PRO,2026-01-06
679,10093,2026-01-04 12:00:00,Canada,FREE,2026-01-04
680,10119,2026-01-06 12:00:00,México,PRO,2026-01-06
681,10203,2026-01-10 12:00:00,Canada,PRO,2026-01-10
682,10113,2026-01-13 12:00:00,Canada,FREE,2026-01-13
683,10099,2026-01-07 12:00:00,Canada,FREE,2026-01-07
684,10092,2026-01-03 12:00:00,México,PRO,2026-01-03
685,10056,2026-01-14 12:00:00,Brasil,PRO,2026-01-14
686,10161,2026-01-06 12:00:00,United States,PRO,2026-01-06
687,10154,2026-01-06 12:00:00,United States,FREE,2026-01-06
688,10104,2026-01-04 12:00:00,España,ENTERPRISE,2026-01-04
689,10041,2026-01-07 12:00:00,Canada,FREE,2026-01-07
690,10015,2026-01-10 12:00:00,Canada,FREE,2026-01-10
691,10195,2026-01-03 12:00:00,España,FREE,2026-01-03
692,10116,2026-01-12 12:00:00,México,FREE,2026-01-12
693,10149,2026-01-04 12:00:00,Canada,PRO,2026-01-04
694,10103,2026-01-12 12:00:00,España,PRO,2026-01-12
695,10142,2026-01-07 12:00:00,Canada,FREE,2026-01-07
696,10201,2026-01-07 12:00:00,United States,ENTERPRISE,2026-01-07
697,10092,2026-01-11 12:00:00,Canada,PRO,2026-01-11
698,10090,2026-01-07 12:00:00,Brasil,PRO,2026-01-07
699,10214,2026-01-04 12:00:00,United States,FREE,2026-01-04
700,10116,2026-01-11 12:00:00,México,PRO,2026-01-11
701,10103,2026-01-14 12:00:00,Brasil,PRO,2026-01-14
702,10209,2026-01-17 12:00:00,España,FREE,2026-01-17
703,10203,2026-01-12 12:00:00,México,FREE,2026-01-12
704,10126,2026-01-03 12:00:00,Brasil,FREE,2026-01-03
705,10163,2026-01-03 12:00:00,Brasil,PRO,2026-01-03
706,10044,2026-01-07 12:00:00,Canada,FREE,2026-01-07
707,10204,2026-01-07 12:00:00,México,PRO,2026-01-07
708,10096,2026-01-07 12:00:00,Brasil,ENTERPRISE,2026-01-07
709,10001,2026-01-04 12:00:00,España,PRO,2026-01-04
710,10158,2026-01-12 12:00:00,México,PRO,2026-01-12
711,10013,2026-01-06 12:00:00,United States,ENTERPRISE,2026-01-06
712,10082,2026-01-05 12:00:00,México,ENTERPRISE,2026-01-05
713,10051,2026-01-06 12:00:00,Canada,PRO,2026-01-06
714,10129,2026-01-05 12:00:00,México,FREE,2026-01-05
715,10185,2026-01-04 12:00:00,Canada,FREE,2026-01-04
716,10144,2026-01-02 12:00:00,España,FREE,2026-01-02
717,10177,2026-01-12 12:00:00,United States,PRO,2026-01-12
718,10110,2026-01-03 12:00:00,United States,PRO,2026-01-03
719,10069,2026-01-15 12:00:00,México,PRO,2026-01-15
720,10010,2026-01-10 12:00:00,España,PRO,2026-01-10
721,10062,2026-01-18 12:00:00,Brasil,PRO,2026-01-18
722,10017,2026-01-06 12:00:00,Canada,FREE,2026-01-06
723,10051,2026-01-16 12:00:00,United States,FREE,2026-01-16
724,10063,2026-01-03 12:00:00,Brasil,PRO,2026-01-03
725,10089,2026-01-12 12:00:00,United States,PRO,2026-01-12
726,10072,2026-01-10 12:00:00,Canada,FREE,2026-01-10
727,10043,2026-01-10 12:00:00,United States,PRO,2026-01-10
728,10147,2026-01-04 12:00:00,United States,FREE,2026-01-04
729,10146,2026-01-09 12:00:00,United States,ENTERPRISE,2026-01-09
730,10114,2026-01-11 12:00:00,México,PRO,2026-01-11
731,10219,2026-01-16 12:00:00,Brasil,PRO,2026-01-16
732,10114,2026-01-16 12:00:00,Brasil,PRO,2026-01-16
733,10156,2026-01-17 12:00:00,United States,PRO,2026-01-17
734,10016,2026-01-11 12:00:00,Canada,PRO,2026-01-11
735,10040,2026-01-17 12:00:00,United States,ENTERPRISE,2026-01-17
736,10131,2026-01-16 12:00:00,Brasil,PRO,2026-01-16
737,10054,2026-01-02 12:00:00,México,FREE,2026-01-02
738,10095,2026-01-02 12:00:00,Brasil,PRO,2026-01-02
739,10207,2026-01-03 12:00:00,Brasil,PRO,2026-01-03
740,10130,2026-01-06 12:00:00,Canada,ENTERPRISE,2026-01-06
741,10141,2026-01-08 12:00:00,United States,FREE,2026-01-08
742,10196,2026-01-17 12:00:00,United States,PRO,2026-01-17
743,10089,2026-01-05 12:00:00,México,FREE,2026-01-05
744,10191,2026-01-16 12:00:00,Canada,PRO,2026-01-16
745,10059,2026-01-16 12:00:00,México,FREE,2026-01-16
746,10151,2026-01-02 12:00:00,United States,PRO,2026-01-02
747,10055,2026-01-06 12:00:00,México,PRO,2026-01-06
748,10140,2026-01-18 12:00:00,United States,ENTERPRISE,2026-01-18
749,10021,2026-01-02 12:00:00,España,PRO,2026-01-02
750,10100,2026-01-18 12:00:00,España,FREE,2026-01-18
751,10090,2026-01-05 12:00:00,Canada,PRO,2026-01-05
752,10090,2026-01-11 12:00:00,United States,FREE,2026-01-11
753,10051,2026-01-16 12:00:00,Canada,PRO,2026-01-16
754,10119,2026-01-18 12:00:00,Canada,PRO,2026-01-18
755,10157,2026-01-16 12:00:00,United States,PRO,2026-01-16
756,10204,2026-01-15 12:00:00,España,PRO,2026-01-15
757,10090,2026-01-06 12:00:00,México,PRO,2026-01-06
758,10033,2026-01-13 12:00:00,Brasil,ENTERPRISE,2026-01-13
759,10189,2026-01-12 12:00:00,México,PRO,2026-01-12
760,10098,2026-01-04 12:00:00,Canada,PRO,2026-01-04
761,10083,2026-01-12 12:00:00,México,PRO,2026-01-12
762,10060,2026-01-01 12:00:00,United States,PRO,2026-01-01
763,10109,2026-01-03 12:00:00,España,PRO,2026-01-03
764,10218,2026-01-05 12:00:00,Brasil,FREE,2026-01-05
765,10013,2026-01-17 12:00:00,Canada,FREE,2026-01-17
766,10216,2026-01-07 12:00:00,México,FREE,2026-01-07
767,10077,2026-01-17 12:00:00,México,ENTERPRISE,2026-01-17
768,10188,2026-01-07 12:00:00,United States,PRO,2026-01-07
769,10092,2026-01-02 12:00:00,United States,PRO,2026-01-02
770,10194,2026-01-15 12:00:00,United States,FREE,2026-01-15
771,10076,2026-01-16 12:00:00,Brasil,PRO,2026-01-16
772,10187,2026-01-17 12:00:00,España,PRO,2026-01-17
773,10031,2026-01-15 12:00:00,United States,ENTERPRISE,2026-01-15
774,10142,2026-01-05 12:00:00,España,FREE,2026-01-05
775,10082,2026-01-14 12:00:00,Brasil,PRO,2026-01-14
776,10185,2026-01-12 12:00:00,United States,PRO,2026-01-12
777,10181,2026-01-12 12:00:00,México,PRO,2026-01-12
778,10154,2026-01-09 12:00:00,México,PRO,2026-01-09
779,10155,2026-01-07 12:00:00,Brasil,FREE,2026-01-07
780,10035,2026-01-06 12:00:00,México,ENTERPRISE,2026-01-06
781,10074,2026-01-03 12:00:00,México,FREE,2026-01-03
782,10082,2026-01-10 12:00:00,Brasil,PRO,2026-01-10
783,10207,2026-01-11 12:00:00,United States,PRO,2026-01-11
784,10014,2026-01-10 12:00:00,Canada,FREE,2026-01-10
785,10054,2026-01-10 12:00:00,España,FREE,2026-01-10
786,10028,2026-01-11 12:00:00,United States,PRO,2026-01-11
787,10207,2026-01-02 12:00:00,Canada,FREE,2026-01-02
788,10095,2026-01-14 12:00:00,United States,PRO,2026-01-14
789,10112,2026-01-03 12:00:00,United States,PRO,2026-01-03
790,10090,2026-01-14 12:00:00,United States,PRO,2026-01-14
791,10201,2026-01-05 12:00:00,United States,ENTERPRISE,2026-01-05
792,10022,2026-01-11 12:00:00,México,PRO,2026-01-11
793,10035,2026-01-11 12:00:00,Canada,PRO,2026-01-11
794,10131,2026-01-04 12:00:00,Brasil,FREE,2026-01-04
795,10194,2026-01-17 12:00:00,México,PRO,2026-01-17
796,10023,2026-01-14 12:00:00,España,PRO,2026-01-14
797,10164,2026-01-06 12:00:00,México,FREE,2026-01-06
798,10089,2026-01-15 12:00:00,Canada,ENTERPRISE,2026-01-15
799,10004,2026-01-14 12:00:00,Brasil,PRO,2026-01-14
800,10153,2026-01-08 12:00:00,Canada,ENTERPRISE,2026-01-08
801,10022,2026-01-16 12:00:00,España,PRO,2026-01-16
802,10023,2026-01-02 12:00:00,United States,FREE,2026-01-02
803,10035,2026-01-04 12:00:00,Canada,FREE,2026-01-04
804,10095,2026-01-01 12:00:00,España,FREE,2026-01-01
805,10066,2026-01-03 12:00:00,Brasil,ENTERPRISE,2026-01-03
806,10143,2026-01-10 12:00:00,España,FREE,2026-01-10
807,10190,2026-01-05 12:00:00,México,PRO,2026-01-05
808,10095,2026-01-15 12:00:00,Canada,ENTERPRISE,2026-01-15
809,10137,2026-01-10 12:00:00,Brasil,FREE,2026-01-10
810,10126,2026-01-06 12:00:00,Brasil,PRO,2026-01-06
811,10012,2026-01-10 12:00:00,Canada,ENTERPRISE,2026-01-10
812,10089,2026-01-07 12:00:00,México,PRO,2026-01-07
813,10035,2026-01-18 12:00:00,México,FREE,2026-01-18
814,10214,2026-01-10 12:00:00,Canada,PRO,2026-01-10
815,10179,2026-01-04 12:00:00,Canada,PRO,2026-01-04
816,10188,2026-01-09 12:00:00,México,FREE,2026-01-09
817,10127,2026-01-07 12:00:00,Brasil,FREE,2026-01-07
818,10045,2026-01-14 12:00:00,España,FREE,2026-01-14
819,10023,2026-01-06 12:00:00,España,PRO,2026-01-06
820,10054,2026-01-02 12:00:00,Brasil,FREE,2026-01-02
821,10065,2026-01-05 12:00:00,España,PRO,2026-01-05
822,10063,2026-01-05 12:00:00,Canada,FREE,2026-01-05
823,10214,2026-01-09 12:00:00,Brasil,FREE,2026-01-09
824,10073,2026-01-11 12:00:00,Brasil,PRO,2026-01-11
825,10206,2026-01-06 12:00:00,Canada,PRO,2026-01-06
826,10067,2026-01-11 12:00:00,México,PRO,2026-01-11
827,10200,2026-01-04 12:00:00,España,ENTERPRISE,2026-01-04
828,10217,2026-01-13 12:00:00,Brasil,PRO,2026-01-13
829,10006,2026-01-07 12:00:00,México,PRO,2026-01-07
830,10158,2026-01-11 12:00:00,Canada,ENTERPRISE,2026-01-11
831,10100,2026-01-05 12:00:00,United States,PRO,2026-01-05
832,10090,2026-01-11 12:00:00,Brasil,PRO,2026-01-11
833,10053,2026-01-13 12:00:00,México,PRO,2026-01-13
834,10075,2026-01-13 12:00:00,España,PRO,2026-01-13
835,10026,2026-01-08 12:00:00,España,FREE,2026-01-08
836,10160,2026-01-04 12:00:00,United States,PRO,2026-01-04
837,10075,2026-01-02 12:00:00,Canada,PRO,2026-01-02
838,10052,2026-01-09 12:00:00,Canada,FREE,2026-01-09
839,10160,2026-01-01 12:00:00,Canada,PRO,2026-01-01
840,10205,2026-01-12 12:00:00,México,ENTERPRISE,2026-01-12
841,10091,2026-01-02 12:00:00,México,PRO,2026-01-02
842,10163,2026-01-02 12:00:00,México,PRO,2026-01-02
843,10129,2026-01-04 12:00:00,México,ENTERPRISE,2026-01-04
844,10173,2026-01-01 12:00:00,Brasil,FREE,2026-01-01
845,10203,2026-01-12 12:00:00,Brasil,ENTERPRISE,2026-01-12
846,10040,2026-01-02 12:00:00,Canada,FREE,2026-01-02
847,10113,2026-01-09 12:00:00,United States,PRO,2026-01-09
848,10168,2026-01-17 12:00:00,México,PRO,2026-01-17
849,10009,2026-01-06 12:00:00,United States,PRO,2026-01-06
850,10124,2026-01-11 12:00:00,Brasil,PRO,2026-01-11
851,10181,2026-01-16 12:00:00,España,PRO,2026-01-16
