order_id,payment_id,payment_method,payment_status,attempt_number,payment_amount,payment_created_at,processor
ORD000062,P00742,amex,captured,3,330.01,2025-02-24,stripe
ORD000412,P01099,mastercard,captured,3,465.7,2025-03-08,adyen
ORD001161,P00027,paypal,failed,3,573.3,2025-01-14,stripe
ORD001342,P00999,apple_pay,captured,3,488.15,2025-01-24,stripe
ORD000842,P00158,klarna,captured,2,285.89,2025-02-23,stripe
ORD001089,P00410,amex,authorized,1,392.39,2025-08-27,adyen
ORD000850,P00671,amex,captured,3,383.02,2025-06-16,stripe
ORD000211,P00671,paypal,captured,3,556.06,2025-06-12,braintree
ORD000639,P00376,mastercard,captured,2,93.24,2025-09-27,adyen
ORD000447,P00078,visa,captured,2,420.47,2025-05-30,stripe
ORD001097,P00242,apple_pay,authorized,2,519.07,2025-01-03,adyen
ORD001260,P01306,visa,captured,2,221.86,2025-01-10,stripe
ORD000261,P00745,apple_pay,authorized,1,427.9,2025-03-07,stripe
ORD000126,P00315,paypal,failed,3,157.41,2025-05-20,stripe
ORD000266,P01477,amex,captured,2,61.94,2025-11-19,adyen
ORD000798,P00253,amex,captured,3,24.99,2025-03-07,stripe
ORD001084,P01313,klarna,captured,2,322.66,2025-09-26,adyen
ORD000768,P00598,apple_pay,authorized,2,40.48,2025-01-13,stripe
ORD001392,P00629,visa,captured,1,359.53,2025-02-09,stripe
ORD000830,P00149,klarna,authorized,2,231.56,2025-05-26,stripe
ORD000041,P01545,visa,captured,3,14.05,2025-08-21,stripe
ORD000087,P00889,apple_pay,authorized,2,143.62,2025-10-29,adyen
ORD000461,P01320,amex,captured,3,445.66,2025-09-28,stripe
ORD001076,P00793,amex,authorized,1,233.49,2025-11-22,adyen
ORD001273,P00457,paypal,authorized,3,438.08,2025-06-08,adyen
ORD001344,P00250,amex,captured,1,490.83,2025-03-28,stripe
ORD000222,P00842,visa,captured,2,480.2,2025-06-03,stripe
ORD001310,P00740,visa,authorized,2,405.66,2025-04-11,braintree
ORD000745,P01015,apple_pay,captured,2,450.49,2025-05-10,stripe
ORD000671,P01390,apple_pay,failed,2,346.18,2025-02-05,stripe
ORD000730,P00307,amex,captured,3,284.21,2025-10-08,stripe
ORD000690,P01532,amex,captured,3,46.41,2025-11-28,braintree
ORD000619,P00970,amex,authorized,1,585.31,2025-02-04,braintree
ORD000999,P00531,klarna,authorized,3,505.74,2025-01-24,adyen
ORD000649,P00047,visa,authorized,2,406.44,2025-10-21,stripe
ORD000734,P00975,paypal,chargeback,2,390.02,2025-12-09,braintree
ORD000981,P00931,mastercard,authorized,3,350.32,2025-01-06,stripe
ORD000496,P00326,mastercard,authorized,1,65.71,2025-08-23,adyen
ORD001142,P00034,visa,authorized,2,198.45,2025-06-01,braintree
ORD000942,P01573,amex,failed,2,210.37,2025-10-15,stripe
ORD000774,P00925,visa,captured,2,478.28,2025-07-08,braintree
ORD000905,P00945,apple_pay,failed,1,366.93,2025-03-22,stripe
ORD000348,P00139,mastercard,captured,3,244.91,2025-04-16,braintree
ORD000795,P01421,klarna,failed,3,203.57,2025-08-10,stripe
ORD000445,P00234,visa,refunded,3,513.79,2025-04-05,stripe
ORD000210,P00413,amex,captured,2,473.52,2025-02-09,adyen
ORD000454,P00488,amex,chargeback,1,489.73,2025-07-14,stripe
ORD000756,P01047,apple_pay,refunded,3,243.29,2025-08-29,stripe
ORD001341,P00861,mastercard,authorized,2,292.75,2025-10-19,stripe
ORD000326,P00096,mastercard,captured,1,348.23,2025-08-08,adyen
ORD000328,P01571,amex,captured,3,123.17,2025-05-27,braintree
ORD000322,P01189,klarna,failed,3,223.75,2025-10-28,stripe
ORD001257,P01424,apple_pay,captured,3,299.76,2025-06-16,stripe
ORD000840,P00873,paypal,captured,2,405.52,2025-08-24,stripe
ORD001030,P00048,klarna,authorized,2,275.2,2025-11-26,stripe
ORD000518,P01527,apple_pay,failed,1,101.22,2025-12-21,stripe
ORD000323,P01579,apple_pay,authorized,2,260.81,2025-06-12,adyen
ORD000617,P00759,amex,captured,2,323.51,2025-06-28,stripe
ORD000488,P00733,amex,authorized,3,393.96,2025-11-14,stripe
ORD000470,P00865,klarna,failed,1,513.75,2025-07-21,stripe
ORD000994,P01087,klarna,failed,1,147.17,2025-10-03,braintree
ORD000686,P01101,apple_pay,authorized,1,340.24,2025-01-28,stripe
ORD001178,P00472,visa,failed,1,256.25,2025-10-28,adyen
ORD001215,P01592,visa,failed,2,415.3,2025-02-09,stripe
ORD001319,P01300,amex,authorized,3,525.82,2025-05-22,stripe
ORD001033,P01509,paypal,captured,2,291.48,2025-03-05,adyen
ORD000608,P00601,paypal,authorized,2,508.06,2025-12-05,stripe
ORD000702,P01193,mastercard,authorized,2,11.19,2025-02-13,stripe
ORD000173,P01371,apple_pay,failed,3,548.21,2025-07-19,stripe
ORD000453,P01254,klarna,authorized,2,475.21,2025-02-20,braintree
ORD000696,P01563,mastercard,captured,3,88.96,2025-01-07,adyen
ORD000234,P00653,apple_pay,authorized,1,408.43,2025-04-06,braintree
ORD001334,P01538,visa,authorized,1,313.4,2025-01-29,stripe
ORD001358,P01459,amex,captured,2,582.71,2025-04-12,stripe
ORD000611,P01389,klarna,captured,2,189.57,2025-02-28,stripe
ORD000046,P00969,mastercard,refunded,2,369.31,2025-09-11,stripe
ORD000384,P00592,apple_pay,authorized,1,318.49,2025-03-04,stripe
ORD000822,P00683,klarna,captured,2,140.47,2025-06-27,stripe
ORD000190,P00785,amex,captured,1,490.07,2025-01-01,stripe
ORD001185,P00439,klarna,captured,2,448.38,2025-12-05,braintree
ORD001327,P01174,paypal,captured,1,331.04,2025-06-11,braintree
ORD000897,P00041,paypal,authorized,1,566.99,2025-05-06,adyen
ORD000555,P00488,visa,failed,3,556.73,2025-04-29,stripe
ORD001052,P00598,apple_pay,captured,2,492.61,2025-01-24,stripe
ORD000772,P00580,mastercard,failed,1,99.9,2025-04-05,stripe
ORD001262,P01570,mastercard,authorized,1,537.55,2025-11-05,braintree
ORD001333,P00689,klarna,authorized,3,190.43,2025-05-21,stripe
ORD000765,P00812,amex,captured,1,346.35,2025-11-04,stripe
ORD001336,P00141,amex,captured,2,585.1,2025-03-07,adyen
ORD000265,P00797,klarna,authorized,2,146.27,2025-05-13,stripe
ORD000303,P00834,mastercard,authorized,1,127.85,2025-08-19,adyen
ORD000896,P00125,apple_pay,authorized,2,512.64,2025-01-26,stripe
ORD000924,P00216,paypal,authorized,3,17.7,2025-05-09,stripe
ORD001319,P00594,visa,authorized,1,112.8,2025-11-18,braintree
ORD000364,P00964,paypal,failed,3,203.12,2025-06-30,stripe
ORD000472,P00323,amex,refunded,2,445.59,2025-12-07,stripe
ORD000808,P00450,apple_pay,captured,1,293.47,2025-02-21,stripe
ORD000205,P00904,amex,authorized,2,242.06,2025-12-30,stripe
ORD000838,P00623,mastercard,captured,1,552.06,2025-11-17,stripe
ORD001292,P00961,mastercard,failed,2,455.99,2025-05-23,stripe
ORD000416,P00597,paypal,refunded,1,383.37,2025-07-25,stripe
ORD001208,P01143,klarna,authorized,3,210.62,2025-02-16,stripe
ORD001019,P01333,amex,authorized,2,516.74,2025-02-27,braintree
ORD001267,P01036,visa,captured,3,159.32,2025-05-18,stripe
ORD000889,P00910,apple_pay,captured,1,568.09,2025-04-30,braintree
ORD000545,P01269,mastercard,authorized,1,163.68,2025-08-02,stripe
ORD000026,P01328,amex,captured,1,493.85,2025-11-27,stripe
ORD000277,P00063,klarna,authorized,3,549.38,2025-01-16,stripe
ORD001204,P00886,visa,authorized,3,143.64,2025-11-02,stripe
ORD000763,P00646,visa,captured,3,145.36,2025-04-11,adyen
ORD000320,P00568,mastercard,failed,1,56.37,2025-08-26,stripe
ORD001144,P01374,amex,authorized,3,211.39,2025-12-10,stripe
ORD001391,P01148,klarna,failed,2,305.15,2025-09-25,stripe
ORD000796,P00239,paypal,authorized,1,60.72,2025-01-17,adyen
ORD000310,P01173,apple_pay,captured,1,96.34,2025-08-05,braintree
ORD000060,P00026,amex,authorized,3,259.07,2025-02-25,stripe
ORD000135,P00050,amex,authorized,2,116.28,2025-04-03,adyen
ORD000730,P00292,amex,authorized,1,466.36,2025-08-01,stripe
ORD001027,P00838,visa,captured,3,200.25,2025-08-01,stripe
ORD000651,P01221,paypal,failed,2,37.34,2025-12-16,adyen
ORD000251,P00842,mastercard,authorized,1,101.17,2025-04-14,adyen
ORD000518,P00739,klarna,authorized,2,191.27,2025-12-10,stripe
ORD000322,P00782,apple_pay,captured,3,96.02,2025-06-09,stripe
ORD000564,P01123,klarna,captured,1,137.18,2025-04-04,stripe
ORD000561,P00861,mastercard,failed,1,131.89,2025-08-16,stripe
ORD000912,P00261,visa,authorized,1,257.02,2025-08-13,adyen
ORD000258,P00113,amex,captured,3,319.21,2025-11-24,adyen
ORD001135,P00002,paypal,captured,1,377.32,2025-12-19,stripe
ORD000697,P00905,paypal,failed,2,546.54,2025-08-31,braintree
ORD000990,P00142,paypal,captured,2,415.96,2025-08-18,braintree
ORD000072,P00449,apple_pay,authorized,1,127.17,2025-04-15,stripe
ORD000268,P00846,mastercard,authorized,2,275.02,2025-03-22,stripe
ORD000985,P01306,mastercard,captured,3,440.41,2025-08-05,stripe
ORD000093,P00985,mastercard,captured,2,337.53,2025-09-11,braintree
ORD001090,P00907,amex,captured,1,109.92,2025-05-15,stripe
ORD000853,P01566,paypal,authorized,2,474.63,2025-07-06,stripe
ORD000866,P01525,apple_pay,authorized,3,126.02,2025-07-29,braintree
ORD001130,P00339,amex,captured,1,213.14,2025-06-30,stripe
ORD000213,P00544,amex,authorized,1,442.86,2025-01-17,braintree
ORD000886,P00206,klarna,refunded,2,581.92,2025-06-28,adyen
ORD001124,P00439,amex,failed,2,535.32,2025-03-20,stripe
ORD000456,P01153,visa,authorized,2,582.19,2025-02-11,adyen
ORD000143,P01448,amex,captured,2,244.08,2025-06-21,adyen
ORD000869,P00390,visa,authorized,1,267.15,2025-10-16,stripe
ORD001168,P01081,amex,refunded,3,106.09,2025-10-18,adyen
ORD000999,P01222,klarna,captured,3,288.85,2025-05-07,stripe
ORD001201,P00988,apple_pay,captured,1,470.45,2025-07-27,adyen
ORD000146,P01141,klarna,captured,2,50.67,2025-03-09,adyen
ORD001089,P00113,mastercard,authorized,2,198.22,2025-04-13,braintree
ORD000128,P00058,amex,authorized,2,556.09,2025-06-10,adyen
ORD000122,P01352,klarna,authorized,2,117.71,2025-05-23,braintree
ORD001096,P01527,apple_pay,captured,2,185.3,2025-08-23,stripe
ORD001131,P01217,mastercard,authorized,1,561.68,2025-09-30,stripe
ORD001125,P01332,klarna,refunded,3,213.43,2025-07-22,stripe
ORD001075,P01556,visa,captured,3,500.24,2025-01-11,stripe
ORD000793,P01553,mastercard,failed,2,179.39,2025-10-26,braintree
ORD000662,P00777,paypal,authorized,1,161.64,2025-06-16,stripe
ORD000847,P00137,paypal,failed,3,120.38,2025-11-04,stripe
ORD000495,P00135,apple_pay,captured,1,46.97,2025-04-10,stripe
ORD000710,P00737,apple_pay,captured,1,255.06,2025-08-15,braintree
ORD000478,P00780,mastercard,failed,1,430.92,2025-03-31,stripe
ORD000639,P01576,amex,captured,1,308.15,2025-07-21,braintree
ORD000912,P00421,apple_pay,captured,2,250.33,2025-11-02,stripe
ORD000889,P00456,klarna,refunded,1,130.62,2025-07-26,stripe
ORD000987,P00784,klarna,authorized,1,413.27,2025-12-31,stripe
ORD001178,P00564,klarna,authorized,3,159.19,2025-05-24,braintree
ORD000693,P00305,apple_pay,chargeback,3,28.93,2025-02-16,stripe
ORD001186,P00816,amex,refunded,2,579.08,2025-06-21,stripe
ORD001372,P00979,apple_pay,captured,2,566.07,2025-11-01,stripe
ORD000711,P01021,visa,failed,1,136.53,2025-07-12,stripe
ORD001175,P00633,klarna,refunded,3,150.77,2025-08-12,stripe
ORD000845,P01388,klarna,captured,1,352.26,2025-10-20,stripe
ORD000772,P01170,paypal,authorized,1,262.18,2025-04-06,stripe
ORD000233,P00362,paypal,captured,2,533.8,2025-09-30,adyen
ORD001302,P00186,paypal,captured,1,261.88,2025-12-15,stripe
ORD000843,P00120,visa,authorized,3,90.14,2025-03-13,stripe
ORD000441,P00138,mastercard,refunded,2,332.53,2025-03-09,braintree
ORD000243,P00609,apple_pay,captured,3,76.82,2025-12-23,adyen
ORD001306,P01586,visa,failed,2,273.85,2025-12-21,adyen
ORD001302,P00982,apple_pay,captured,1,350.59,2025-12-19,stripe
ORD001395,P01127,mastercard,authorized,1,567.75,2025-11-09,stripe
ORD000214,P00856,visa,captured,3,183.08,2025-04-12,stripe
ORD000990,P01306,paypal,captured,1,393.16,2025-07-24,stripe
ORD000582,P01062,mastercard,captured,3,10.11,2025-12-31,stripe
ORD000260,P01305,amex,authorized,1,524.15,2025-09-14,stripe
ORD000816,P00892,klarna,failed,3,197.09,2025-07-11,stripe
ORD001059,P00106,apple_pay,authorized,3,152.09,2025-08-10,stripe
ORD001249,P00027,klarna,captured,2,70.48,2025-03-24,stripe
ORD001274,P00870,amex,captured,1,473.3,2025-05-09,stripe
ORD000581,P01563,amex,chargeback,3,43.38,2025-09-20,stripe
ORD000914,P00223,apple_pay,captured,1,374.55,2025-12-18,stripe
ORD000780,P00006,visa,authorized,3,196.16,2025-01-18,stripe
ORD000160,P00429,klarna,chargeback,3,429.57,2025-06-01,adyen
ORD001261,P00147,amex,refunded,3,579.82,2025-09-08,stripe
ORD000632,P01210,amex,authorized,2,172.17,2025-06-19,stripe
ORD000392,P00529,paypal,failed,2,375.63,2025-11-01,stripe
ORD000032,P00184,visa,refunded,1,228.62,2025-08-24,adyen
ORD000159,P00434,mastercard,authorized,2,310.57,2025-05-08,stripe
ORD000649,P01405,visa,failed,3,59.14,2025-10-07,stripe
ORD000508,P00597,paypal,authorized,1,130.57,2025-05-03,stripe
ORD000426,P00342,apple_pay,failed,3,478.6,2025-05-31,braintree
ORD001118,P01081,visa,authorized,2,213.51,2025-04-10,stripe
ORD000240,P00565,visa,captured,3,10.6,2025-12-31,stripe
ORD001301,P01119,apple_pay,failed,1,199.3,2025-05-29,adyen
ORD000347,P01458,amex,authorized,1,405.11,2025-12-15,stripe
ORD000829,P00264,klarna,failed,3,583.24,2025-07-29,stripe
ORD000410,P01065,paypal,authorized,1,513.93,2025-02-15,adyen
ORD000073,P00849,apple_pay,authorized,3,456.55,2025-10-06,braintree
ORD000986,P00109,amex,refunded,3,558.3,2025-03-13,stripe
ORD000138,P00467,mastercard,refunded,1,399.06,2025-11-20,adyen
ORD001322,P01456,apple_pay,captured,3,316.31,2025-12-19,stripe
ORD000579,P00774,paypal,refunded,2,328.36,2025-07-20,adyen
ORD001233,P00358,paypal,authorized,3,567.1,2025-05-26,adyen
ORD000396,P01164,amex,captured,3,11.26,2025-06-23,adyen
ORD001317,P00096,paypal,refunded,1,314.24,2025-10-11,stripe
ORD000084,P00932,amex,refunded,1,463.76,2025-05-17,stripe
ORD001139,P00556,klarna,captured,1,32.48,2025-01-19,adyen
ORD000465,P01171,apple_pay,captured,2,495.68,2025-08-06,stripe
ORD000417,P00125,amex,captured,2,507.94,2025-09-27,braintree
ORD001253,P01010,klarna,authorized,3,318.92,2025-02-22,stripe
ORD001377,P00993,visa,failed,3,498.98,2025-05-12,braintree
ORD000763,P01204,apple_pay,authorized,1,94.15,2025-06-20,stripe
ORD000232,P00516,amex,captured,1,566.41,2025-08-12,stripe
ORD001388,P00655,mastercard,authorized,2,38.82,2025-07-05,braintree
ORD001293,P01090,apple_pay,captured,3,31.98,2025-10-03,stripe
ORD001199,P00337,paypal,refunded,2,319.17,2025-08-18,stripe
ORD000813,P01329,visa,captured,2,443.79,2025-09-18,stripe
ORD000896,P00570,mastercard,refunded,3,423.03,2025-01-26,stripe
ORD000062,P01568,amex,captured,2,334.62,2025-12-02,braintree
ORD001335,P00875,paypal,authorized,1,472.34,2025-06-06,adyen
ORD000693,P01355,apple_pay,failed,3,368.55,2025-06-04,adyen
ORD000389,P01570,amex,authorized,1,511.62,2025-10-06,stripe
ORD000380,P00489,apple_pay,authorized,1,78.32,2025-06-01,stripe
ORD000225,P01328,apple_pay,captured,1,589.04,2025-10-14,adyen
ORD000146,P01050,amex,authorized,2,529.63,2025-10-29,stripe
ORD000051,P01414,klarna,refunded,2,538.21,2025-07-18,stripe
ORD000379,P00954,klarna,captured,2,224.53,2025-07-26,stripe
ORD001209,P01521,mastercard,authorized,1,568.65,2025-11-15,adyen
ORD000570,P00528,paypal,captured,2,93.49,2025-09-30,stripe
ORD000600,P00131,klarna,authorized,2,55.95,2025-10-03,stripe
ORD001262,P01027,paypal,captured,1,245.24,2025-09-13,braintree
ORD000865,P00162,apple_pay,authorized,2,560.52,2025-10-19,stripe
ORD000387,P01114,apple_pay,failed,1,581.04,2025-10-08,stripe
ORD000655,P00708,paypal,authorized,3,301.18,2025-10-17,stripe
ORD000137,P00072,amex,authorized,2,453.63,2025-05-29,stripe
ORD000258,P01531,paypal,captured,3,327.56,2025-09-23,adyen
ORD000003,P01362,apple_pay,captured,2,76.94,2025-07-08,stripe
ORD001038,P00651,mastercard,captured,2,395.35,2025-11-09,stripe
ORD001116,P00255,klarna,captured,3,96.65,2025-06-30,stripe
ORD001040,P00495,mastercard,authorized,1,397.16,2025-02-05,stripe
ORD000693,P01014,amex,captured,3,151.86,2025-10-25,stripe
ORD001210,P00655,visa,refunded,1,165.36,2025-07-03,stripe
ORD000090,P01137,klarna,authorized,3,408.21,2025-01-16,stripe
ORD000356,P00096,apple_pay,captured,3,284.31,2025-10-29,stripe
ORD000627,P01305,visa,captured,2,499.84,2025-01-19,stripe
ORD000772,P01003,mastercard,failed,2,411.36,2025-02-09,stripe
ORD000212,P00376,paypal,authorized,2,184.05,2025-09-17,adyen
ORD000476,P00148,amex,authorized,2,468.5,2025-02-26,stripe
ORD000097,P00529,visa,captured,1,48.16,2025-04-09,stripe
ORD001004,P01350,klarna,captured,3,443.55,2025-05-27,stripe
ORD000537,P00911,amex,authorized,1,237.38,2025-12-22,stripe
ORD000242,P01568,apple_pay,failed,1,188.25,2025-07-25,adyen
ORD000421,P00620,apple_pay,captured,2,318.37,2025-12-21,stripe
ORD000571,P01066,mastercard,refunded,2,545.2,2025-09-22,adyen
ORD000839,P01266,amex,refunded,1,161.48,2025-04-16,stripe
ORD000272,P01545,apple_pay,failed,2,599.64,2025-07-24,stripe
ORD000530,P00624,apple_pay,captured,3,357.44,2025-05-03,adyen
ORD000540,P00770,mastercard,captured,1,158.75,2025-03-21,stripe
ORD000961,P01418,mastercard,failed,1,417.75,2025-07-14,stripe
ORD000956,P00200,apple_pay,authorized,3,443.88,2025-11-06,stripe
ORD000519,P00556,amex,failed,1,323.6,2025-10-16,adyen
ORD001221,P01279,visa,captured,3,87.05,2025-04-07,stripe
ORD001233,P00470,amex,failed,3,490.91,2025-04-05,adyen
ORD000514,P01105,visa,captured,2,488.04,2025-11-10,stripe
ORD000859,P00171,paypal,captured,2,461.49,2025-08-19,adyen
ORD000663,P00425,klarna,captured,3,455.87,2025-06-30,stripe
ORD000654,P01057,visa,captured,1,234.98,2025-10-28,stripe
ORD000052,P01122,mastercard,captured,1,300.71,2025-01-15,stripe
ORD000257,P00432,paypal,captured,1,400.26,2025-10-02,stripe
ORD000563,P00651,visa,authorized,2,107.76,2025-06-25,stripe
ORD000568,P00367,paypal,refunded,3,366.49,2025-06-27,adyen
ORD000142,P00829,mastercard,failed,2,75.02,2025-08-27,adyen
ORD001142,P00048,paypal,failed,3,510.22,2025-03-24,stripe
ORD000545,P00544,amex,refunded,2,80.7,2025-11-18,adyen
ORD000711,P00726,klarna,captured,3,465.72,2025-01-31,adyen
ORD000919,P00349,klarna,refunded,3,140.98,2025-08-01,adyen
ORD001208,P01007,klarna,captured,1,557.74,2025-06-23,stripe
ORD000896,P00294,visa,authorized,2,398.2,2025-12-28,stripe
ORD000658,P00807,klarna,authorized,2,264.38,2025-08-26,braintree
ORD001287,P01404,visa,authorized,2,35.74,2025-05-19,stripe
ORD001122,P00721,mastercard,authorized,3,368.23,2025-06-03,adyen
ORD001176,P01284,klarna,captured,2,233.04,2025-03-31,stripe
ORD000416,P00931,klarna,chargeback,3,480.99,2025-01-19,adyen
ORD001303,P01329,mastercard,authorized,3,477.7,2025-06-11,adyen
ORD001194,P00932,klarna,refunded,1,415.35,2025-01-08,braintree
ORD001309,P00889,visa,failed,1,168.02,2025-08-29,adyen
ORD000486,P01203,amex,failed,3,112.04,2025-11-26,stripe
ORD000498,P00143,visa,failed,3,303.26,2025-02-04,stripe
ORD000082,P00454,paypal,chargeback,3,276.89,2025-12-21,adyen
ORD001177,P00734,klarna,authorized,1,407.04,2025-02-02,adyen
ORD001155,P00107,paypal,captured,3,324.36,2025-06-23,stripe
ORD001131,P01581,paypal,captured,1,302.01,2025-08-16,stripe
ORD000576,P01240,mastercard,authorized,2,293.67,2025-08-22,adyen
ORD000768,P01240,paypal,captured,3,307.5,2025-05-21,stripe
ORD000594,P01101,mastercard,captured,1,524.58,2025-01-17,adyen
ORD000941,P01593,paypal,chargeback,2,110.81,2025-10-13,braintree
ORD000435,P00171,visa,authorized,2,21.07,2025-06-18,stripe
ORD001287,P00448,paypal,refunded,2,140.89,2025-04-07,stripe
ORD000584,P00720,amex,authorized,1,193.07,2025-06-14,braintree
ORD000523,P01165,apple_pay,captured,2,371.33,2025-06-08,stripe
ORD000579,P00476,klarna,captured,3,507.15,2025-08-06,adyen
ORD000496,P00020,klarna,refunded,1,430.7,2025-07-07,stripe
ORD000242,P01101,amex,captured,2,598.99,2025-08-07,stripe
ORD001138,P01073,paypal,authorized,2,10.42,2025-12-10,stripe
ORD001077,P01428,paypal,refunded,2,122.17,2025-12-03,stripe
ORD001345,P00558,klarna,authorized,3,61.39,2025-01-03,braintree
ORD000394,P01392,apple_pay,refunded,1,401.52,2025-08-24,adyen
ORD000424,P00791,visa,authorized,1,261.91,2025-03-21,stripe
ORD000200,P00539,apple_pay,authorized,3,193.67,2025-01-25,stripe
ORD000229,P00957,amex,authorized,3,194.47,2025-02-03,adyen
ORD001332,P00233,klarna,captured,1,536.86,2025-08-21,stripe
ORD001157,P01019,paypal,failed,1,54.55,2025-12-28,stripe
ORD000950,P01061,amex,captured,2,194.91,2025-10-12,adyen
ORD001297,P00426,mastercard,authorized,3,304.94,2025-02-18,stripe
ORD001078,P00748,klarna,captured,2,252.84,2025-03-18,stripe
ORD001001,P01227,visa,captured,3,415.64,2025-10-28,stripe
ORD000162,P00608,visa,captured,2,368.42,2025-08-10,stripe
ORD000158,P00199,visa,captured,3,482.28,2025-07-09,stripe
ORD000511,P00206,paypal,captured,1,508.06,2025-03-08,stripe
ORD001109,P01146,mastercard,captured,3,245.96,2025-10-13,stripe
ORD000295,P00683,paypal,captured,3,520.98,2025-11-01,braintree
ORD000800,P00227,apple_pay,authorized,3,382.98,2025-04-21,stripe
ORD001058,P01592,mastercard,refunded,1,517.62,2025-12-31,adyen
ORD001199,P01162,visa,failed,3,284.57,2025-06-23,stripe
ORD000311,P00725,amex,failed,3,25.08,2025-01-15,stripe
ORD000122,P01134,paypal,failed,3,398.2,2025-12-23,stripe
ORD001331,P01512,apple_pay,captured,1,579.94,2025-03-12,adyen
ORD001319,P00650,visa,refunded,3,558.87,2025-02-04,stripe
ORD001328,P01085,klarna,captured,3,99.7,2025-06-15,stripe
ORD001053,P01056,paypal,captured,1,298.84,2025-08-15,adyen
ORD000300,P00153,amex,failed,1,524.96,2025-08-18,stripe
ORD000388,P01226,mastercard,failed,3,255.75,2025-12-16,braintree
ORD000168,P00294,klarna,captured,3,315.72,2025-06-18,stripe
ORD000075,P01117,visa,failed,2,598.58,2025-02-16,adyen
ORD000377,P00590,amex,captured,2,294.76,2025-06-15,adyen
ORD000260,P01120,amex,captured,3,122.12,2025-11-03,stripe
ORD000975,P01347,paypal,refunded,2,32.82,2025-01-05,stripe
ORD000044,P00249,mastercard,captured,3,282.21,2025-04-11,braintree
ORD000074,P01346,klarna,failed,3,313.62,2025-09-04,stripe
ORD000741,P01027,amex,failed,1,552.76,2025-03-15,stripe
ORD000197,P01157,apple_pay,authorized,1,477.27,2025-06-27,stripe
ORD000031,P00405,paypal,refunded,1,47.09,2025-03-02,stripe
ORD000309,P01252,mastercard,authorized,3,491.92,2025-02-16,stripe
ORD000273,P01284,klarna,failed,1,51.02,2025-09-26,stripe
ORD000652,P00798,amex,failed,3,18.29,2025-10-12,braintree
ORD000326,P00477,paypal,captured,2,332.71,2025-01-14,stripe
ORD000207,P00499,paypal,refunded,3,322.58,2025-07-15,adyen
ORD000655,P00199,paypal,captured,2,196.7,2025-06-03,braintree
ORD000074,P01389,paypal,captured,2,281.73,2025-05-15,stripe
ORD001203,P01264,paypal,captured,1,553.02,2025-09-12,adyen
ORD000580,P01255,apple_pay,captured,1,409.07,2025-08-21,stripe
ORD001189,P00445,amex,captured,1,212.02,2025-02-20,stripe
ORD000228,P01264,apple_pay,authorized,1,561.03,2025-12-21,stripe
ORD001220,P00739,paypal,captured,1,106.15,2025-03-23,stripe
ORD000600,P00556,klarna,refunded,3,113.36,2025-07-19,stripe
ORD000824,P01291,paypal,captured,3,147.47,2025-02-25,stripe
ORD000130,P00114,paypal,refunded,1,147.17,2025-08-08,stripe
ORD000504,P01271,amex,captured,2,51.89,2025-01-10,braintree
ORD000941,P00743,amex,refunded,3,192.7,2025-04-09,braintree
ORD000608,P00892,apple_pay,failed,1,333.71,2025-06-16,adyen
ORD000384,P00459,paypal,captured,3,141.44,2025-02-05,stripe
ORD000865,P00515,amex,captured,2,73.04,2025-07-01,braintree
ORD000849,P00610,apple_pay,chargeback,3,393.78,2025-08-01,braintree
ORD000820,P01362,visa,refunded,1,257.79,2025-12-12,adyen
ORD001064,P00628,visa,captured,3,395.47,2025-05-17,adyen
ORD000985,P01373,paypal,failed,3,156.34,2025-09-23,stripe
ORD000493,P00977,amex,refunded,1,456.09,2025-04-07,braintree
ORD000877,P01362,apple_pay,authorized,3,583.94,2025-12-21,stripe
ORD000833,P01512,paypal,captured,1,164.13,2025-12-19,adyen
ORD000696,P00025,apple_pay,failed,1,387.23,2025-10-04,stripe
ORD001166,P00035,mastercard,authorized,3,461.38,2025-03-19,stripe
ORD001118,P00363,mastercard,failed,3,330.53,2025-12-24,braintree
ORD000772,P01595,mastercard,authorized,1,181.77,2025-05-26,adyen
ORD000715,P01123,paypal,captured,3,136.51,2025-04-01,adyen
ORD000310,P00562,apple_pay,captured,3,391.49,2025-05-27,stripe
ORD001255,P00122,klarna,captured,1,293.14,2025-03-03,stripe
ORD000507,P00855,mastercard,authorized,1,504.0,2025-05-11,stripe
ORD001022,P00345,visa,captured,1,62.72,2025-05-23,adyen
ORD001116,P00051,klarna,authorized,1,29.31,2025-12-30,stripe
ORD000489,P00688,paypal,authorized,1,228.8,2025-06-29,stripe
ORD000775,P00212,amex,failed,3,289.87,2025-09-28,stripe
ORD001179,P01508,mastercard,authorized,1,387.34,2025-10-29,stripe
ORD001065,P00762,klarna,authorized,2,77.29,2025-12-11,stripe
ORD000262,P00706,apple_pay,authorized,2,356.5,2025-07-17,adyen
ORD001251,P00908,mastercard,captured,1,489.69,2025-08-02,adyen
ORD001121,P00273,mastercard,authorized,3,546.63,2025-12-14,stripe
ORD000005,P00196,klarna,captured,1,540.86,2025-09-06,stripe
ORD001335,P00641,apple_pay,captured,1,315.9,2025-04-16,braintree
ORD000287,P00871,apple_pay,authorized,1,540.56,2025-08-05,stripe
ORD000150,P01210,visa,authorized,3,327.19,2025-07-31,adyen
ORD001205,P00135,paypal,captured,3,53.28,2025-08-02,stripe
ORD001288,P01478,visa,refunded,2,584.47,2025-08-26,stripe
ORD000980,P00894,amex,authorized,2,11.54,2025-06-07,stripe
