event_date,region,park_name,team_id,team_name,volunteer_id,volunteer_experience,minutes_observed,weather,fireflies_counted
2025-08-02,Riverlands,Otter Bend Park,T026,Spark Scouts 26,V01500,beginner,30,light_rain,22
2025-06-20,Northwoods,Silver Fern Preserve,T013,Dusk Patrol 13,V01312,intermediate,90,foggy,38
2025-07-26,Riverlands,Willow Marsh,T035,Night Trackers 35,V00889,intermediate,40,humid,26
2025-07-30,High Plains,Prairie Star Field,T047,Spark Scouts 47,V02241,intermediate,60,clear,25
2025-06-11,Riverlands,Otter Bend Park,T023,Moon Chasers 23,V00187,intermediate,20,light_rain,20
2025-07-25,High Plains,Dry Creek Reserve,T051,Night Trackers 51,V01729,beginner,75,clear,23
2025-08-15,Northwoods,Pine Hollow Park,T007,Twilight Counters 7,V01082,advanced,60,light_rain,25
2025-07-19,High Plains,Dry Creek Reserve,T054,Field Flickers 54,V03283,beginner,60,clear,27
2025-08-07,Northwoods,Pine Hollow Park,T006,Twilight Counters 6,V03808,advanced,45,cloudy,22
2025-07-20,High Plains,Sage Flat Park,T062,Lantern Watch 62,V03623,advanced,60,cloudy,25
2025-07-17,Appalachia,Moss Lantern Park,T094,Spark Scouts 94,V03272,beginner,20,humid,12
2025-07-10,Riverlands,Blue Heron Point,T039,Spark Scouts 39,V02048,intermediate,60,light_rain,28
2025-08-19,Appalachia,Moss Lantern Park,T091,Lantern Watch 91,V03824,intermediate,60,humid,43
2025-06-03,Northwoods,Silver Fern Preserve,T012,Night Trackers 12,V00452,intermediate,60,foggy,33
2025-07-20,Northwoods,Pine Hollow Park,T003,Field Flickers 3,V02313,intermediate,90,humid,53
2025-08-27,Riverlands,Willow Marsh,T034,Glow Seekers 34,V03812,beginner,30,foggy,13
2025-07-11,Northwoods,Silver Fern Preserve,T010,Field Flickers 10,V01026,beginner,45,clear,21
2025-07-04,High Plains,Dry Creek Reserve,T057,Field Flickers 57,V02840,beginner,90,humid,31
2025-07-23,High Plains,Dry Creek Reserve,T056,Glow Seekers 56,V03667,intermediate,45,cloudy,14
2025-06-16,Riverlands,Blue Heron Point,T039,Spark Scouts 39,V02634,beginner,20,foggy,4
2025-07-02,Riverlands,Otter Bend Park,T023,Moon Chasers 23,V02394,intermediate,75,foggy,42
2025-07-12,Appalachia,Cedar Echo Preserve,T097,Field Flickers 97,V02162,beginner,45,clear,35
2025-07-17,Northwoods,Pine Hollow Park,T002,Twilight Counters 2,V00608,advanced,45,clear,30
2025-08-18,Appalachia,Moss Lantern Park,T088,Lantern Watch 88,V01642,intermediate,40,humid,40
2025-06-04,Coastal,Harbor Mist Park,T070,Field Flickers 70,V02424,beginner,45,humid,26
2025-08-01,Appalachia,Moss Lantern Park,T094,Spark Scouts 94,V03749,intermediate,40,foggy,24
2025-06-17,Northwoods,Moonlake Reserve,T022,Spark Scouts 22,V02212,intermediate,30,humid,24
2025-08-12,Appalachia,Moss Lantern Park,T089,Lantern Watch 89,V00301,intermediate,45,light_rain,22
2025-08-31,Northwoods,Pine Hollow Park,T003,Field Flickers 3,V01271,beginner,40,cloudy,27
2025-08-10,High Plains,Sage Flat Park,T059,Glow Seekers 59,V01246,intermediate,40,clear,23
2025-07-22,Riverlands,Willow Marsh,T033,Glow Seekers 33,V00135,beginner,60,cloudy,39
2025-07-18,Northwoods,Moonlake Reserve,T015,Dusk Patrol 15,V02760,intermediate,45,light_rain,19
2025-07-11,High Plains,Dry Creek Reserve,T057,Field Flickers 57,V03652,intermediate,30,cloudy,13
2025-08-04,Riverlands,Blue Heron Point,T042,Field Flickers 42,V00866,intermediate,45,clear,39
2025-08-07,Northwoods,Pine Hollow Park,T005,Dusk Patrol 5,V02648,intermediate,60,clear,38
2025-07-20,Northwoods,Moonlake Reserve,T019,Twilight Counters 19,V02899,intermediate,40,humid,28
2025-07-14,Riverlands,Otter Bend Park,T025,Dusk Patrol 25,V03690,advanced,60,clear,65
2025-07-18,High Plains,Dry Creek Reserve,T052,Twilight Counters 52,V00953,intermediate,40,foggy,18
2025-07-19,Northwoods,Silver Fern Preserve,T014,Twilight Counters 14,V00925,beginner,60,clear,40
2025-06-03,Northwoods,Moonlake Reserve,T016,Dusk Patrol 16,V00648,intermediate,90,clear,66
2025-08-14,High Plains,Sage Flat Park,T062,Lantern Watch 62,V00074,advanced,60,clear,38
2025-08-14,High Plains,Prairie Star Field,T048,Field Flickers 48,V00366,beginner,90,humid,35
2025-06-24,Northwoods,Moonlake Reserve,T017,Night Trackers 17,V01835,beginner,40,clear,15
2025-08-01,Northwoods,Pine Hollow Park,T007,Twilight Counters 7,V00711,advanced,45,humid,24
2025-07-16,Northwoods,Silver Fern Preserve,T011,Night Trackers 11,V03298,beginner,20,foggy,5
2025-07-05,High Plains,Dry Creek Reserve,T052,Twilight Counters 52,V02493,advanced,40,clear,24
2025-06-25,High Plains,Dry Creek Reserve,T054,Field Flickers 54,V03164,intermediate,45,light_rain,16
2025-08-10,Coastal,Harbor Mist Park,T071,Spark Scouts 71,V02569,intermediate,45,clear,28
2025-08-06,Coastal,Harbor Mist Park,T070,Field Flickers 70,V03758,beginner,75,foggy,11
2025-08-31,Northwoods,Silver Fern Preserve,T013,Dusk Patrol 13,V01872,beginner,75,clear,38
2025-07-28,Coastal,Driftwood Cove,T081,Lantern Watch 81,V01872,beginner,20,clear,11
2025-07-22,Coastal,Driftwood Cove,T081,Lantern Watch 81,V01049,beginner,30,humid,12
2025-07-24,Northwoods,Silver Fern Preserve,T014,Twilight Counters 14,V00646,intermediate,60,cloudy,33
2025-06-20,Northwoods,Pine Hollow Park,T001,Spark Scouts 1,V02699,advanced,45,foggy,16
2025-06-12,Riverlands,Willow Marsh,T031,Twilight Counters 31,V02916,advanced,60,humid,50
2025-06-01,Northwoods,Silver Fern Preserve,T010,Field Flickers 10,V03100,intermediate,90,clear,54
2025-08-23,Northwoods,Silver Fern Preserve,T013,Dusk Patrol 13,V03754,beginner,60,humid,27
2025-08-27,Riverlands,Willow Marsh,T034,Glow Seekers 34,V00017,beginner,30,clear,20
2025-08-06,High Plains,Dry Creek Reserve,T050,Glow Seekers 50,V03068,beginner,90,clear,32
2025-08-15,Riverlands,Otter Bend Park,T023,Moon Chasers 23,V03572,intermediate,30,clear,18
2025-08-18,Northwoods,Moonlake Reserve,T016,Dusk Patrol 16,V03322,advanced,40,clear,26
2025-06-05,Coastal,Harbor Mist Park,T075,Night Trackers 75,V02706,beginner,40,clear,13
2025-08-12,Riverlands,Otter Bend Park,T026,Spark Scouts 26,V02156,intermediate,30,clear,25
2025-08-04,High Plains,Prairie Star Field,T044,Field Flickers 44,V03289,advanced,40,light_rain,9
2025-06-06,High Plains,Prairie Star Field,T046,Night Trackers 46,V03892,intermediate,40,light_rain,10
2025-07-20,High Plains,Prairie Star Field,T047,Spark Scouts 47,V03389,intermediate,20,humid,9
2025-06-27,Riverlands,Otter Bend Park,T027,Twilight Counters 27,V02591,beginner,20,humid,13
2025-06-03,Riverlands,Blue Heron Point,T038,Dusk Patrol 38,V03284,beginner,60,clear,38
2025-07-19,High Plains,Sage Flat Park,T063,Lantern Watch 63,V03173,beginner,30,cloudy,14
2025-06-07,Riverlands,Willow Marsh,T031,Twilight Counters 31,V03790,beginner,30,light_rain,7
2025-06-27,Northwoods,Silver Fern Preserve,T014,Twilight Counters 14,V02904,intermediate,40,cloudy,21
2025-06-07,Appalachia,Blackberry Ridge,T083,Moon Chasers 83,V00597,advanced,90,cloudy,80
2025-08-08,Northwoods,Pine Hollow Park,T007,Twilight Counters 7,V03125,advanced,60,clear,51
2025-06-09,Coastal,Saltwind Dunes,T064,Lantern Watch 64,V00925,intermediate,60,clear,37
2025-08-09,Northwoods,Silver Fern Preserve,T014,Twilight Counters 14,V00708,beginner,60,humid,29
2025-07-18,Riverlands,Otter Bend Park,T024,Lantern Watch 24,V02438,intermediate,75,light_rain,48
2025-07-25,Northwoods,Moonlake Reserve,T016,Dusk Patrol 16,V00722,beginner,30,clear,18
2025-07-07,Northwoods,Silver Fern Preserve,T010,Field Flickers 10,V03035,advanced,30,cloudy,16
2025-06-27,High Plains,Prairie Star Field,T044,Field Flickers 44,V01897,beginner,75,clear,22
2025-08-23,Coastal,Harbor Mist Park,T073,Dusk Patrol 73,V00135,advanced,75,humid,52
2025-08-17,Appalachia,Blackberry Ridge,T084,Lantern Watch 84,V01732,advanced,60,humid,59
2025-06-21,High Plains,Dry Creek Reserve,T053,Night Trackers 53,V03035,beginner,90,humid,32
2025-06-08,Northwoods,Pine Hollow Park,T005,Dusk Patrol 5,V00228,advanced,45,light_rain,18
2025-06-21,High Plains,Dry Creek Reserve,T052,Twilight Counters 52,V01416,intermediate,30,light_rain,7
2025-08-07,Riverlands,Blue Heron Point,T041,Dusk Patrol 41,V01148,intermediate,45,light_rain,21
2025-07-15,Northwoods,Pine Hollow Park,T007,Twilight Counters 7,V00688,beginner,60,clear,35
2025-07-12,Northwoods,Pine Hollow Park,T003,Field Flickers 3,V01270,intermediate,60,clear,38
2025-07-02,Riverlands,Willow Marsh,T036,Night Trackers 36,V03352,advanced,75,cloudy,57
2025-08-01,Northwoods,Pine Hollow Park,T005,Dusk Patrol 5,V00403,beginner,30,clear,19
2025-08-07,High Plains,Dry Creek Reserve,T052,Twilight Counters 52,V00856,intermediate,45,clear,16
2025-07-25,Coastal,Harbor Mist Park,T072,Twilight Counters 72,V02505,intermediate,20,cloudy,12
2025-08-27,Appalachia,Cedar Echo Preserve,T097,Field Flickers 97,V02815,advanced,75,humid,73
2025-06-20,Riverlands,Otter Bend Park,T023,Moon Chasers 23,V00987,beginner,20,cloudy,3
2025-06-04,Northwoods,Moonlake Reserve,T020,Lantern Watch 20,V00361,beginner,45,clear,22
2025-07-30,Appalachia,Moss Lantern Park,T092,Lantern Watch 92,V02159,beginner,75,humid,48
2025-06-15,Coastal,Saltwind Dunes,T066,Lantern Watch 66,V00061,beginner,75,cloudy,22
2025-06-18,Northwoods,Moonlake Reserve,T016,Dusk Patrol 16,V01871,beginner,75,clear,57
2025-06-29,Northwoods,Pine Hollow Park,T007,Twilight Counters 7,V03532,advanced,90,clear,63
2025-07-12,Coastal,Harbor Mist Park,T072,Twilight Counters 72,V00356,advanced,30,humid,19
2025-06-17,Riverlands,Willow Marsh,T032,Spark Scouts 32,V02543,beginner,75,clear,60
2025-08-07,Riverlands,Otter Bend Park,T025,Dusk Patrol 25,V00030,intermediate,30,cloudy,15
2025-06-09,High Plains,Dry Creek Reserve,T054,Field Flickers 54,V00444,intermediate,40,cloudy,21
2025-06-18,Northwoods,Silver Fern Preserve,T009,Night Trackers 9,V02764,beginner,40,humid,26
2025-08-09,Appalachia,Moss Lantern Park,T090,Spark Scouts 90,V00121,advanced,40,cloudy,34
2025-07-25,Northwoods,Moonlake Reserve,T015,Dusk Patrol 15,V03297,advanced,30,foggy,17
2025-06-26,Riverlands,Blue Heron Point,T037,Lantern Watch 37,V01269,beginner,45,clear,25
2025-07-24,Appalachia,Blackberry Ridge,T083,Moon Chasers 83,V03006,beginner,20,clear,18
2025-08-23,Appalachia,Cedar Echo Preserve,T098,Dusk Patrol 98,V00212,intermediate,60,humid,44
2025-08-07,Riverlands,Blue Heron Point,T037,Lantern Watch 37,V03232,advanced,75,clear,53
2025-06-02,Coastal,Driftwood Cove,T079,Dusk Patrol 79,V00476,beginner,45,cloudy,23
2025-07-18,High Plains,Sage Flat Park,T060,Spark Scouts 60,V02311,beginner,75,clear,41
2025-07-11,Coastal,Saltwind Dunes,T068,Spark Scouts 68,V03666,beginner,60,cloudy,34
2025-07-28,High Plains,Prairie Star Field,T047,Spark Scouts 47,V03459,advanced,75,clear,48
2025-07-17,Northwoods,Silver Fern Preserve,T009,Night Trackers 9,V03284,intermediate,45,clear,34
2025-08-06,High Plains,Prairie Star Field,T049,Spark Scouts 49,V03445,beginner,45,cloudy,11
2025-06-20,Northwoods,Pine Hollow Park,T001,Spark Scouts 1,V03541,intermediate,30,cloudy,14
2025-08-01,Appalachia,Moss Lantern Park,T093,Moon Chasers 93,V02784,beginner,75,foggy,41
2025-06-08,Northwoods,Silver Fern Preserve,T011,Night Trackers 11,V00246,intermediate,60,humid,33
2025-07-06,Northwoods,Silver Fern Preserve,T012,Night Trackers 12,V02107,beginner,40,clear,21
2025-06-13,Northwoods,Silver Fern Preserve,T012,Night Trackers 12,V03417,intermediate,60,foggy,31
2025-06-19,Coastal,Saltwind Dunes,T065,Twilight Counters 65,V00721,beginner,75,cloudy,37
2025-08-27,Appalachia,Moss Lantern Park,T090,Spark Scouts 90,V00710,intermediate,30,humid,27
2025-07-21,High Plains,Dry Creek Reserve,T054,Field Flickers 54,V02471,beginner,45,cloudy,12
2025-08-13,Northwoods,Moonlake Reserve,T019,Twilight Counters 19,V02604,advanced,20,light_rain,10
2025-06-06,Riverlands,Willow Marsh,T036,Night Trackers 36,V03358,beginner,45,foggy,22
2025-08-05,Riverlands,Willow Marsh,T034,Glow Seekers 34,V00698,advanced,90,foggy,61
2025-07-31,Northwoods,Silver Fern Preserve,T011,Night Trackers 11,V03640,intermediate,60,cloudy,28
2025-08-09,Coastal,Harbor Mist Park,T075,Night Trackers 75,V03276,advanced,40,humid,23
2025-06-14,Appalachia,Blackberry Ridge,T084,Lantern Watch 84,V02574,beginner,30,clear,27
2025-07-04,Northwoods,Moonlake Reserve,T017,Night Trackers 17,V02255,beginner,45,humid,24
2025-06-17,High Plains,Dry Creek Reserve,T052,Twilight Counters 52,V00831,intermediate,40,cloudy,16
2025-07-24,High Plains,Prairie Star Field,T047,Spark Scouts 47,V00932,beginner,20,humid,9
2025-08-14,Appalachia,Cedar Echo Preserve,T095,Field Flickers 95,V02077,beginner,20,clear,15
2025-06-29,Riverlands,Willow Marsh,T030,Moon Chasers 30,V02674,intermediate,60,clear,49
2025-07-03,High Plains,Sage Flat Park,T059,Glow Seekers 59,V00518,beginner,90,cloudy,30
2025-06-19,High Plains,Dry Creek Reserve,T051,Night Trackers 51,V03992,advanced,75,clear,33
2025-07-18,Appalachia,Blackberry Ridge,T087,Twilight Counters 87,V00922,beginner,40,cloudy,29
2025-06-15,Coastal,Saltwind Dunes,T066,Lantern Watch 66,V01635,beginner,60,foggy,16
2025-07-02,High Plains,Prairie Star Field,T045,Moon Chasers 45,V01312,beginner,30,clear,16
2025-07-25,High Plains,Prairie Star Field,T048,Field Flickers 48,V02923,intermediate,60,cloudy,28
2025-07-19,Riverlands,Willow Marsh,T030,Moon Chasers 30,V03978,advanced,75,clear,65
2025-07-29,Appalachia,Moss Lantern Park,T088,Lantern Watch 88,V01003,beginner,60,humid,39
2025-07-30,Coastal,Driftwood Cove,T076,Glow Seekers 76,V01374,beginner,40,foggy,13
2025-08-12,Appalachia,Cedar Echo Preserve,T099,Moon Chasers 99,V00936,intermediate,40,cloudy,23
2025-08-29,Northwoods,Moonlake Reserve,T022,Spark Scouts 22,V02688,advanced,90,humid,49
2025-07-17,Appalachia,Cedar Echo Preserve,T098,Dusk Patrol 98,V03716,intermediate,45,foggy,42
2025-08-24,Riverlands,Otter Bend Park,T024,Lantern Watch 24,V03051,beginner,45,humid,37
2025-07-31,Riverlands,Otter Bend Park,T025,Dusk Patrol 25,V03717,beginner,40,cloudy,26
2025-07-08,Appalachia,Cedar Echo Preserve,T095,Field Flickers 95,V01624,intermediate,75,clear,58
2025-07-08,Riverlands,Otter Bend Park,T025,Dusk Patrol 25,V00842,advanced,40,humid,31
2025-08-10,Appalachia,Blackberry Ridge,T084,Lantern Watch 84,V01907,advanced,45,humid,42
2025-07-11,Coastal,Driftwood Cove,T080,Spark Scouts 80,V02549,intermediate,75,light_rain,26
2025-08-09,Coastal,Saltwind Dunes,T067,Spark Scouts 67,V03435,intermediate,40,humid,32
2025-08-10,Coastal,Saltwind Dunes,T067,Spark Scouts 67,V02233,intermediate,60,clear,39
2025-07-21,Appalachia,Moss Lantern Park,T092,Lantern Watch 92,V01895,beginner,30,cloudy,14
2025-08-02,Coastal,Harbor Mist Park,T069,Spark Scouts 69,V01909,beginner,40,clear,22
2025-07-08,High Plains,Sage Flat Park,T060,Spark Scouts 60,V00095,advanced,30,clear,19
2025-08-30,Northwoods,Moonlake Reserve,T019,Twilight Counters 19,V02794,beginner,40,clear,29
2025-08-15,Northwoods,Silver Fern Preserve,T012,Night Trackers 12,V02964,intermediate,90,humid,57
2025-07-15,Northwoods,Silver Fern Preserve,T013,Dusk Patrol 13,V03791,beginner,20,humid,7
2025-08-08,Riverlands,Willow Marsh,T031,Twilight Counters 31,V02553,intermediate,30,humid,23
2025-07-11,Riverlands,Otter Bend Park,T024,Lantern Watch 24,V03088,intermediate,90,light_rain,61
2025-08-15,Appalachia,Cedar Echo Preserve,T096,Dusk Patrol 96,V00553,advanced,30,clear,32
2025-06-15,Northwoods,Pine Hollow Park,T003,Field Flickers 3,V00641,beginner,30,clear,14
2025-07-19,Northwoods,Moonlake Reserve,T019,Twilight Counters 19,V00839,intermediate,40,humid,17
2025-06-26,Northwoods,Moonlake Reserve,T015,Dusk Patrol 15,V03235,intermediate,40,humid,25
2025-08-26,Riverlands,Blue Heron Point,T040,Spark Scouts 40,V02470,intermediate,20,clear,16
2025-06-08,High Plains,Prairie Star Field,T046,Night Trackers 46,V00046,intermediate,60,clear,28
2025-06-02,High Plains,Dry Creek Reserve,T054,Field Flickers 54,V00689,beginner,40,clear,21
2025-07-05,High Plains,Prairie Star Field,T049,Spark Scouts 49,V00753,intermediate,60,cloudy,13
2025-06-14,Riverlands,Willow Marsh,T036,Night Trackers 36,V00413,beginner,40,cloudy,23
2025-06-07,Coastal,Harbor Mist Park,T073,Dusk Patrol 73,V00665,intermediate,60,foggy,24
2025-08-13,High Plains,Prairie Star Field,T046,Night Trackers 46,V01101,beginner,40,light_rain,6
2025-07-15,Northwoods,Moonlake Reserve,T018,Moon Chasers 18,V02749,intermediate,30,foggy,12
2025-07-10,Appalachia,Moss Lantern Park,T092,Lantern Watch 92,V00813,advanced,40,light_rain,25
2025-08-09,Appalachia,Moss Lantern Park,T092,Lantern Watch 92,V03442,beginner,75,light_rain,39
2025-08-16,High Plains,Sage Flat Park,T062,Lantern Watch 62,V00216,advanced,30,clear,15
2025-07-04,High Plains,Dry Creek Reserve,T054,Field Flickers 54,V02732,intermediate,60,humid,24
2025-06-27,Appalachia,Moss Lantern Park,T094,Spark Scouts 94,V00788,intermediate,40,light_rain,22
2025-06-16,Appalachia,Cedar Echo Preserve,T095,Field Flickers 95,V00547,beginner,30,foggy,27
2025-06-04,Coastal,Saltwind Dunes,T068,Spark Scouts 68,V01713,intermediate,75,clear,45
2025-08-13,Northwoods,Silver Fern Preserve,T010,Field Flickers 10,V02097,advanced,60,cloudy,43
2025-08-15,Appalachia,Moss Lantern Park,T089,Lantern Watch 89,V02234,advanced,60,foggy,40
2025-08-27,High Plains,Sage Flat Park,T063,Lantern Watch 63,V03150,beginner,60,light_rain,18
2025-08-06,Northwoods,Silver Fern Preserve,T012,Night Trackers 12,V01099,advanced,45,clear,24
2025-08-06,Riverlands,Blue Heron Point,T043,Moon Chasers 43,V01811,intermediate,40,clear,36
2025-06-09,Appalachia,Moss Lantern Park,T090,Spark Scouts 90,V01212,advanced,75,foggy,49
2025-08-10,Appalachia,Blackberry Ridge,T084,Lantern Watch 84,V03701,beginner,20,light_rain,18
2025-08-05,Riverlands,Otter Bend Park,T027,Twilight Counters 27,V03200,beginner,90,clear,76
2025-07-25,Northwoods,Moonlake Reserve,T019,Twilight Counters 19,V02528,intermediate,45,humid,30
2025-08-10,Appalachia,Moss Lantern Park,T093,Moon Chasers 93,V00219,beginner,45,clear,27
2025-06-03,Coastal,Harbor Mist Park,T072,Twilight Counters 72,V02934,beginner,20,humid,7
2025-07-19,Appalachia,Blackberry Ridge,T085,Spark Scouts 85,V03431,intermediate,30,humid,24
2025-08-28,Northwoods,Silver Fern Preserve,T009,Night Trackers 9,V03102,beginner,75,humid,31
2025-06-27,Appalachia,Moss Lantern Park,T089,Lantern Watch 89,V03894,beginner,40,clear,30
2025-07-20,Northwoods,Pine Hollow Park,T006,Twilight Counters 6,V00626,intermediate,60,clear,39
2025-06-24,Northwoods,Moonlake Reserve,T017,Night Trackers 17,V00740,intermediate,30,light_rain,11
2025-08-28,Riverlands,Blue Heron Point,T039,Spark Scouts 39,V01755,intermediate,75,humid,48
2025-06-15,Appalachia,Blackberry Ridge,T085,Spark Scouts 85,V02699,beginner,75,light_rain,47
2025-08-30,Northwoods,Pine Hollow Park,T004,Night Trackers 4,V03105,intermediate,20,clear,21
2025-06-05,Northwoods,Pine Hollow Park,T004,Night Trackers 4,V03437,advanced,75,clear,50
2025-06-08,Appalachia,Blackberry Ridge,T082,Moon Chasers 82,V00984,advanced,75,clear,92
2025-07-08,Riverlands,Blue Heron Point,T042,Field Flickers 42,V00177,intermediate,20,foggy,11
2025-07-08,Northwoods,Moonlake Reserve,T022,Spark Scouts 22,V02380,beginner,30,clear,17
2025-08-28,Northwoods,Pine Hollow Park,T005,Dusk Patrol 5,V02438,intermediate,90,humid,57
2025-06-19,High Plains,Sage Flat Park,T063,Lantern Watch 63,V03115,intermediate,30,clear,18
2025-08-17,High Plains,Prairie Star Field,T046,Night Trackers 46,V00851,intermediate,60,clear,25
2025-08-26,Riverlands,Willow Marsh,T035,Night Trackers 35,V03149,intermediate,30,clear,30
2025-06-10,Coastal,Driftwood Cove,T080,Spark Scouts 80,V00946,intermediate,30,cloudy,14
2025-07-23,Riverlands,Otter Bend Park,T026,Spark Scouts 26,V00630,beginner,60,humid,46
2025-08-06,Northwoods,Silver Fern Preserve,T012,Night Trackers 12,V02514,beginner,75,foggy,29
2025-06-28,Appalachia,Moss Lantern Park,T088,Lantern Watch 88,V03331,intermediate,40,clear,39
2025-07-31,High Plains,Dry Creek Reserve,T054,Field Flickers 54,V01169,intermediate,60,clear,28
2025-07-18,High Plains,Prairie Star Field,T048,Field Flickers 48,V01349,beginner,20,humid,4
2025-06-24,High Plains,Sage Flat Park,T063,Lantern Watch 63,V00626,intermediate,20,cloudy,15
2025-06-26,Coastal,Driftwood Cove,T078,Lantern Watch 78,V00600,intermediate,75,humid,51
2025-08-18,High Plains,Dry Creek Reserve,T052,Twilight Counters 52,V03111,beginner,45,humid,16
2025-08-19,Northwoods,Pine Hollow Park,T001,Spark Scouts 1,V00426,intermediate,40,clear,22
2025-06-10,Northwoods,Silver Fern Preserve,T014,Twilight Counters 14,V01868,beginner,90,clear,55
2025-06-02,High Plains,Prairie Star Field,T047,Spark Scouts 47,V03808,beginner,75,clear,17
2025-08-18,High Plains,Dry Creek Reserve,T057,Field Flickers 57,V00473,advanced,90,cloudy,42
2025-07-21,Riverlands,Otter Bend Park,T027,Twilight Counters 27,V02170,intermediate,40,clear,35
2025-06-18,Riverlands,Blue Heron Point,T039,Spark Scouts 39,V00050,beginner,45,humid,38
2025-06-25,Appalachia,Blackberry Ridge,T082,Moon Chasers 82,V01750,intermediate,40,clear,25
2025-06-26,Riverlands,Willow Marsh,T032,Spark Scouts 32,V00694,intermediate,60,humid,43
2025-06-01,Northwoods,Pine Hollow Park,T002,Twilight Counters 2,V01199,beginner,60,light_rain,18
2025-06-16,Riverlands,Willow Marsh,T031,Twilight Counters 31,V03345,beginner,40,foggy,28
2025-08-24,Appalachia,Cedar Echo Preserve,T096,Dusk Patrol 96,V03742,advanced,30,humid,24
2025-06-05,Riverlands,Willow Marsh,T036,Night Trackers 36,V01767,beginner,45,clear,37
2025-07-03,Northwoods,Pine Hollow Park,T002,Twilight Counters 2,V00575,intermediate,20,clear,16
2025-06-21,High Plains,Sage Flat Park,T058,Spark Scouts 58,V02736,intermediate,40,humid,23
2025-07-23,Northwoods,Moonlake Reserve,T018,Moon Chasers 18,V02020,advanced,75,cloudy,45
2025-08-21,Appalachia,Cedar Echo Preserve,T098,Dusk Patrol 98,V00788,intermediate,60,cloudy,43
2025-06-13,Riverlands,Otter Bend Park,T023,Moon Chasers 23,V01427,beginner,20,clear,7
2025-07-29,Appalachia,Cedar Echo Preserve,T099,Moon Chasers 99,V00508,intermediate,30,cloudy,26
2025-08-24,Riverlands,Willow Marsh,T034,Glow Seekers 34,V02720,intermediate,30,cloudy,16
2025-08-23,High Plains,Sage Flat Park,T058,Spark Scouts 58,V01492,intermediate,75,humid,27
2025-08-26,Appalachia,Moss Lantern Park,T091,Lantern Watch 91,V01852,beginner,90,cloudy,65
2025-06-21,Appalachia,Blackberry Ridge,T084,Lantern Watch 84,V02510,advanced,60,clear,64
2025-06-08,High Plains,Sage Flat Park,T059,Glow Seekers 59,V01300,advanced,45,humid,22
2025-08-27,High Plains,Sage Flat Park,T062,Lantern Watch 62,V00585,advanced,40,clear,18
2025-07-27,High Plains,Dry Creek Reserve,T052,Twilight Counters 52,V00687,intermediate,75,light_rain,14
2025-06-23,Coastal,Harbor Mist Park,T074,Field Flickers 74,V01068,intermediate,40,clear,26
2025-08-13,Coastal,Driftwood Cove,T078,Lantern Watch 78,V00093,intermediate,40,humid,24
2025-06-12,Appalachia,Moss Lantern Park,T093,Moon Chasers 93,V01903,beginner,40,cloudy,17
2025-06-05,Northwoods,Moonlake Reserve,T019,Twilight Counters 19,V03492,intermediate,75,light_rain,33
2025-06-27,Coastal,Harbor Mist Park,T069,Spark Scouts 69,V02464,beginner,90,cloudy,25
2025-08-24,Riverlands,Willow Marsh,T036,Night Trackers 36,V01019,beginner,30,clear,22
2025-07-11,Appalachia,Blackberry Ridge,T083,Moon Chasers 83,V03594,intermediate,45,humid,24
2025-07-02,Northwoods,Moonlake Reserve,T017,Night Trackers 17,V02140,intermediate,30,humid,19
2025-08-14,High Plains,Dry Creek Reserve,T053,Night Trackers 53,V03508,beginner,90,light_rain,6
2025-06-22,Northwoods,Silver Fern Preserve,T012,Night Trackers 12,V02747,intermediate,40,foggy,18
2025-06-04,Coastal,Driftwood Cove,T077,Spark Scouts 77,V03005,advanced,20,clear,12
2025-07-18,Coastal,Driftwood Cove,T080,Spark Scouts 80,V00854,advanced,40,foggy,21
2025-07-16,High Plains,Dry Creek Reserve,T051,Night Trackers 51,V01648,intermediate,90,clear,50
2025-08-28,Coastal,Harbor Mist Park,T072,Twilight Counters 72,V03087,beginner,60,clear,30
2025-07-12,Coastal,Saltwind Dunes,T068,Spark Scouts 68,V03992,beginner,40,light_rain,11
2025-06-30,Appalachia,Cedar Echo Preserve,T097,Field Flickers 97,V00703,advanced,45,humid,36
2025-06-02,Northwoods,Silver Fern Preserve,T012,Night Trackers 12,V01730,intermediate,30,clear,22
2025-06-05,Appalachia,Cedar Echo Preserve,T099,Moon Chasers 99,V00753,beginner,60,cloudy,38
2025-07-26,High Plains,Sage Flat Park,T058,Spark Scouts 58,V00435,intermediate,60,foggy,20
2025-08-24,Coastal,Saltwind Dunes,T065,Twilight Counters 65,V02313,beginner,75,light_rain,16
2025-06-13,Northwoods,Moonlake Reserve,T016,Dusk Patrol 16,V01179,intermediate,20,clear,16
2025-06-11,Riverlands,Otter Bend Park,T026,Spark Scouts 26,V01366,advanced,90,cloudy,86
2025-06-28,Coastal,Saltwind Dunes,T068,Spark Scouts 68,V02278,beginner,60,humid,24
2025-06-10,Northwoods,Moonlake Reserve,T016,Dusk Patrol 16,V03078,beginner,40,humid,20
2025-08-07,High Plains,Prairie Star Field,T046,Night Trackers 46,V03444,intermediate,75,humid,21
2025-06-18,Coastal,Driftwood Cove,T081,Lantern Watch 81,V02173,intermediate,40,cloudy,19
2025-06-07,High Plains,Dry Creek Reserve,T056,Glow Seekers 56,V00894,advanced,40,clear,20
2025-06-29,Appalachia,Blackberry Ridge,T085,Spark Scouts 85,V00906,beginner,30,clear,17
2025-07-14,Riverlands,Willow Marsh,T035,Night Trackers 35,V01892,beginner,20,clear,4
