customer_id,email_domain,preferred_channel,primary_device,marketing_opt_in,risk_score,enriched_at,source_system
C0005282,gmail.com,sms,android,True,0.199,2025-09-25,crm_sync
C0005215,gmail.com,push,ios,True,0.833,2025-03-20,crm_sync
C0004307,outlook.com,sms,android,True,0.043,2025-02-25,crm_sync
C0001064,gmail.com,email,ios,True,0.485,2025-08-27,crm_sync
C0005718,icloud.com,email,android,True,0.087,2025-07-16,crm_sync
C0001794,gmail.com,email,android,True,0.11,2025-08-16,crm_sync
C0006637,company.com,push,android,True,0.785,2025-05-29,crm_sync
C0001121,company.com,email,ios,True,0.184,2025-02-26,support_tool
C0003826,gmail.com,email,ios,False,0.661,2025-10-30,crm_sync
C0005325,gmail.com,email,web,True,0.121,2025-07-15,crm_sync
C0001406,company.com,sms,android,True,0.869,2025-01-14,support_tool
C0001229,company.com,push,android,False,0.801,2025-01-15,support_tool
C0000587,gmail.com,email,ios,False,0.039,2025-11-27,data_vendor
C0001340,gmail.com,email,android,True,0.241,2025-07-15,support_tool
C0006024,gmail.com,sms,ios,True,0.989,2025-03-05,crm_sync
C0002415,gmail.com,email,web,True,0.448,2025-12-10,support_tool
C0001628,proton.me,none,android,True,0.096,2025-12-17,crm_sync
C0005145,gmail.com,none,android,True,0.817,2025-02-26,crm_sync
C0001065,yahoo.com,push,android,True,0.558,2025-07-02,crm_sync
C0004696,icloud.com,sms,web,True,0.198,2025-05-24,ad_platform
C0006287,gmail.com,push,ios,True,0.061,2025-02-24,support_tool
C0001484,yahoo.com,none,android,True,0.108,2025-12-29,data_vendor
C0005772,company.com,email,web,False,0.906,2025-06-11,crm_sync
C0005753,outlook.com,push,android,True,0.825,2025-11-03,ad_platform
C0006262,icloud.com,none,ios,False,0.349,2025-01-08,ad_platform
C0006155,proton.me,email,ios,True,0.624,2025-11-11,ad_platform
C0001684,yahoo.com,email,android,False,0.615,2025-01-06,support_tool
C0005313,company.com,push,android,False,0.598,2025-10-17,data_vendor
C0003183,gmail.com,push,android,False,0.104,2025-08-23,ad_platform
C0002052,yahoo.com,email,android,True,0.72,2025-05-23,crm_sync
C0001516,outlook.com,email,ios,False,0.084,2025-03-18,crm_sync
C0005790,proton.me,none,ios,True,0.869,2025-09-14,crm_sync
C0000918,gmail.com,none,android,False,0.192,2025-08-23,ad_platform
C0004764,yahoo.com,email,ios,True,0.339,2025-10-23,crm_sync
C0005982,outlook.com,push,android,True,0.495,2025-09-05,crm_sync
C0005386,yahoo.com,sms,ios,False,0.858,2025-08-07,ad_platform
C0002301,yahoo.com,push,android,True,0.794,2025-02-28,ad_platform
C0004173,outlook.com,email,android,True,0.706,2025-10-29,crm_sync
C0000278,gmail.com,push,ios,True,0.765,2025-06-26,crm_sync
C0003916,outlook.com,email,ios,True,0.018,2025-10-07,crm_sync
C0005467,gmail.com,sms,android,True,0.06,2025-08-30,support_tool
C0003293,gmail.com,email,web,False,0.778,2025-12-23,support_tool
C0002776,outlook.com,email,android,False,0.182,2025-01-08,ad_platform
C0002848,gmail.com,sms,ios,True,0.051,2025-12-18,ad_platform
C0003572,gmail.com,none,android,True,0.039,2025-09-23,ad_platform
C0005547,yahoo.com,email,web,False,0.36,2025-09-11,crm_sync
C0006493,outlook.com,email,android,False,0.011,2025-05-10,ad_platform
C0003652,gmail.com,sms,android,False,0.681,2025-08-29,crm_sync
C0005373,gmail.com,email,web,True,0.513,2025-06-29,ad_platform
C0001153,outlook.com,sms,ios,True,0.876,2025-11-12,data_vendor
C0002188,gmail.com,email,web,False,0.89,2025-02-10,crm_sync
C0002985,outlook.com,push,ios,True,0.024,2025-09-04,support_tool
C0004374,gmail.com,email,android,False,0.221,2025-05-03,crm_sync
C0006550,gmail.com,email,ios,True,0.618,2025-03-07,data_vendor
C0000309,gmail.com,email,android,True,0.15,2025-10-09,ad_platform
C0001103,company.com,none,ios,True,0.354,2025-04-25,crm_sync
C0005052,gmail.com,email,android,False,0.274,2025-03-20,ad_platform
C0006228,yahoo.com,email,android,True,0.009,2025-01-23,ad_platform
C0006705,proton.me,none,ios,True,0.444,2025-01-23,support_tool
C0006226,outlook.com,email,android,True,0.737,2025-10-20,ad_platform
C0002109,yahoo.com,push,ios,True,0.281,2025-10-15,ad_platform
C0004849,gmail.com,email,android,True,0.835,2025-12-17,crm_sync
C0004372,outlook.com,email,android,False,0.084,2025-10-15,data_vendor
C0002551,gmail.com,email,ios,True,0.982,2025-10-20,crm_sync
C0000217,gmail.com,sms,android,True,0.662,2025-01-31,support_tool
C0004605,company.com,sms,ios,False,0.344,2025-10-17,crm_sync
C0006439,outlook.com,email,android,True,0.879,2025-09-25,support_tool
C0006155,gmail.com,none,web,True,0.677,2025-05-15,data_vendor
C0005798,outlook.com,email,ios,True,0.888,2025-11-26,support_tool
C0003411,outlook.com,email,ios,False,0.291,2025-12-25,ad_platform
C0004445,outlook.com,email,ios,True,0.17,2025-02-11,ad_platform
C0000356,gmail.com,push,ios,True,0.298,2025-09-03,crm_sync
C0003640,icloud.com,push,android,True,0.081,2025-11-01,support_tool
C0006440,yahoo.com,none,ios,True,0.937,2025-10-03,ad_platform
C0001236,gmail.com,email,ios,True,0.242,2025-08-12,crm_sync
C0004911,gmail.com,none,android,True,0.042,2025-09-21,support_tool
C0005025,gmail.com,email,android,True,0.664,2025-03-04,support_tool
C0004145,outlook.com,sms,ios,True,0.264,2025-11-29,support_tool
C0005276,icloud.com,push,android,True,0.957,2025-07-17,crm_sync
C0006969,gmail.com,email,android,True,0.287,2025-02-13,data_vendor
C0003637,gmail.com,push,web,True,0.951,2025-06-22,support_tool
C0002671,yahoo.com,sms,web,True,0.878,2025-09-04,support_tool
C0001611,gmail.com,email,ios,False,0.662,2025-04-22,crm_sync
C0005215,gmail.com,email,android,True,0.021,2025-01-18,ad_platform
C0001372,outlook.com,push,ios,True,0.392,2025-04-15,ad_platform
C0006998,outlook.com,email,web,False,0.816,2025-05-13,support_tool
C0003831,gmail.com,push,android,False,0.574,2025-07-01,crm_sync
C0003255,outlook.com,push,ios,False,0.228,2025-01-03,support_tool
C0000686,icloud.com,email,android,False,0.012,2025-04-09,support_tool
C0006285,outlook.com,sms,ios,True,0.556,2025-06-06,crm_sync
C0002900,gmail.com,push,android,True,0.019,2025-07-31,data_vendor
C0002030,icloud.com,none,ios,False,0.445,2025-05-20,support_tool
C0004611,company.com,push,web,True,0.209,2025-09-02,crm_sync
C0003620,yahoo.com,email,ios,True,0.334,2025-01-07,ad_platform
C0006673,gmail.com,push,ios,True,0.934,2025-10-15,support_tool
C0000608,icloud.com,sms,unknown,True,0.825,2025-12-02,crm_sync
C0006321,icloud.com,none,android,False,0.139,2025-05-06,crm_sync
C0002064,gmail.com,email,android,True,0.754,2025-11-14,crm_sync
C0000024,outlook.com,email,android,False,0.649,2025-01-30,crm_sync
C0000319,outlook.com,none,ios,True,0.244,2025-10-19,ad_platform
C0006618,outlook.com,email,ios,True,0.348,2025-05-20,ad_platform
C0000297,yahoo.com,push,android,True,0.213,2025-01-19,data_vendor
C0002830,gmail.com,sms,android,True,0.117,2025-08-01,ad_platform
C0001264,gmail.com,email,android,False,0.187,2025-02-05,crm_sync
C0003939,company.com,email,web,True,0.67,2025-07-01,data_vendor
C0002693,icloud.com,push,ios,True,0.575,2025-05-07,support_tool
C0004458,icloud.com,push,android,True,0.561,2025-04-16,ad_platform
C0003095,gmail.com,none,ios,True,0.591,2025-12-15,support_tool
C0001573,gmail.com,email,ios,False,0.969,2025-10-16,crm_sync
C0004895,gmail.com,push,ios,False,0.28,2025-01-11,crm_sync
C0002505,yahoo.com,email,android,True,0.522,2025-04-24,data_vendor
C0001963,gmail.com,sms,android,True,0.913,2025-10-09,crm_sync
C0004945,company.com,email,ios,True,0.43,2025-05-09,support_tool
C0004484,outlook.com,push,android,True,0.15,2025-02-02,crm_sync
C0004849,gmail.com,email,android,True,0.835,2025-12-17,crm_sync
C0001945,gmail.com,email,ios,False,0.46,2025-01-16,ad_platform
C0002776,outlook.com,email,android,False,0.182,2025-01-08,ad_platform
C0000735,company.com,push,ios,True,0.075,2025-12-18,support_tool
C0003429,outlook.com,email,ios,True,0.108,2025-04-29,crm_sync
C0003896,gmail.com,sms,ios,True,0.936,2025-08-04,ad_platform
C0006718,outlook.com,push,ios,False,0.743,2025-01-26,data_vendor
C0000138,gmail.com,email,ios,True,0.088,2025-01-24,ad_platform
C0004932,outlook.com,push,android,True,0.082,2025-03-30,crm_sync
C0001618,outlook.com,sms,android,True,0.692,2025-07-04,support_tool
C0006384,yahoo.com,none,android,False,0.179,2025-06-15,crm_sync
C0006920,gmail.com,sms,web,True,0.844,2025-02-19,ad_platform
C0001742,proton.me,none,ios,True,0.619,2025-02-23,crm_sync
C0005865,gmail.com,email,android,True,0.834,2025-08-17,support_tool
C0005013,gmail.com,sms,web,False,0.128,2025-07-24,support_tool
C0005022,outlook.com,email,android,True,0.28,2025-07-28,crm_sync
C0001676,gmail.com,email,android,True,0.459,2025-06-22,support_tool
C0006373,icloud.com,email,android,True,0.713,2025-06-24,data_vendor
C0002784,gmail.com,email,android,True,0.242,2025-02-19,crm_sync
C0006605,yahoo.com,email,ios,True,0.546,2025-12-19,crm_sync
C0003493,gmail.com,push,android,True,0.221,2025-04-10,crm_sync
C0002989,gmail.com,sms,web,True,0.973,2025-03-12,crm_sync
C0000138,gmail.com,email,android,True,0.794,2025-04-23,crm_sync
C0003337,company.com,none,android,True,0.119,2025-09-27,support_tool
C0006994,yahoo.com,push,android,False,0.715,2025-10-07,support_tool
C0004063,yahoo.com,sms,android,True,0.434,2025-01-13,crm_sync
C0001382,yahoo.com,email,ios,True,0.274,2025-09-04,crm_sync
C0001316,gmail.com,none,ios,True,0.956,2025-06-15,crm_sync
C0002736,yahoo.com,sms,ios,False,0.46,2025-08-12,crm_sync
C0003872,company.com,sms,android,True,0.221,2025-02-18,ad_platform
C0006593,outlook.com,email,web,True,0.519,2025-06-19,ad_platform
C0005279,gmail.com,push,android,True,0.408,2025-01-22,support_tool
C0005180,outlook.com,sms,ios,False,0.782,2025-09-11,ad_platform
C0000621,gmail.com,none,android,True,0.235,2025-08-26,crm_sync
C0004632,gmail.com,sms,ios,False,0.474,2025-09-04,crm_sync
C0003254,outlook.com,email,web,True,0.611,2025-03-30,data_vendor
C0003291,proton.me,email,android,False,0.128,2025-07-01,crm_sync
C0005966,gmail.com,email,android,True,0.249,2025-04-10,data_vendor
C0003433,outlook.com,sms,android,False,0.207,2025-12-04,crm_sync
C0000321,outlook.com,email,android,True,0.08,2025-03-13,crm_sync
C0002092,outlook.com,none,android,False,0.991,2025-03-15,ad_platform
C0002242,gmail.com,email,ios,True,0.002,2025-10-01,support_tool
C0004574,outlook.com,none,web,True,0.028,2025-08-25,crm_sync
C0006968,gmail.com,none,android,True,0.409,2025-12-25,support_tool
C0003994,outlook.com,email,ios,True,0.767,2025-05-26,support_tool
C0005520,gmail.com,sms,android,False,0.882,2025-07-23,ad_platform
C0001181,yahoo.com,push,ios,False,0.631,2025-01-11,support_tool
C0004962,gmail.com,push,android,True,0.871,2025-01-20,support_tool
C0006413,company.com,email,ios,True,0.027,2025-07-22,crm_sync
C0003883,gmail.com,email,ios,True,0.755,2025-11-06,support_tool
C0000897,yahoo.com,email,unknown,True,0.59,2025-05-22,crm_sync
C0002026,proton.me,sms,web,True,0.687,2025-04-18,crm_sync
C0001914,proton.me,sms,android,True,0.366,2025-05-01,data_vendor
C0000356,gmail.com,email,android,True,0.62,2025-12-17,support_tool
C0002728,gmail.com,none,android,True,0.686,2025-11-13,data_vendor
C0001519,gmail.com,email,web,True,0.995,2025-01-24,crm_sync
C0003679,outlook.com,push,android,True,0.857,2025-06-01,crm_sync
C0001515,company.com,sms,ios,True,0.134,2025-09-02,crm_sync
C0002716,gmail.com,email,ios,True,0.012,2025-07-25,crm_sync
C0005373,icloud.com,push,android,False,0.374,2025-02-18,data_vendor
C0006988,company.com,push,android,False,0.897,2025-10-13,crm_sync
C0004877,proton.me,email,android,True,0.67,2025-01-25,data_vendor
C0002285,yahoo.com,email,ios,True,0.169,2025-04-04,ad_platform
C0006583,gmail.com,push,ios,False,0.718,2025-08-04,crm_sync
C0002283,company.com,sms,ios,True,0.943,2025-12-07,support_tool
C0000787,yahoo.com,email,ios,False,0.077,2025-04-27,crm_sync
C0006901,icloud.com,sms,android,True,0.277,2025-03-21,support_tool
C0003012,gmail.com,email,ios,True,0.74,2025-07-06,crm_sync
C0001647,outlook.com,sms,ios,True,0.824,2025-01-13,crm_sync
C0004651,proton.me,push,ios,False,0.01,2025-08-31,crm_sync
C0002169,gmail.com,sms,web,False,0.66,2025-06-11,crm_sync
C0001586,gmail.com,push,android,True,0.718,2025-08-05,crm_sync
C0006288,gmail.com,sms,ios,True,0.149,2025-01-14,crm_sync
C0000562,outlook.com,push,ios,False,0.557,2025-03-17,crm_sync
C0002056,company.com,sms,ios,True,0.38,2025-06-27,crm_sync
C0006230,company.com,email,android,True,0.171,2025-05-01,crm_sync
C0001422,company.com,email,ios,True,0.065,2025-02-11,crm_sync
C0002505,company.com,push,web,True,0.106,2025-02-16,crm_sync
C0005461,gmail.com,push,android,True,0.379,2025-04-18,data_vendor
C0000129,yahoo.com,none,android,False,0.845,2025-12-16,support_tool
C0001362,outlook.com,push,android,True,0.665,2025-08-30,data_vendor
C0005475,company.com,email,ios,True,0.327,2025-01-13,crm_sync
C0000122,gmail.com,push,ios,True,0.304,2025-01-24,ad_platform
C0005047,outlook.com,sms,ios,True,0.981,2025-01-17,ad_platform
C0003417,yahoo.com,none,ios,True,0.66,2025-03-04,ad_platform
C0004752,yahoo.com,email,ios,False,0.787,2025-12-06,crm_sync
C0000114,gmail.com,none,android,True,0.413,2025-02-06,crm_sync
C0000228,gmail.com,email,android,True,0.687,2025-02-03,data_vendor
C0002056,outlook.com,email,web,False,0.011,2025-03-24,support_tool
C0005682,gmail.com,email,android,True,0.508,2025-05-16,ad_platform
C0003299,gmail.com,email,ios,True,0.802,2025-04-28,ad_platform
C0000576,outlook.com,push,android,True,0.44,2025-02-27,ad_platform
C0003810,yahoo.com,email,ios,True,0.944,2025-03-29,data_vendor
C0006859,gmail.com,sms,web,True,0.483,2025-11-23,crm_sync
C0001185,gmail.com,push,ios,True,0.55,2025-02-03,crm_sync
C0006458,gmail.com,email,ios,True,0.707,2025-07-15,support_tool
C0004134,gmail.com,push,ios,False,0.1,2025-10-25,ad_platform
C0004339,gmail.com,push,ios,False,0.604,2025-10-31,ad_platform
C0000247,outlook.com,sms,web,True,0.169,2025-10-27,crm_sync
C0003058,yahoo.com,push,ios,True,0.928,2025-06-07,data_vendor
C0004077,company.com,email,ios,True,0.989,2025-03-24,ad_platform
C0000452,proton.me,email,android,False,0.045,2025-07-08,ad_platform
C0003356,icloud.com,push,web,True,0.754,2025-06-22,ad_platform
C0005852,gmail.com,push,ios,True,0.206,2025-03-11,ad_platform
C0006719,gmail.com,email,ios,True,0.805,2025-04-28,ad_platform
C0005944,gmail.com,sms,android,False,0.408,2025-04-29,crm_sync
C0004779,outlook.com,email,android,True,0.088,2025-08-20,crm_sync
C0000095,yahoo.com,email,ios,False,0.848,2025-08-21,ad_platform
C0004382,gmail.com,email,ios,False,0.474,2025-07-14,crm_sync
C0004791,outlook.com,push,ios,True,0.879,2025-01-02,ad_platform
C0006536,gmail.com,push,android,True,0.536,2025-07-06,crm_sync
C0003529,outlook.com,sms,android,True,0.591,2025-03-15,data_vendor
C0000401,outlook.com,none,android,True,0.646,2025-03-29,crm_sync
C0003834,outlook.com,push,ios,False,0.962,2025-07-06,data_vendor
C0004404,outlook.com,email,android,True,0.075,2025-03-09,crm_sync
C0004493,gmail.com,email,unknown,True,0.59,2025-04-06,ad_platform
C0000168,proton.me,email,web,False,0.949,2025-11-06,support_tool
C0002058,icloud.com,email,android,True,0.858,2025-01-18,ad_platform
C0004047,gmail.com,push,ios,False,0.457,2025-12-27,data_vendor
C0005501,gmail.com,email,ios,False,0.434,2025-02-08,crm_sync
C0003837,yahoo.com,sms,android,True,0.962,2025-12-03,crm_sync
C0000747,icloud.com,sms,android,True,0.239,2025-09-10,ad_platform
C0004908,gmail.com,email,unknown,True,0.923,2025-12-05,crm_sync
C0000035,gmail.com,email,android,True,0.981,2025-10-02,support_tool
C0005236,company.com,push,android,False,0.362,2025-01-01,support_tool
C0002409,yahoo.com,none,ios,True,0.083,2025-10-05,ad_platform
C0002443,icloud.com,email,android,True,0.03,2025-12-26,support_tool
C0000131,yahoo.com,sms,android,True,0.298,2025-02-17,data_vendor
C0001731,gmail.com,sms,android,True,0.712,2025-11-06,ad_platform
C0003465,yahoo.com,email,android,True,0.482,2025-02-15,crm_sync
C0001446,company.com,email,android,True,0.988,2025-12-23,data_vendor
C0001580,icloud.com,email,android,True,0.088,2025-11-13,ad_platform
C0003654,outlook.com,sms,ios,True,0.673,2025-01-06,data_vendor
C0002302,icloud.com,push,ios,True,0.604,2025-07-30,data_vendor
C0000608,gmail.com,none,ios,True,0.923,2025-04-12,crm_sync
C0004053,gmail.com,email,android,True,0.611,2025-04-29,crm_sync
C0002030,gmail.com,push,android,True,0.316,2025-02-20,crm_sync
C0006479,gmail.com,push,android,True,0.376,2025-04-05,crm_sync
C0003101,yahoo.com,sms,android,True,0.44,2025-12-04,crm_sync
C0006841,gmail.com,email,android,False,0.135,2025-09-02,ad_platform
C0001856,gmail.com,email,android,True,0.84,2025-08-03,data_vendor
C0003445,outlook.com,push,ios,False,0.282,2025-12-19,crm_sync
C0003938,outlook.com,push,android,True,0.198,2025-05-25,crm_sync
C0000958,outlook.com,none,ios,True,0.61,2025-11-04,data_vendor
C0004876,yahoo.com,email,android,True,0.638,2025-09-08,crm_sync
C0005390,company.com,push,web,False,0.032,2025-11-25,ad_platform
C0002483,gmail.com,email,web,False,0.607,2025-08-17,support_tool
C0003450,outlook.com,sms,android,True,0.374,2025-01-15,crm_sync
C0005849,icloud.com,email,ios,True,0.16,2025-03-22,ad_platform
C0000082,gmail.com,sms,web,False,0.999,2025-07-14,crm_sync
C0004575,yahoo.com,none,android,True,0.761,2025-03-06,crm_sync
C0000751,gmail.com,push,web,True,0.708,2025-05-16,data_vendor
C0003847,gmail.com,email,ios,True,0.39,2025-08-30,support_tool
C0004212,company.com,none,ios,True,0.095,2025-08-28,support_tool
C0004584,gmail.com,push,web,True,0.69,2025-04-08,crm_sync
C0004814,yahoo.com,email,android,True,0.584,2025-10-10,crm_sync
C0005440,yahoo.com,push,android,True,0.593,2025-03-14,support_tool
C0004726,company.com,none,android,False,0.583,2025-06-13,ad_platform
C0001329,outlook.com,push,ios,True,0.965,2025-11-03,crm_sync
C0006956,gmail.com,none,android,True,0.382,2025-11-10,support_tool
C0000194,company.com,push,ios,True,0.621,2025-11-13,crm_sync
C0000970,yahoo.com,email,web,False,0.845,2025-09-26,crm_sync
C0006299,yahoo.com,email,ios,False,0.905,2025-04-25,data_vendor
C0002222,gmail.com,sms,web,True,0.682,2025-10-22,ad_platform
C0003399,yahoo.com,email,android,False,0.777,2025-03-31,ad_platform
C0006252,company.com,push,ios,False,0.775,2025-10-24,crm_sync
C0005554,gmail.com,email,android,True,0.026,2025-11-10,crm_sync
C0003082,proton.me,email,ios,False,0.872,2025-12-17,data_vendor
C0000394,icloud.com,none,ios,True,0.835,2025-09-22,support_tool
C0000603,gmail.com,sms,android,True,0.475,2025-05-09,support_tool
C0004826,proton.me,none,android,True,0.511,2025-03-26,ad_platform
C0005847,gmail.com,push,ios,False,0.785,2025-03-08,data_vendor
C0005963,icloud.com,email,android,True,0.681,2025-10-31,ad_platform
C0006782,gmail.com,email,android,True,0.013,2025-10-12,ad_platform
C0000150,icloud.com,email,web,True,0.344,2025-05-28,crm_sync
C0001071,gmail.com,none,web,True,0.936,2025-12-15,data_vendor
C0005740,company.com,email,web,True,0.779,2025-07-30,support_tool
C0006703,outlook.com,email,unknown,True,0.817,2025-09-14,ad_platform
C0005495,yahoo.com,email,android,False,0.218,2025-04-15,data_vendor
C0005207,yahoo.com,email,ios,True,0.181,2025-10-21,data_vendor
C0005831,gmail.com,push,android,True,0.45,2025-08-15,support_tool
C0003938,gmail.com,email,web,False,0.987,2025-01-30,crm_sync
C0001621,yahoo.com,email,android,True,0.733,2025-08-12,ad_platform
C0002288,gmail.com,none,ios,True,0.795,2025-11-13,crm_sync
C0006039,outlook.com,email,android,False,0.428,2025-07-10,data_vendor
C0002317,outlook.com,email,ios,True,0.744,2025-01-02,support_tool
C0005512,icloud.com,push,android,True,0.367,2025-02-14,crm_sync
C0001169,gmail.com,none,android,True,0.756,2025-06-23,support_tool
C0002056,gmail.com,push,android,True,0.13,2025-03-26,ad_platform
C0000540,company.com,none,ios,False,0.364,2025-10-19,crm_sync
C0000813,yahoo.com,sms,ios,True,0.679,2025-06-27,ad_platform
C0001101,yahoo.com,none,android,True,0.753,2025-02-09,data_vendor
C0001090,yahoo.com,email,ios,True,0.134,2025-05-19,support_tool
C0000021,gmail.com,email,android,True,0.067,2025-12-09,ad_platform
C0006893,gmail.com,email,android,True,0.434,2025-03-02,ad_platform
C0006014,yahoo.com,push,android,True,0.077,2025-06-12,crm_sync
C0002905,icloud.com,email,ios,True,0.772,2025-04-29,ad_platform
C0006847,gmail.com,email,android,True,0.979,2025-11-02,crm_sync
C0006647,gmail.com,email,ios,True,0.795,2025-05-05,ad_platform
C0002939,gmail.com,none,ios,False,0.135,2025-03-22,data_vendor
C0003881,gmail.com,push,web,True,0.573,2025-03-12,support_tool
C0000730,gmail.com,push,ios,True,0.478,2025-11-08,support_tool
C0000866,icloud.com,sms,ios,True,0.667,2025-05-03,crm_sync
C0004455,yahoo.com,email,unknown,True,0.1,2025-08-04,data_vendor
C0004486,gmail.com,email,ios,True,0.421,2025-11-14,crm_sync
C0006807,gmail.com,push,ios,True,0.956,2025-08-20,ad_platform
C0003606,outlook.com,push,ios,True,0.373,2025-01-22,ad_platform
C0004003,outlook.com,push,web,True,0.774,2025-05-23,support_tool
C0003945,gmail.com,email,android,False,0.259,2025-10-30,data_vendor
C0001479,gmail.com,sms,android,True,0.352,2025-05-16,crm_sync
C0000302,gmail.com,push,ios,False,0.988,2025-11-08,support_tool
C0001203,gmail.com,email,web,True,0.825,2025-10-23,crm_sync
C0003654,outlook.com,email,ios,True,0.612,2025-07-19,ad_platform
C0004885,gmail.com,push,android,False,0.056,2025-10-30,crm_sync
C0002930,yahoo.com,push,android,True,0.696,2025-04-09,crm_sync
C0001218,yahoo.com,email,web,True,0.22,2025-12-10,crm_sync
C0001431,gmail.com,none,android,True,0.728,2025-12-08,ad_platform
C0001151,gmail.com,push,android,True,0.333,2025-02-18,crm_sync
C0002444,company.com,push,ios,True,0.31,2025-05-15,crm_sync
C0006401,gmail.com,email,ios,True,0.724,2025-08-12,crm_sync
C0006445,outlook.com,push,ios,False,0.755,2025-09-15,ad_platform
C0006735,gmail.com,push,android,True,0.426,2025-11-23,ad_platform
C0005219,icloud.com,push,android,True,0.108,2025-08-29,crm_sync
C0001744,company.com,sms,android,False,0.509,2025-10-18,data_vendor
C0000497,yahoo.com,email,ios,False,0.311,2025-06-05,crm_sync
C0004662,outlook.com,sms,web,True,0.692,2025-04-05,crm_sync
C0005142,gmail.com,email,ios,True,0.843,2025-04-11,support_tool
C0004380,icloud.com,push,android,True,0.965,2025-03-22,data_vendor
C0006655,gmail.com,email,android,True,0.133,2025-11-10,crm_sync
C0002016,gmail.com,push,web,True,0.334,2025-12-17,ad_platform
C0000113,icloud.com,none,android,True,0.764,2025-09-02,crm_sync
C0004523,gmail.com,push,android,True,0.181,2025-01-11,data_vendor
C0002509,proton.me,sms,web,False,0.702,2025-11-25,crm_sync
C0003055,gmail.com,email,web,True,0.888,2025-12-05,ad_platform
C0004972,gmail.com,email,android,True,0.677,2025-11-06,data_vendor
C0002110,yahoo.com,none,ios,True,0.252,2025-08-11,ad_platform
C0000843,gmail.com,email,ios,False,0.085,2025-09-10,ad_platform
C0004960,gmail.com,push,ios,True,0.157,2025-11-13,crm_sync
C0004395,gmail.com,sms,android,False,0.849,2025-12-06,crm_sync
C0001211,yahoo.com,email,android,False,0.572,2025-11-16,support_tool
C0005763,gmail.com,email,android,False,0.784,2025-10-18,data_vendor
C0003362,gmail.com,email,web,False,0.185,2025-07-25,crm_sync
C0003609,company.com,sms,android,True,0.431,2025-06-14,support_tool
C0000701,gmail.com,email,web,True,0.571,2025-11-23,support_tool
C0001817,outlook.com,push,ios,True,0.493,2025-03-19,ad_platform
C0005435,yahoo.com,email,web,True,0.582,2025-09-01,data_vendor
C0002482,gmail.com,email,web,True,0.077,2025-07-02,ad_platform
C0006562,gmail.com,sms,android,False,0.055,2025-03-07,crm_sync
C0001028,company.com,none,ios,True,0.286,2025-06-30,ad_platform
C0000062,company.com,email,ios,False,0.377,2025-10-13,ad_platform
C0003581,gmail.com,push,web,True,0.782,2025-11-21,ad_platform
C0001141,outlook.com,email,android,True,0.677,2025-08-16,crm_sync
C0002071,outlook.com,email,android,True,0.647,2025-03-13,crm_sync
C0000074,yahoo.com,sms,ios,True,0.884,2025-04-05,support_tool
C0001341,proton.me,email,web,True,0.485,2025-04-24,crm_sync
C0002188,company.com,email,web,True,0.702,2025-07-18,support_tool
C0001532,gmail.com,sms,web,False,0.411,2025-11-06,support_tool
C0002031,yahoo.com,sms,web,False,0.18,2025-03-10,crm_sync
C0000540,gmail.com,email,web,False,0.874,2025-01-03,support_tool
C0005286,company.com,push,ios,True,0.02,2025-12-12,crm_sync
C0003705,gmail.com,none,android,True,0.914,2025-09-26,crm_sync
C0000196,gmail.com,none,android,True,0.167,2025-04-03,ad_platform
C0000160,gmail.com,push,android,False,0.631,2025-04-10,ad_platform
C0001090,company.com,push,ios,True,0.79,2025-10-30,crm_sync
C0004895,gmail.com,push,ios,False,0.28,2025-01-11,crm_sync
C0006672,outlook.com,push,android,True,0.573,2025-09-04,support_tool
C0001687,yahoo.com,sms,web,True,0.822,2025-03-07,ad_platform
C0001530,yahoo.com,email,ios,True,0.376,2025-04-29,support_tool
C0005131,yahoo.com,push,android,True,0.683,2025-07-31,ad_platform
C0001360,gmail.com,sms,ios,True,0.223,2025-08-11,crm_sync
C0006290,icloud.com,email,android,False,0.425,2025-08-30,crm_sync
C0003121,gmail.com,push,ios,True,0.476,2025-12-16,data_vendor
C0004437,yahoo.com,push,android,True,0.301,2025-09-06,crm_sync
C0003011,yahoo.com,none,ios,True,0.588,2025-07-07,ad_platform
C0005767,icloud.com,email,ios,True,0.652,2025-05-04,ad_platform
C0002495,icloud.com,none,android,True,0.758,2025-05-26,crm_sync
C0000947,company.com,sms,ios,True,0.858,2025-11-08,data_vendor
C0001053,yahoo.com,email,android,True,0.001,2025-05-07,ad_platform
C0005423,proton.me,email,ios,True,0.734,2025-09-18,crm_sync
C0000841,gmail.com,push,web,True,0.966,2025-04-22,crm_sync
C0003066,gmail.com,push,android,True,0.032,2025-06-18,ad_platform
C0003516,yahoo.com,push,ios,True,0.443,2025-09-27,ad_platform
C0004432,yahoo.com,email,android,True,0.874,2025-10-16,support_tool
C0002713,icloud.com,push,android,True,0.361,2025-10-27,ad_platform
C0003493,proton.me,push,android,True,0.193,2025-09-12,ad_platform
C0004538,gmail.com,email,ios,True,0.563,2025-01-06,crm_sync
C0003567,yahoo.com,email,ios,True,0.611,2025-10-14,data_vendor
C0000091,company.com,sms,ios,False,0.706,2025-09-09,support_tool
C0003465,yahoo.com,email,android,True,0.482,2025-02-15,crm_sync
C0003916,yahoo.com,sms,ios,False,0.198,2025-08-01,crm_sync
C0001130,icloud.com,email,android,True,0.42,2025-10-16,support_tool
C0004788,outlook.com,push,android,False,0.502,2025-10-29,support_tool
