account_id,region_code,ticket_id,ticket_open_date,issue_type
30691,SE,92153,2025-01-11,Other
30692,W,92154,2025-09-22,Billing
30692,W,92155,2025-03-24,Feature Request
30692,W,92156,2025-12-11,Other
30692,W,92157,2025-08-09,Bug
30692,MW,92158,2025-03-30,Other
30693,SE,92159,2025-01-15,Feature Request
30693,SE,92160,2025-11-30,Login
30693,SE,92161,2025-01-21,Billing
30693,SE,92162,2025-05-17,Billing
30694,NE,92163,2025-12-29,Bug
30694,NE,92164,2025-08-04,Other
30695,SE,92165,2025-06-28,Other
30695,SE,92166,2025-10-20,Billing
30695,NE,92167,2025-12-08,Billing
30696,SW,92168,2025-11-03,Billing
30697,W,92169,2025-04-06,Login
30697,W,92170,2025-03-06,Login
30697,W,92171,2025-12-23,Billing
30697,NE,92172,2025-06-07,Billing
30697,NE,92173,2025-06-05,Bug
30698,NE,92174,2025-01-10,Login
30699,W,92175,2025-05-04,Feature Request
30699,W,92176,2025-12-12,Billing
30700,MW,92177,2025-08-25,Other
30700,NE,92178,2025-01-17,Feature Request
30700,NE,92179,2025-01-23,Bug
30700,NE,92180,2025-01-09,Other
30700,NE,92181,2025-11-27,Login
30700,NE,92182,2025-01-27,Other
30701,SE,92183,2025-07-07,Feature Request
30701,SE,92184,2025-01-09,Billing
30701,SE,92185,2025-04-02,Other
30702,MW,92186,2025-12-06,Feature Request
30703,SW,92187,2025-11-29,Bug
30703,SW,92188,2025-08-06,Other
30703,SW,92189,2025-10-12,Login
30704,NE,92190,2025-03-29,Billing
30704,NE,92191,2025-10-21,Other
30704,NE,92192,2025-02-08,Bug
30704,NE,92193,2025-04-20,Other
30705,W,92194,2025-08-09,Login
30705,MW,92195,2025-02-21,Billing
30705,MW,92196,2025-02-04,Other
30705,SW,92197,2025-11-30,Other
30706,SE,92198,2025-04-21,Billing
30706,SE,92199,2025-06-26,Login
30707,MW,92200,2025-10-02,Login
30707,SE,92201,2025-04-15,Feature Request
30708,SW,92202,2025-12-02,Billing
30709,W,92203,2025-10-23,Login
30709,SW,92204,2025-12-21,Other
30709,SW,92205,2025-11-23,Login
30709,SW,92206,2025-03-06,Other
30710,NE,92207,2025-02-27,Feature Request
30710,W,92208,2025-04-22,Bug
30711,NE,92209,2025-12-19,Feature Request
30711,NE,92210,2025-12-28,Bug
30711,NE,92211,2025-01-04,Login
30711,MW,92212,2025-01-26,Login
30711,MW,92213,2025-01-27,Billing
30712,SW,92214,2025-03-12,Login
30712,SW,92215,2025-03-13,Billing
30713,NE,92216,2025-12-27,Feature Request
30713,NE,92217,2025-09-25,Billing
30713,NE,92218,2025-04-05,Bug
30713,NE,92219,2025-12-23,Feature Request
30714,SW,92220,2025-11-11,Other
30714,SW,92221,2025-06-13,Other
30714,SW,92222,2025-10-05,Login
30715,W,92223,2025-11-02,Feature Request
30715,NE,92224,2025-08-16,Login
30715,NE,92225,2025-08-08,Feature Request
30715,MW,92226,2025-12-24,Feature Request
30715,MW,92227,2025-09-09,Bug
30715,MW,92228,2025-12-27,Feature Request
30715,MW,92229,2025-05-21,Other
30715,MW,92230,2025-06-02,Bug
30716,SW,92231,2025-02-24,Login
30716,NE,92232,2025-11-27,Billing
30717,NE,92233,2025-12-08,Other
30717,W,92234,2025-04-22,Bug
30717,SW,92235,2025-08-18,Login
30717,SW,92236,2025-06-12,Other
30718,SW,92237,2025-09-10,Other
30718,SW,92238,2025-07-18,Other
30718,SW,92239,2025-05-02,Other
30719,SE,92240,2025-09-21,Bug
30719,SE,92241,2025-12-25,Feature Request
30719,SE,92242,2025-08-22,Other
30719,SE,92243,2025-07-15,Bug
30719,MW,92244,2025-04-16,Other
30719,MW,92245,2025-01-22,Feature Request
30719,MW,92246,2025-08-02,Billing
30720,MW,92247,2025-10-12,Bug
30720,SW,92248,2025-02-11,Feature Request
30720,W,92249,2025-03-18,Billing
30720,W,92250,2025-08-08,Feature Request
30720,W,92251,2025-07-06,Feature Request
30720,W,92252,2025-12-06,Login
30720,W,92253,2025-03-18,Billing
30721,SW,92254,2025-11-30,Other
30722,SE,92255,2025-09-03,Other
30723,NE,92256,2025-03-29,Bug
30723,NE,92257,2025-07-17,Login
30723,NE,92258,2025-08-11,Other
30723,NE,92259,2025-05-31,Billing
30723,SE,92260,2025-03-14,Login
30723,SE,92261,2025-03-18,Login
30724,W,92262,2025-03-06,Login
30724,SW,92263,2025-12-23,Billing
30724,SW,92264,2025-06-13,Login
30724,SW,92265,2025-08-27,Feature Request
30725,NE,92266,2025-01-09,Feature Request
30725,NE,92267,2025-03-31,Feature Request
30725,NE,92268,2025-11-08,Bug
30725,NE,92269,2025-05-10,Other
30725,NE,92270,2025-07-03,Login
30725,SW,92271,2025-08-12,Bug
30726,SW,92272,2025-01-12,Billing
30726,SW,92273,2025-07-14,Other
30726,SW,92274,2025-06-03,Feature Request
30727,NE,92275,2025-03-31,Other
30727,MW,92276,2025-03-13,Login
30727,MW,92277,2025-06-26,Feature Request
30728,MW,92278,2025-09-20,Other
30728,MW,92279,2025-04-15,Feature Request
30728,MW,92280,2025-03-13,Billing
30728,MW,92281,2025-05-23,Billing
30729,SE,92282,2025-02-15,Other
30729,SE,92283,2025-04-15,Other
30729,SE,92284,2025-11-13,Login
30729,SE,92285,2025-02-12,Feature Request
30729,SE,92286,2025-04-09,Billing
30730,SW,92287,2025-11-07,Other
30731,SW,92288,2025-07-04,Bug
30731,NE,92289,2025-09-29,Login
30732,SW,92290,2025-04-12,Billing
30732,SW,92291,2025-08-15,Login
30732,NE,92292,2025-01-22,Bug
30733,NE,92293,2025-08-17,Billing
30733,SE,92294,2025-12-09,Bug
30734,SW,92295,2025-05-23,Billing
30735,SE,92296,2025-12-24,Other
30735,SW,92297,2025-01-24,Other
30735,SW,92298,2025-08-28,Feature Request
30735,SW,92299,2025-11-01,Billing
30736,NE,92300,2025-02-17,Login
30737,SW,92301,2025-12-24,Bug
30737,SE,92302,2025-09-19,Login
30737,SE,92303,2025-03-09,Feature Request
30737,SE,92304,2025-09-21,Billing
30738,MW,92305,2025-07-21,Feature Request
30738,MW,92306,2025-02-22,Bug
30739,NE,92307,2025-09-13,Billing
30740,MW,92308,2025-08-08,Feature Request
30741,W,92309,2025-05-09,Bug
30741,W,92310,2025-09-28,Billing
30742,NE,92311,2025-01-22,Billing
30742,SW,92312,2025-02-17,Other
30742,SW,92313,2025-11-25,Bug
30742,SW,92314,2025-09-30,Billing
30743,W,92315,2025-12-05,Bug
30743,NE,92316,2025-06-28,Other
30744,NE,92317,2025-02-18,Bug
30744,NE,92318,2025-09-12,Other
30745,NE,92319,2025-10-04,Billing
30745,NE,92320,2025-11-25,Billing
30745,SW,92321,2025-03-17,Other
30745,SW,92322,2025-09-06,Feature Request
30745,SW,92323,2025-05-14,Billing
30745,SW,92324,2025-12-31,Feature Request
30746,SE,92325,2025-03-04,Feature Request
30747,SW,92326,2025-09-15,Login
30747,SW,92327,2025-10-30,Feature Request
30747,SE,92328,2025-02-21,Bug
30748,W,92329,2025-11-02,Other
30748,W,92330,2025-02-11,Feature Request
30748,SE,92331,2025-11-23,Login
30748,SE,92332,2025-02-02,Feature Request
30748,SE,92333,2025-04-24,Feature Request
30748,SW,92334,2025-04-24,Feature Request
30749,MW,92335,2025-02-25,Feature Request
30749,MW,92336,2025-07-31,Login
30749,MW,92337,2025-02-03,Feature Request
30749,MW,92338,2025-05-05,Login
30749,W,92339,2025-03-24,Login
30749,W,92340,2025-01-27,Login
30750,SW,92341,2025-07-26,Other
30750,SW,92342,2025-11-02,Feature Request
30750,SW,92343,2025-08-01,Billing
30750,SW,92344,2025-02-06,Billing
30751,MW,92345,2025-10-20,Bug
30751,MW,92346,2025-06-09,Other
30751,MW,92347,2025-01-12,Login
30751,SW,92348,2025-11-08,Login
30751,W,92349,2025-02-27,Other
30752,SE,92350,2025-09-17,Login
30752,MW,92351,2025-09-05,Bug
30753,SW,92352,2025-02-15,Feature Request
30753,SW,92353,2025-05-08,Feature Request
30754,W,92354,2025-04-10,Login
30754,W,92355,2025-10-27,Feature Request
30755,SW,92356,2025-04-12,Billing
30755,SW,92357,2025-04-01,Other
30755,SW,92358,2025-12-31,Other
30755,SW,92359,2025-03-30,Login
30755,MW,92360,2025-07-25,Login
30756,W,92361,2025-11-14,Feature Request
30756,W,92362,2025-03-08,Bug
30756,W,92363,2025-02-15,Bug
30756,SW,92364,2025-02-12,Other
30756,SW,92365,2025-10-28,Feature Request
30756,SW,92366,2025-08-22,Login
30756,SW,92367,2025-12-02,Login
30757,MW,92368,2025-11-14,Bug
30757,MW,92369,2025-10-03,Billing
30757,MW,92370,2025-12-23,Feature Request
30757,SW,92371,2025-04-18,Other
30758,SE,92372,2025-09-17,Bug
30758,SE,92373,2025-12-06,Billing
30758,SW,92374,2025-04-10,Login
30759,SE,92375,2025-05-23,Feature Request
30759,SW,92376,2025-08-12,Other
30760,NE,92377,2025-08-05,Other
30760,NE,92378,2025-12-21,Billing
30760,NE,92379,2025-08-05,Bug
30761,MW,92380,2025-05-31,Other
30761,MW,92381,2025-02-04,Other
30762,MW,92382,2025-04-29,Other
30762,MW,92383,2025-02-23,Bug
30763,W,92384,2025-09-19,Billing
30763,W,92385,2025-03-23,Other
30763,W,92386,2025-06-23,Login
30763,W,92387,2025-05-19,Login
30763,W,92388,2025-05-18,Login
30763,SE,92389,2025-04-26,Feature Request
30764,SW,92390,2025-12-12,Login
30764,SW,92391,2025-08-07,Billing
30765,SW,92392,2025-09-15,Login
30765,SW,92393,2025-10-16,Feature Request
30765,SW,92394,2025-04-13,Feature Request
30765,NE,92395,2025-05-29,Feature Request
30766,SE,92396,2025-01-26,Login
30766,SE,92397,2025-05-22,Billing
30766,NE,92398,2025-10-29,Billing
30767,MW,92399,2025-05-15,Feature Request
30767,MW,92400,2025-11-15,Bug
30767,MW,92401,2025-12-21,Feature Request
30767,NE,92402,2025-02-11,Feature Request
30768,NE,92403,2025-05-06,Feature Request
30769,W,92404,2025-10-23,Bug
30769,W,92405,2025-10-25,Other
30769,SE,92406,2025-09-18,Other
30770,SE,92407,2025-03-02,Feature Request
30771,MW,92408,2025-10-24,Login
30771,NE,92409,2025-07-25,Feature Request
30772,NE,92410,2025-04-14,Billing
30772,NE,92411,2025-06-14,Login
30773,SW,92412,2025-10-25,Billing
30773,SW,92413,2025-10-16,Billing
30774,NE,92414,2025-04-02,Feature Request
30774,NE,92415,2025-03-28,Billing
30774,SE,92416,2025-05-04,Bug
30774,SE,92417,2025-02-01,Other
30775,NE,92418,2025-02-08,Billing
30776,NE,92419,2025-08-03,Feature Request
30777,NE,92420,2025-09-01,Billing
30777,NE,92421,2025-12-23,Bug
30777,NE,92422,2025-11-16,Bug
30777,SE,92423,2025-12-23,Other
30777,SE,92424,2025-05-16,Other
30777,SE,92425,2025-04-11,Feature Request
30778,NE,92426,2025-06-04,Billing
30778,W,92427,2025-03-29,Login
30779,SW,92428,2025-05-10,Login
30779,SW,92429,2025-03-01,Bug
30779,SE,92430,2025-01-17,Other
30779,SE,92431,2025-02-07,Feature Request
30780,SW,92432,2025-12-26,Login
30780,SW,92433,2025-09-10,Feature Request
30780,W,92434,2025-04-22,Login
30781,MW,92435,2025-10-04,Bug
30781,MW,92436,2025-01-23,Feature Request
30781,SE,92437,2025-07-04,Other
30782,MW,92438,2025-10-10,Other
30782,MW,92439,2025-11-23,Bug
30783,W,92440,2025-06-18,Other
30783,W,92441,2025-11-10,Feature Request
30783,W,92442,2025-07-16,Bug
30784,SE,92443,2025-08-08,Billing
30784,SE,92444,2025-07-04,Other
30785,W,92445,2025-03-12,Login
30785,SE,92446,2025-12-17,Login
30785,SE,92447,2025-11-27,Login
30785,SE,92448,2025-06-17,Bug
30785,SE,92449,2025-08-24,Billing
30785,SE,92450,2025-09-05,Other
30785,MW,92451,2025-11-08,Login
30785,MW,92452,2025-07-01,Bug
30785,MW,92453,2025-04-15,Billing
30786,MW,92454,2025-03-01,Feature Request
30786,MW,92455,2025-10-26,Feature Request
30786,MW,92456,2025-06-04,Other
30786,SW,92457,2025-01-23,Login
30787,SW,92458,2025-05-02,Other
30788,MW,92459,2025-05-21,Feature Request
30788,MW,92460,2025-12-06,Billing
30788,MW,92461,2025-11-16,Login
30788,MW,92462,2025-08-02,Feature Request
30789,MW,92463,2025-02-17,Other
30789,MW,92464,2025-01-17,Bug
30789,NE,92465,2025-12-11,Other
30789,NE,92466,2025-03-26,Billing
30789,NE,92467,2025-07-27,Other
30789,W,92468,2025-04-06,Feature Request
30790,NE,92469,2025-09-07,Other
30791,SE,92470,2025-05-16,Login
30791,SE,92471,2025-10-28,Login
30791,SE,92472,2025-06-18,Other
30791,SE,92473,2025-07-17,Bug
30791,SE,92474,2025-04-16,Other
30791,W,92475,2025-12-25,Bug
30791,W,92476,2025-10-07,Login
30792,NE,92477,2025-04-16,Bug
30792,MW,92478,2025-02-04,Other
30793,W,92479,2025-09-30,Feature Request
30793,W,92480,2025-08-28,Other
30793,NE,92481,2025-04-03,Other
30794,W,92482,2025-11-02,Billing
30794,W,92483,2025-01-24,Other
30795,W,92484,2025-09-09,Bug
30795,NE,92485,2025-12-21,Login
30795,NE,92486,2025-02-24,Bug
30795,NE,92487,2025-11-19,Feature Request
30796,MW,92488,2025-01-02,Feature Request
30796,SW,92489,2025-05-28,Other
30796,SW,92490,2025-11-15,Billing
30796,SW,92491,2025-03-24,Billing
30796,SW,92492,2025-06-05,Other
30796,SW,92493,2025-04-17,Feature Request
30796,NE,92494,2025-07-07,Login
30797,W,92495,2025-04-22,Billing
30797,W,92496,2025-05-13,Login
30797,SE,92497,2025-12-12,Other
30798,SW,92498,2025-05-23,Login
30798,SW,92499,2025-09-17,Other
30798,W,92500,2025-12-06,Bug
30798,W,92501,2025-05-29,Feature Request
30798,W,92502,2025-03-27,Login
30798,W,92503,2025-09-12,Billing
30798,W,92504,2025-01-07,Bug
30799,MW,92505,2025-01-28,Billing
30799,MW,92506,2025-10-10,Other
30799,MW,92507,2025-09-08,Feature Request
30799,SE,92508,2025-07-07,Bug
30799,SE,92509,2025-03-10,Bug
30799,NE,92510,2025-07-12,Bug
30799,NE,92511,2025-07-01,Feature Request
30800,NE,92512,2025-11-23,Other
30800,NE,92513,2025-05-23,Bug
30800,NE,92514,2025-05-12,Bug
30800,SE,92515,2025-05-14,Billing
30800,SE,92516,2025-06-28,Billing
30800,SE,92517,2025-01-18,Bug
30800,SE,92518,2025-04-07,Billing
30801,W,92519,2025-10-27,Bug
30801,W,92520,2025-12-13,Login
30801,W,92521,2025-09-04,Other
30801,W,92522,2025-11-23,Feature Request
30801,W,92523,2025-11-05,Feature Request
30802,SE,92524,2025-06-26,Bug
30802,NE,92525,2025-08-16,Bug
30802,NE,92526,2025-11-18,Billing
30802,NE,92527,2025-09-05,Login
30802,NE,92528,2025-08-04,Login
30802,NE,92529,2025-09-14,Billing
30803,MW,92530,2025-11-07,Other
30803,W,92531,2025-09-28,Login
30804,SE,92532,2025-09-02,Other
30805,SE,92533,2025-03-07,Feature Request
30805,SW,92534,2025-05-17,Billing
30805,SW,92535,2025-07-13,Billing
30805,SW,92536,2025-05-25,Login
30806,NE,92537,2025-03-13,Billing
30806,NE,92538,2025-07-11,Feature Request
30806,NE,92539,2025-06-06,Feature Request
30806,MW,92540,2025-01-16,Feature Request
30806,MW,92541,2025-01-02,Other
30806,MW,92542,2025-05-12,Feature Request
30806,SE,92543,2025-10-24,Feature Request
30806,SE,92544,2025-01-31,Billing
30807,MW,92545,2025-06-04,Login
30807,MW,92546,2025-02-20,Billing
30807,W,92547,2025-04-05,Bug
30807,W,92548,2025-01-12,Bug
30807,SE,92549,2025-02-14,Billing
30808,SW,92550,2025-07-24,Bug
30808,SW,92551,2025-11-24,Other
30808,SW,92552,2025-02-10,Bug
30809,SW,92553,2025-10-05,Other
30809,SW,92554,2025-07-14,Login
30810,NE,92555,2025-11-04,Bug
30810,NE,92556,2025-07-18,Feature Request
30810,MW,92557,2025-10-02,Bug
30810,MW,92558,2025-05-26,Other
30810,SE,92559,2025-12-29,Login
30810,SE,92560,2025-08-18,Other
30810,SE,92561,2025-06-11,Other
30811,SE,92562,2025-12-31,Bug
30811,NE,92563,2025-02-20,Login
30812,W,92564,2025-05-03,Billing
30812,W,92565,2025-08-04,Other
30812,W,92566,2025-03-09,Billing
30813,SE,92567,2025-05-22,Bug
30813,SE,92568,2025-02-10,Bug
30813,SW,92569,2025-04-04,Bug
30813,SW,92570,2025-08-16,Billing
30813,SW,92571,2025-08-27,Feature Request
30813,W,92572,2025-03-15,Feature Request
30814,SE,92573,2025-06-18,Login
30814,MW,92574,2025-06-18,Other
30814,MW,92575,2025-07-25,Other
30814,MW,92576,2025-01-09,Login
30815,SE,92577,2025-12-12,Bug
30815,SE,92578,2025-06-01,Feature Request
30815,NE,92579,2025-07-05,Billing
30815,NE,92580,2025-04-24,Billing
30816,NE,92581,2025-01-29,Bug
30816,SW,92582,2025-01-02,Feature Request
30817,SE,92583,2025-08-19,Billing
30817,SE,92584,2025-04-27,Login
30818,W,92585,2025-10-24,Bug
30819,SW,92586,2025-12-03,Billing
30819,SW,92587,2025-03-28,Other
30819,SW,92588,2025-01-22,Billing
30820,MW,92589,2025-11-01,Feature Request
30820,MW,92590,2025-09-29,Billing
30820,MW,92591,2025-11-20,Feature Request
30820,SE,92592,2025-10-05,Bug
30821,SE,92593,2025-12-07,Login
30821,SE,92594,2025-08-20,Login
30822,NE,92595,2025-03-21,Billing
30822,NE,92596,2025-02-24,Login
30823,SW,92597,2025-10-18,Login
30824,NE,92598,2025-02-03,Login
30824,SE,92599,2025-11-29,Feature Request
30825,W,92600,2025-09-09,Feature Request
30825,W,92601,2025-05-05,Bug
30825,SW,92602,2025-11-13,Billing
30825,SW,92603,2025-02-04,Other
30825,NE,92604,2025-11-09,Bug
30825,NE,92605,2025-01-12,Other
30826,SE,92606,2025-10-26,Bug
30826,SE,92607,2025-03-18,Feature Request
30826,SE,92608,2025-07-25,Feature Request
30827,MW,92609,2025-02-28,Billing
30827,MW,92610,2025-09-11,Bug
30827,MW,92611,2025-10-04,Other
30828,MW,92612,2025-08-08,Login
30828,MW,92613,2025-04-11,Billing
30828,NE,92614,2025-08-06,Bug
30828,NE,92615,2025-03-16,Bug
30828,NE,92616,2025-08-25,Billing
30829,SE,92617,2025-12-05,Billing
30830,NE,92618,2025-06-14,Other
30830,NE,92619,2025-07-30,Other
30830,NE,92620,2025-10-04,Billing
30831,W,92621,2025-08-21,Feature Request
30831,W,92622,2025-03-24,Login
30832,SE,92623,2025-09-28,Bug
30832,SE,92624,2025-05-21,Bug
30832,SE,92625,2025-05-04,Other
30833,SE,92626,2025-07-27,Bug
30833,SE,92627,2025-07-25,Bug
30834,W,92628,2025-10-15,Bug
30835,SW,92629,2025-12-09,Other
30835,SW,92630,2025-07-29,Login
30836,W,92631,2025-10-15,Bug
30836,SW,92632,2025-12-31,Bug
30836,SW,92633,2025-07-07,Other
30836,SE,92634,2025-03-09,Other
30836,SE,92635,2025-03-31,Other
30837,W,92636,2025-06-13,Login
30837,W,92637,2025-07-25,Billing
30837,W,92638,2025-09-08,Billing
30838,NE,92639,2025-12-21,Other
30838,NE,92640,2025-10-23,Billing
30838,MW,92641,2025-11-24,Billing
30838,MW,92642,2025-03-14,Login
30839,SE,92643,2025-04-04,Feature Request
30839,W,92644,2025-04-09,Other
30839,W,92645,2025-08-17,Feature Request
30839,W,92646,2025-10-12,Other
30839,W,92647,2025-06-08,Login
30839,W,92648,2025-03-12,Other
30840,NE,92649,2025-07-08,Feature Request
30840,NE,92650,2025-04-10,Billing
30840,NE,92651,2025-06-06,Other
30841,NE,92652,2025-09-19,Other
30841,NE,92653,2025-06-10,Other
30841,NE,92654,2025-01-18,Bug
30841,W,92655,2025-09-27,Feature Request
30842,MW,92656,2025-01-30,Feature Request
30842,MW,92657,2025-11-05,Login
30843,W,92658,2025-06-13,Feature Request
30843,MW,92659,2025-05-02,Billing
30843,MW,92660,2025-01-10,Feature Request
30843,SW,92661,2025-06-21,Other
30844,NE,92662,2025-08-01,Login
30844,NE,92663,2025-08-20,Feature Request
30845,MW,92664,2025-06-09,Other
30845,MW,92665,2025-03-02,Billing
30846,MW,92666,2025-03-31,Billing
30847,NE,92667,2025-01-03,Other
30847,NE,92668,2025-04-08,Billing
30847,SE,92669,2025-12-06,Billing
30847,SE,92670,2025-10-24,Billing
30847,SE,92671,2025-12-24,Feature Request
30847,MW,92672,2025-01-06,Billing
30848,SE,92673,2025-07-04,Billing
30848,SE,92674,2025-09-09,Login
30848,SE,92675,2025-02-10,Login
30848,SW,92676,2025-01-03,Feature Request
30849,SW,92677,2025-06-20,Login
30849,SE,92678,2025-03-24,Billing
30850,W,92679,2025-06-28,Other
30850,W,92680,2025-03-27,Login
30850,W,92681,2025-12-19,Feature Request
30851,SW,92682,2025-09-07,Feature Request
30851,MW,92683,2025-08-02,Bug
30851,MW,92684,2025-06-06,Other
30851,MW,92685,2025-06-08,Other
30852,SE,92686,2025-11-18,Bug
30852,SE,92687,2025-02-14,Login
30853,NE,92688,2025-01-22,Bug
30853,MW,92689,2025-08-30,Other
30853,MW,92690,2025-08-26,Other
30854,SE,92691,2025-09-30,Bug
30855,MW,92692,2025-01-07,Login
30855,MW,92693,2025-12-23,Feature Request
30855,MW,92694,2025-09-13,Bug
30856,SW,92695,2025-09-07,Other
30857,W,92696,2025-03-28,Feature Request
30858,MW,92697,2025-08-10,Other
30858,MW,92698,2025-03-13,Billing
30858,MW,92699,2025-02-28,Feature Request
30858,NE,92700,2025-08-09,Other
30858,NE,92701,2025-06-30,Other
30858,NE,92702,2025-05-09,Bug
30858,NE,92703,2025-06-21,Other
30859,NE,92704,2025-09-27,Other
30860,W,92705,2025-06-12,Bug
30860,W,92706,2025-01-24,Login
30860,W,92707,2025-07-12,Login
30860,NE,92708,2025-10-21,Login
30861,W,92709,2025-02-10,Feature Request
30861,W,92710,2025-12-27,Other
30861,W,92711,2025-12-31,Other
30862,W,92712,2025-07-05,Billing
30862,W,92713,2025-03-02,Feature Request
30862,SE,92714,2025-04-21,Other
30863,W,92715,2025-05-21,Login
30864,NE,92716,2025-01-23,Feature Request
30865,SE,92717,2025-04-28,Billing
30865,MW,92718,2025-10-14,Bug
30866,W,92719,2025-08-19,Bug
30866,W,92720,2025-01-04,Feature Request
30867,NE,92721,2025-09-07,Login
30867,NE,92722,2025-11-29,Other
30867,NE,92723,2025-06-07,Login
30867,NE,92724,2025-11-21,Bug
30867,NE,92725,2025-01-29,Billing
30868,W,92726,2025-12-01,Login
30868,NE,92727,2025-04-04,Other
30868,NE,92728,2025-11-18,Bug
30869,MW,92729,2025-10-23,Bug
30869,MW,92730,2025-09-03,Login
30869,NE,92731,2025-02-01,Feature Request
30869,NE,92732,2025-02-22,Bug
30869,NE,92733,2025-07-14,Login
30869,NE,92734,2025-07-14,Other
30869,W,92735,2025-12-11,Billing
30869,W,92736,2025-01-01,Other
30870,NE,92737,2025-07-02,Other
30870,NE,92738,2025-12-16,Login
30871,W,92739,2025-06-06,Other
30871,W,92740,2025-12-28,Feature Request
30872,SE,92741,2025-07-20,Other
30872,SW,92742,2025-10-26,Billing
30873,SW,92743,2025-03-17,Feature Request
30874,MW,92744,2025-11-02,Feature Request
30875,MW,92745,2025-03-02,Feature Request
30875,MW,92746,2025-12-26,Bug
30876,SE,92747,2025-11-29,Billing
30876,MW,92748,2025-03-24,Other
30876,MW,92749,2025-08-07,Feature Request
30877,W,92750,2025-09-11,Billing
30877,NE,92751,2025-03-29,Login
30877,NE,92752,2025-06-29,Login
30877,NE,92753,2025-03-06,Feature Request
30877,NE,92754,2025-01-21,Login
30878,MW,92755,2025-12-29,Other
30878,MW,92756,2025-02-05,Billing
30878,MW,92757,2025-05-29,Login
30879,W,92758,2025-04-01,Feature Request
30880,W,92759,2025-09-03,Bug
30881,MW,92760,2025-09-28,Billing
30881,MW,92761,2025-02-13,Other
30881,NE,92762,2025-04-07,Feature Request
30882,SE,92763,2025-06-17,Bug
30883,W,92764,2025-01-30,Billing
30884,W,92765,2025-03-26,Other
30884,W,92766,2025-05-01,Other
30884,W,92767,2025-09-30,Login
30884,W,92768,2025-12-20,Billing
30884,SE,92769,2025-08-13,Feature Request
30884,SE,92770,2025-05-03,Other
30884,SE,92771,2025-05-23,Bug
30885,SE,92772,2025-06-18,Login
30885,SE,92773,2025-02-11,Other
30886,SW,92774,2025-04-29,Login
30886,SW,92775,2025-11-08,Bug
30886,NE,92776,2025-12-09,Feature Request
30886,NE,92777,2025-12-07,Other
30886,NE,92778,2025-12-03,Other
30886,NE,92779,2025-09-21,Billing
30887,W,92780,2025-01-11,Feature Request
30887,W,92781,2025-09-08,Billing
30887,W,92782,2025-08-06,Bug
30887,W,92783,2025-12-03,Billing
30888,NE,92784,2025-10-20,Feature Request
30888,NE,92785,2025-07-27,Feature Request
30888,NE,92786,2025-07-05,Other
30888,NE,92787,2025-11-11,Feature Request
30889,SW,92788,2025-10-20,Other
30890,MW,92789,2025-06-10,Billing
30890,W,92790,2025-12-05,Feature Request
30890,W,92791,2025-05-23,Login
30891,W,92792,2025-04-17,Feature Request
30891,W,92793,2025-02-19,Bug
30891,SE,92794,2025-08-12,Feature Request
30892,NE,92795,2025-07-10,Feature Request
30892,MW,92796,2025-07-03,Other
30892,MW,92797,2025-10-24,Bug
30892,MW,92798,2025-10-31,Billing
30893,NE,92799,2025-02-08,Login
30893,NE,92800,2025-08-29,Login
30893,NE,92801,2025-11-12,Other
30894,W,92802,2025-12-08,Billing
30894,MW,92803,2025-08-28,Billing
30894,MW,92804,2025-12-06,Feature Request
30894,MW,92805,2025-09-10,Bug
30895,NE,92806,2025-04-21,Login
30895,NE,92807,2025-08-12,Billing
30896,SE,92808,2025-02-21,Other
30896,SE,92809,2025-10-31,Bug
30896,SE,92810,2025-04-28,Bug
30897,SW,92811,2025-10-06,Login
30897,SE,92812,2025-05-07,Other
30898,SE,92813,2025-01-07,Other
30899,SW,92814,2025-12-04,Billing
30899,SW,92815,2025-08-15,Login
30900,SE,92816,2025-10-02,Other
30900,SE,92817,2025-10-19,Other
30901,MW,92818,2025-03-01,Login
30902,MW,92819,2025-03-30,Login
30902,MW,92820,2025-04-08,Billing
30902,MW,92821,2025-04-14,Feature Request
30902,MW,92822,2025-08-23,Bug
30902,MW,92823,2025-10-01,Other
30903,SE,92824,2025-08-27,Feature Request
30903,MW,92825,2025-04-25,Feature Request
30904,SW,92826,2025-01-12,Login
30904,SW,92827,2025-12-28,Login
30905,W,92828,2025-06-27,Feature Request
30905,W,92829,2025-09-16,Login
30905,SW,92830,2025-03-09,Bug
30906,SW,92831,2025-05-10,Billing
30906,SW,92832,2025-03-16,Billing
30906,SW,92833,2025-12-23,Billing
30906,NE,92834,2025-08-06,Feature Request
30906,NE,92835,2025-05-10,Billing
30907,SE,92836,2025-05-24,Feature Request
30907,SE,92837,2025-11-09,Other
30908,MW,92838,2025-10-04,Login
30908,MW,92839,2025-11-10,Other
30909,MW,92840,2025-09-06,Login
30910,SW,92841,2025-06-05,Bug
30910,SW,92842,2025-05-12,Billing
30910,W,92843,2025-07-14,Bug
30910,W,92844,2025-03-30,Billing
30910,W,92845,2025-04-15,Feature Request
30911,SW,92846,2025-03-10,Login
30912,W,92847,2025-10-29,Login
30912,SW,92848,2025-01-25,Login
30912,SW,92849,2025-02-04,Other
30912,SW,92850,2025-01-15,Billing
30912,SW,92851,2025-08-06,Billing
30913,SE,92852,2025-12-10,Bug
30914,SE,92853,2025-10-12,Other
30914,SE,92854,2025-10-07,Bug
30914,NE,92855,2025-06-23,Login
30914,NE,92856,2025-02-13,Login
30914,NE,92857,2025-06-03,Login
