account_id,account_open_date,account_tier,region_code
30501,2021-02-11,Basic,W
30502,2024-01-20,Enterprise,NE
30503,2024-08-03,Pro,W
30503,2022-06-16,Basic,SE
30504,2021-12-11,Pro,MW
30504,2024-07-05,Basic,NE
30505,2021-09-30,Pro,SE
30506,2022-11-10,Pro,SW
30506,2024-08-09,Pro,MW
30506,2024-06-12,Enterprise,NE
30507,2022-03-25,Basic,NE
30507,2022-07-06,Pro,W
30508,2020-07-21,Basic,MW
30508,2021-02-20,Basic,SW
30508,2021-02-19,Basic,SE
30509,2024-01-11,Basic,SE
30509,2024-03-15,Pro,MW
30510,2020-03-25,Pro,MW
30510,2020-06-15,Pro,SW
30511,2021-01-18,Basic,NE
30512,2021-04-12,Basic,MW
30512,2022-12-31,Enterprise,SE
30512,2022-03-20,Basic,NE
30513,2022-09-23,Pro,MW
30513,2024-03-24,Pro,SE
30514,2024-12-21,Pro,SE
30515,2021-04-17,Basic,W
30516,2022-09-19,Enterprise,SE
30517,2023-07-05,Basic,SW
30517,2020-10-01,Enterprise,MW
30518,2024-11-08,Basic,MW
30518,2022-11-09,Basic,SW
30518,2024-02-22,Basic,NE
30519,2024-11-03,Pro,W
30520,2021-05-04,Basic,W
30520,2024-10-22,Basic,MW
30521,2020-11-21,Basic,SW
30522,2021-06-12,Enterprise,NE
30522,2022-06-10,Pro,MW
30522,2020-03-29,Pro,W
30523,2021-04-30,Pro,W
30523,2021-12-08,Basic,SE
30524,2020-12-15,Basic,W
30524,2023-01-12,Enterprise,MW
30525,2021-01-21,Basic,W
30526,2020-03-27,Basic,SW
30527,2020-11-02,Basic,MW
30528,2023-03-23,Basic,SE
30529,2021-03-15,Basic,SW
30529,2022-01-09,Basic,W
30530,2020-09-20,Basic,SE
30530,2022-09-03,Basic,NE
30531,2022-01-04,Basic,W
30531,2021-02-24,Basic,SE
30531,2021-05-07,Basic,MW
30532,2021-09-24,Pro,SW
30532,2022-09-19,Basic,SE
30532,2021-02-14,Pro,W
30533,2020-06-21,Pro,SW
30533,2020-01-04,Pro,SE
30534,2022-05-03,Basic,NE
30534,2024-07-21,Basic,SW
30535,2022-09-12,Basic,SE
30535,2024-02-04,Pro,W
30535,2023-02-07,Basic,SW
30536,2022-11-26,Pro,SW
30536,2021-08-05,Enterprise,MW
30537,2024-12-29,Basic,NE
30538,2022-11-20,Basic,W
30539,2021-01-15,Pro,MW
30540,2023-07-15,Basic,W
30540,2022-10-31,Basic,MW
30540,2020-12-09,Enterprise,NE
30541,2024-04-16,Basic,NE
30541,2024-05-11,Enterprise,SW
30542,2020-06-14,Pro,MW
30543,2021-11-30,Pro,SE
30543,2020-12-07,Basic,SW
30544,2024-02-14,Basic,SE
30544,2022-11-08,Basic,SW
30545,2024-07-09,Basic,SE
30546,2022-09-06,Basic,W
30547,2023-04-22,Basic,SE
30547,2024-12-10,Basic,W
30548,2021-06-28,Basic,W
30548,2022-10-30,Pro,MW
30549,2024-06-03,Basic,MW
30549,2020-07-10,Basic,SW
30550,2020-11-15,Pro,W
30550,2024-09-21,Enterprise,SE
30551,2021-08-02,Basic,MW
30551,2021-04-19,Basic,W
30552,2021-09-28,Pro,SW
30552,2021-03-02,Enterprise,W
30553,2022-12-18,Pro,MW
30553,2023-12-30,Pro,SW
30554,2020-04-06,Basic,NE
30554,2021-05-10,Basic,MW
30555,2024-12-15,Basic,SW
30556,2021-10-22,Pro,SE
30557,2023-07-25,Pro,MW
30558,2023-07-12,Enterprise,W
30558,2020-01-09,Basic,SW
30559,2021-04-01,Basic,MW
30559,2024-12-23,Basic,NE
30560,2020-09-29,Pro,NE
30560,2022-07-28,Pro,SE
30561,2022-10-28,Basic,SE
30562,2020-07-26,Basic,SW
30563,2024-07-18,Basic,NE
30564,2023-02-20,Basic,SE
30565,2022-11-22,Enterprise,SW
30565,2024-03-16,Basic,MW
30566,2020-07-22,Pro,SW
30567,2021-06-01,Pro,NE
30568,2021-05-31,Pro,W
30568,2021-03-18,Basic,NE
30568,2024-06-03,Pro,SE
30569,2024-12-14,Basic,SE
30570,2021-11-19,Basic,NE
30570,2022-04-29,Basic,MW
30571,2022-04-12,Basic,SW
30571,2020-12-04,Basic,MW
30572,2024-01-01,Basic,MW
30573,2024-01-08,Enterprise,W
30573,2023-03-05,Basic,NE
30574,2021-01-21,Pro,NE
30574,2022-11-14,Enterprise,MW
30575,2021-05-20,Basic,NE
30575,2023-09-10,Pro,W
30575,2024-09-14,Basic,SW
30576,2021-11-10,Basic,SE
30577,2023-09-23,Basic,SE
30577,2021-11-20,Enterprise,W
30577,2022-06-03,Basic,NE
30578,2023-01-23,Pro,MW
30579,2024-04-17,Basic,SW
30580,2021-09-14,Enterprise,SE
30581,2023-03-15,Basic,W
30581,2022-06-11,Pro,SE
30581,2022-08-10,Pro,NE
30582,2023-06-08,Pro,SE
30583,2022-02-22,Enterprise,W
30584,2021-05-09,Pro,MW
30584,2022-11-27,Basic,W
30585,2023-12-19,Basic,NE
30586,2024-07-28,Basic,MW
30587,2022-01-16,Basic,SW
30588,2021-03-12,Basic,SE
30589,2023-10-23,Basic,SW
30590,2020-12-10,Basic,W
30591,2023-03-29,Enterprise,MW
30591,2021-07-03,Basic,SE
30592,2024-08-12,Enterprise,SE
30593,2022-03-30,Basic,W
30594,2021-06-24,Pro,SE
30594,2020-05-23,Pro,SW
30595,2021-08-10,Basic,W
30596,2021-10-18,Basic,NE
30596,2024-10-30,Basic,W
30597,2024-05-18,Basic,W
30598,2020-12-10,Enterprise,W
30599,2023-07-16,Pro,W
30600,2021-11-26,Basic,W
30601,2024-12-01,Basic,SE
30602,2020-09-24,Basic,SE
30603,2020-06-17,Basic,MW
30604,2024-11-29,Pro,NE
30605,2024-10-28,Basic,SE
30606,2020-02-02,Basic,SE
30607,2021-01-11,Basic,SW
30608,2023-05-22,Basic,SW
30608,2024-05-04,Pro,MW
30609,2024-01-03,Basic,SW
30609,2024-02-24,Enterprise,MW
30610,2021-01-27,Enterprise,SW
30611,2021-05-03,Basic,NE
30611,2021-12-22,Basic,SW
30612,2022-08-03,Pro,MW
30612,2022-11-18,Enterprise,NE
30613,2020-02-08,Pro,SE
30614,2024-06-23,Basic,NE
30614,2023-04-11,Enterprise,SW
30615,2022-11-06,Basic,SE
30615,2022-12-15,Pro,SW
30615,2020-08-13,Enterprise,MW
30616,2024-04-30,Basic,SW
30617,2020-03-07,Enterprise,W
30618,2023-05-05,Basic,MW
30618,2024-08-04,Enterprise,SE
30619,2022-04-14,Basic,NE
30619,2022-11-12,Enterprise,SE
30620,2022-09-25,Basic,NE
30621,2024-06-17,Pro,SW
30622,2024-11-12,Basic,SW
30623,2020-08-24,Basic,SE
30624,2022-08-14,Basic,W
30624,2022-07-07,Pro,SE
30625,2024-05-08,Basic,SE
30626,2023-03-07,Pro,SE
30627,2021-04-17,Basic,NE
30627,2024-12-12,Enterprise,W
30628,2021-07-06,Basic,SW
30629,2024-06-21,Basic,SW
30630,2021-11-25,Basic,MW
30630,2024-07-21,Basic,SW
30631,2023-06-06,Basic,SE
30631,2020-11-12,Basic,MW
30632,2021-08-20,Enterprise,SE
30632,2022-02-06,Pro,MW
30633,2024-10-10,Pro,SW
30633,2024-10-16,Basic,SE
30634,2022-06-04,Pro,SE
30635,2024-06-23,Basic,NE
30636,2021-07-14,Pro,W
30636,2023-05-09,Basic,MW
30637,2020-09-14,Basic,NE
30638,2024-02-12,Basic,SW
30639,2023-04-16,Enterprise,SE
30640,2022-01-26,Basic,SW
30641,2020-05-02,Pro,SE
30642,2020-12-07,Basic,SW
30643,2023-04-09,Pro,MW
30644,2024-07-29,Enterprise,SE
30645,2022-12-18,Basic,SW
30645,2024-09-24,Basic,W
30646,2024-01-28,Enterprise,NE
30646,2024-12-08,Basic,W
30647,2020-09-16,Basic,W
30647,2023-10-28,Pro,SE
30648,2020-04-04,Pro,SW
30648,2023-02-22,Basic,NE
30649,2020-02-10,Pro,SW
30650,2020-09-10,Basic,W
30651,2020-01-07,Basic,SW
30651,2024-02-03,Pro,SE
30652,2021-12-28,Basic,MW
30652,2024-03-14,Basic,SE
30653,2024-05-23,Pro,SW
30653,2020-03-09,Enterprise,NE
30654,2023-01-09,Enterprise,W
30655,2021-06-25,Enterprise,NE
30656,2024-05-27,Enterprise,MW
30657,2023-07-09,Basic,W
30658,2020-03-29,Basic,MW
30658,2023-05-16,Pro,W
30659,2020-07-31,Basic,MW
30659,2022-04-13,Pro,W
30660,2020-09-22,Pro,MW
30661,2022-06-30,Basic,W
30661,2020-10-19,Enterprise,MW
30661,2023-05-15,Basic,SW
30662,2020-11-28,Basic,MW
30662,2023-01-05,Enterprise,NE
30663,2023-08-04,Basic,NE
30664,2022-10-01,Basic,SE
30665,2020-02-16,Basic,SE
30666,2021-09-13,Pro,SW
30667,2023-05-08,Pro,NE
30668,2021-03-02,Pro,W
30669,2020-07-28,Pro,SW
30670,2022-06-06,Basic,W
30671,2023-12-14,Enterprise,NE
30671,2020-06-02,Enterprise,SE
30672,2024-03-25,Basic,NE
30673,2021-02-18,Basic,MW
30673,2023-10-08,Enterprise,NE
30674,2023-03-26,Enterprise,SW
30675,2023-07-08,Enterprise,W
30675,2023-01-05,Enterprise,SE
30675,2022-02-07,Basic,SW
30676,2022-09-09,Pro,W
30677,2024-02-20,Basic,MW
30678,2023-02-28,Basic,NE
30678,2021-08-01,Pro,SW
30678,2024-01-18,Basic,W
30679,2022-01-09,Pro,NE
30679,2020-06-11,Basic,SW
30680,2022-11-04,Basic,SW
30680,2023-06-09,Basic,MW
30681,2020-07-13,Basic,SE
30682,2021-06-25,Basic,SE
30683,2020-12-24,Basic,W
30683,2022-04-29,Enterprise,SE
30684,2023-09-16,Basic,MW
30684,2021-03-02,Basic,SE
30684,2021-05-11,Pro,W
30685,2022-04-07,Pro,NE
30685,2021-04-30,Basic,MW
30686,2024-01-12,Pro,MW
30686,2023-12-07,Pro,W
30687,2020-11-25,Basic,W
30688,2024-10-21,Basic,SE
30688,2022-06-07,Enterprise,W
30689,2022-09-17,Pro,SE
30690,2023-03-16,Pro,NE
30691,2020-09-15,Basic,SE
30692,2020-10-18,Basic,W
30692,2020-05-22,Pro,MW
30693,2022-01-16,Basic,SE
30694,2021-09-18,Basic,NE
30695,2023-10-20,Pro,SE
30695,2020-03-30,Basic,NE
30696,2021-12-20,Pro,SW
30697,2023-04-02,Pro,W
30697,2021-04-25,Basic,NE
30698,2020-03-24,Pro,NE
30699,2023-01-05,Basic,W
30700,2021-11-03,Pro,MW
30700,2021-05-31,Basic,NE
30701,2021-04-29,Basic,SE
30702,2024-06-01,Pro,MW
30703,2024-06-14,Basic,SW
30704,2024-06-10,Enterprise,NE
30705,2022-02-20,Basic,W
30705,2020-04-13,Basic,MW
30705,2024-01-15,Basic,SW
30706,2024-02-19,Basic,SE
30707,2020-12-04,Basic,MW
30707,2021-11-17,Pro,SE
30708,2024-05-08,Pro,SW
30709,2022-06-18,Enterprise,W
30709,2024-02-10,Enterprise,SW
30710,2024-10-12,Basic,NE
30710,2021-08-29,Pro,W
30711,2020-08-10,Basic,NE
30711,2022-10-29,Pro,MW
30712,2022-12-12,Basic,SW
30713,2023-01-05,Enterprise,NE
30714,2024-10-07,Pro,SW
30715,2021-05-17,Enterprise,W
30715,2023-09-01,Pro,NE
30715,2022-04-01,Enterprise,MW
30716,2021-09-15,Pro,SW
30716,2020-06-13,Basic,NE
30717,2023-07-26,Basic,NE
30717,2022-11-16,Basic,W
30717,2022-12-29,Basic,SW
30718,2023-05-26,Basic,SW
30719,2023-10-20,Basic,SE
30719,2024-09-20,Basic,MW
30720,2023-08-22,Enterprise,MW
30720,2023-02-21,Enterprise,SW
30720,2020-01-19,Basic,W
30721,2023-07-04,Basic,SW
30722,2023-08-12,Basic,SE
30723,2022-11-11,Basic,NE
30723,2022-09-15,Pro,SE
30724,2021-03-25,Basic,W
30724,2021-07-05,Pro,SW
30725,2024-04-22,Enterprise,NE
30725,2022-12-07,Pro,SW
30726,2021-11-25,Basic,SW
30727,2021-08-09,Pro,NE
30727,2021-12-21,Basic,MW
30728,2023-04-21,Basic,MW
30729,2023-12-29,Basic,SE
30730,2020-04-16,Basic,SW
30731,2023-04-26,Basic,SW
30731,2022-02-14,Basic,NE
30732,2023-01-14,Pro,SW
30732,2024-01-19,Pro,NE
30733,2023-03-06,Basic,NE
30733,2022-06-16,Basic,SE
30734,2020-12-01,Pro,SW
30735,2021-08-29,Basic,SE
30735,2022-04-17,Enterprise,SW
30736,2024-11-15,Pro,NE
30737,2024-02-01,Basic,SW
30737,2021-08-24,Basic,SE
30738,2024-05-13,Basic,MW
30739,2021-02-06,Basic,NE
30740,2021-06-23,Basic,MW
30741,2022-12-31,Pro,W
30742,2024-12-10,Basic,NE
30742,2020-01-24,Basic,SW
30743,2021-09-15,Pro,W
30743,2024-02-17,Basic,NE
30744,2022-12-15,Basic,NE
30745,2022-09-12,Basic,NE
30745,2020-08-10,Basic,SW
30746,2024-07-13,Pro,SE
30747,2020-06-27,Basic,SW
30747,2022-03-10,Pro,SE
30748,2021-03-09,Basic,W
30748,2024-01-13,Basic,SE
30748,2022-03-03,Basic,SW
30749,2022-06-02,Pro,MW
30749,2021-05-06,Basic,W
30750,2023-04-27,Basic,SW
30751,2024-05-20,Pro,MW
30751,2022-03-20,Basic,SW
30751,2022-08-18,Basic,W
30752,2021-02-23,Pro,SE
30752,2023-06-26,Basic,MW
30753,2024-05-30,Pro,SW
30754,2021-10-10,Basic,W
30755,2023-04-02,Pro,SW
30755,2024-11-03,Pro,MW
30756,2023-07-02,Basic,W
30756,2021-04-20,Pro,SW
30757,2023-12-11,Enterprise,MW
30757,2020-06-18,Basic,SW
30758,2023-09-02,Basic,SE
30758,2020-06-22,Pro,SW
30759,2021-04-14,Pro,SE
30759,2020-12-10,Basic,SW
30760,2021-03-20,Enterprise,NE
30761,2022-11-07,Basic,MW
30762,2022-12-29,Pro,MW
30763,2023-09-23,Pro,W
30763,2021-09-19,Enterprise,SE
30764,2021-08-14,Basic,SW
30765,2021-06-10,Pro,SW
30765,2024-09-07,Basic,NE
30766,2021-03-31,Basic,SE
30766,2023-07-16,Basic,NE
30767,2024-07-12,Pro,MW
30767,2022-03-21,Basic,NE
30768,2020-07-06,Basic,NE
30769,2022-10-17,Pro,W
30769,2024-05-11,Pro,SE
30770,2021-12-11,Pro,SE
30771,2021-06-12,Enterprise,MW
30771,2021-03-09,Basic,NE
30772,2020-10-14,Enterprise,NE
30773,2024-05-09,Enterprise,SW
30774,2021-05-13,Basic,NE
30774,2024-01-04,Basic,SE
30775,2024-12-09,Basic,NE
30776,2020-10-29,Basic,NE
30777,2020-03-27,Pro,NE
30777,2022-04-09,Pro,SE
30778,2021-03-13,Pro,NE
30778,2021-06-24,Basic,W
30779,2022-11-11,Basic,SW
30779,2022-04-12,Enterprise,SE
30780,2022-03-07,Basic,SW
30780,2021-07-13,Enterprise,W
30781,2024-03-20,Basic,MW
30781,2022-01-31,Enterprise,SE
30782,2024-08-25,Basic,MW
30783,2024-03-06,Basic,W
30784,2024-10-03,Basic,SE
30785,2021-04-11,Pro,W
30785,2023-01-29,Enterprise,SE
30785,2024-05-25,Basic,MW
30786,2021-11-05,Enterprise,MW
30786,2021-11-15,Pro,SW
30787,2023-03-10,Pro,SW
30788,2020-05-17,Pro,MW
30789,2021-07-31,Basic,MW
30789,2021-12-10,Basic,NE
30789,2020-08-15,Enterprise,W
30790,2020-10-07,Enterprise,NE
30791,2021-11-14,Enterprise,SE
30791,2022-04-07,Enterprise,W
30792,2021-03-06,Basic,NE
30792,2022-11-29,Pro,MW
30793,2024-03-22,Basic,W
30793,2024-09-05,Enterprise,NE
30794,2024-08-13,Basic,W
30795,2023-05-19,Pro,W
30795,2020-10-28,Basic,NE
30796,2023-01-14,Basic,MW
30796,2023-11-21,Basic,SW
30796,2023-06-30,Enterprise,NE
30797,2021-06-16,Pro,W
30797,2022-02-07,Basic,SE
30798,2023-11-05,Pro,SW
30798,2021-03-19,Pro,W
30799,2022-11-22,Basic,MW
30799,2020-09-16,Basic,SE
30799,2023-06-11,Enterprise,NE
30800,2024-03-18,Pro,NE
30800,2023-08-24,Basic,SE
30801,2022-01-08,Pro,W
30802,2022-03-06,Basic,SE
30802,2020-03-10,Basic,NE
30803,2024-01-17,Basic,MW
30803,2024-01-02,Basic,W
30804,2023-10-19,Pro,SE
30805,2022-09-09,Enterprise,SE
30805,2024-11-24,Basic,SW
30806,2021-04-25,Basic,NE
30806,2023-03-13,Pro,MW
30806,2020-01-24,Enterprise,SE
30807,2022-08-22,Pro,MW
30807,2023-12-19,Enterprise,W
30807,2022-01-15,Basic,SE
30808,2022-04-24,Pro,SW
30809,2023-04-13,Basic,SW
30810,2020-11-20,Basic,NE
30810,2024-08-21,Basic,MW
30810,2023-10-03,Basic,SE
30811,2022-03-08,Enterprise,SE
30811,2020-01-18,Enterprise,NE
30812,2020-02-13,Basic,W
30813,2020-06-03,Basic,SE
30813,2022-05-16,Basic,SW
30813,2022-07-10,Basic,W
30814,2023-11-01,Pro,SE
30814,2022-01-12,Enterprise,MW
30815,2023-11-26,Enterprise,SE
30815,2020-08-12,Pro,NE
30816,2020-08-04,Pro,NE
30816,2024-05-10,Basic,SW
30817,2020-01-31,Basic,SE
30818,2022-12-18,Basic,W
30819,2022-06-16,Pro,SW
30820,2023-10-08,Pro,MW
30820,2022-07-23,Basic,SE
30821,2021-03-20,Basic,SE
30822,2023-06-12,Basic,NE
30823,2023-02-04,Enterprise,SW
30824,2023-04-29,Basic,NE
30824,2021-06-13,Pro,SE
30825,2022-01-07,Pro,W
30825,2024-08-29,Basic,SW
30825,2024-05-25,Pro,NE
30826,2022-05-23,Enterprise,SE
30827,2021-07-19,Basic,MW
30828,2023-06-22,Enterprise,MW
30828,2020-03-16,Basic,NE
30829,2021-06-30,Basic,SE
30830,2020-09-23,Enterprise,NE
30831,2020-11-12,Pro,W
30832,2023-02-18,Enterprise,SE
30833,2020-01-25,Pro,SE
30834,2023-12-26,Enterprise,W
30835,2020-06-08,Pro,SW
30836,2021-08-18,Pro,W
30836,2023-02-11,Pro,SW
30836,2024-10-24,Basic,SE
30837,2022-06-18,Enterprise,W
30838,2021-05-16,Basic,NE
30838,2023-04-04,Basic,MW
30839,2022-10-09,Basic,SE
30839,2021-12-03,Pro,W
30840,2023-04-13,Basic,NE
30841,2020-01-01,Basic,NE
30841,2022-01-10,Enterprise,W
30842,2023-01-14,Basic,MW
30843,2024-05-16,Pro,W
30843,2020-11-15,Basic,MW
30843,2023-11-25,Basic,SW
30844,2021-01-16,Basic,NE
30845,2024-10-07,Pro,MW
30846,2024-06-28,Basic,MW
30847,2023-09-03,Enterprise,NE
30847,2024-12-31,Basic,SE
30847,2023-06-27,Basic,MW
30848,2024-03-28,Basic,SE
30848,2024-08-25,Basic,SW
30849,2024-04-27,Pro,SW
30849,2022-06-16,Enterprise,SE
30850,2024-07-04,Pro,W
30851,2021-12-17,Basic,SW
30851,2023-07-03,Basic,MW
30852,2020-11-02,Basic,SE
30853,2023-03-13,Enterprise,NE
30853,2024-08-08,Basic,MW
30854,2021-01-25,Pro,SE
30855,2024-08-26,Basic,MW
30856,2023-04-07,Basic,SW
30857,2022-09-16,Basic,W
30858,2020-10-24,Basic,MW
30858,2020-08-20,Pro,NE
30859,2020-09-27,Basic,NE
30860,2022-12-19,Pro,W
30860,2023-08-12,Basic,NE
30861,2024-01-30,Enterprise,W
30862,2023-06-12,Basic,W
30862,2021-11-07,Enterprise,SE
30863,2021-12-06,Pro,W
30864,2020-08-21,Enterprise,NE
30865,2023-10-23,Basic,SE
30865,2024-09-14,Pro,MW
30866,2022-04-24,Basic,W
30867,2023-06-09,Basic,NE
30868,2021-05-05,Basic,W
30868,2024-06-30,Basic,NE
30869,2021-05-17,Enterprise,MW
30869,2022-06-08,Basic,NE
30869,2024-10-24,Pro,W
30870,2021-08-14,Pro,NE
30871,2022-01-15,Basic,W
30872,2023-11-05,Pro,SE
30872,2024-09-15,Basic,SW
30873,2021-03-03,Pro,SW
30874,2021-11-27,Basic,MW
30875,2021-10-07,Enterprise,MW
30876,2022-01-01,Pro,SE
30876,2022-03-10,Enterprise,MW
30877,2020-12-29,Basic,W
30877,2020-07-20,Basic,NE
30878,2022-05-31,Basic,MW
30879,2020-05-25,Basic,W
30880,2022-04-15,Basic,W
30881,2021-09-30,Pro,MW
30881,2024-01-20,Basic,NE
30882,2020-05-14,Basic,SE
30883,2021-09-17,Enterprise,W
30884,2023-07-11,Pro,W
30884,2020-03-04,Basic,SE
30885,2021-05-05,Basic,SE
30886,2024-07-28,Basic,SW
30886,2020-02-10,Basic,NE
30887,2023-08-12,Pro,W
30888,2022-10-23,Basic,NE
30889,2022-07-01,Enterprise,SW
30890,2024-09-25,Pro,MW
30890,2022-09-01,Pro,W
30891,2023-02-07,Basic,W
30891,2023-05-29,Basic,SE
30892,2023-10-25,Pro,NE
30892,2021-01-02,Basic,MW
30893,2023-12-30,Basic,NE
30894,2022-07-06,Basic,W
30894,2022-10-24,Basic,MW
30895,2020-08-31,Pro,NE
30896,2022-06-20,Basic,SE
30897,2020-06-14,Basic,SW
30897,2022-11-15,Basic,SE
30898,2023-11-19,Pro,SE
30899,2024-02-06,Enterprise,SW
30900,2022-11-06,Enterprise,SE
30901,2021-12-28,Basic,MW
30902,2023-01-20,Basic,MW
30903,2021-04-27,Basic,SE
30903,2021-06-26,Pro,MW
30904,2023-05-13,Pro,SW
30905,2024-03-05,Pro,W
30905,2022-07-19,Basic,SW
30906,2021-02-03,Pro,SW
30906,2023-05-15,Basic,NE
30907,2021-09-10,Pro,SE
30908,2023-03-15,Basic,MW
30909,2022-05-28,Pro,MW
30910,2020-04-10,Basic,SW
30910,2022-05-29,Basic,W
30911,2022-04-09,Pro,SW
30912,2023-06-18,Basic,W
30912,2022-01-28,Pro,SW
30913,2020-06-11,Pro,SE
30914,2023-04-11,Pro,SE
30914,2021-05-16,Basic,NE
30915,2021-06-30,Basic,W
30916,2023-07-31,Pro,W
30917,2023-10-14,Basic,MW
30917,2021-01-15,Pro,W
30917,2022-05-19,Basic,SE
30918,2022-06-23,Basic,SE
30918,2024-04-05,Basic,W
30919,2023-04-01,Basic,MW
30920,2022-09-28,Basic,MW
30920,2021-08-31,Pro,SE
30921,2020-11-02,Pro,SW
30922,2023-09-24,Basic,W
30922,2020-02-24,Enterprise,SE
30923,2022-09-09,Basic,SW
30923,2020-11-28,Enterprise,NE
30924,2020-05-06,Pro,SE
30925,2021-12-05,Pro,W
30926,2020-08-30,Basic,SW
30927,2021-08-22,Basic,SW
30927,2023-12-03,Basic,W
30928,2021-05-17,Pro,NE
30928,2024-10-16,Basic,SE
30929,2021-08-26,Pro,SW
30930,2020-10-29,Basic,SE
30931,2024-01-27,Pro,NE
30931,2020-08-22,Basic,W
30932,2024-09-15,Basic,SW
30932,2022-11-27,Basic,NE
30932,2020-05-18,Basic,MW
30933,2020-07-13,Basic,NE
30933,2024-03-30,Pro,W
30934,2024-11-27,Basic,SW
30935,2021-10-08,Basic,W
30936,2020-01-01,Pro,W
30937,2021-07-14,Basic,NE
30937,2023-01-24,Enterprise,W
30937,2021-12-13,Enterprise,MW
30938,2021-02-16,Basic,W
30939,2021-06-21,Basic,W
30939,2021-03-04,Basic,MW
30940,2020-08-22,Pro,NE
30941,2020-12-14,Pro,SE
30941,2024-11-14,Pro,W
30942,2024-02-13,Pro,NE
30942,2021-01-30,Basic,SE
30943,2023-10-06,Pro,SW
30943,2021-02-19,Pro,SE
30944,2022-07-04,Pro,NE
30945,2022-12-10,Enterprise,SW
30946,2020-03-21,Pro,NE
30947,2020-02-05,Basic,SW
30947,2022-12-26,Basic,NE
30947,2021-10-02,Basic,SE
30948,2022-05-31,Basic,W
30948,2024-08-17,Enterprise,SE
30949,2022-01-26,Basic,MW
30949,2021-09-14,Pro,SW
30950,2024-08-30,Basic,NE
30950,2024-02-13,Basic,W
30951,2021-04-12,Enterprise,NE
30951,2023-03-11,Enterprise,SE
30952,2020-12-21,Basic,MW
30953,2021-12-09,Basic,SW
30953,2024-02-03,Basic,W
30953,2024-07-02,Basic,NE
30954,2022-10-16,Basic,MW
30955,2024-06-02,Basic,MW
30956,2022-06-20,Enterprise,NE
30956,2021-11-03,Pro,MW
30957,2021-03-14,Enterprise,MW
30958,2021-06-14,Pro,SW
30959,2020-05-06,Basic,NE
30959,2020-07-23,Enterprise,SE
30960,2020-01-29,Basic,W
30961,2021-03-20,Enterprise,NE
30961,2022-08-23,Basic,SW
30962,2024-10-08,Basic,NE
30963,2021-04-08,Enterprise,MW
30964,2023-07-27,Pro,W
30965,2020-05-30,Enterprise,SE
30966,2020-08-27,Enterprise,W
30966,2020-09-22,Basic,SW
30967,2024-09-13,Basic,SW
30968,2023-02-02,Basic,SW
30968,2023-12-27,Pro,W
30969,2022-07-01,Pro,NE
30970,2021-05-11,Basic,NE
30970,2024-01-03,Pro,SE
30971,2024-11-06,Pro,SW
30971,2021-11-15,Basic,MW
30971,2020-06-06,Pro,SE
30972,2020-06-20,Pro,SW
30972,2021-05-08,Enterprise,MW
30973,2022-08-27,Basic,SW
30974,2023-08-27,Basic,SE
30975,2023-11-27,Basic,SE
30976,2024-08-19,Basic,W
30976,2024-11-28,Enterprise,SW
30977,2021-11-06,Basic,W
30978,2021-10-20,Pro,W
30979,2022-06-21,Basic,SW
30979,2021-10-27,Basic,MW
30980,2024-01-26,Basic,MW
30981,2021-01-01,Pro,NE
30981,2021-07-03,Pro,SW
30982,2021-10-04,Basic,SW
30983,2020-09-11,Enterprise,SE
30984,2020-07-26,Basic,NE
30984,2021-03-25,Basic,SE
30985,2020-04-04,Basic,MW
30986,2022-04-18,Basic,MW
30986,2021-04-22,Enterprise,W
30987,2021-11-13,Basic,NE
30988,2022-01-31,Basic,NE
30989,2020-07-08,Basic,MW
30989,2021-12-11,Pro,SE
30990,2024-02-16,Basic,SE
30990,2024-10-22,Pro,NE
30991,2024-04-08,Basic,SE
30991,2022-01-25,Basic,NE
30992,2023-12-17,Pro,SE
30993,2022-04-15,Basic,NE
30993,2024-07-21,Enterprise,SE
30994,2024-06-16,Basic,W
30995,2020-05-12,Pro,W
30996,2020-02-24,Basic,SW
30996,2021-05-24,Pro,SE
30996,2021-10-31,Basic,W
30997,2024-04-13,Basic,MW
30998,2021-02-13,Basic,NE
30998,2023-05-19,Basic,SE
30998,2024-08-16,Basic,MW
30999,2023-08-09,Basic,NE
31000,2022-09-13,Pro,MW
31001,2022-01-03,Pro,SW
31001,2023-02-12,Pro,NE
31002,2024-08-20,Pro,SW
31002,2020-09-15,Basic,SE
31003,2024-11-21,Basic,NE
31003,2023-02-19,Basic,SE
31004,2020-10-25,Pro,SW
31004,2024-12-03,Basic,SE
31005,2023-11-05,Basic,NE
31005,2021-07-14,Pro,MW
31006,2024-03-04,Basic,SE
31006,2020-10-23,Enterprise,MW
31007,2020-12-27,Enterprise,NE
31007,2021-08-11,Basic,W
31008,2024-01-26,Basic,SW
31009,2024-01-01,Basic,SW
31010,2020-05-06,Pro,W
31011,2020-07-15,Basic,NE
31011,2020-08-08,Pro,SW
31011,2022-09-21,Pro,MW
31012,2020-03-31,Basic,W
31012,2021-02-14,Basic,MW
31012,2020-01-08,Pro,NE
31013,2021-06-27,Basic,NE
31014,2021-04-12,Pro,NE
31014,2020-11-15,Basic,SE
31015,2023-11-18,Pro,SW
31015,2020-09-25,Enterprise,SE
31015,2023-04-29,Enterprise,NE
31016,2024-08-25,Basic,SE
31017,2020-03-01,Basic,SW
31017,2024-01-01,Pro,W
31018,2023-07-11,Basic,W
31018,2022-03-07,Basic,SW
31018,2023-01-23,Enterprise,NE
