game_id,player_id,stat_type,stat_value,team_id_recorded
G0042,P0269,points,9,T23
G0042,P0269,rebounds,19,T23
G0042,P0269,assists,1,T23
G0042,P0284,points,9,T05
G0042,P0284,rebounds,7,T05
G0042,P0284,assists,0,T05
G0042,P0216,points,33,T05
G0042,P0216,rebounds,17,T05
G0042,P0216,assists,6,T05
G0042,P0138,points,34,T05
G0042,P0138,rebounds,16,T05
G0042,P0138,assists,12,T05
G0042,P0405,points,32,T05
G0042,P0405,rebounds,12,T05
G0042,P0405,assists,1,T05
G0042,P0167,points,37,T05
G0042,P0167,rebounds,12,T05
G0042,P0167,assists,14,T05
G0042,P0364,points,39,T05
G0042,P0364,rebounds,3,T05
G0042,P0364,assists,6,T05
G0042,P0111,points,7,T05
G0042,P0111,rebounds,1,T05
G0042,P0111,assists,15,T05
G0042,P0037,points,37,T05
G0042,P0037,rebounds,19,T05
G0042,P0037,assists,14,T05
G0042,P0350,points,26,T05
G0042,P0350,rebounds,10,T05
G0042,P0350,assists,15,T05
G0042,P0229,points,22,T05
G0042,P0229,rebounds,13,T05
G0042,P0229,assists,3,T05
G0043,P0400,points,0,T22
G0043,P0400,rebounds,4,T22
G0043,P0400,assists,14,T22
G0043,P0262,points,22,T22
G0043,P0262,rebounds,20,T22
G0043,P0262,assists,3,T22
G0043,P0207,points,14,T22
G0043,P0207,rebounds,3,T22
G0043,P0207,assists,6,T22
G0043,P0281,points,23,T22
G0043,P0281,rebounds,16,T22
G0043,P0281,assists,5,T22
G0043,P0307,points,31,T22
G0043,P0307,rebounds,13,T22
G0043,P0307,assists,4,T22
G0043,P0324,points,37,T22
G0043,P0324,rebounds,9,T22
G0043,P0324,assists,2,T22
G0043,P0338,points,39,T22
G0043,P0338,rebounds,19,T22
G0043,P0338,assists,0,T22
G0043,P0015,points,37,T22
G0043,P0015,rebounds,19,T22
G0043,P0015,assists,13,T22
G0043,P0286,points,10,T22
G0043,P0286,rebounds,13,T22
G0043,P0286,assists,8,T22
G0043,P0083,points,25,T22
G0043,P0083,rebounds,12,T22
G0043,P0083,assists,10,T22
G0043,P0174,points,21,T09
G0043,P0174,rebounds,14,T09
G0043,P0174,assists,8,T09
G0043,P0284,points,0,T09
G0043,P0284,rebounds,0,T09
G0043,P0284,assists,15,T09
G0043,P0191,points,37,T09
G0043,P0191,rebounds,12,T09
G0043,P0191,assists,2,T09
G0043,P0323,points,32,T09
G0043,P0323,rebounds,3,T09
G0043,P0323,assists,6,T09
G0043,P0367,points,13,T09
G0043,P0367,rebounds,0,T09
G0043,P0367,assists,12,T09
G0043,P0420,points,20,T09
G0043,P0420,rebounds,6,T09
G0043,P0420,assists,8,T09
G0043,P0265,points,0,T09
G0043,P0265,rebounds,9,T09
G0043,P0265,assists,8,T09
G0043,P0385,points,13,T09
G0043,P0385,rebounds,17,T09
G0043,P0385,assists,3,T09
G0043,P0218,points,5,T09
G0043,P0218,rebounds,11,T09
G0043,P0218,assists,14,T09
G0043,P0024,points,15,T09
G0043,P0024,rebounds,0,T09
G0043,P0024,assists,15,T09
G0044,P0183,points,19,T11
G0044,P0183,rebounds,0,T11
G0044,P0183,assists,11,T11
G0044,P0390,points,4,T11
G0044,P0390,rebounds,9,T11
G0044,P0390,assists,10,T11
G0044,P0133,points,3,T11
G0044,P0133,rebounds,20,T11
G0044,P0133,assists,6,T11
G0044,P0255,points,0,T11
G0044,P0255,rebounds,13,T11
G0044,P0255,assists,8,T11
G0044,P0102,points,26,T11
G0044,P0102,rebounds,15,T11
G0044,P0102,assists,7,T11
G0044,P0210,points,33,T11
G0044,P0210,rebounds,7,T11
G0044,P0210,assists,8,T11
G0044,P0228,points,6,T11
G0044,P0228,rebounds,13,T11
G0044,P0228,assists,4,T11
G0044,P0230,points,28,T11
G0044,P0230,rebounds,16,T11
G0044,P0230,assists,13,T11
G0044,P0123,points,38,T11
G0044,P0123,rebounds,2,T11
G0044,P0123,assists,2,T11
G0044,P0072,points,37,T11
G0044,P0072,rebounds,7,T11
G0044,P0072,assists,0,T11
G0044,P0420,points,11,T28
G0044,P0420,rebounds,17,T28
G0044,P0420,assists,5,T28
G0044,P0193,points,3,T28
G0044,P0193,rebounds,15,T28
G0044,P0193,assists,3,T28
G0044,P0011,points,14,T28
G0044,P0011,rebounds,0,T28
G0044,P0011,assists,9,T28
G0044,P0108,points,18,T28
G0044,P0108,rebounds,18,T28
G0044,P0108,assists,5,T28
G0044,P0342,points,8,T28
G0044,P0342,rebounds,3,T28
G0044,P0342,assists,3,T28
G0044,P0106,points,18,T28
G0044,P0106,rebounds,1,T28
G0044,P0106,assists,6,T28
G0044,P0262,points,35,T28
G0044,P0262,rebounds,16,T28
G0044,P0262,assists,10,T28
G0044,P0364,points,36,T28
G0044,P0364,rebounds,16,T28
G0044,P0364,assists,10,T28
G0044,P0097,points,35,T28
G0044,P0097,rebounds,2,T28
G0044,P0097,assists,13,T28
G0044,P0013,points,12,T28
G0044,P0013,rebounds,15,T28
G0044,P0013,assists,14,T28
G0045,P0393,points,5,T03
G0045,P0393,rebounds,10,T03
G0045,P0393,assists,4,T03
G0045,P0153,points,8,T03
G0045,P0153,rebounds,7,T03
G0045,P0153,assists,13,T03
G0045,P0204,points,22,T03
G0045,P0204,rebounds,17,T03
G0045,P0204,assists,14,T03
G0045,P0037,points,36,T03
G0045,P0037,rebounds,7,T03
G0045,P0037,assists,14,T03
G0045,P0173,points,37,T03
G0045,P0173,rebounds,20,T03
G0045,P0173,assists,5,T03
G0045,P0398,points,9,T03
G0045,P0398,rebounds,12,T03
G0045,P0398,assists,14,T03
G0045,P0169,points,36,T03
G0045,P0169,rebounds,11,T03
G0045,P0169,assists,2,T03
G0045,P0389,points,17,T03
G0045,P0389,rebounds,14,T03
G0045,P0389,assists,8,T03
G0045,P0238,points,14,T03
G0045,P0238,rebounds,7,T03
G0045,P0238,assists,0,T03
G0045,P0183,points,11,T03
G0045,P0183,rebounds,14,T03
G0045,P0183,assists,3,T03
G0045,P0096,points,40,T30
G0045,P0096,rebounds,1,T30
G0045,P0096,assists,9,T30
G0045,P0327,points,20,T30
G0045,P0327,rebounds,17,T30
G0045,P0327,assists,14,T30
G0045,P0059,points,22,T30
G0045,P0059,rebounds,13,T30
G0045,P0059,assists,11,T30
G0045,P0022,points,21,T30
G0045,P0022,rebounds,3,T30
G0045,P0022,assists,6,T30
G0045,P0191,points,9,T30
G0045,P0191,rebounds,9,T30
G0045,P0191,assists,9,T30
G0045,P0255,points,8,T30
G0045,P0255,rebounds,5,T30
G0045,P0255,assists,13,T30
G0045,P0332,points,15,T30
G0045,P0332,rebounds,4,T30
G0045,P0332,assists,11,T30
G0045,P0279,points,29,T30
G0045,P0279,rebounds,17,T30
G0045,P0279,assists,12,T30
G0045,P0126,points,40,T30
G0045,P0126,rebounds,12,T30
G0045,P0126,assists,4,T30
G0045,P0145,points,35,T30
G0045,P0145,rebounds,5,T30
G0045,P0145,assists,4,T30
G0046,P0302,points,7,T30
G0046,P0302,rebounds,10,T30
G0046,P0302,assists,9,T30
G0046,P0356,points,33,T30
G0046,P0356,rebounds,8,T30
G0046,P0356,assists,14,T30
G0046,P0003,points,24,T30
G0046,P0003,rebounds,1,T30
G0046,P0003,assists,11,T30
G0046,P0333,points,23,T30
G0046,P0333,rebounds,8,T30
G0046,P0333,assists,7,T30
G0046,P0383,points,12,T30
G0046,P0383,rebounds,12,T30
G0046,P0383,assists,9,T30
G0046,P0278,points,18,T30
G0046,P0278,rebounds,5,T30
G0046,P0278,assists,6,T30
G0046,P0141,points,20,T30
G0046,P0141,rebounds,9,T30
G0046,P0141,assists,4,T30
G0046,P0364,points,23,T30
G0046,P0364,rebounds,4,T30
G0046,P0364,assists,8,T30
G0046,P0072,points,4,T30
G0046,P0072,rebounds,9,T30
G0046,P0072,assists,12,T30
G0046,P0341,points,33,T30
G0046,P0341,rebounds,14,T30
G0046,P0341,assists,11,T30
G0046,P0170,points,2,T17
G0046,P0170,rebounds,7,T17
G0046,P0170,assists,10,T17
G0046,P0185,points,32,T17
G0046,P0185,rebounds,12,T17
G0046,P0185,assists,13,T17
G0046,P0087,points,11,T17
G0046,P0087,rebounds,3,T17
G0046,P0087,assists,1,T17
G0046,P0376,points,23,T17
G0046,P0376,rebounds,13,T17
G0046,P0376,assists,4,T17
G0046,P0223,points,32,T17
G0046,P0223,rebounds,15,T17
G0046,P0223,assists,5,T17
G0046,P0045,points,9,T17
G0046,P0045,rebounds,15,T17
G0046,P0045,assists,10,T17
G0046,P0163,points,7,T17
G0046,P0163,rebounds,5,T17
G0046,P0163,assists,7,T17
G0046,P0234,points,20,T17
G0046,P0234,rebounds,3,T17
G0046,P0234,assists,15,T17
G0046,P0318,points,15,T17
G0046,P0318,rebounds,8,T17
G0046,P0318,assists,0,T17
G0046,P0384,points,35,T17
G0046,P0384,rebounds,4,T17
G0046,P0384,assists,15,T17
G0047,P0069,points,33,T14
G0047,P0069,rebounds,2,T14
G0047,P0069,assists,0,T14
G0047,P0341,points,35,T14
G0047,P0341,rebounds,20,T14
G0047,P0341,assists,3,T14
G0047,P0361,points,13,T14
G0047,P0361,rebounds,10,T14
G0047,P0361,assists,8,T14
G0047,P0204,points,40,T14
G0047,P0204,rebounds,8,T14
G0047,P0204,assists,0,T14
G0047,P0074,points,17,T14
G0047,P0074,rebounds,11,T14
G0047,P0074,assists,8,T14
G0047,P0396,points,21,T14
G0047,P0396,rebounds,19,T14
G0047,P0396,assists,12,T14
G0047,P0333,points,10,T14
G0047,P0333,rebounds,7,T14
G0047,P0333,assists,10,T14
G0047,P0227,points,16,T14
G0047,P0227,rebounds,8,T14
G0047,P0227,assists,2,T14
G0047,P0014,points,10,T14
G0047,P0014,rebounds,15,T14
G0047,P0014,assists,13,T14
G0047,P0166,points,32,T14
G0047,P0166,rebounds,6,T14
G0047,P0166,assists,2,T14
G0047,P0148,points,6,T13
G0047,P0148,rebounds,8,T13
G0047,P0148,assists,8,T13
G0047,P0292,points,36,T13
G0047,P0292,rebounds,18,T13
G0047,P0292,assists,0,T13
G0047,P0009,points,29,T13
G0047,P0009,rebounds,6,T13
G0047,P0009,assists,3,T13
G0047,P0194,points,22,T13
G0047,P0194,rebounds,0,T13
G0047,P0194,assists,5,T13
G0047,P0332,points,22,T13
G0047,P0332,rebounds,5,T13
G0047,P0332,assists,9,T13
G0047,P0373,points,18,T13
G0047,P0373,rebounds,16,T13
G0047,P0373,assists,2,T13
G0047,P0130,points,2,T13
G0047,P0130,rebounds,11,T13
G0047,P0130,assists,4,T13
G0047,P0098,points,28,T13
G0047,P0098,rebounds,1,T13
G0047,P0098,assists,9,T13
G0047,P0212,points,40,T13
G0047,P0212,rebounds,1,T13
G0047,P0212,assists,4,T13
G0047,P0231,points,34,T13
G0047,P0231,rebounds,11,T13
G0047,P0231,assists,2,T13
G0048,P0150,points,25,T27
G0048,P0150,rebounds,2,T27
G0048,P0150,assists,9,T27
G0048,P0325,points,12,T27
G0048,P0325,rebounds,0,T27
G0048,P0325,assists,1,T27
G0048,P0356,points,24,T27
G0048,P0356,rebounds,19,T27
G0048,P0356,assists,8,T27
G0048,P0074,points,18,T27
G0048,P0074,rebounds,1,T27
G0048,P0074,assists,10,T27
G0048,P0316,points,2,T27
G0048,P0316,rebounds,17,T27
G0048,P0316,assists,13,T27
G0048,P0326,points,40,T27
G0048,P0326,rebounds,5,T27
G0048,P0326,assists,2,T27
G0048,P0088,points,12,T27
G0048,P0088,rebounds,16,T27
G0048,P0088,assists,3,T27
G0048,P0079,points,36,T27
G0048,P0079,rebounds,3,T27
G0048,P0079,assists,0,T27
G0048,P0197,points,8,T27
G0048,P0197,rebounds,15,T27
G0048,P0197,assists,9,T27
G0048,P0087,points,14,T27
G0048,P0087,rebounds,13,T27
G0048,P0087,assists,10,T27
G0048,P0345,points,22,T11
G0048,P0345,rebounds,10,T11
G0048,P0345,assists,1,T11
G0048,P0044,points,10,T11
G0048,P0044,rebounds,11,T11
G0048,P0044,assists,2,T11
G0048,P0380,points,19,T11
G0048,P0380,rebounds,2,T11
G0048,P0380,assists,12,T11
G0048,P0366,points,4,T11
G0048,P0366,rebounds,1,T11
G0048,P0366,assists,10,T11
G0048,P0033,points,9,T11
G0048,P0033,rebounds,7,T11
G0048,P0033,assists,5,T11
G0048,P0215,points,8,T11
G0048,P0215,rebounds,15,T11
G0048,P0215,assists,11,T11
G0048,P0236,points,9,T11
G0048,P0236,rebounds,14,T11
G0048,P0236,assists,11,T11
G0048,P0170,points,22,T11
G0048,P0170,rebounds,12,T11
G0048,P0170,assists,14,T11
G0048,P0368,points,18,T11
G0048,P0368,rebounds,8,T11
G0048,P0368,assists,8,T11
G0048,P0334,points,34,T11
G0048,P0334,rebounds,14,T11
G0048,P0334,assists,1,T11
G0049,P0353,points,8,T21
G0049,P0353,rebounds,18,T21
G0049,P0353,assists,3,T21
G0049,P0189,points,28,T21
G0049,P0189,rebounds,8,T21
G0049,P0189,assists,0,T21
G0049,P0093,points,18,T21
G0049,P0093,rebounds,0,T21
G0049,P0093,assists,7,T21
G0049,P0305,points,22,T21
G0049,P0305,rebounds,10,T21
G0049,P0305,assists,4,T21
G0049,P0264,points,31,T21
G0049,P0264,rebounds,12,T21
G0049,P0264,assists,4,T21
G0049,P0035,points,17,T21
G0049,P0035,rebounds,2,T21
G0049,P0035,assists,14,T21
G0049,P0243,points,30,T21
G0049,P0243,rebounds,6,T21
G0049,P0243,assists,10,T21
G0049,P0336,points,27,T21
G0049,P0336,rebounds,12,T21
G0049,P0336,assists,0,T21
G0049,P0410,points,36,T21
G0049,P0410,rebounds,20,T21
G0049,P0410,assists,15,T21
G0049,P0222,points,40,T21
G0049,P0222,rebounds,19,T21
G0049,P0222,assists,11,T21
G0049,P0050,points,2,T18
G0049,P0050,rebounds,9,T18
G0049,P0050,assists,3,T18
G0049,P0025,points,9,T18
G0049,P0025,rebounds,17,T18
G0049,P0025,assists,13,T18
G0049,P0269,points,21,T18
G0049,P0269,rebounds,15,T18
G0049,P0269,assists,2,T18
G0049,P0201,points,9,T18
G0049,P0201,rebounds,18,T18
G0049,P0201,assists,7,T18
G0049,P0247,points,22,T18
G0049,P0247,rebounds,9,T18
G0049,P0247,assists,3,T18
G0049,P0250,points,33,T18
G0049,P0250,rebounds,15,T18
G0049,P0250,assists,10,T18
G0049,P0116,points,14,T18
G0049,P0116,rebounds,13,T18
G0049,P0116,assists,15,T18
G0049,P0103,points,26,T18
G0049,P0103,rebounds,10,T18
G0049,P0103,assists,4,T18
G0049,P0252,points,21,T18
G0049,P0252,rebounds,7,T18
G0049,P0252,assists,9,T18
G0049,P0185,points,1,T18
G0049,P0185,rebounds,3,T18
G0049,P0185,assists,12,T18
G0050,P0103,points,40,T24
G0050,P0103,rebounds,8,T24
G0050,P0103,assists,10,T24
G0050,P0088,points,21,T24
G0050,P0088,rebounds,4,T24
G0050,P0088,assists,5,T24
G0050,P0179,points,21,T24
G0050,P0179,rebounds,2,T24
G0050,P0179,assists,6,T24
G0050,P0247,points,17,T24
G0050,P0247,rebounds,17,T24
G0050,P0247,assists,1,T24
G0050,P0182,points,34,T24
G0050,P0182,rebounds,8,T24
G0050,P0182,assists,10,T24
G0050,P0317,points,22,T24
G0050,P0317,rebounds,6,T24
G0050,P0317,assists,14,T24
G0050,P0157,points,9,T24
G0050,P0157,rebounds,0,T24
G0050,P0157,assists,12,T24
G0050,P0315,points,25,T24
G0050,P0315,rebounds,18,T24
G0050,P0315,assists,7,T24
G0050,P0225,points,0,T24
G0050,P0225,rebounds,0,T24
G0050,P0225,assists,6,T24
G0050,P0156,points,10,T24
G0050,P0156,rebounds,19,T24
G0050,P0156,assists,1,T24
G0050,P0114,points,36,T18
G0050,P0114,rebounds,4,T18
G0050,P0114,assists,1,T18
G0050,P0128,points,11,T18
G0050,P0128,rebounds,3,T18
G0050,P0128,assists,6,T18
G0050,P0321,points,13,T18
G0050,P0321,rebounds,11,T18
G0050,P0321,assists,8,T18
G0050,P0226,points,0,T18
G0050,P0226,rebounds,2,T18
G0050,P0226,assists,2,T18
G0050,P0155,points,7,T18
G0050,P0155,rebounds,1,T18
G0050,P0155,assists,5,T18
G0050,P0178,points,22,T18
G0050,P0178,rebounds,6,T18
G0050,P0178,assists,5,T18
G0050,P0133,points,19,T18
G0050,P0133,rebounds,11,T18
G0050,P0133,assists,5,T18
G0050,P0172,points,9,T18
G0050,P0172,rebounds,8,T18
G0050,P0172,assists,0,T18
G0050,P0341,points,20,T18
G0050,P0341,rebounds,19,T18
G0050,P0341,assists,6,T18
G0050,P0115,points,4,T18
G0050,P0115,rebounds,14,T18
G0050,P0115,assists,2,T18
G0051,P0228,points,16,T23
G0051,P0228,rebounds,11,T23
G0051,P0228,assists,9,T23
G0051,P0257,points,28,T23
G0051,P0257,rebounds,18,T23
G0051,P0257,assists,2,T23
G0051,P0237,points,21,T23
G0051,P0237,rebounds,11,T23
G0051,P0237,assists,2,T23
G0051,P0415,points,27,T23
G0051,P0415,rebounds,2,T23
G0051,P0415,assists,7,T23
G0051,P0061,points,13,T23
G0051,P0061,rebounds,3,T23
G0051,P0061,assists,13,T23
G0051,P0365,points,10,T23
G0051,P0365,rebounds,5,T23
G0051,P0365,assists,13,T23
G0051,P0270,points,35,T23
G0051,P0270,rebounds,0,T23
G0051,P0270,assists,4,T23
G0051,P0407,points,29,T23
G0051,P0407,rebounds,16,T23
G0051,P0407,assists,15,T23
G0051,P0080,points,22,T23
G0051,P0080,rebounds,0,T23
G0051,P0080,assists,13,T23
G0051,P0256,points,6,T23
G0051,P0256,rebounds,2,T23
G0051,P0256,assists,10,T23
G0051,P0200,points,24,T09
G0051,P0200,rebounds,1,T09
G0051,P0200,assists,2,T09
G0051,P0386,points,24,T09
G0051,P0386,rebounds,5,T09
G0051,P0386,assists,10,T09
G0051,P0050,points,16,T09
G0051,P0050,rebounds,12,T09
G0051,P0050,assists,7,T09
G0051,P0171,points,14,T09
G0051,P0171,rebounds,7,T09
G0051,P0171,assists,11,T09
G0051,P0418,points,21,T09
G0051,P0418,rebounds,12,T09
G0051,P0418,assists,9,T09
G0051,P0177,points,8,T09
G0051,P0177,rebounds,19,T09
G0051,P0177,assists,9,T09
G0051,P0157,points,29,T09
G0051,P0157,rebounds,18,T09
G0051,P0157,assists,14,T09
G0051,P0127,points,27,T09
G0051,P0127,rebounds,16,T09
G0051,P0127,assists,7,T09
G0051,P0062,points,30,T09
G0051,P0062,rebounds,6,T09
G0051,P0062,assists,11,T09
G0051,P0179,points,3,T09
G0051,P0179,rebounds,19,T09
G0051,P0179,assists,3,T09
G0052,P0346,points,13,T06
G0052,P0346,rebounds,5,T06
G0052,P0346,assists,10,T06
G0052,P0341,points,37,T06
G0052,P0341,rebounds,3,T06
G0052,P0341,assists,12,T06
G0052,P0409,points,26,T06
G0052,P0409,rebounds,20,T06
G0052,P0409,assists,14,T06
G0052,P0071,points,4,T06
G0052,P0071,rebounds,15,T06
G0052,P0071,assists,9,T06
G0052,P0005,points,4,T06
G0052,P0005,rebounds,5,T06
G0052,P0005,assists,14,T06
G0052,P0270,points,22,T06
G0052,P0270,rebounds,7,T06
G0052,P0270,assists,5,T06
G0052,P0415,points,34,T06
G0052,P0415,rebounds,5,T06
G0052,P0415,assists,2,T06
G0052,P0093,points,23,T06
G0052,P0093,rebounds,20,T06
G0052,P0093,assists,2,T06
G0052,P0065,points,10,T06
G0052,P0065,rebounds,9,T06
G0052,P0065,assists,3,T06
G0052,P0055,points,26,T06
G0052,P0055,rebounds,5,T06
G0052,P0055,assists,2,T06
G0052,P0040,points,10,T01
G0052,P0040,rebounds,19,T01
G0052,P0040,assists,14,T01
G0052,P0063,points,20,T01
G0052,P0063,rebounds,8,T01
G0052,P0063,assists,13,T01
G0052,P0323,points,7,T01
G0052,P0323,rebounds,13,T01
G0052,P0323,assists,10,T01
G0052,P0393,points,29,T01
G0052,P0393,rebounds,4,T01
G0052,P0393,assists,11,T01
G0052,P0384,points,25,T01
G0052,P0384,rebounds,18,T01
G0052,P0384,assists,2,T01
G0052,P0361,points,25,T01
G0052,P0361,rebounds,17,T01
G0052,P0361,assists,4,T01
G0052,P0267,points,30,T01
G0052,P0267,rebounds,2,T01
G0052,P0267,assists,11,T01
G0052,P0066,points,24,T01
G0052,P0066,rebounds,4,T01
G0052,P0066,assists,1,T01
G0052,P0081,points,30,T01
G0052,P0081,rebounds,5,T01
G0052,P0081,assists,7,T01
G0052,P0198,points,2,T01
G0052,P0198,rebounds,20,T01
G0052,P0198,assists,8,T01
G0053,P0059,points,21,T11
G0053,P0059,rebounds,2,T11
G0053,P0059,assists,5,T11
G0053,P0329,points,3,T11
G0053,P0329,rebounds,15,T11
G0053,P0329,assists,12,T11
G0053,P0067,points,10,T11
G0053,P0067,rebounds,6,T11
G0053,P0067,assists,5,T11
G0053,P0344,points,36,T11
G0053,P0344,rebounds,10,T11
G0053,P0344,assists,12,T11
G0053,P0085,points,18,T11
G0053,P0085,rebounds,14,T11
G0053,P0085,assists,8,T11
G0053,P0383,points,11,T11
G0053,P0383,rebounds,18,T11
G0053,P0383,assists,11,T11
G0053,P0253,points,31,T11
G0053,P0253,rebounds,19,T11
G0053,P0253,assists,3,T11
G0053,P0387,points,3,T11
G0053,P0387,rebounds,12,T11
G0053,P0387,assists,5,T11
G0053,P0251,points,17,T11
G0053,P0251,rebounds,4,T11
G0053,P0251,assists,6,T11
G0053,P0131,points,16,T11
G0053,P0131,rebounds,7,T11
G0053,P0131,assists,11,T11
G0053,P0268,points,24,T05
G0053,P0268,rebounds,9,T05
G0053,P0268,assists,1,T05
G0053,P0247,points,23,T05
G0053,P0247,rebounds,3,T05
G0053,P0247,assists,5,T05
G0053,P0040,points,17,T05
G0053,P0040,rebounds,2,T05
G0053,P0040,assists,6,T05
G0053,P0311,points,10,T05
G0053,P0311,rebounds,17,T05
G0053,P0311,assists,13,T05
G0053,P0352,points,0,T05
G0053,P0352,rebounds,12,T05
G0053,P0352,assists,10,T05
G0053,P0346,points,15,T05
G0053,P0346,rebounds,9,T05
G0053,P0346,assists,12,T05
G0053,P0088,points,15,T05
G0053,P0088,rebounds,1,T05
G0053,P0088,assists,5,T05
G0053,P0258,points,10,T05
G0053,P0258,rebounds,8,T05
G0053,P0258,assists,3,T05
G0053,P0196,points,6,T05
G0053,P0196,rebounds,20,T05
G0053,P0196,assists,2,T05
G0053,P0405,points,28,T05
G0053,P0405,rebounds,15,T05
G0053,P0405,assists,9,T05
G0054,P0003,points,18,T15
G0054,P0003,rebounds,12,T15
G0054,P0003,assists,3,T15
G0054,P0240,points,6,T15
G0054,P0240,rebounds,17,T15
G0054,P0240,assists,3,T15
G0054,P0265,points,20,T15
G0054,P0265,rebounds,5,T15
G0054,P0265,assists,3,T15
G0054,P0375,points,24,T15
G0054,P0375,rebounds,16,T15
G0054,P0375,assists,7,T15
G0054,P0099,points,5,T15
G0054,P0099,rebounds,5,T15
G0054,P0099,assists,2,T15
G0054,P0125,points,36,T15
G0054,P0125,rebounds,6,T15
G0054,P0125,assists,5,T15
G0054,P0159,points,2,T15
G0054,P0159,rebounds,9,T15
G0054,P0159,assists,14,T15
G0054,P0077,points,16,T15
G0054,P0077,rebounds,13,T15
G0054,P0077,assists,2,T15
G0054,P0389,points,5,T15
G0054,P0389,rebounds,15,T15
G0054,P0389,assists,1,T15
G0054,P0417,points,18,T15
G0054,P0417,rebounds,6,T15
G0054,P0417,assists,0,T15
G0054,P0131,points,21,T29
G0054,P0131,rebounds,20,T29
G0054,P0131,assists,1,T29
G0054,P0105,points,33,T29
G0054,P0105,rebounds,11,T29
G0054,P0105,assists,11,T29
G0054,P0370,points,3,T29
G0054,P0370,rebounds,18,T29
G0054,P0370,assists,0,T29
G0054,P0266,points,37,T29
G0054,P0266,rebounds,13,T29
G0054,P0266,assists,5,T29
G0054,P0282,points,0,T29
G0054,P0282,rebounds,12,T29
G0054,P0282,assists,1,T29
G0054,P0381,points,24,T29
G0054,P0381,rebounds,16,T29
G0054,P0381,assists,4,T29
G0054,P0206,points,9,T29
G0054,P0206,rebounds,4,T29
G0054,P0206,assists,3,T29
G0054,P0328,points,4,T29
G0054,P0328,rebounds,5,T29
G0054,P0328,assists,10,T29
G0054,P0087,points,12,T29
G0054,P0087,rebounds,16,T29
G0054,P0087,assists,13,T29
G0054,P0190,points,31,T29
G0054,P0190,rebounds,11,T29
G0054,P0190,assists,5,T29
G0055,P0188,points,2,T15
G0055,P0188,rebounds,14,T15
G0055,P0188,assists,9,T15
G0055,P0334,points,13,T15
G0055,P0334,rebounds,14,T15
G0055,P0334,assists,10,T15
G0055,P0385,points,17,T15
G0055,P0385,rebounds,3,T15
G0055,P0385,assists,0,T15
G0055,P0383,points,38,T15
G0055,P0383,rebounds,5,T15
G0055,P0383,assists,4,T15
G0055,P0310,points,27,T15
G0055,P0310,rebounds,5,T15
G0055,P0310,assists,6,T15
G0055,P0192,points,29,T15
G0055,P0192,rebounds,12,T15
G0055,P0192,assists,10,T15
G0055,P0228,points,0,T15
G0055,P0228,rebounds,9,T15
G0055,P0228,assists,7,T15
G0055,P0368,points,25,T15
G0055,P0368,rebounds,3,T15
G0055,P0368,assists,2,T15
G0055,P0164,points,31,T15
G0055,P0164,rebounds,14,T15
G0055,P0164,assists,12,T15
G0055,P0085,points,11,T15
G0055,P0085,rebounds,20,T15
G0055,P0085,assists,4,T15
G0055,P0034,points,26,T13
G0055,P0034,rebounds,3,T13
G0055,P0034,assists,14,T13
G0055,P0065,points,13,T13
G0055,P0065,rebounds,16,T13
G0055,P0065,assists,5,T13
G0055,P0106,points,32,T13
G0055,P0106,rebounds,9,T13
G0055,P0106,assists,0,T13
G0055,P0160,points,7,T13
G0055,P0160,rebounds,14,T13
G0055,P0160,assists,3,T13
G0055,P0131,points,11,T13
G0055,P0131,rebounds,11,T13
G0055,P0131,assists,4,T13
G0055,P0257,points,5,T13
G0055,P0257,rebounds,13,T13
G0055,P0257,assists,11,T13
G0055,P0020,points,30,T13
G0055,P0020,rebounds,19,T13
G0055,P0020,assists,1,T13
G0055,P0070,points,17,T13
G0055,P0070,rebounds,4,T13
G0055,P0070,assists,14,T13
G0055,P0108,points,22,T13
G0055,P0108,rebounds,2,T13
G0055,P0108,assists,11,T13
G0055,P0395,points,1,T13
G0055,P0395,rebounds,5,T13
G0055,P0395,assists,11,T13
G0056,P0030,points,16,T02
G0056,P0030,rebounds,3,T02
G0056,P0030,assists,7,T02
G0056,P0024,points,13,T02
G0056,P0024,rebounds,0,T02
G0056,P0024,assists,1,T02
G0056,P0350,points,34,T02
G0056,P0350,rebounds,1,T02
G0056,P0350,assists,12,T02
G0056,P0159,points,37,T02
G0056,P0159,rebounds,9,T02
G0056,P0159,assists,4,T02
G0056,P0325,points,31,T02
G0056,P0325,rebounds,20,T02
G0056,P0325,assists,1,T02
G0056,P0017,points,39,T02
G0056,P0017,rebounds,19,T02
G0056,P0017,assists,2,T02
G0056,P0314,points,2,T02
G0056,P0314,rebounds,15,T02
G0056,P0314,assists,1,T02
G0056,P0234,points,24,T02
G0056,P0234,rebounds,1,T02
G0056,P0234,assists,11,T02
G0056,P0236,points,9,T02
G0056,P0236,rebounds,2,T02
G0056,P0236,assists,1,T02
G0056,P0208,points,7,T02
G0056,P0208,rebounds,11,T02
G0056,P0208,assists,1,T02
G0056,P0031,points,32,T15
G0056,P0031,rebounds,12,T15
G0056,P0031,assists,4,T15
G0056,P0064,points,40,T15
G0056,P0064,rebounds,13,T15
G0056,P0064,assists,10,T15
G0056,P0265,points,7,T15
G0056,P0265,rebounds,14,T15
G0056,P0265,assists,8,T15
G0056,P0305,points,40,T15
G0056,P0305,rebounds,10,T15
G0056,P0305,assists,10,T15
