,bird_id,sighting_date,observer,location,count_seen
1417,B00205,2026-04-06,Quinn,Rocky Pass,10
1418,B00205,2026-02-21,Quinn,Cliff Basin,7
1419,B00205,2026-06-21,Taylor,Cliff Basin,5
1420,B00205,2026-04-16,Alex,Cliff Basin,7
1421,B00205,2026-05-20,Riley,Rocky Pass,1
1422,B00205,2026-03-10,Riley,Canyon Overlook,4
1423,B01483,2026-06-11,Taylor,Pine Lookout,11
1424,B01483,2026-04-06,Casey,Lake Edge,6
1425,B01483,2026-02-22,Morgan,Lake Edge,6
1426,B01483,2026-06-29,Casey,Sunset Ridge,7
1427,B01483,2026-02-12,Taylor,Sunset Ridge,10
1428,B01483,2026-01-25,Jordan,Rocky Pass,3
1429,B01483,2026-03-06,Morgan,Cliff Basin,4
1430,B00066,2026-02-05,Quinn,Pine Lookout,11
1431,B00066,2026-01-05,Casey,Canyon Overlook,5
1432,B00066,2026-05-05,Morgan,Cliff Basin,4
1433,B00066,2026-05-24,Quinn,Rocky Pass,3
1434,B00066,2026-05-27,Casey,Sunset Ridge,1
1435,B00066,2026-06-05,Alex,Pine Lookout,7
1436,B01014,2026-01-23,Casey,Sunset Ridge,9
1437,B01014,2026-06-14,Sam,Sunset Ridge,10
1438,B01014,2026-01-13,Taylor,Wetlands,5
1439,B01014,2026-02-16,Quinn,Sunset Ridge,6
1440,B01214,2026-06-10,Riley,Sunset Ridge,9
1441,B01214,2026-04-18,Alex,Pine Lookout,3
1442,B01214,2026-04-03,Alex,Wetlands,6
1443,B01214,2026-03-11,Casey,Pine Lookout,11
1444,B01214,2026-01-16,Quinn,Wetlands,1
1445,B01214,2026-05-11,Riley,Rocky Pass,9
1446,B00363,2026-03-10,Alex,Pine Lookout,7
1447,B00363,2026-06-22,Casey,Cliff Basin,6
1448,B00363,2026-05-26,Quinn,Sunset Ridge,4
1449,B00363,2026-04-02,Quinn,Aspen Grove,7
1450,B00932,2026-02-18,Casey,Cliff Basin,10
1451,B00932,2026-04-03,Morgan,Pine Lookout,7
1452,B00932,2026-04-18,Sam,Canyon Overlook,3
1453,B00932,2026-02-07,Riley,Pine Lookout,6
1454,B00490,2026-04-22,Quinn,Lake Edge,11
1455,B00490,2026-03-30,Alex,Rocky Pass,1
1456,B00490,2026-02-02,Sam,Aspen Grove,1
1457,B00490,2026-01-19,Riley,Lake Edge,2
1458,B00608,2026-02-28,Sam,Wetlands,5
1459,B00608,2026-06-20,Quinn,Aspen Grove,1
1460,B00608,2026-06-28,Sam,Pine Lookout,5
1461,B00608,2026-03-16,Jordan,Sunset Ridge,10
1462,B00608,2026-06-18,Sam,Cliff Basin,7
1463,B00608,2026-01-28,Jordan,Aspen Grove,5
1464,B00608,2026-03-09,Sam,Sunset Ridge,1
1465,B00611,2026-01-12,Quinn,Rocky Pass,6
1466,B00611,2026-03-11,Quinn,Canyon Overlook,5
1467,B00611,2026-02-18,Alex,Rocky Pass,2
1468,B00611,2026-01-26,Taylor,Sunset Ridge,3
1469,B01222,2026-02-14,Riley,Pine Lookout,4
1470,B01222,2026-03-13,Quinn,Sunset Ridge,9
1471,B01222,2026-03-12,Jordan,Sunset Ridge,5
1472,B01222,2026-02-23,Morgan,Cliff Basin,3
1473,B01222,2026-05-23,Quinn,Rocky Pass,9
1474,B01222,2026-04-04,Morgan,Lake Edge,9
1475,B00217,2026-02-02,Taylor,Wetlands,6
1476,B00217,2026-02-18,Morgan,Aspen Grove,9
1477,B00217,2026-06-26,Quinn,Rocky Pass,1
1478,B00217,2026-01-21,Jordan,Wetlands,6
1479,B00187,2026-05-21,Morgan,Wetlands,10
1480,B00187,2026-03-01,Alex,Sunset Ridge,3
1481,B00187,2026-02-11,Jordan,Pine Lookout,11
1482,B00187,2026-01-14,Taylor,Cliff Basin,7
1483,B00187,2026-01-02,Sam,Canyon Overlook,5
1484,B00364,2026-06-20,Casey,Sunset Ridge,9
1485,B00364,2026-06-14,Casey,Cliff Basin,7
1486,B00364,2026-04-16,Riley,Aspen Grove,8
1487,B00364,2026-04-11,Quinn,Lake Edge,4
1488,B00600,2026-04-24,Quinn,Cliff Basin,4
1489,B00600,2026-03-12,Morgan,Aspen Grove,10
1490,B00600,2026-06-21,Morgan,Aspen Grove,4
1491,B00600,2026-05-14,Quinn,Aspen Grove,5
1492,B00600,2026-02-22,Taylor,Cliff Basin,2
1493,B00600,2026-01-02,Quinn,Aspen Grove,1
1494,B01387,2026-03-23,Sam,Wetlands,5
1495,B01387,2026-01-25,Jordan,Rocky Pass,3
1496,B01387,2026-04-11,Morgan,Aspen Grove,2
1497,B01387,2026-03-29,Morgan,Sunset Ridge,7
1498,B01387,2026-04-30,Taylor,Lake Edge,4
1499,B01171,2026-02-24,Alex,Cliff Basin,10
1500,B01171,2026-04-19,Casey,Cliff Basin,9
1501,B01171,2026-05-15,Sam,Rocky Pass,5
1502,B01171,2026-05-10,Morgan,Sunset Ridge,11
1503,B01171,2026-03-04,Riley,Lake Edge,2
1504,B00810,2026-03-04,Morgan,Pine Lookout,11
1505,B00810,2026-03-22,Alex,Aspen Grove,4
1506,B00810,2026-04-15,Taylor,Rocky Pass,3
1507,B00810,2026-06-25,Riley,Wetlands,6
1508,B00430,2026-03-31,Taylor,Sunset Ridge,4
1509,B00430,2026-04-09,Sam,Pine Lookout,4
1510,B00430,2026-02-16,Alex,Cliff Basin,11
1511,B00430,2026-02-01,Quinn,Cliff Basin,7
1512,B00283,2026-05-30,Alex,Pine Lookout,5
1513,B00283,2026-03-20,Quinn,Canyon Overlook,8
1514,B00283,2026-03-11,Jordan,Canyon Overlook,2
1515,B00283,2026-02-15,Casey,Rocky Pass,4
1516,B00283,2026-06-28,Casey,Aspen Grove,3
1517,B00962,2026-05-23,Jordan,Rocky Pass,9
1518,B00962,2026-03-29,Taylor,Pine Lookout,5
1519,B00962,2026-01-12,Jordan,Canyon Overlook,10
1520,B00962,2026-04-07,Alex,Wetlands,11
1521,B00962,2026-03-11,Quinn,Wetlands,11
1522,B00962,2026-02-25,Riley,Wetlands,6
1523,B01575,2026-01-08,Quinn,Sunset Ridge,11
1524,B01575,2026-03-05,Taylor,Cliff Basin,7
1525,B01575,2026-06-09,Casey,Sunset Ridge,10
1526,B01575,2026-02-01,Alex,Cliff Basin,8
1527,B00027,2026-02-15,Casey,Rocky Pass,8
1528,B00027,2026-02-04,Alex,Rocky Pass,1
1529,B00027,2026-02-08,Sam,Canyon Overlook,10
1530,B00027,2026-02-18,Sam,Sunset Ridge,11
1531,B00027,2026-05-05,Quinn,Canyon Overlook,2
1532,B00027,2026-06-12,Sam,Sunset Ridge,3
1533,B00027,2026-02-03,Taylor,Canyon Overlook,9
1534,B01686,2026-04-13,Casey,Pine Lookout,4
1535,B01686,2026-03-06,Riley,Rocky Pass,8
1536,B01686,2026-04-23,Morgan,Pine Lookout,6
1537,B01686,2026-05-18,Taylor,Cliff Basin,2
1538,B01686,2026-06-19,Quinn,Pine Lookout,3
1539,B01686,2026-04-05,Morgan,Sunset Ridge,11
1540,B00354,2026-04-18,Alex,Canyon Overlook,5
1541,B00354,2026-02-22,Riley,Cliff Basin,10
1542,B00354,2026-04-05,Taylor,Canyon Overlook,1
1543,B00354,2026-06-03,Morgan,Cliff Basin,6
1544,B00354,2026-04-02,Morgan,Cliff Basin,7
1545,B00354,2026-04-01,Sam,Pine Lookout,9
1546,B01186,2026-02-27,Morgan,Wetlands,11
1547,B01186,2026-01-27,Jordan,Pine Lookout,10
1548,B01186,2026-01-10,Sam,Sunset Ridge,8
1549,B01186,2026-04-24,Sam,Sunset Ridge,1
1550,B01186,2026-02-28,Riley,Canyon Overlook,8
1551,B01186,2026-06-21,Casey,Wetlands,6
1552,B01338,2026-05-07,Quinn,Canyon Overlook,9
1553,B01338,2026-01-16,Quinn,Pine Lookout,4
1554,B01338,2026-01-09,Casey,Sunset Ridge,3
1555,B01338,2026-06-29,Sam,Canyon Overlook,3
1556,B01338,2026-01-29,Jordan,Lake Edge,10
1557,B01338,2026-05-10,Morgan,Lake Edge,6
1558,B00264,2026-04-24,Riley,Sunset Ridge,8
1559,B00264,2026-04-20,Alex,Cliff Basin,11
1560,B00264,2026-01-15,Riley,Canyon Overlook,6
1561,B00264,2026-06-23,Morgan,Aspen Grove,1
1562,B00264,2026-01-06,Alex,Sunset Ridge,9
1563,B00264,2026-05-03,Morgan,Lake Edge,2
1564,B00869,2026-02-20,Jordan,Wetlands,2
1565,B00869,2026-02-10,Morgan,Sunset Ridge,1
1566,B00869,2026-03-10,Quinn,Pine Lookout,6
1567,B00869,2026-01-23,Taylor,Canyon Overlook,3
1568,B00869,2026-04-10,Alex,Rocky Pass,1
1569,B00448,2026-05-12,Riley,Aspen Grove,2
1570,B00448,2026-05-27,Jordan,Rocky Pass,5
1571,B00448,2026-03-11,Casey,Lake Edge,1
1572,B00448,2026-06-21,Quinn,Aspen Grove,4
1573,B00448,2026-06-15,Jordan,Rocky Pass,7
1574,B00244,2026-06-24,Quinn,Lake Edge,7
1575,B00244,2026-06-09,Riley,Canyon Overlook,7
1576,B00244,2026-04-25,Quinn,Lake Edge,1
1577,B00244,2026-06-13,Jordan,Canyon Overlook,8
1578,B00244,2026-02-05,Casey,Pine Lookout,4
1579,B00419,2026-01-24,Taylor,Wetlands,2
1580,B00419,2026-02-16,Riley,Cliff Basin,5
1581,B00419,2026-04-10,Morgan,Rocky Pass,3
1582,B00419,2026-01-15,Sam,Pine Lookout,4
1583,B00419,2026-02-26,Jordan,Rocky Pass,7
1584,B00419,2026-03-25,Riley,Rocky Pass,9
1585,B01653,2026-03-16,Riley,Cliff Basin,10
1586,B01653,2026-03-05,Quinn,Aspen Grove,4
1587,B01653,2026-05-26,Alex,Sunset Ridge,10
1588,B01653,2026-01-27,Casey,Pine Lookout,10
1589,B01653,2026-02-02,Jordan,Wetlands,8
1590,B01653,2026-06-06,Sam,Pine Lookout,1
1591,B00872,2026-03-16,Casey,Pine Lookout,3
1592,B00872,2026-04-08,Morgan,Aspen Grove,7
1593,B00872,2026-06-16,Morgan,Lake Edge,6
1594,B00872,2026-03-06,Alex,Aspen Grove,3
1595,B00872,2026-03-14,Quinn,Canyon Overlook,3
1596,B00872,2026-06-25,Alex,Lake Edge,3
1597,B00872,2026-03-04,Sam,Rocky Pass,10
1598,B01375,2026-03-22,Jordan,Lake Edge,4
1599,B01375,2026-06-16,Taylor,Wetlands,3
1600,B01375,2026-02-27,Casey,Sunset Ridge,1
1601,B01375,2026-04-26,Alex,Cliff Basin,9
1602,B01375,2026-03-11,Casey,Cliff Basin,7
1603,B01375,2026-06-07,Casey,Lake Edge,9
1604,B01375,2026-04-19,Morgan,Canyon Overlook,9
1605,B01647,2026-04-28,Taylor,Aspen Grove,3
1606,B01647,2026-01-29,Alex,Lake Edge,2
1607,B01647,2026-04-21,Casey,Lake Edge,2
1608,B01647,2026-01-17,Jordan,Rocky Pass,6
1609,B01647,2026-04-16,Sam,Rocky Pass,6
1610,B01647,2026-03-09,Sam,Rocky Pass,11
1611,B01687,2026-01-29,Taylor,Lake Edge,10
1612,B01687,2026-02-24,Alex,Aspen Grove,5
1613,B01687,2026-06-27,Quinn,Pine Lookout,6
1614,B01687,2026-06-17,Jordan,Pine Lookout,3
1615,B01687,2026-04-17,Riley,Cliff Basin,5
1616,B01687,2026-06-16,Quinn,Rocky Pass,10
1617,B01188,2026-01-28,Jordan,Aspen Grove,6
1618,B01188,2026-05-05,Sam,Rocky Pass,4
1619,B01188,2026-04-28,Jordan,Aspen Grove,2
1620,B01188,2026-01-09,Casey,Rocky Pass,11
1621,B01188,2026-05-09,Jordan,Wetlands,6
1622,B01188,2026-05-07,Taylor,Wetlands,9
1623,B01188,2026-05-12,Morgan,Pine Lookout,4
1624,B00811,2026-03-26,Alex,Rocky Pass,3
1625,B00811,2026-04-06,Alex,Lake Edge,11
1626,B00811,2026-01-07,Morgan,Canyon Overlook,7
1627,B00811,2026-01-31,Jordan,Lake Edge,11
1628,B00811,2026-05-13,Morgan,Canyon Overlook,4
1629,B00811,2026-04-12,Morgan,Aspen Grove,5
1630,B00697,2026-01-08,Quinn,Wetlands,6
1631,B00697,2026-03-20,Jordan,Cliff Basin,1
1632,B00697,2026-03-27,Casey,Lake Edge,9
1633,B00697,2026-03-21,Riley,Canyon Overlook,1
1634,B00697,2026-04-03,Morgan,Aspen Grove,3
1635,B01385,2026-06-27,Alex,Cliff Basin,8
1636,B01385,2026-01-29,Taylor,Cliff Basin,4
1637,B01385,2026-01-04,Taylor,Wetlands,6
1638,B01385,2026-06-20,Taylor,Aspen Grove,1
1639,B01385,2026-03-24,Alex,Wetlands,7
1640,B01385,2026-02-03,Taylor,Wetlands,3
1641,B01385,2026-01-23,Jordan,Aspen Grove,11
1642,B00768,2026-03-06,Casey,Rocky Pass,6
1643,B00768,2026-06-02,Jordan,Pine Lookout,8
1644,B00768,2026-05-10,Taylor,Aspen Grove,8
1645,B00768,2026-04-22,Morgan,Wetlands,1
1646,B00768,2026-06-21,Morgan,Aspen Grove,8
1647,B00768,2026-05-01,Quinn,Canyon Overlook,7
1648,B00672,2026-03-05,Sam,Canyon Overlook,3
1649,B00672,2026-04-07,Alex,Lake Edge,7
1650,B00672,2026-01-11,Morgan,Rocky Pass,9
1651,B00672,2026-06-06,Taylor,Aspen Grove,10
1652,B01184,2026-01-16,Alex,Canyon Overlook,4
1653,B01184,2026-05-18,Taylor,Cliff Basin,7
1654,B01184,2026-01-20,Casey,Canyon Overlook,10
1655,B01184,2026-05-04,Alex,Lake Edge,3
1656,B00353,2026-02-08,Casey,Cliff Basin,4
1657,B00353,2026-03-23,Riley,Wetlands,3
1658,B00353,2026-04-26,Alex,Canyon Overlook,2
1659,B00353,2026-06-17,Taylor,Pine Lookout,4
1660,B00353,2026-03-10,Quinn,Wetlands,8
1661,B01216,2026-02-09,Casey,Sunset Ridge,3
1662,B01216,2026-05-03,Quinn,Cliff Basin,11
1663,B01216,2026-04-24,Alex,Canyon Overlook,2
1664,B01216,2026-04-22,Alex,Pine Lookout,5
1665,B01216,2026-02-22,Alex,Canyon Overlook,11
1666,B01216,2026-06-07,Quinn,Cliff Basin,1
1667,B01476,2026-06-10,Sam,Canyon Overlook,1
1668,B01476,2026-06-24,Alex,Cliff Basin,11
1669,B01476,2026-01-24,Casey,Cliff Basin,8
1670,B01476,2026-01-21,Alex,Rocky Pass,1
1671,B01476,2026-04-21,Morgan,Canyon Overlook,2
1672,B01476,2026-03-13,Jordan,Rocky Pass,10
1673,B00774,2026-03-14,Taylor,Wetlands,4
1674,B00774,2026-06-23,Riley,Pine Lookout,5
1675,B00774,2026-06-08,Casey,Cliff Basin,11
1676,B00774,2026-04-10,Morgan,Pine Lookout,9
1677,B00774,2026-01-29,Sam,Wetlands,11
1678,B00774,2026-05-20,Quinn,Rocky Pass,4
1679,B00993,2026-03-13,Riley,Wetlands,5
1680,B00993,2026-04-01,Quinn,Pine Lookout,11
1681,B00993,2026-04-18,Taylor,Sunset Ridge,2
1682,B00993,2026-06-27,Alex,Aspen Grove,4
1683,B00993,2026-05-04,Morgan,Cliff Basin,5
1684,B00993,2026-01-07,Morgan,Pine Lookout,9
1685,B00327,2026-04-29,Jordan,Canyon Overlook,6
1686,B00327,2026-02-19,Taylor,Lake Edge,8
1687,B00327,2026-03-16,Quinn,Sunset Ridge,7
1688,B00327,2026-03-10,Jordan,Canyon Overlook,9
1689,B00512,2026-01-25,Casey,Cliff Basin,11
1690,B00512,2026-03-17,Alex,Aspen Grove,10
1691,B00512,2026-06-26,Riley,Wetlands,7
1692,B00512,2026-01-19,Taylor,Cliff Basin,10
1693,B00512,2026-04-30,Taylor,Wetlands,4
1694,B01585,2026-05-06,Casey,Aspen Grove,5
1695,B01585,2026-01-01,Alex,Pine Lookout,8
1696,B01585,2026-05-05,Quinn,Pine Lookout,4
1697,B01585,2026-03-31,Casey,Rocky Pass,9
1698,B00313,2026-01-15,Morgan,Sunset Ridge,3
1699,B00313,2026-03-03,Riley,Wetlands,11
1700,B00313,2026-03-25,Alex,Aspen Grove,3
1701,B00313,2026-01-12,Sam,Sunset Ridge,3
1702,B00313,2026-02-14,Morgan,Cliff Basin,9
1703,B00313,2026-03-11,Sam,Lake Edge,5
1704,B01172,2026-01-30,Riley,Sunset Ridge,9
1705,B01172,2026-06-26,Riley,Canyon Overlook,5
1706,B01172,2026-05-17,Taylor,Rocky Pass,6
1707,B01172,2026-03-16,Casey,Cliff Basin,3
1708,B01172,2026-04-28,Sam,Sunset Ridge,11
1709,B01172,2026-06-11,Casey,Aspen Grove,4
1710,B00676,2026-06-28,Quinn,Aspen Grove,11
1711,B00676,2026-04-04,Taylor,Rocky Pass,7
1712,B00676,2026-02-17,Riley,Wetlands,10
1713,B00676,2026-01-10,Morgan,Pine Lookout,8
1714,B00676,2026-04-11,Morgan,Rocky Pass,6
1715,B00110,2026-04-28,Casey,Aspen Grove,11
1716,B00110,2026-03-08,Sam,Aspen Grove,3
1717,B00110,2026-03-14,Jordan,Wetlands,4
1718,B00110,2026-06-29,Jordan,Rocky Pass,10
1719,B00110,2026-04-29,Sam,Pine Lookout,3
1720,B01595,2026-06-27,Casey,Lake Edge,2
1721,B01595,2026-01-08,Taylor,Aspen Grove,7
1722,B01595,2026-01-29,Jordan,Canyon Overlook,8
1723,B01595,2026-06-17,Alex,Aspen Grove,5
1724,B01595,2026-04-05,Morgan,Rocky Pass,5
1725,B01595,2026-04-10,Jordan,Lake Edge,3
1726,B01515,2026-01-09,Riley,Aspen Grove,3
1727,B01515,2026-05-14,Casey,Sunset Ridge,3
1728,B01515,2026-01-05,Alex,Wetlands,5
1729,B01515,2026-04-07,Morgan,Sunset Ridge,11
1730,B01515,2026-02-10,Riley,Cliff Basin,2
1731,B01034,2026-06-13,Sam,Canyon Overlook,7
1732,B01034,2026-02-16,Sam,Pine Lookout,10
1733,B01034,2026-01-28,Casey,Aspen Grove,7
1734,B01034,2026-04-17,Taylor,Pine Lookout,5
1735,B01034,2026-03-07,Jordan,Pine Lookout,1
1736,B01320,2026-03-31,Morgan,Rocky Pass,7
1737,B01320,2026-04-06,Alex,Wetlands,10
1738,B01320,2026-03-23,Taylor,Pine Lookout,4
1739,B01320,2026-05-20,Casey,Sunset Ridge,5
1740,B01320,2026-04-17,Morgan,Sunset Ridge,3
1741,B01654,2026-06-01,Casey,Pine Lookout,6
1742,B01654,2026-06-15,Alex,Canyon Overlook,4
1743,B01654,2026-06-09,Riley,Wetlands,10
1744,B01654,2026-04-15,Jordan,Rocky Pass,11
1745,B00519,2026-04-30,Jordan,Cliff Basin,11
1746,B00519,2026-03-27,Taylor,Aspen Grove,1
1747,B00519,2026-02-22,Sam,Pine Lookout,9
1748,B00519,2026-02-19,Alex,Rocky Pass,11
1749,B00519,2026-04-24,Jordan,Rocky Pass,10
1750,B00519,2026-02-14,Riley,Aspen Grove,3
1751,B01207,2026-04-28,Riley,Wetlands,11
1752,B01207,2026-02-05,Sam,Canyon Overlook,5
1753,B01207,2026-05-08,Morgan,Cliff Basin,5
1754,B01207,2026-04-05,Taylor,Cliff Basin,10
1755,B01207,2026-06-03,Taylor,Wetlands,11
1756,B01403,2026-01-04,Riley,Sunset Ridge,7
1757,B01403,2026-05-07,Sam,Rocky Pass,1
1758,B01403,2026-03-06,Sam,Cliff Basin,10
1759,B01403,2026-04-01,Alex,Aspen Grove,2
1760,B00829,2026-05-24,Sam,Rocky Pass,8
1761,B00829,2026-06-20,Casey,Sunset Ridge,8
1762,B00829,2026-06-08,Jordan,Canyon Overlook,11
1763,B00829,2026-04-25,Quinn,Pine Lookout,9
1764,B00829,2026-02-04,Sam,Sunset Ridge,7
1765,B00825,2026-04-10,Jordan,Cliff Basin,8
1766,B00825,2026-05-24,Riley,Rocky Pass,8
1767,B00825,2026-04-09,Casey,Wetlands,11
1768,B00825,2026-02-14,Jordan,Aspen Grove,3
1769,B00825,2026-05-03,Casey,Cliff Basin,7
1770,B00825,2026-04-17,Sam,Cliff Basin,9
1771,B00268,2026-02-03,Jordan,Pine Lookout,5
1772,B00268,2026-05-24,Taylor,Canyon Overlook,7
1773,B00268,2026-03-13,Riley,Canyon Overlook,3
1774,B00268,2026-04-14,Jordan,Canyon Overlook,8
1775,B00268,2026-01-26,Jordan,Rocky Pass,4
1776,B00967,2026-05-09,Alex,Pine Lookout,4
1777,B00967,2026-03-13,Alex,Wetlands,11
1778,B00967,2026-02-18,Jordan,Aspen Grove,3
1779,B00967,2026-06-05,Alex,Rocky Pass,3
1780,B00967,2026-06-12,Casey,Rocky Pass,10
1781,B00875,2026-04-13,Jordan,Lake Edge,4
1782,B00875,2026-01-08,Sam,Rocky Pass,10
1783,B00875,2026-03-28,Alex,Rocky Pass,9
1784,B00875,2026-06-12,Casey,Sunset Ridge,1
1785,B00151,2026-05-14,Morgan,Wetlands,8
1786,B00151,2026-01-17,Taylor,Sunset Ridge,1
1787,B00151,2026-05-15,Quinn,Pine Lookout,11
1788,B00151,2026-01-23,Jordan,Sunset Ridge,1
1789,B00151,2026-06-07,Riley,Wetlands,11
1790,B00151,2026-03-30,Alex,Pine Lookout,8
1791,B00020,2026-01-07,Riley,Pine Lookout,2
1792,B00020,2026-06-23,Jordan,Rocky Pass,8
1793,B00020,2026-05-18,Alex,Pine Lookout,8
1794,B00020,2026-04-06,Jordan,Sunset Ridge,4
1795,B00826,2026-04-29,Riley,Pine Lookout,8
1796,B00826,2026-03-26,Sam,Cliff Basin,5
1797,B00826,2026-02-17,Morgan,Rocky Pass,6
1798,B00826,2026-05-06,Casey,Lake Edge,1
1799,B00826,2026-02-08,Morgan,Cliff Basin,10
1800,B00456,2026-03-05,Quinn,Canyon Overlook,3
1801,B00456,2026-05-06,Riley,Wetlands,11
1802,B00456,2026-04-22,Morgan,Pine Lookout,6
1803,B00456,2026-06-26,Sam,Canyon Overlook,11
1804,B00456,2026-05-24,Quinn,Lake Edge,2
1805,B01536,2026-06-04,Morgan,Cliff Basin,4
1806,B01536,2026-03-13,Riley,Wetlands,8
1807,B01536,2026-03-18,Taylor,Aspen Grove,10
1808,B01536,2026-06-11,Morgan,Cliff Basin,7
1809,B01536,2026-06-13,Alex,Sunset Ridge,1
1810,B01536,2026-05-21,Sam,Canyon Overlook,3
1811,B01112,2026-05-23,Morgan,Lake Edge,3
1812,B01112,2026-05-05,Casey,Pine Lookout,4
1813,B01112,2026-06-27,Sam,Lake Edge,9
1814,B01112,2026-01-01,Sam,Pine Lookout,3
1815,B01112,2026-03-19,Alex,Wetlands,11
1816,B01112,2026-02-08,Sam,Rocky Pass,4
1817,B00747,2026-02-07,Taylor,Cliff Basin,1
1818,B00747,2026-06-29,Riley,Cliff Basin,4
1819,B00747,2026-05-02,Riley,Cliff Basin,11
1820,B00747,2026-04-02,Taylor,Rocky Pass,7
1821,B00841,2026-04-18,Riley,Canyon Overlook,5
1822,B00841,2026-06-06,Alex,Canyon Overlook,11
1823,B00841,2026-01-07,Taylor,Lake Edge,4
1824,B00841,2026-01-11,Jordan,Canyon Overlook,8
1825,B00841,2026-05-31,Quinn,Rocky Pass,6
1826,B00552,2026-01-26,Alex,Aspen Grove,1
1827,B00552,2026-05-25,Riley,Rocky Pass,3
1828,B00552,2026-04-02,Sam,Aspen Grove,6
1829,B00552,2026-05-02,Taylor,Pine Lookout,3
1830,B01312,2026-05-29,Quinn,Aspen Grove,11
1831,B01312,2026-04-29,Riley,Cliff Basin,7
1832,B01312,2026-06-07,Morgan,Sunset Ridge,3
1833,B01312,2026-04-01,Morgan,Cliff Basin,8
1834,B01312,2026-06-21,Quinn,Sunset Ridge,8
1835,B01312,2026-05-24,Riley,Sunset Ridge,3
1836,B01312,2026-03-16,Casey,Sunset Ridge,11
1837,B00189,2026-06-03,Riley,Aspen Grove,3
1838,B00189,2026-01-10,Sam,Rocky Pass,11
1839,B00189,2026-04-04,Quinn,Wetlands,1
1840,B00189,2026-03-01,Quinn,Cliff Basin,4
1841,B00189,2026-01-17,Riley,Pine Lookout,9
1842,B00523,2026-06-29,Taylor,Pine Lookout,8
1843,B00523,2026-04-07,Alex,Canyon Overlook,3
1844,B00523,2026-02-08,Alex,Wetlands,3
1845,B00523,2026-05-03,Casey,Sunset Ridge,2
1846,B00523,2026-03-14,Taylor,Canyon Overlook,4
1847,B00523,2026-01-04,Casey,Rocky Pass,8
1848,B00523,2026-05-26,Sam,Wetlands,3
1849,B00336,2026-02-14,Quinn,Rocky Pass,4
1850,B00336,2026-06-16,Quinn,Sunset Ridge,7
1851,B00336,2026-03-15,Alex,Wetlands,8
1852,B00336,2026-01-18,Jordan,Lake Edge,7
1853,B00336,2026-03-20,Morgan,Canyon Overlook,6
1854,B00476,2026-03-19,Alex,Lake Edge,10
1855,B00476,2026-05-19,Casey,Lake Edge,1
1856,B00476,2026-06-04,Riley,Wetlands,10
1857,B00476,2026-05-05,Quinn,Aspen Grove,5
1858,B01317,2026-06-25,Morgan,Cliff Basin,10
1859,B01317,2026-05-16,Morgan,Rocky Pass,9
1860,B01317,2026-02-06,Quinn,Pine Lookout,7
1861,B01317,2026-02-11,Alex,Wetlands,5
1862,B01317,2026-02-23,Jordan,Cliff Basin,8
1863,B01317,2026-04-30,Casey,Cliff Basin,2
1864,B01317,2026-05-07,Taylor,Lake Edge,3
1865,B01200,2026-05-16,Alex,Lake Edge,5
1866,B01200,2026-04-07,Riley,Sunset Ridge,2
1867,B01200,2026-04-22,Jordan,Cliff Basin,1
1868,B01200,2026-03-21,Riley,Lake Edge,6
1869,B00796,2026-05-22,Taylor,Cliff Basin,7
1870,B00796,2026-03-21,Sam,Rocky Pass,7
1871,B00796,2026-03-06,Jordan,Pine Lookout,8
1872,B00796,2026-03-29,Casey,Sunset Ridge,2
1873,B00796,2026-06-25,Casey,Sunset Ridge,10
1874,B00796,2026-02-09,Quinn,Lake Edge,2
1875,B00796,2026-01-18,Casey,Aspen Grove,3
1876,B01671,2026-05-13,Quinn,Aspen Grove,1
1877,B01671,2026-03-02,Alex,Sunset Ridge,5
1878,B01671,2026-01-12,Alex,Sunset Ridge,6
1879,B01671,2026-01-26,Jordan,Aspen Grove,3
1880,B00884,2026-05-10,Jordan,Cliff Basin,10
1881,B00884,2026-03-22,Sam,Wetlands,4
1882,B00884,2026-05-18,Casey,Wetlands,4
1883,B00884,2026-01-07,Taylor,Canyon Overlook,10
1884,B00884,2026-02-01,Quinn,Lake Edge,9
1885,B00884,2026-02-04,Quinn,Lake Edge,9
1886,B00884,2026-05-15,Quinn,Lake Edge,7
1887,B01581,2026-02-11,Quinn,Cliff Basin,1
1888,B01581,2026-02-28,Jordan,Aspen Grove,5
1889,B01581,2026-03-08,Morgan,Rocky Pass,3
1890,B01581,2026-03-11,Casey,Cliff Basin,5
1891,B01581,2026-05-10,Quinn,Rocky Pass,11
1892,B01581,2026-03-01,Quinn,Pine Lookout,9
1893,B01581,2026-03-09,Sam,Sunset Ridge,9
1894,B00051,2026-04-10,Jordan,Lake Edge,4
1895,B00051,2026-01-15,Jordan,Canyon Overlook,4
1896,B00051,2026-02-23,Jordan,Rocky Pass,4
1897,B00051,2026-03-16,Morgan,Wetlands,8
1898,B00051,2026-01-12,Casey,Cliff Basin,3
1899,B01556,2026-02-05,Sam,Wetlands,4
1900,B01556,2026-01-17,Quinn,Canyon Overlook,10
1901,B01556,2026-04-03,Taylor,Lake Edge,9
1902,B01556,2026-05-26,Sam,Canyon Overlook,4
1903,B01556,2026-04-18,Taylor,Aspen Grove,7
1904,B01556,2026-06-08,Casey,Lake Edge,3
1905,B01556,2026-01-25,Jordan,Lake Edge,11
1906,B01241,2026-04-29,Riley,Sunset Ridge,11
1907,B01241,2026-05-21,Taylor,Rocky Pass,3
