,budget_record_id,budget_ts,campaign_code_raw,region_code_raw,daily_budget_usd,budget_owner
264,B-CMP007-2026-01-11-NORTH,2026-01-11 12:00:00,Cmp007,NORTH,1157,brand_team
265,B-CMP007-2026-01-11-SOUTH,2026-01-11 12:00:00,cmp007,SOUTH,1128,brand_team
266,B-CMP007-2026-01-11-EAST,2026-01-11 12:00:00,Cmp007,EAST,829,brand_team
267,B-CMP007-2026-01-11-WEST,2026-01-11 12:00:00,Cmp007,WEST,377,finance_ops
268,B-CMP007-2026-01-12-NORTH,2026-01-12 12:00:00,Cmp007,NORTH,1286,growth_marketing
269,B-CMP007-2026-01-12-SOUTH,2026-01-12 12:00:00,cmp007,SOUTH,1127,brand_team
270,B-CMP007-2026-01-12-EAST,2026-01-12 12:00:00,CMP007,EAST,887,growth_marketing
271,B-CMP007-2026-01-12-WEST,2026-01-12 12:00:00,Cmp007,WEST,583,growth_marketing
272,B-CMP007-2026-01-13-NORTH,2026-01-13 12:00:00,CMP007,NORTH,572,growth_marketing
273,B-CMP007-2026-01-13-SOUTH,2026-01-13 12:00:00,Cmp007,SOUTH,487,growth_marketing
274,B-CMP007-2026-01-13-EAST,2026-01-13 12:00:00,cmp007,EAST,900,brand_team
275,B-CMP007-2026-01-13-WEST,2026-01-13 12:00:00,CMP007,WEST,304,brand_team
276,B-CMP007-2026-01-14-NORTH,2026-01-14 12:00:00,cmp007,NORTH,867,brand_team
277,B-CMP007-2026-01-14-SOUTH,2026-01-14 12:00:00,cmp007,SOUTH,1466,growth_marketing
278,B-CMP007-2026-01-14-EAST,2026-01-14 12:00:00,CMP007,EAST,556,brand_team
279,B-CMP007-2026-01-14-WEST,2026-01-14 12:00:00,Cmp007,WEST,1211,finance_ops
280,B-CMP008-2026-01-05-NORTH,2026-01-05 12:00:00,CMP008,NORTH,1427,growth_marketing
281,B-CMP008-2026-01-05-SOUTH,2026-01-05 12:00:00,Cmp008,SOUTH,1019,brand_team
282,B-CMP008-2026-01-05-EAST,2026-01-05 12:00:00,Cmp008,EAST,1106,growth_marketing
283,B-CMP008-2026-01-05-WEST,2026-01-05 12:00:00,Cmp008,WEST,846,finance_ops
284,B-CMP008-2026-01-06-NORTH,2026-01-06 12:00:00,Cmp008,NORTH,643,finance_ops
285,B-CMP008-2026-01-06-SOUTH,2026-01-06 12:00:00,Cmp008,SOUTH,885,finance_ops
286,B-CMP008-2026-01-06-EAST,2026-01-06 12:00:00,cmp008,EAST,731,finance_ops
287,B-CMP008-2026-01-06-WEST,2026-01-06 12:00:00,cmp008,WEST,1036,brand_team
288,B-CMP008-2026-01-07-NORTH,2026-01-07 12:00:00,cmp008,NORTH,721,brand_team
289,B-CMP008-2026-01-07-SOUTH,2026-01-07 12:00:00,cmp008,SOUTH,1366,finance_ops
290,B-CMP008-2026-01-07-EAST,2026-01-07 12:00:00,CMP008,EAST,901,growth_marketing
291,B-CMP008-2026-01-07-WEST,2026-01-07 12:00:00,Cmp008,WEST,608,brand_team
292,B-CMP008-2026-01-08-NORTH,2026-01-08 12:00:00,Cmp008,NORTH,1247,growth_marketing
293,B-CMP008-2026-01-08-SOUTH,2026-01-08 12:00:00,Cmp008,SOUTH,683,brand_team
294,B-CMP008-2026-01-08-EAST,2026-01-08 12:00:00,Cmp008,EAST,887,finance_ops
295,B-CMP008-2026-01-08-WEST,2026-01-08 12:00:00,CMP008,WEST,445,growth_marketing
296,B-CMP008-2026-01-09-NORTH,2026-01-09 12:00:00,cmp008,NORTH,506,brand_team
297,B-CMP008-2026-01-09-SOUTH,2026-01-09 12:00:00,cmp008,SOUTH,923,growth_marketing
298,B-CMP008-2026-01-09-EAST,2026-01-09 12:00:00,Cmp008,EAST,1041,finance_ops
299,B-CMP008-2026-01-09-WEST,2026-01-09 12:00:00,cmp008,WEST,1290,finance_ops
300,B-CMP008-2026-01-10-NORTH,2026-01-10 12:00:00,Cmp008,NORTH,853,brand_team
301,B-CMP008-2026-01-10-SOUTH,2026-01-10 12:00:00,CMP008,SOUTH,1430,brand_team
302,B-CMP008-2026-01-10-EAST,2026-01-10 12:00:00,Cmp008,EAST,860,brand_team
303,B-CMP008-2026-01-10-WEST,2026-01-10 12:00:00,Cmp008,WEST,1198,brand_team
304,B-CMP008-2026-01-11-NORTH,2026-01-11 12:00:00,cmp008,NORTH,1269,brand_team
305,B-CMP008-2026-01-11-SOUTH,2026-01-11 12:00:00,CMP008,SOUTH,483,growth_marketing
306,B-CMP008-2026-01-11-EAST,2026-01-11 12:00:00,Cmp008,EAST,1262,brand_team
307,B-CMP008-2026-01-11-WEST,2026-01-11 12:00:00,Cmp008,WEST,1269,finance_ops
308,B-CMP008-2026-01-12-NORTH,2026-01-12 12:00:00,Cmp008,NORTH,1256,finance_ops
309,B-CMP008-2026-01-12-SOUTH,2026-01-12 12:00:00,Cmp008,SOUTH,1042,finance_ops
310,B-CMP008-2026-01-12-EAST,2026-01-12 12:00:00,Cmp008,EAST,1114,brand_team
311,B-CMP008-2026-01-12-WEST,2026-01-12 12:00:00,CMP008,WEST,1406,brand_team
312,B-CMP008-2026-01-13-NORTH,2026-01-13 12:00:00,cmp008,NORTH,963,brand_team
313,B-CMP008-2026-01-13-SOUTH,2026-01-13 12:00:00,Cmp008,SOUTH,715,brand_team
314,B-CMP008-2026-01-13-EAST,2026-01-13 12:00:00,Cmp008,EAST,629,finance_ops
315,B-CMP008-2026-01-13-WEST,2026-01-13 12:00:00,Cmp008,WEST,359,growth_marketing
316,B-CMP008-2026-01-14-NORTH,2026-01-14 12:00:00,Cmp008,NORTH,894,brand_team
317,B-CMP008-2026-01-14-SOUTH,2026-01-14 12:00:00,Cmp008,SOUTH,1224,brand_team
318,B-CMP008-2026-01-14-EAST,2026-01-14 12:00:00,Cmp008,EAST,442,brand_team
319,B-CMP008-2026-01-14-WEST,2026-01-14 12:00:00,cmp008,WEST,957,brand_team
320,B-CMP009-2026-01-05-NORTH,2026-01-05 12:00:00,Cmp009,NORTH,800,growth_marketing
321,B-CMP009-2026-01-05-SOUTH,2026-01-05 12:00:00,Cmp009,SOUTH,418,growth_marketing
322,B-CMP009-2026-01-05-EAST,2026-01-05 12:00:00,Cmp009,EAST,530,brand_team
323,B-CMP009-2026-01-05-WEST,2026-01-05 12:00:00,CMP009,WEST,1188,finance_ops
324,B-CMP009-2026-01-06-NORTH,2026-01-06 12:00:00,Cmp009,NORTH,1325,growth_marketing
325,B-CMP009-2026-01-06-SOUTH,2026-01-06 12:00:00,Cmp009,SOUTH,1098,growth_marketing
326,B-CMP009-2026-01-06-EAST,2026-01-06 12:00:00,Cmp009,EAST,752,growth_marketing
327,B-CMP009-2026-01-06-WEST,2026-01-06 12:00:00,Cmp009,WEST,659,growth_marketing
328,B-CMP009-2026-01-07-NORTH,2026-01-07 12:00:00,Cmp009,NORTH,507,growth_marketing
329,B-CMP009-2026-01-07-SOUTH,2026-01-07 12:00:00,Cmp009,SOUTH,1188,brand_team
330,B-CMP009-2026-01-07-EAST,2026-01-07 12:00:00,Cmp009,EAST,755,growth_marketing
331,B-CMP009-2026-01-07-WEST,2026-01-07 12:00:00,cmp009,WEST,1138,brand_team
332,B-CMP009-2026-01-08-NORTH,2026-01-08 12:00:00,Cmp009,NORTH,1141,growth_marketing
333,B-CMP009-2026-01-08-SOUTH,2026-01-08 12:00:00,CMP009,SOUTH,765,brand_team
334,B-CMP009-2026-01-08-EAST,2026-01-08 12:00:00,Cmp009,EAST,1104,growth_marketing
335,B-CMP009-2026-01-08-WEST,2026-01-08 12:00:00,cmp009,WEST,1440,finance_ops
336,B-CMP009-2026-01-09-NORTH,2026-01-09 12:00:00,Cmp009,NORTH,1294,growth_marketing
337,B-CMP009-2026-01-09-SOUTH,2026-01-09 12:00:00,Cmp009,SOUTH,1401,growth_marketing
338,B-CMP009-2026-01-09-EAST,2026-01-09 12:00:00,cmp009,EAST,1472,brand_team
339,B-CMP009-2026-01-09-WEST,2026-01-09 12:00:00,Cmp009,WEST,752,finance_ops
340,B-CMP009-2026-01-10-NORTH,2026-01-10 12:00:00,cmp009,NORTH,499,finance_ops
341,B-CMP009-2026-01-10-SOUTH,2026-01-10 12:00:00,cmp009,SOUTH,416,brand_team
342,B-CMP009-2026-01-10-EAST,2026-01-10 12:00:00,cmp009,EAST,1400,growth_marketing
343,B-CMP009-2026-01-10-WEST,2026-01-10 12:00:00,Cmp009,WEST,1288,brand_team
344,B-CMP009-2026-01-11-NORTH,2026-01-11 12:00:00,Cmp009,NORTH,872,finance_ops
345,B-CMP009-2026-01-11-SOUTH,2026-01-11 12:00:00,Cmp009,SOUTH,1088,finance_ops
346,B-CMP009-2026-01-11-EAST,2026-01-11 12:00:00,Cmp009,EAST,725,finance_ops
347,B-CMP009-2026-01-11-WEST,2026-01-11 12:00:00,cmp009,WEST,1272,brand_team
348,B-CMP009-2026-01-12-NORTH,2026-01-12 12:00:00,CMP009,NORTH,1268,growth_marketing
349,B-CMP009-2026-01-12-SOUTH,2026-01-12 12:00:00,Cmp009,SOUTH,1217,finance_ops
350,B-CMP009-2026-01-12-EAST,2026-01-12 12:00:00,Cmp009,EAST,444,brand_team
351,B-CMP009-2026-01-12-WEST,2026-01-12 12:00:00,Cmp009,WEST,785,growth_marketing
352,B-CMP009-2026-01-13-NORTH,2026-01-13 12:00:00,cmp009,NORTH,1169,brand_team
353,B-CMP009-2026-01-13-SOUTH,2026-01-13 12:00:00,cmp009,SOUTH,1237,finance_ops
354,B-CMP009-2026-01-13-EAST,2026-01-13 12:00:00,Cmp009,EAST,871,brand_team
355,B-CMP009-2026-01-13-WEST,2026-01-13 12:00:00,cmp009,WEST,695,brand_team
356,B-CMP009-2026-01-14-NORTH,2026-01-14 12:00:00,Cmp009,NORTH,1339,growth_marketing
357,B-CMP009-2026-01-14-SOUTH,2026-01-14 12:00:00,Cmp009,SOUTH,748,growth_marketing
358,B-CMP009-2026-01-14-EAST,2026-01-14 12:00:00,Cmp009,EAST,733,brand_team
359,B-CMP009-2026-01-14-WEST,2026-01-14 12:00:00,cmp009,WEST,1289,finance_ops
360,B-CMP010-2026-01-05-NORTH,2026-01-05 12:00:00,Cmp010,NORTH,779,growth_marketing
361,B-CMP010-2026-01-05-SOUTH,2026-01-05 12:00:00,cmp010,SOUTH,1173,finance_ops
362,B-CMP010-2026-01-05-EAST,2026-01-05 12:00:00,cmp010,EAST,1172,growth_marketing
363,B-CMP010-2026-01-05-WEST,2026-01-05 12:00:00,cmp010,WEST,1023,growth_marketing
364,B-CMP010-2026-01-06-NORTH,2026-01-06 12:00:00,Cmp010,NORTH,486,finance_ops
365,B-CMP010-2026-01-06-SOUTH,2026-01-06 12:00:00,Cmp010,SOUTH,1484,brand_team
366,B-CMP010-2026-01-06-EAST,2026-01-06 12:00:00,Cmp010,EAST,892,growth_marketing
367,B-CMP010-2026-01-06-WEST,2026-01-06 12:00:00,CMP010,WEST,651,brand_team
368,B-CMP010-2026-01-07-NORTH,2026-01-07 12:00:00,Cmp010,NORTH,911,brand_team
369,B-CMP010-2026-01-07-SOUTH,2026-01-07 12:00:00,cmp010,SOUTH,384,finance_ops
370,B-CMP010-2026-01-07-EAST,2026-01-07 12:00:00,Cmp010,EAST,538,brand_team
371,B-CMP010-2026-01-07-WEST,2026-01-07 12:00:00,Cmp010,WEST,341,growth_marketing
372,B-CMP010-2026-01-08-NORTH,2026-01-08 12:00:00,Cmp010,NORTH,488,brand_team
373,B-CMP010-2026-01-08-SOUTH,2026-01-08 12:00:00,cmp010,SOUTH,1046,growth_marketing
374,B-CMP010-2026-01-08-EAST,2026-01-08 12:00:00,Cmp010,EAST,968,brand_team
375,B-CMP010-2026-01-08-WEST,2026-01-08 12:00:00,CMP010,WEST,1171,finance_ops
376,B-CMP010-2026-01-09-NORTH,2026-01-09 12:00:00,Cmp010,NORTH,1343,growth_marketing
377,B-CMP010-2026-01-09-SOUTH,2026-01-09 12:00:00,Cmp010,SOUTH,1214,growth_marketing
378,B-CMP010-2026-01-09-EAST,2026-01-09 12:00:00,cmp010,EAST,422,growth_marketing
379,B-CMP010-2026-01-09-WEST,2026-01-09 12:00:00,Cmp010,WEST,962,brand_team
380,B-CMP010-2026-01-10-NORTH,2026-01-10 12:00:00,cmp010,NORTH,493,finance_ops
381,B-CMP010-2026-01-10-SOUTH,2026-01-10 12:00:00,Cmp010,SOUTH,317,growth_marketing
382,B-CMP010-2026-01-10-EAST,2026-01-10 12:00:00,CMP010,EAST,1109,brand_team
383,B-CMP010-2026-01-10-WEST,2026-01-10 12:00:00,Cmp010,WEST,909,growth_marketing
384,B-CMP010-2026-01-11-NORTH,2026-01-11 12:00:00,Cmp010,NORTH,1022,brand_team
385,B-CMP010-2026-01-11-SOUTH,2026-01-11 12:00:00,CMP010,SOUTH,1369,finance_ops
386,B-CMP010-2026-01-11-EAST,2026-01-11 12:00:00,Cmp010,EAST,1102,finance_ops
387,B-CMP010-2026-01-11-WEST,2026-01-11 12:00:00,Cmp010,WEST,383,brand_team
388,B-CMP010-2026-01-12-NORTH,2026-01-12 12:00:00,Cmp010,NORTH,754,finance_ops
389,B-CMP010-2026-01-12-SOUTH,2026-01-12 12:00:00,Cmp010,SOUTH,465,growth_marketing
390,B-CMP010-2026-01-12-EAST,2026-01-12 12:00:00,cmp010,EAST,693,finance_ops
391,B-CMP010-2026-01-12-WEST,2026-01-12 12:00:00,Cmp010,WEST,659,growth_marketing
392,B-CMP010-2026-01-13-NORTH,2026-01-13 12:00:00,cmp010,NORTH,1285,growth_marketing
393,B-CMP010-2026-01-13-SOUTH,2026-01-13 12:00:00,cmp010,SOUTH,1244,growth_marketing
394,B-CMP010-2026-01-13-EAST,2026-01-13 12:00:00,cmp010,EAST,919,growth_marketing
395,B-CMP010-2026-01-13-WEST,2026-01-13 12:00:00,Cmp010,WEST,1476,growth_marketing
396,B-CMP010-2026-01-14-NORTH,2026-01-14 12:00:00,Cmp010,NORTH,982,growth_marketing
397,B-CMP010-2026-01-14-SOUTH,2026-01-14 12:00:00,Cmp010,SOUTH,824,growth_marketing
398,B-CMP010-2026-01-14-EAST,2026-01-14 12:00:00,Cmp010,EAST,998,brand_team
399,B-CMP010-2026-01-14-WEST,2026-01-14 12:00:00,Cmp010,WEST,1196,brand_team
400,B-CMP011-2026-01-05-NORTH,2026-01-05 12:00:00,Cmp011,NORTH,1132,brand_team
401,B-CMP011-2026-01-05-SOUTH,2026-01-05 12:00:00,Cmp011,SOUTH,752,finance_ops
402,B-CMP011-2026-01-05-EAST,2026-01-05 12:00:00,Cmp011,EAST,600,growth_marketing
403,B-CMP011-2026-01-05-WEST,2026-01-05 12:00:00,Cmp011,WEST,419,growth_marketing
404,B-CMP011-2026-01-06-NORTH,2026-01-06 12:00:00,Cmp011,NORTH,433,growth_marketing
405,B-CMP011-2026-01-06-SOUTH,2026-01-06 12:00:00,cmp011,SOUTH,1105,brand_team
406,B-CMP011-2026-01-06-EAST,2026-01-06 12:00:00,Cmp011,EAST,732,brand_team
407,B-CMP011-2026-01-06-WEST,2026-01-06 12:00:00,Cmp011,WEST,799,brand_team
408,B-CMP011-2026-01-07-NORTH,2026-01-07 12:00:00,CMP011,NORTH,1339,finance_ops
409,B-CMP011-2026-01-07-SOUTH,2026-01-07 12:00:00,Cmp011,SOUTH,1143,brand_team
410,B-CMP011-2026-01-07-EAST,2026-01-07 12:00:00,Cmp011,EAST,774,brand_team
411,B-CMP011-2026-01-07-WEST,2026-01-07 12:00:00,cmp011,WEST,364,brand_team
412,B-CMP011-2026-01-08-NORTH,2026-01-08 12:00:00,cmp011,NORTH,326,finance_ops
413,B-CMP011-2026-01-08-SOUTH,2026-01-08 12:00:00,CMP011,SOUTH,572,finance_ops
414,B-CMP011-2026-01-08-EAST,2026-01-08 12:00:00,Cmp011,EAST,314,growth_marketing
415,B-CMP011-2026-01-08-WEST,2026-01-08 12:00:00,Cmp011,WEST,689,finance_ops
416,B-CMP011-2026-01-09-NORTH,2026-01-09 12:00:00,cmp011,NORTH,1172,brand_team
417,B-CMP011-2026-01-09-SOUTH,2026-01-09 12:00:00,Cmp011,SOUTH,756,growth_marketing
418,B-CMP011-2026-01-09-EAST,2026-01-09 12:00:00,cmp011,EAST,563,finance_ops
419,B-CMP011-2026-01-09-WEST,2026-01-09 12:00:00,Cmp011,WEST,606,brand_team
420,B-CMP011-2026-01-10-NORTH,2026-01-10 12:00:00,Cmp011,NORTH,779,growth_marketing
421,B-CMP011-2026-01-10-SOUTH,2026-01-10 12:00:00,Cmp011,SOUTH,1154,brand_team
422,B-CMP011-2026-01-10-EAST,2026-01-10 12:00:00,Cmp011,EAST,1272,brand_team
423,B-CMP011-2026-01-10-WEST,2026-01-10 12:00:00,Cmp011,WEST,561,brand_team
424,B-CMP011-2026-01-11-NORTH,2026-01-11 12:00:00,Cmp011,NORTH,933,growth_marketing
425,B-CMP011-2026-01-11-SOUTH,2026-01-11 12:00:00,Cmp011,SOUTH,1481,finance_ops
426,B-CMP011-2026-01-11-EAST,2026-01-11 12:00:00,Cmp011,EAST,821,brand_team
427,B-CMP011-2026-01-11-WEST,2026-01-11 12:00:00,Cmp011,WEST,405,brand_team
428,B-CMP011-2026-01-12-NORTH,2026-01-12 12:00:00,cmp011,NORTH,1262,finance_ops
429,B-CMP011-2026-01-12-SOUTH,2026-01-12 12:00:00,Cmp011,SOUTH,1011,brand_team
430,B-CMP011-2026-01-12-EAST,2026-01-12 12:00:00,cmp011,EAST,505,growth_marketing
431,B-CMP011-2026-01-12-WEST,2026-01-12 12:00:00,Cmp011,WEST,1007,growth_marketing
432,B-CMP011-2026-01-13-NORTH,2026-01-13 12:00:00,Cmp011,NORTH,1390,finance_ops
433,B-CMP011-2026-01-13-SOUTH,2026-01-13 12:00:00,Cmp011,SOUTH,719,finance_ops
434,B-CMP011-2026-01-13-EAST,2026-01-13 12:00:00,Cmp011,EAST,1011,brand_team
435,B-CMP011-2026-01-13-WEST,2026-01-13 12:00:00,cmp011,WEST,1356,brand_team
436,B-CMP011-2026-01-14-NORTH,2026-01-14 12:00:00,Cmp011,NORTH,715,brand_team
437,B-CMP011-2026-01-14-SOUTH,2026-01-14 12:00:00,Cmp011,SOUTH,1123,growth_marketing
438,B-CMP011-2026-01-14-EAST,2026-01-14 12:00:00,Cmp011,EAST,585,brand_team
439,B-CMP011-2026-01-14-WEST,2026-01-14 12:00:00,Cmp011,WEST,499,finance_ops
440,B-CMP012-2026-01-05-NORTH,2026-01-05 12:00:00,cmp012,NORTH,1040,brand_team
441,B-CMP012-2026-01-05-SOUTH,2026-01-05 12:00:00,cmp012,SOUTH,732,brand_team
442,B-CMP012-2026-01-05-EAST,2026-01-05 12:00:00,Cmp012,EAST,1229,growth_marketing
443,B-CMP012-2026-01-05-WEST,2026-01-05 12:00:00,Cmp012,WEST,1400,brand_team
444,B-CMP012-2026-01-06-NORTH,2026-01-06 12:00:00,Cmp012,NORTH,1358,finance_ops
445,B-CMP012-2026-01-06-SOUTH,2026-01-06 12:00:00,Cmp012,SOUTH,680,growth_marketing
446,B-CMP012-2026-01-06-EAST,2026-01-06 12:00:00,CMP012,EAST,852,brand_team
447,B-CMP012-2026-01-06-WEST,2026-01-06 12:00:00,cmp012,WEST,453,growth_marketing
448,B-CMP012-2026-01-07-NORTH,2026-01-07 12:00:00,Cmp012,NORTH,1237,brand_team
449,B-CMP012-2026-01-07-SOUTH,2026-01-07 12:00:00,Cmp012,SOUTH,1101,finance_ops
450,B-CMP012-2026-01-07-EAST,2026-01-07 12:00:00,cmp012,EAST,549,finance_ops
451,B-CMP012-2026-01-07-WEST,2026-01-07 12:00:00,Cmp012,WEST,1032,growth_marketing
452,B-CMP012-2026-01-08-NORTH,2026-01-08 12:00:00,cmp012,NORTH,1098,finance_ops
453,B-CMP012-2026-01-08-SOUTH,2026-01-08 12:00:00,cmp012,SOUTH,1048,finance_ops
454,B-CMP012-2026-01-08-EAST,2026-01-08 12:00:00,cmp012,EAST,531,growth_marketing
455,B-CMP012-2026-01-08-WEST,2026-01-08 12:00:00,Cmp012,WEST,1330,growth_marketing
456,B-CMP012-2026-01-09-NORTH,2026-01-09 12:00:00,Cmp012,NORTH,1054,brand_team
457,B-CMP012-2026-01-09-SOUTH,2026-01-09 12:00:00,Cmp012,SOUTH,517,growth_marketing
458,B-CMP012-2026-01-09-EAST,2026-01-09 12:00:00,Cmp012,EAST,477,growth_marketing
459,B-CMP012-2026-01-09-WEST,2026-01-09 12:00:00,Cmp012,WEST,1122,brand_team
460,B-CMP012-2026-01-10-NORTH,2026-01-10 12:00:00,Cmp012,NORTH,616,brand_team
461,B-CMP012-2026-01-10-SOUTH,2026-01-10 12:00:00,Cmp012,SOUTH,713,growth_marketing
462,B-CMP012-2026-01-10-EAST,2026-01-10 12:00:00,cmp012,EAST,733,growth_marketing
463,B-CMP012-2026-01-10-WEST,2026-01-10 12:00:00,cmp012,WEST,1066,finance_ops
464,B-CMP012-2026-01-11-NORTH,2026-01-11 12:00:00,cmp012,NORTH,773,finance_ops
465,B-CMP012-2026-01-11-SOUTH,2026-01-11 12:00:00,Cmp012,SOUTH,411,brand_team
466,B-CMP012-2026-01-11-EAST,2026-01-11 12:00:00,Cmp012,EAST,1040,brand_team
467,B-CMP012-2026-01-11-WEST,2026-01-11 12:00:00,cmp012,WEST,424,growth_marketing
468,B-CMP012-2026-01-12-NORTH,2026-01-12 12:00:00,Cmp012,NORTH,1138,finance_ops
469,B-CMP012-2026-01-12-SOUTH,2026-01-12 12:00:00,Cmp012,SOUTH,518,brand_team
470,B-CMP012-2026-01-12-EAST,2026-01-12 12:00:00,cmp012,EAST,543,finance_ops
471,B-CMP012-2026-01-12-WEST,2026-01-12 12:00:00,Cmp012,WEST,1115,brand_team
472,B-CMP012-2026-01-13-NORTH,2026-01-13 12:00:00,cmp012,NORTH,450,growth_marketing
473,B-CMP012-2026-01-13-SOUTH,2026-01-13 12:00:00,CMP012,SOUTH,504,growth_marketing
474,B-CMP012-2026-01-13-EAST,2026-01-13 12:00:00,Cmp012,EAST,1228,growth_marketing
475,B-CMP012-2026-01-13-WEST,2026-01-13 12:00:00,Cmp012,WEST,1076,growth_marketing
476,B-CMP012-2026-01-14-NORTH,2026-01-14 12:00:00,Cmp012,NORTH,1099,finance_ops
477,B-CMP012-2026-01-14-SOUTH,2026-01-14 12:00:00,cmp012,SOUTH,1431,growth_marketing
478,B-CMP012-2026-01-14-EAST,2026-01-14 12:00:00,cmp012,EAST,1297,finance_ops
479,B-CMP012-2026-01-14-WEST,2026-01-14 12:00:00,Cmp012,WEST,982,brand_team
480,B-CMP013-2026-01-05-NORTH,2026-01-05 12:00:00,Cmp013,NORTH,1230,growth_marketing
481,B-CMP013-2026-01-05-SOUTH,2026-01-05 12:00:00,Cmp013,SOUTH,592,growth_marketing
482,B-CMP013-2026-01-05-EAST,2026-01-05 12:00:00,Cmp013,EAST,1001,growth_marketing
483,B-CMP013-2026-01-05-WEST,2026-01-05 12:00:00,cmp013,WEST,467,finance_ops
484,B-CMP013-2026-01-06-NORTH,2026-01-06 12:00:00,Cmp013,NORTH,1302,growth_marketing
485,B-CMP013-2026-01-06-SOUTH,2026-01-06 12:00:00,cmp013,SOUTH,761,growth_marketing
486,B-CMP013-2026-01-06-EAST,2026-01-06 12:00:00,Cmp013,EAST,368,growth_marketing
487,B-CMP013-2026-01-06-WEST,2026-01-06 12:00:00,Cmp013,WEST,519,brand_team
488,B-CMP013-2026-01-07-NORTH,2026-01-07 12:00:00,Cmp013,NORTH,858,finance_ops
489,B-CMP013-2026-01-07-SOUTH,2026-01-07 12:00:00,cmp013,SOUTH,1399,finance_ops
490,B-CMP013-2026-01-07-EAST,2026-01-07 12:00:00,Cmp013,EAST,636,finance_ops
491,B-CMP013-2026-01-07-WEST,2026-01-07 12:00:00,cmp013,WEST,653,finance_ops
492,B-CMP013-2026-01-08-NORTH,2026-01-08 12:00:00,CMP013,NORTH,1181,finance_ops
493,B-CMP013-2026-01-08-SOUTH,2026-01-08 12:00:00,CMP013,SOUTH,1493,brand_team
494,B-CMP013-2026-01-08-EAST,2026-01-08 12:00:00,Cmp013,EAST,590,growth_marketing
495,B-CMP013-2026-01-08-WEST,2026-01-08 12:00:00,Cmp013,WEST,1405,brand_team
496,B-CMP013-2026-01-09-NORTH,2026-01-09 12:00:00,Cmp013,NORTH,936,growth_marketing
497,B-CMP013-2026-01-09-SOUTH,2026-01-09 12:00:00,Cmp013,SOUTH,1211,growth_marketing
498,B-CMP013-2026-01-09-EAST,2026-01-09 12:00:00,Cmp013,EAST,687,brand_team
499,B-CMP013-2026-01-09-WEST,2026-01-09 12:00:00,Cmp013,WEST,1452,finance_ops
500,B-CMP013-2026-01-10-NORTH,2026-01-10 12:00:00,Cmp013,NORTH,1075,finance_ops
501,B-CMP013-2026-01-10-SOUTH,2026-01-10 12:00:00,Cmp013,SOUTH,591,finance_ops
502,B-CMP013-2026-01-10-EAST,2026-01-10 12:00:00,cmp013,EAST,441,finance_ops
503,B-CMP013-2026-01-10-WEST,2026-01-10 12:00:00,cmp013,WEST,818,brand_team
504,B-CMP013-2026-01-11-NORTH,2026-01-11 12:00:00,CMP013,NORTH,419,finance_ops
505,B-CMP013-2026-01-11-SOUTH,2026-01-11 12:00:00,cmp013,SOUTH,1315,growth_marketing
506,B-CMP013-2026-01-11-EAST,2026-01-11 12:00:00,CMP013,EAST,425,finance_ops
507,B-CMP013-2026-01-11-WEST,2026-01-11 12:00:00,cmp013,WEST,477,growth_marketing
508,B-CMP013-2026-01-12-NORTH,2026-01-12 12:00:00,Cmp013,NORTH,1408,growth_marketing
509,B-CMP013-2026-01-12-SOUTH,2026-01-12 12:00:00,cmp013,SOUTH,715,brand_team
510,B-CMP013-2026-01-12-EAST,2026-01-12 12:00:00,cmp013,EAST,825,finance_ops
511,B-CMP013-2026-01-12-WEST,2026-01-12 12:00:00,cmp013,WEST,324,finance_ops
512,B-CMP013-2026-01-13-NORTH,2026-01-13 12:00:00,cmp013,NORTH,1069,finance_ops
513,B-CMP013-2026-01-13-SOUTH,2026-01-13 12:00:00,Cmp013,SOUTH,713,growth_marketing
514,B-CMP013-2026-01-13-EAST,2026-01-13 12:00:00,cmp013,EAST,806,growth_marketing
515,B-CMP013-2026-01-13-WEST,2026-01-13 12:00:00,cmp013,WEST,642,finance_ops
516,B-CMP013-2026-01-14-NORTH,2026-01-14 12:00:00,Cmp013,NORTH,582,brand_team
517,B-CMP013-2026-01-14-SOUTH,2026-01-14 12:00:00,Cmp013,SOUTH,1089,brand_team
518,B-CMP013-2026-01-14-EAST,2026-01-14 12:00:00,Cmp013,EAST,1152,brand_team
519,B-CMP013-2026-01-14-WEST,2026-01-14 12:00:00,Cmp013,WEST,1493,brand_team
520,B-CMP014-2026-01-05-NORTH,2026-01-05 12:00:00,Cmp014,NORTH,809,growth_marketing
521,B-CMP014-2026-01-05-SOUTH,2026-01-05 12:00:00,Cmp014,SOUTH,1103,finance_ops
522,B-CMP014-2026-01-05-EAST,2026-01-05 12:00:00,Cmp014,EAST,652,growth_marketing
523,B-CMP014-2026-01-05-WEST,2026-01-05 12:00:00,cmp014,WEST,501,brand_team
524,B-CMP014-2026-01-06-NORTH,2026-01-06 12:00:00,cmp014,NORTH,374,brand_team
525,B-CMP014-2026-01-06-SOUTH,2026-01-06 12:00:00,Cmp014,SOUTH,959,finance_ops
526,B-CMP014-2026-01-06-EAST,2026-01-06 12:00:00,Cmp014,EAST,341,finance_ops
527,B-CMP014-2026-01-06-WEST,2026-01-06 12:00:00,cmp014,WEST,833,finance_ops
528,B-CMP014-2026-01-07-NORTH,2026-01-07 12:00:00,Cmp014,NORTH,635,growth_marketing
