order_id,shipment_id,event_id,event_type,event_ts,scan_city,scan_state
ORD0001792,SHP001605,E001642,in_transit,2025-05-28 15:00:00,Miami,FL
ORD0002129,SHP000237,E000922,label_created,2025-10-19 22:00:00,Chicago,AZ
ORD0000333,SHP000688,E005611,in_transit,2025-01-27 11:00:00,Chicago,AZ
ORD0001526,SHP000282,E000168,label_created,2025-04-28 10:00:00,Phoenix,FL
ORD0001780,SHP000849,E002797,in_transit,2025-02-02 09:00:00,Phoenix,WA
ORD0002110,SHP001378,E000590,out_for_delivery,2025-11-27 09:00:00,Los Angeles,IL
ORD0000994,SHP000703,E004283,out_for_delivery,2025-08-30 18:00:00,Dallas,CO
ORD0001029,SHP000827,E002797,in_transit,2025-12-07 03:00:00,Los Angeles,CO
ORD0000788,SHP001466,E002713,delivered,2025-11-10 16:00:00,Denver,CO
ORD0002033,SHP000675,E003576,out_for_delivery,2025-02-18 23:00:00,Dallas,WA
ORD0002049,SHP000765,E003348,out_for_delivery,2025-03-08 19:00:00,Phoenix,AZ
ORD0001681,SHP000343,E001854,in_transit,2025-05-30 20:00:00,Chicago,CO
ORD0002114,SHP000654,E000852,in_transit,2025-08-02 22:00:00,Dallas,CA
ORD0002108,SHP001237,E000190,label_created,2025-06-10 21:00:00,Phoenix,CA
ORD0001226,SHP001657,E001993,in_transit,2025-03-31 03:00:00,Los Angeles,CO
ORD0000838,SHP001354,E000182,in_transit,2025-02-28 05:00:00,Denver,WA
ORD0000241,SHP001231,E003357,label_created,2025-05-12 13:00:00,Dallas,TX
ORD0000201,SHP001313,E002949,in_transit,2025-08-25 19:00:00,Phoenix,WA
ORD0000887,SHP000117,E004423,out_for_delivery,2025-12-08 18:00:00,Phoenix,CA
ORD0000097,SHP000531,E002374,delivered,2025-12-05 02:00:00,Dallas,TX
ORD0001607,SHP000636,E004328,out_for_delivery,2025-06-13 04:00:00,Los Angeles,AZ
ORD0000159,SHP000172,E001137,picked_up,2025-02-09 14:00:00,New York,CA
ORD0000332,SHP000864,E002672,picked_up,2025-04-14 06:00:00,Seattle,NY
ORD0000370,SHP000772,E005257,out_for_delivery,2025-05-26 10:00:00,Miami,FL
ORD0001691,SHP000089,E000671,picked_up,2025-10-30 16:00:00,Dallas,CA
ORD0001808,SHP000852,E003566,out_for_delivery,2025-07-14 08:00:00,Los Angeles,CA
ORD0000099,SHP000085,E000310,in_transit,2025-01-15 06:00:00,Denver,CO
ORD0001597,SHP000705,E004991,in_transit,2025-10-16 02:00:00,Dallas,CO
ORD0000735,SHP001430,E000540,picked_up,2025-01-24 09:00:00,Seattle,AZ
ORD0001379,SHP000073,E004687,delivered,2025-03-16 03:00:00,New York,FL
ORD0000876,SHP000588,E001669,in_transit,2025-01-10 14:00:00,Dallas,IL
ORD0001127,SHP000093,E000259,in_transit,2025-03-10 01:00:00,Dallas,IL
ORD0001556,SHP001295,E001369,delivered,2025-12-16 02:00:00,Seattle,NY
ORD0000512,SHP000682,E004808,in_transit,2025-01-17 18:00:00,Denver,AZ
ORD0001832,SHP001012,E002820,label_created,2025-05-04 04:00:00,New York,WA
ORD0000712,SHP000991,E003246,delivered,2025-02-21 07:00:00,Denver,CO
ORD0001545,SHP000145,E000804,out_for_delivery,2025-12-19 17:00:00,Seattle,NY
ORD0000311,SHP000172,E003252,label_created,2025-08-25 12:00:00,Dallas,FL
ORD0001223,SHP000036,E001741,picked_up,2025-11-23 14:00:00,Los Angeles,CO
ORD0001200,SHP000789,E001357,in_transit,2025-10-13 00:00:00,Los Angeles,TX
ORD0001838,SHP000492,E005002,in_transit,2025-05-19 18:00:00,Seattle,IL
ORD0001622,SHP000226,E005628,picked_up,2025-03-25 12:00:00,Los Angeles,CA
ORD0001661,SHP001372,E004218,in_transit,2025-02-24 23:00:00,Los Angeles,CO
ORD0001389,SHP001504,E001525,in_transit,2025-02-15 05:00:00,Denver,IL
ORD0000690,SHP000300,E002482,in_transit,2025-04-17 09:00:00,New York,AZ
ORD0002111,SHP000960,E003929,out_for_delivery,2025-10-06 23:00:00,Denver,CA
ORD0001400,SHP000662,E004922,in_transit,2025-06-17 19:00:00,Los Angeles,NY
ORD0000399,SHP000136,E003800,out_for_delivery,2025-09-02 22:00:00,Chicago,IL
ORD0002080,SHP000977,E002124,label_created,2025-04-04 06:00:00,Chicago,FL
ORD0001112,SHP000709,E003108,out_for_delivery,2025-02-17 15:00:00,Dallas,NY
ORD0000069,SHP001037,E001381,in_transit,2025-06-23 05:00:00,Dallas,WA
ORD0001682,SHP001434,E004805,in_transit,2025-01-02 13:00:00,Seattle,CA
ORD0000941,SHP000374,E001701,picked_up,2025-05-17 21:00:00,Denver,TX
ORD0000378,SHP000211,E004110,out_for_delivery,2025-02-12 16:00:00,Miami,IL
ORD0001862,SHP001059,E001247,delivered,2025-09-20 09:00:00,Miami,AZ
ORD0001934,SHP001543,E004460,delivered,2025-10-14 07:00:00,Miami,WA
ORD0000303,SHP001562,E002065,in_transit,2025-07-16 23:00:00,Seattle,IL
ORD0001847,SHP000510,E002856,in_transit,2025-02-22 01:00:00,Denver,AZ
ORD0000840,SHP000751,E002987,picked_up,2025-09-02 16:00:00,Phoenix,CO
ORD0000792,SHP001208,E005319,picked_up,2025-02-06 00:00:00,Dallas,IL
ORD0001455,SHP001092,E004245,delivered,2025-01-06 12:00:00,Dallas,IL
ORD0000836,SHP000963,E000711,in_transit,2025-08-28 08:00:00,Dallas,WA
ORD0002168,SHP001734,E001767,picked_up,2025-04-25 17:00:00,Denver,NY
ORD0001134,SHP001471,E003884,out_for_delivery,2025-04-20 08:00:00,New York,CO
ORD0000917,SHP001270,E005286,picked_up,2025-05-12 16:00:00,Chicago,CA
ORD0001192,SHP001433,E002616,in_transit,2025-11-07 17:00:00,Seattle,TX
ORD0001507,SHP000993,E002276,delivered,2025-02-23 04:00:00,Phoenix,CA
ORD0001305,SHP001546,E005433,label_created,2025-10-15 06:00:00,Dallas,IL
ORD0000989,SHP001388,E004681,picked_up,2025-04-26 07:00:00,Dallas,WA
ORD0002099,SHP001602,E001626,delivered,2025-12-22 02:00:00,Los Angeles,NY
ORD0001688,SHP000176,E003868,label_created,2025-01-05 06:00:00,Phoenix,FL
ORD0002037,SHP000105,E003713,in_transit,2025-12-24 18:00:00,Miami,FL
ORD0000635,SHP000189,E000136,in_transit,2025-04-10 15:00:00,Los Angeles,CO
ORD0000862,SHP000915,E004435,in_transit,2025-09-01 21:00:00,Seattle,AZ
ORD0000831,SHP001438,E004441,delivered,2025-10-29 19:00:00,Los Angeles,CO
ORD0002061,SHP000997,E001797,picked_up,2025-07-02 17:00:00,Seattle,CA
ORD0000805,SHP000114,E002908,delivered,2025-04-06 13:00:00,Los Angeles,WA
ORD0001327,SHP000433,E004850,in_transit,2025-01-29 03:00:00,Denver,CA
ORD0000513,SHP001354,E000186,in_transit,2025-09-16 12:00:00,Denver,TX
ORD0000607,SHP000113,E002875,out_for_delivery,2025-04-06 09:00:00,Chicago,CO
ORD0001247,SHP001510,E003237,in_transit,2025-01-20 01:00:00,Denver,TX
ORD0000081,SHP000712,E003575,in_transit,2025-12-19 07:00:00,Los Angeles,NY
ORD0000539,SHP001371,E005289,out_for_delivery,2025-12-05 15:00:00,Dallas,WA
ORD0001825,SHP000693,E005216,label_created,2025-01-04 10:00:00,New York,NY
ORD0000982,SHP000992,E001420,in_transit,2025-06-18 08:00:00,New York,NY
ORD0001175,SHP001466,E001546,out_for_delivery,2025-08-05 00:00:00,Chicago,AZ
ORD0000111,SHP001470,E002631,picked_up,2025-01-10 15:00:00,Miami,CA
ORD0001595,SHP001213,E000500,in_transit,2025-08-29 14:00:00,Denver,IL
ORD0001541,SHP000381,E005196,picked_up,2025-03-14 23:00:00,Chicago,IL
ORD0000137,SHP001168,E004827,label_created,2025-05-19 08:00:00,Phoenix,FL
ORD0000791,SHP000789,E000593,picked_up,2025-12-24 03:00:00,Chicago,AZ
ORD0000749,SHP000793,E003593,in_transit,2025-12-23 16:00:00,Seattle,NY
ORD0001240,SHP000446,E004092,in_transit,2025-08-01 02:00:00,Chicago,WA
ORD0001628,SHP001134,E005447,delivered,2025-06-23 22:00:00,New York,FL
ORD0001142,SHP000479,E004638,out_for_delivery,2025-09-04 14:00:00,Miami,FL
ORD0000656,SHP000689,E004065,in_transit,2025-10-20 04:00:00,New York,CO
ORD0001955,SHP000432,E000329,delivered,2025-06-24 14:00:00,Phoenix,CA
ORD0001595,SHP000835,E001493,label_created,2025-03-15 02:00:00,Seattle,FL
ORD0000661,SHP000154,E003918,label_created,2025-09-10 18:00:00,Dallas,TX
ORD0000146,SHP001517,E001291,label_created,2025-12-20 13:00:00,Chicago,CO
ORD0001223,SHP001581,E004051,out_for_delivery,2025-04-05 22:00:00,Chicago,NY
ORD0000650,SHP000892,E003160,delivered,2025-01-19 11:00:00,Seattle,CA
ORD0001535,SHP001360,E005186,picked_up,2025-07-04 16:00:00,Dallas,CO
ORD0000689,SHP001586,E004303,out_for_delivery,2025-06-24 14:00:00,Chicago,IL
ORD0001030,SHP001639,E002372,delivered,2025-02-10 17:00:00,Denver,WA
ORD0000744,SHP000448,E000088,in_transit,2025-04-13 07:00:00,Dallas,IL
ORD0001035,SHP001274,E002367,in_transit,2025-01-18 22:00:00,Denver,IL
ORD0000176,SHP000196,E005643,out_for_delivery,2025-11-13 03:00:00,Phoenix,IL
ORD0000810,SHP000493,E004394,label_created,2025-08-15 17:00:00,Denver,CO
ORD0002089,SHP001702,E001014,in_transit,2025-07-31 13:00:00,Phoenix,FL
ORD0001288,SHP001215,E005006,label_created,2025-10-16 16:00:00,New York,CA
ORD0001622,SHP001432,E004472,in_transit,2025-11-10 17:00:00,New York,NY
ORD0002173,SHP000974,E003630,in_transit,2025-02-17 05:00:00,Dallas,CA
ORD0000146,SHP000236,E000026,picked_up,2025-09-11 06:00:00,Seattle,CO
ORD0000797,SHP000959,E004541,label_created,2025-04-11 03:00:00,Seattle,CA
ORD0001249,SHP000839,E000896,out_for_delivery,2025-05-26 19:00:00,Dallas,CA
ORD0002150,SHP000453,E003072,picked_up,2025-04-29 21:00:00,Phoenix,AZ
ORD0000350,SHP001534,E005038,picked_up,2025-01-28 02:00:00,Dallas,CA
ORD0001894,SHP001755,E002051,label_created,2025-11-10 02:00:00,Los Angeles,AZ
ORD0000263,SHP000177,E001547,picked_up,2025-07-28 05:00:00,Miami,WA
ORD0000178,SHP001753,E005216,picked_up,2025-02-20 18:00:00,Dallas,TX
ORD0001949,SHP000878,E003527,delivered,2025-08-05 04:00:00,Dallas,AZ
ORD0001869,SHP000283,E000557,out_for_delivery,2025-01-13 08:00:00,New York,WA
ORD0000099,SHP000059,E003042,label_created,2025-01-25 19:00:00,New York,AZ
ORD0001165,SHP000798,E005566,in_transit,2025-04-19 04:00:00,Seattle,NY
ORD0001182,SHP000457,E002364,label_created,2025-05-23 15:00:00,Chicago,WA
ORD0001957,SHP001188,E002244,label_created,2025-02-10 04:00:00,Miami,IL
ORD0000008,SHP001408,E001696,picked_up,2025-07-10 17:00:00,Chicago,FL
ORD0000715,SHP000598,E005159,delivered,2025-08-11 15:00:00,Miami,AZ
ORD0000895,SHP001262,E002880,in_transit,2025-04-07 02:00:00,Phoenix,TX
ORD0001448,SHP000591,E002554,in_transit,2025-05-14 02:00:00,Los Angeles,CA
ORD0001729,SHP000436,E004167,exception,2025-08-22 08:00:00,Miami,IL
ORD0000539,SHP000736,E004574,picked_up,2025-07-25 09:00:00,Phoenix,IL
ORD0001524,SHP000202,E005616,in_transit,2025-05-25 02:00:00,Dallas,TX
ORD0001763,SHP000357,E001391,in_transit,2025-04-28 11:00:00,Phoenix,NY
ORD0000799,SHP000046,E001915,exception,2025-06-19 21:00:00,Chicago,CO
ORD0000358,SHP001683,E005051,label_created,2025-03-03 12:00:00,New York,FL
ORD0001324,SHP001583,E005467,out_for_delivery,2025-05-07 06:00:00,Miami,IL
ORD0001899,SHP000010,E001624,in_transit,2025-04-25 13:00:00,Los Angeles,FL
ORD0000597,SHP000050,E005040,exception,2025-05-15 02:00:00,Chicago,WA
ORD0001438,SHP001126,E002225,picked_up,2025-07-30 17:00:00,Dallas,FL
ORD0001215,SHP001473,E002819,picked_up,2025-02-05 21:00:00,Los Angeles,FL
ORD0001748,SHP000017,E001412,picked_up,2025-04-16 05:00:00,New York,NY
ORD0001489,SHP000186,E000698,in_transit,2025-09-21 19:00:00,New York,CA
ORD0000467,SHP001545,E003791,in_transit,2025-09-07 04:00:00,New York,FL
ORD0000250,SHP000596,E000118,label_created,2025-07-30 14:00:00,Miami,NY
ORD0000164,SHP001634,E004158,in_transit,2025-01-03 01:00:00,Los Angeles,CO
ORD0001125,SHP001187,E001623,delivered,2025-07-04 16:00:00,Los Angeles,NY
ORD0002065,SHP000387,E005603,picked_up,2025-02-20 07:00:00,Dallas,IL
ORD0000215,SHP001739,E002128,in_transit,2025-06-22 10:00:00,Denver,CO
ORD0001610,SHP000597,E004575,out_for_delivery,2025-10-11 16:00:00,Phoenix,IL
ORD0000788,SHP001466,E001401,out_for_delivery,2025-02-05 19:00:00,Seattle,TX
ORD0001493,SHP000897,E004077,out_for_delivery,2025-08-25 20:00:00,Miami,FL
ORD0000179,SHP000861,E000801,out_for_delivery,2025-07-23 05:00:00,Denver,WA
ORD0002032,SHP000715,E004142,in_transit,2025-10-11 22:00:00,Los Angeles,WA
ORD0001076,SHP000443,E003054,label_created,2025-03-23 12:00:00,New York,CA
ORD0001252,SHP000322,E001604,in_transit,2025-09-25 17:00:00,Los Angeles,CO
ORD0000590,SHP000899,E002171,in_transit,2025-03-16 05:00:00,New York,TX
ORD0000047,SHP001700,E002185,picked_up,2025-01-07 18:00:00,Chicago,FL
ORD0001221,SHP000245,E001654,delivered,2025-07-07 00:00:00,Chicago,IL
ORD0001114,SHP000687,E002759,exception,2025-12-18 10:00:00,New York,AZ
ORD0000549,SHP001343,E002657,out_for_delivery,2025-05-22 11:00:00,Phoenix,CA
ORD0000858,SHP001212,E002638,label_created,2025-04-15 05:00:00,Seattle,TX
ORD0000180,SHP000067,E002663,picked_up,2025-04-12 12:00:00,Chicago,CA
ORD0001809,SHP001362,E003030,delivered,2025-06-23 23:00:00,Dallas,NY
ORD0001817,SHP001025,E000398,in_transit,2025-09-05 17:00:00,Miami,FL
ORD0000501,SHP001344,E003200,out_for_delivery,2025-08-06 06:00:00,New York,WA
ORD0002168,SHP001331,E004356,label_created,2025-12-03 16:00:00,Los Angeles,CO
ORD0001225,SHP000990,E005429,in_transit,2025-03-06 08:00:00,Phoenix,NY
ORD0001755,SHP000061,E000217,in_transit,2025-04-05 22:00:00,Chicago,WA
ORD0001430,SHP000376,E001585,out_for_delivery,2025-02-28 14:00:00,Chicago,WA
ORD0001742,SHP001292,E000436,out_for_delivery,2025-04-11 19:00:00,New York,NY
ORD0002035,SHP000271,E003856,label_created,2025-06-28 13:00:00,Phoenix,WA
ORD0002008,SHP000217,E003096,in_transit,2025-06-11 17:00:00,Miami,CA
ORD0001692,SHP000140,E005659,out_for_delivery,2025-11-04 00:00:00,Dallas,IL
ORD0001213,SHP000565,E003365,out_for_delivery,2025-09-06 09:00:00,Chicago,CA
ORD0000706,SHP001261,E001570,in_transit,2025-07-04 08:00:00,Chicago,CO
ORD0000363,SHP001454,E003880,label_created,2025-05-09 09:00:00,Denver,TX
ORD0001498,SHP000045,E003069,in_transit,2025-12-06 20:00:00,Denver,CA
ORD0000212,SHP000506,E002335,delivered,2025-10-02 17:00:00,New York,TX
ORD0000585,SHP001455,E005007,in_transit,2025-09-07 13:00:00,Chicago,CA
ORD0001135,SHP000306,E001681,delivered,2025-09-08 19:00:00,Miami,FL
ORD0000283,SHP000930,E000435,in_transit,2025-12-31 06:00:00,Denver,AZ
ORD0001276,SHP000344,E002275,in_transit,2025-02-08 15:00:00,Dallas,AZ
ORD0001046,SHP000241,E005304,in_transit,2025-07-02 12:00:00,Chicago,CO
ORD0002139,SHP001015,E000745,picked_up,2025-07-04 07:00:00,New York,CO
ORD0001280,SHP001500,E003142,delivered,2025-02-19 17:00:00,New York,NY
ORD0001361,SHP000722,E001508,out_for_delivery,2025-07-08 21:00:00,Miami,CA
ORD0001086,SHP000224,E003255,in_transit,2025-07-01 21:00:00,Dallas,CA
ORD0000554,SHP000802,E002155,out_for_delivery,2025-08-29 23:00:00,Los Angeles,TX
ORD0001805,SHP000641,E003519,picked_up,2025-05-30 14:00:00,Miami,TX
ORD0000292,SHP000523,E003263,label_created,2025-05-11 14:00:00,Phoenix,TX
ORD0001614,SHP000731,E003622,in_transit,2025-11-28 20:00:00,Denver,FL
ORD0001038,SHP000714,E004296,in_transit,2025-02-07 09:00:00,Denver,AZ
ORD0000659,SHP001704,E004024,out_for_delivery,2025-12-25 07:00:00,Chicago,FL
ORD0002104,SHP000039,E002155,picked_up,2025-04-01 02:00:00,Seattle,TX
ORD0000661,SHP001629,E002973,picked_up,2025-09-28 20:00:00,Seattle,AZ
ORD0001054,SHP001172,E004852,in_transit,2025-05-27 10:00:00,Denver,TX
ORD0000100,SHP001408,E001922,in_transit,2025-08-16 06:00:00,Dallas,AZ
ORD0001657,SHP000683,E005618,out_for_delivery,2025-02-12 15:00:00,Denver,NY
ORD0000931,SHP001687,E003141,picked_up,2025-11-29 04:00:00,Seattle,TX
ORD0001269,SHP000293,E000516,delivered,2025-09-13 12:00:00,Dallas,AZ
ORD0002131,SHP000032,E004933,delivered,2025-10-19 17:00:00,Phoenix,TX
ORD0000925,SHP001727,E001410,out_for_delivery,2025-09-07 23:00:00,Miami,AZ
ORD0002179,SHP001730,E001057,label_created,2025-09-16 02:00:00,Denver,NY
ORD0000564,SHP001343,E005251,label_created,2025-05-05 07:00:00,Miami,CO
ORD0002067,SHP000779,E003832,delivered,2025-03-23 23:00:00,Dallas,CO
ORD0002175,SHP001151,E001788,in_transit,2025-11-18 19:00:00,Seattle,TX
ORD0001067,SHP001601,E000903,out_for_delivery,2025-12-25 02:00:00,Dallas,IL
ORD0000536,SHP000849,E000616,in_transit,2025-09-04 21:00:00,Miami,AZ
ORD0001608,SHP000031,E003201,delivered,2025-07-22 21:00:00,Denver,CO
ORD0000448,SHP000519,E005510,out_for_delivery,2025-04-04 10:00:00,Phoenix,AZ
ORD0000858,SHP000091,E001102,exception,2025-06-13 10:00:00,Denver,AZ
ORD0000862,SHP000528,E004013,delivered,2025-02-26 12:00:00,Chicago,IL
ORD0001533,SHP000042,E002446,label_created,2025-09-02 07:00:00,Dallas,IL
ORD0001889,SHP000195,E000937,in_transit,2025-08-22 18:00:00,Miami,AZ
ORD0001693,SHP000073,E002389,out_for_delivery,2025-12-05 05:00:00,Phoenix,FL
ORD0000379,SHP001611,E004505,in_transit,2025-04-30 09:00:00,Chicago,CA
ORD0000727,SHP001317,E003850,in_transit,2025-11-21 21:00:00,New York,CA
ORD0000617,SHP001201,E004794,in_transit,2025-12-29 03:00:00,Denver,NY
ORD0001347,SHP000845,E002044,delivered,2025-11-17 22:00:00,Los Angeles,WA
ORD0001020,SHP000919,E001966,in_transit,2025-03-24 21:00:00,Seattle,WA
ORD0000450,SHP000935,E001267,picked_up,2025-02-03 04:00:00,Los Angeles,CA
ORD0000940,SHP001664,E000374,picked_up,2025-01-29 13:00:00,New York,IL
ORD0002049,SHP000765,E001813,picked_up,2025-08-06 10:00:00,Chicago,FL
ORD0001419,SHP001661,E004013,delivered,2025-10-01 12:00:00,New York,CO
ORD0000134,SHP000859,E003741,in_transit,2025-09-09 01:00:00,New York,CO
ORD0000320,SHP000400,E005515,picked_up,2025-10-12 18:00:00,Seattle,CA
ORD0000664,SHP000729,E002773,delivered,2025-03-23 18:00:00,Miami,AZ
ORD0001506,SHP001148,E005511,picked_up,2025-01-01 18:00:00,Dallas,FL
ORD0001568,SHP000947,E001422,in_transit,2025-04-27 09:00:00,Denver,AZ
ORD0001428,SHP000571,E000637,picked_up,2025-09-14 20:00:00,Seattle,AZ
ORD0001112,SHP000147,E003519,in_transit,2025-07-29 06:00:00,Dallas,WA
ORD0001796,SHP001699,E001514,picked_up,2025-02-14 17:00:00,Los Angeles,CO
ORD0001993,SHP000154,E005556,picked_up,2025-07-21 07:00:00,New York,CA
ORD0001047,SHP001339,E001761,out_for_delivery,2025-02-24 17:00:00,Miami,CA
ORD0000087,SHP001689,E003969,delivered,2025-10-23 13:00:00,Chicago,WA
ORD0001218,SHP000721,E003601,delivered,2025-11-13 07:00:00,Dallas,WA
ORD0000464,SHP000558,E003600,out_for_delivery,2025-01-09 11:00:00,New York,FL
ORD0001409,SHP000152,E004494,label_created,2025-12-07 13:00:00,Seattle,NY
ORD0000143,SHP000138,E003511,out_for_delivery,2025-12-29 12:00:00,Phoenix,NY
ORD0001021,SHP001209,E004098,in_transit,2025-08-27 10:00:00,Denver,NY
ORD0001508,SHP000524,E005256,label_created,2025-10-29 20:00:00,Seattle,CO
ORD0001648,SHP001734,E003286,in_transit,2025-07-16 14:00:00,Chicago,FL
ORD0000551,SHP001180,E002017,out_for_delivery,2025-02-03 18:00:00,Chicago,WA
ORD0000069,SHP001037,E005097,label_created,2025-10-27 00:00:00,New York,TX
ORD0001692,SHP000811,E005479,in_transit,2025-02-10 17:00:00,Phoenix,CO
ORD0000830,SHP001402,E000772,in_transit,2025-11-15 01:00:00,Denver,IL
ORD0001467,SHP000386,E002110,picked_up,2025-12-13 09:00:00,Denver,CA
ORD0001257,SHP000665,E001566,delivered,2025-07-11 06:00:00,Chicago,FL
ORD0000300,SHP000426,E003578,delivered,2025-10-09 15:00:00,Chicago,NY
ORD0001236,SHP000753,E001930,label_created,2025-04-04 16:00:00,Los Angeles,TX
ORD0002168,SHP000528,E003775,delivered,2025-10-13 06:00:00,Chicago,TX
ORD0001647,SHP000941,E002943,label_created,2025-12-29 14:00:00,Denver,NY
ORD0000634,SHP000311,E000120,in_transit,2025-08-19 22:00:00,Seattle,NY
ORD0001414,SHP000337,E000018,picked_up,2025-04-28 11:00:00,Chicago,TX
ORD0001049,SHP001273,E001221,in_transit,2025-06-24 08:00:00,Miami,TX
ORD0001944,SHP001014,E001173,delivered,2025-02-18 08:00:00,Miami,TX
ORD0001809,SHP000654,E004842,exception,2025-11-18 05:00:00,Chicago,AZ
ORD0001870,SHP000657,E002816,label_created,2025-09-30 15:00:00,Seattle,NY
ORD0001025,SHP001418,E001236,picked_up,2025-08-24 16:00:00,Denver,NY
ORD0002195,SHP000890,E003931,delivered,2025-05-01 21:00:00,Chicago,NY
ORD0001233,SHP001512,E001401,in_transit,2025-06-17 03:00:00,Dallas,CA
ORD0000536,SHP001358,E004119,in_transit,2025-07-30 05:00:00,Chicago,WA
ORD0001793,SHP001460,E002584,out_for_delivery,2025-01-07 05:00:00,Seattle,WA
ORD0001973,SHP001418,E002843,out_for_delivery,2025-01-19 04:00:00,Los Angeles,CA
ORD0000140,SHP001471,E002972,exception,2025-02-05 21:00:00,Phoenix,IL
ORD0000220,SHP000642,E000465,out_for_delivery,2025-04-18 04:00:00,New York,IL
ORD0000737,SHP001396,E002479,out_for_delivery,2025-05-09 09:00:00,Chicago,TX
ORD0002104,SHP000039,E003069,out_for_delivery,2025-09-17 22:00:00,Denver,CA
ORD0000278,SHP001333,E000717,in_transit,2025-11-22 19:00:00,Denver,TX
ORD0001120,SHP000186,E003096,picked_up,2025-12-03 15:00:00,Phoenix,IL
ORD0001399,SHP000483,E005183,out_for_delivery,2025-10-21 12:00:00,Denver,CA
ORD0000018,SHP001081,E000427,in_transit,2025-05-27 18:00:00,Miami,AZ
ORD0001342,SHP001238,E003162,in_transit,2025-03-28 06:00:00,Phoenix,TX
ORD0001956,SHP000835,E002895,label_created,2025-10-10 14:00:00,Dallas,AZ
ORD0000619,SHP000030,E005024,exception,2025-06-05 00:00:00,Los Angeles,NY
ORD0000575,SHP000851,E000268,picked_up,2025-10-04 11:00:00,Miami,TX
ORD0000803,SHP001708,E001852,in_transit,2025-05-24 10:00:00,Denver,IL
ORD0000719,SHP000555,E002747,picked_up,2025-05-13 04:00:00,Chicago,CA
ORD0001657,SHP000683,E005197,out_for_delivery,2025-04-18 04:00:00,Chicago,FL
ORD0000660,SHP000893,E000530,label_created,2025-04-03 11:00:00,Dallas,WA
ORD0001278,SHP001749,E005190,delivered,2025-11-12 03:00:00,Phoenix,NY
ORD0001117,SHP000279,E001737,picked_up,2025-01-11 13:00:00,New York,AZ
ORD0000864,SHP000464,E002249,in_transit,2025-06-17 08:00:00,Denver,NY
ORD0001208,SHP000826,E000652,picked_up,2025-04-03 18:00:00,Los Angeles,WA
ORD0001553,SHP001625,E004230,in_transit,2025-06-24 02:00:00,Chicago,NY
ORD0000197,SHP000136,E000344,picked_up,2025-02-26 17:00:00,Chicago,CA
ORD0002170,SHP000944,E003567,in_transit,2025-11-15 04:00:00,Dallas,NY
ORD0000510,SHP000381,E005510,out_for_delivery,2025-03-21 14:00:00,Chicago,TX
ORD0001137,SHP001765,E000973,picked_up,2025-05-27 06:00:00,New York,FL
ORD0000073,SHP000595,E001145,in_transit,2025-01-05 17:00:00,Miami,AZ
ORD0000510,SHP000340,E003085,delivered,2025-07-28 11:00:00,Dallas,FL
ORD0001319,SHP000249,E001049,out_for_delivery,2025-02-13 14:00:00,Los Angeles,WA
ORD0001610,SHP001602,E000422,picked_up,2025-06-25 20:00:00,Denver,WA
ORD0002132,SHP001164,E004234,picked_up,2025-08-05 11:00:00,Seattle,FL
ORD0001565,SHP001461,E004466,out_for_delivery,2025-01-30 14:00:00,New York,CO
ORD0000943,SHP000180,E002263,delivered,2025-09-12 07:00:00,Dallas,NY
ORD0000611,SHP001637,E002089,picked_up,2025-09-04 05:00:00,Seattle,AZ
ORD0001383,SHP000047,E004518,delivered,2025-10-06 06:00:00,Los Angeles,AZ
ORD0000457,SHP001582,E002216,picked_up,2025-01-31 23:00:00,New York,TX
ORD0000833,SHP001311,E003267,picked_up,2025-12-01 03:00:00,Phoenix,WA
ORD0001382,SHP001565,E001505,picked_up,2025-09-27 06:00:00,Phoenix,AZ
ORD0000624,SHP001016,E001950,out_for_delivery,2025-01-25 04:00:00,New York,CA
ORD0000320,SHP001099,E002464,in_transit,2025-12-12 17:00:00,Los Angeles,CO
ORD0000282,SHP001091,E003464,delivered,2025-08-03 02:00:00,Denver,CA
ORD0001327,SHP000758,E004422,in_transit,2025-06-23 19:00:00,Seattle,CO
ORD0002045,SHP000316,E002904,in_transit,2025-01-28 11:00:00,Phoenix,WA
ORD0000073,SHP001756,E000790,in_transit,2025-08-21 17:00:00,Los Angeles,NY
ORD0000853,SHP000430,E000505,label_created,2025-04-23 16:00:00,Seattle,WA
ORD0000890,SHP000467,E000732,in_transit,2025-10-05 20:00:00,Seattle,CO
ORD0000988,SHP001400,E003746,in_transit,2025-07-03 11:00:00,Dallas,NY
ORD0001759,SHP000840,E002275,picked_up,2025-09-29 01:00:00,Los Angeles,NY
ORD0000893,SHP001022,E001861,picked_up,2025-07-09 22:00:00,New York,AZ
ORD0001187,SHP000428,E000876,delivered,2025-05-26 21:00:00,Dallas,NY
ORD0001338,SHP000019,E005661,in_transit,2025-06-25 04:00:00,Chicago,NY
ORD0000269,SHP000235,E001310,label_created,2025-08-21 15:00:00,Denver,WA
ORD0001175,SHP000418,E004900,in_transit,2025-04-18 05:00:00,Los Angeles,NY
ORD0000501,SHP001344,E004236,picked_up,2025-05-28 13:00:00,Los Angeles,TX
ORD0000263,SHP000478,E002321,in_transit,2025-02-26 00:00:00,Miami,FL
ORD0001148,SHP000588,E002001,label_created,2025-03-11 13:00:00,Dallas,WA
ORD0000930,SHP000989,E003058,in_transit,2025-04-10 02:00:00,Seattle,NY
ORD0000562,SHP001793,E002439,delivered,2025-04-06 01:00:00,Denver,CA
