ship_date,order_id,carrier,shipment_id,origin_state,shipping_cost,service_level,dest_state
2025-05-18,ORD0001392,ups,SHP000277,TX,6.85,ground,CA
2025-01-09,ORD0002082,ups,SHP001409,IL,8.74,ground,IL
2025-08-25,ORD0002060,ups,SHP000111,FL,37.25,ground,IL
2025-08-04,ORD0001565,usps,SHP001092,WA,20.84,ground,NY
2025-01-20,ORD0001732,fedex,SHP001510,CO,11.4,ground,NY
2025-04-25,ORD0000143,usps,SHP001758,WA,12.87,ground,NY
2025-05-28,ORD0000253,usps,SHP001752,WA,7.96,2_day,IL
2025-12-23,ORD0000116,ups,SHP000635,CO,22.97,2_day,CO
2025-09-05,ORD0001744,ups,SHP000177,IL,4.27,ground,AZ
2025-01-11,ORD0002040,fedex,SHP000006,AZ,41.12,ground,AZ
2025-02-26,ORD0001887,fedex,SHP000715,FL,17.25,ground,CA
2025-07-27,ORD0000635,fedex,SHP001785,TX,35.1,ground,CO
2025-01-05,ORD0001403,fedex,SHP000288,FL,20.32,ground,CO
2025-08-27,ORD0001303,ups,SHP001367,IL,34.95,ground,CA
2025-01-30,ORD0000836,fedex,SHP000963,CA,43.65,ground,CA
2025-06-22,ORD0001939,usps,SHP001314,WA,9.1,ground,IL
2025-01-03,ORD0001427,fedex,SHP000371,CO,25.32,ground,FL
2025-05-26,ORD0001476,usps,SHP000536,IL,15.02,ground,FL
2025-08-30,ORD0002115,ups,SHP001270,WA,32.42,ground,CO
2025-11-19,ORD0001097,usps,SHP001352,AZ,26.72,ground,TX
2025-09-25,ORD0001679,ups,SHP000811,IL,35.14,ground,IL
2025-07-24,ORD0001124,fedex,SHP001424,CO,17.13,ground,IL
2025-01-03,ORD0001024,ups,SHP000295,NY,13.97,ground,CO
2025-09-24,ORD0001467,usps,SHP001095,TX,42.34,ground,TX
2025-11-10,ORD0000942,usps,SHP001024,WA,40.29,ground,AZ
2025-05-11,ORD0001929,ups,SHP000756,IL,29.15,ground,FL
2025-11-13,ORD0002135,fedex,SHP000664,CA,23.63,ground,FL
2025-12-11,ORD0000054,ups,SHP001386,IL,23.77,ground,AZ
2025-12-13,ORD0000803,fedex,SHP001708,WA,24.31,ground,TX
2025-06-17,ORD0000497,fedex,SHP001008,IL,23.17,ground,IL
2025-06-16,ORD0001263,ups,SHP001090,AZ,23.69,ground,IL
2025-02-27,ORD0002044,ups,SHP001031,CA,10.78,ground,CA
2025-09-24,ORD0001467,usps,SHP000748,IL,15.37,2_day,NY
2025-10-02,ORD0000686,fedex,SHP000693,WA,21.24,ground,IL
2025-12-24,ORD0001833,usps,SHP001414,WA,24.44,ground,NY
2025-04-04,ORD0001042,usps,SHP001319,CO,40.22,ground,TX
2025-03-12,ORD0000530,fedex,SHP000575,AZ,30.9,ground,FL
2025-06-09,ORD0001894,ups,SHP001654,AZ,42.19,ground,IL
2025-09-16,ORD0000151,usps,SHP000437,CA,18.87,ground,FL
2025-10-10,ORD0001036,usps,SHP001435,CA,29.66,overnight,TX
2025-06-28,ORD0001779,dhl,SHP000269,AZ,22.75,2_day,CA
2025-05-24,ORD0001425,ups,SHP001301,FL,16.9,ground,FL
2025-05-23,ORD0000432,ups,SHP000866,NY,21.32,2_day,TX
2025-07-09,ORD0000384,usps,SHP000034,WA,36.72,ground,TX
2025-07-29,ORD0000207,ups,SHP000378,WA,35.42,2_day,IL
2025-07-13,ORD0000620,ups,SHP000480,NY,14.61,2_day,NY
2025-09-07,ORD0001878,ups,SHP000999,TX,20.46,ground,FL
2025-12-17,ORD0001429,fedex,SHP001740,CA,14.18,ground,AZ
2025-05-30,ORD0000347,ups,SHP000768,AZ,9.55,ground,NY
2025-11-24,ORD0000600,ups,SHP001666,AZ,44.09,ground,AZ
2025-04-18,ORD0001935,dhl,SHP000422,CO,30.25,ground,NY
2025-03-23,ORD0001396,fedex,SHP000476,NY,37.99,ground,WA
2025-01-23,ORD0000810,usps,SHP001635,CA,30.77,2_day,WA
2025-09-03,ORD0001168,usps,SHP000979,WA,19.73,2_day,AZ
2025-04-06,ORD0000776,fedex,SHP000614,WA,24.19,ground,WA
2025-02-16,ORD0001915,dhl,SHP000446,CA,27.93,2_day,TX
2025-08-28,ORD0001242,usps,SHP001024,WA,34.91,ground,FL
2025-02-14,ORD0000529,ups,SHP001295,FL,8.81,ground,WA
2025-01-21,ORD0000453,fedex,SHP000079,CA,18.35,2_day,AZ
2025-04-23,ORD0001534,ups,SHP000122,IL,18.11,ground,CA
2025-04-14,ORD0000994,fedex,SHP001301,WA,29.57,overnight,CO
2025-10-14,ORD0000386,fedex,SHP001095,WA,22.01,ground,CA
2025-08-03,ORD0001348,usps,SHP001069,CA,14.11,ground,IL
2025-11-22,ORD0001519,usps,SHP000254,WA,14.36,2_day,FL
2025-06-21,ORD0001889,ups,SHP000381,NY,4.24,ground,CO
2025-07-07,ORD0001928,usps,SHP000663,TX,18.87,ground,FL
2025-03-23,ORD0001897,fedex,SHP001358,CA,35.35,ground,FL
2025-03-03,ORD0000067,ups,SHP001146,IL,36.15,2_day,TX
2025-02-19,ORD0001181,ups,SHP001004,AZ,17.74,ground,FL
2025-12-21,ORD0000241,usps,SHP000160,FL,19.93,ground,CA
2025-12-30,ORD0000807,ups,SHP000245,AZ,25.21,ground,FL
2025-09-29,ORD0000565,fedex,SHP000904,CA,26.93,ground,WA
2025-12-07,ORD0001723,fedex,SHP000203,FL,39.02,ground,IL
2025-06-12,ORD0000097,ups,SHP000531,TX,25.88,ground,WA
2025-08-15,ORD0001524,ups,SHP000202,NY,43.01,2_day,TX
2025-10-28,ORD0000992,ups,SHP000434,FL,7.56,ground,TX
2025-08-09,ORD0001481,fedex,SHP001138,CO,28.42,ground,CA
2025-08-02,ORD0000688,fedex,SHP000406,NY,36.34,ground,CO
2025-09-04,ORD0000521,usps,SHP000477,NY,10.86,overnight,AZ
2025-05-20,ORD0002038,usps,SHP001675,CO,5.71,ground,CO
2025-10-25,ORD0000622,fedex,SHP000878,CA,29.52,2_day,CA
2025-09-23,ORD0000583,dhl,SHP000691,AZ,7.11,ground,TX
2025-03-09,ORD0000057,dhl,SHP000529,FL,18.34,2_day,WA
2025-08-22,ORD0001284,ups,SHP000235,FL,43.37,2_day,NY
2025-06-07,ORD0002127,ups,SHP001507,NY,44.2,ground,AZ
2025-02-03,ORD0000638,fedex,SHP000399,WA,15.1,ground,IL
2025-10-19,ORD0001722,ups,SHP001483,CO,10.93,ground,NY
2025-10-29,ORD0000542,ups,SHP001030,TX,5.87,ground,AZ
2025-10-17,ORD0001624,ups,SHP000277,WA,22.77,ground,AZ
2025-07-24,ORD0001201,ups,SHP000732,IL,29.92,ground,WA
2025-03-30,ORD0001661,dhl,SHP001328,WA,21.27,2_day,FL
2025-08-26,ORD0000371,usps,SHP000421,NY,40.55,ground,CA
2025-01-30,ORD0001858,fedex,SHP000401,AZ,35.86,ground,WA
2025-12-11,ORD0000872,fedex,SHP000641,IL,42.42,ground,IL
2025-09-01,ORD0000597,ups,SHP000193,IL,22.42,2_day,WA
2025-04-18,ORD0002172,fedex,SHP001233,AZ,35.18,ground,CA
2025-01-06,ORD0000881,fedex,SHP000999,IL,39.09,2_day,AZ
2025-09-08,ORD0002160,usps,SHP001344,CO,31.2,ground,NY
2025-01-06,ORD0000910,fedex,SHP000702,IL,32.32,ground,CO
2025-01-20,ORD0000991,usps,SHP000231,CA,26.37,ground,WA
2025-04-26,ORD0001728,fedex,SHP001718,CA,15.65,2_day,WA
2025-12-03,ORD0001180,fedex,SHP000293,IL,13.37,ground,WA
2025-01-08,ORD0001417,ups,SHP000943,WA,26.91,ground,WA
2025-07-18,ORD0000227,ups,SHP000559,NY,43.72,2_day,NY
2025-08-22,ORD0000528,usps,SHP001542,TX,4.49,ground,CA
2025-06-05,ORD0001388,usps,SHP000869,AZ,32.48,ground,IL
2025-12-31,ORD0001479,dhl,SHP001021,WA,26.64,ground,TX
2025-05-11,ORD0001438,fedex,SHP001126,TX,7.24,ground,WA
2025-08-25,ORD0000477,usps,SHP000814,NY,40.48,ground,FL
2025-08-08,ORD0000748,dhl,SHP000291,TX,23.18,ground,AZ
2025-08-12,ORD0000143,fedex,SHP000641,WA,41.04,2_day,CA
2025-09-19,ORD0001363,ups,SHP001162,CO,13.5,ground,AZ
2025-03-03,ORD0000415,ups,SHP000651,NY,40.58,ground,FL
2025-02-10,ORD0000689,fedex,SHP000419,CA,30.19,2_day,CO
2025-10-01,ORD0001131,ups,SHP000292,WA,27.29,ground,FL
2025-06-16,ORD0000597,ups,SHP000065,FL,17.1,2_day,AZ
2025-12-08,ORD0001988,fedex,SHP000452,IL,31.95,ground,CA
2025-07-27,ORD0001753,fedex,SHP001442,CA,30.67,2_day,AZ
2025-07-04,ORD0000904,dhl,SHP001778,FL,16.49,ground,NY
2025-01-08,ORD0001303,ups,SHP001645,TX,41.64,ground,TX
2025-11-04,ORD0000381,ups,SHP001622,NY,32.16,ground,TX
2025-01-15,ORD0000463,dhl,SHP001032,AZ,32.99,ground,FL
2025-05-02,ORD0000450,usps,SHP001111,WA,39.33,2_day,NY
2025-12-26,ORD0000223,usps,SHP000276,CO,19.92,ground,CA
2025-07-21,ORD0001348,ups,SHP000433,AZ,25.95,ground,CA
2025-02-15,ORD0001289,usps,SHP001599,TX,15.32,ground,IL
2025-03-19,ORD0000471,ups,SHP001576,AZ,9.74,ground,CO
2025-10-21,ORD0000309,fedex,SHP000377,CA,11.04,ground,IL
2025-06-01,ORD0001068,fedex,SHP000120,NY,41.14,2_day,TX
2025-07-04,ORD0002087,fedex,SHP001396,IL,10.93,2_day,CA
2025-02-24,ORD0000928,usps,SHP001685,CO,43.47,ground,CA
2025-07-23,ORD0001337,fedex,SHP000804,TX,7.91,2_day,FL
2025-11-21,ORD0001304,ups,SHP000618,NY,37.94,2_day,CA
2025-07-31,ORD0001338,ups,SHP000271,FL,18.54,2_day,AZ
2025-05-30,ORD0001190,usps,SHP000670,AZ,36.22,ground,TX
2025-11-04,ORD0000367,dhl,SHP000086,NY,42.64,ground,TX
2025-04-27,ORD0000962,usps,SHP000166,IL,9.92,ground,NY
2025-02-28,ORD0001851,ups,SHP001125,TX,8.77,ground,NY
2025-09-30,ORD0001684,fedex,SHP001313,AZ,4.17,ground,CO
2025-10-24,ORD0000394,ups,SHP001175,IL,16.79,2_day,NY
2025-04-08,ORD0002082,ups,SHP001783,NY,21.81,ground,AZ
2025-07-13,ORD0001043,ups,SHP001417,NY,9.97,ground,AZ
2025-03-14,ORD0000104,usps,SHP000051,NY,30.03,ground,CA
2025-09-02,ORD0001519,dhl,SHP001405,FL,11.63,ground,TX
2025-10-27,ORD0001632,ups,SHP000495,CA,31.74,ground,NY
2025-02-01,ORD0000130,ups,SHP001297,AZ,23.21,ground,AZ
2025-11-25,ORD0001504,fedex,SHP001550,CO,24.15,ground,CO
2025-02-08,ORD0000051,ups,SHP000071,FL,24.18,2_day,FL
2025-08-08,ORD0000883,ups,SHP000103,CA,30.45,2_day,NY
2025-09-09,ORD0001831,ups,SHP000447,TX,21.86,2_day,FL
2025-08-09,ORD0001926,usps,SHP001747,CA,29.62,2_day,TX
2025-11-22,ORD0001256,usps,SHP000244,WA,16.13,ground,IL
2025-02-19,ORD0002083,usps,SHP000545,CO,5.75,2_day,IL
2025-02-03,ORD0001857,fedex,SHP000908,IL,34.3,ground,TX
2025-08-15,ORD0001874,usps,SHP001741,FL,33.57,ground,AZ
2025-08-17,ORD0001238,fedex,SHP000082,CO,34.66,ground,TX
2025-07-28,ORD0001662,dhl,SHP000470,AZ,39.23,2_day,TX
2025-01-27,ORD0001608,ups,SHP000031,CO,5.21,ground,TX
2025-04-16,ORD0000490,fedex,SHP000070,WA,25.65,ground,TX
2025-10-23,ORD0000614,ups,SHP000522,IL,20.09,ground,CO
2025-06-30,ORD0001435,ups,SHP001517,CA,34.7,ground,WA
2025-10-31,ORD0000840,usps,SHP000699,CA,20.24,2_day,FL
2025-01-06,ORD0001268,ups,SHP001178,IL,41.53,ground,AZ
2025-11-27,ORD0001805,ups,SHP001633,NY,39.07,ground,CO
2025-11-04,ORD0000392,usps,SHP000542,CO,36.89,ground,AZ
2025-05-22,ORD0000538,ups,SHP001740,AZ,16.13,ground,FL
2025-01-26,ORD0001660,dhl,SHP001247,AZ,15.11,ground,TX
2025-06-23,ORD0000564,dhl,SHP001343,IL,10.43,ground,AZ
2025-11-26,ORD0000467,fedex,SHP001545,NY,41.07,2_day,CA
2025-12-11,ORD0000066,fedex,SHP001342,TX,41.28,2_day,AZ
2025-10-10,ORD0001357,ups,SHP001027,CO,44.53,ground,CA
2025-12-20,ORD0001117,usps,SHP000241,IL,40.28,ground,IL
2025-06-17,ORD0000143,fedex,SHP000138,WA,25.57,ground,AZ
2025-07-08,ORD0000126,ups,SHP001182,CA,39.96,2_day,FL
2025-08-19,ORD0001917,usps,SHP001319,TX,6.92,ground,AZ
2025-12-12,ORD0001448,usps,SHP000591,FL,15.3,2_day,TX
2025-08-22,ORD0000285,fedex,SHP001126,IL,39.14,ground,NY
2025-03-11,ORD0000064,usps,SHP000174,FL,43.78,ground,WA
2025-12-30,ORD0001179,fedex,SHP001668,NY,7.39,ground,CO
2025-07-27,ORD0000091,usps,SHP001254,CO,26.44,ground,AZ
2025-10-23,ORD0001293,fedex,SHP000529,IL,20.7,ground,CO
2025-08-31,ORD0000269,fedex,SHP001376,CO,15.06,ground,WA
2025-02-10,ORD0001600,usps,SHP000747,WA,39.92,2_day,AZ
2025-01-01,ORD0000967,ups,SHP001145,CA,37.67,ground,TX
2025-07-20,ORD0000673,ups,SHP000714,CA,25.88,ground,IL
2025-11-01,ORD0002018,dhl,SHP001472,CO,42.19,overnight,IL
2025-05-14,ORD0000883,fedex,SHP001183,WA,13.88,ground,WA
2025-02-25,ORD0000321,ups,SHP001580,CO,23.69,overnight,FL
2025-01-13,ORD0000562,ups,SHP001222,WA,20.05,2_day,IL
2025-08-26,ORD0000242,dhl,SHP001520,CA,23.77,ground,FL
2025-06-10,ORD0000418,fedex,SHP001695,NY,14.76,ground,WA
2025-12-03,ORD0002142,ups,SHP001732,AZ,25.72,ground,CA
2025-11-10,ORD0001230,fedex,SHP001122,IL,31.74,ground,NY
2025-06-23,ORD0002116,ups,SHP000137,AZ,10.61,ground,AZ
2025-03-16,ORD0001535,usps,SHP000477,AZ,32.99,2_day,AZ
2025-04-17,ORD0001568,ups,SHP000038,IL,22.18,2_day,NY
2025-05-29,ORD0001764,usps,SHP001290,IL,25.7,ground,WA
2025-05-19,ORD0000510,ups,SHP000340,NY,37.91,ground,TX
2025-07-14,ORD0000665,ups,SHP001068,WA,4.69,ground,WA
2025-10-28,ORD0001026,fedex,SHP001657,TX,24.1,2_day,CA
2025-12-14,ORD0000278,ups,SHP001173,WA,36.66,ground,AZ
2025-01-31,ORD0000871,usps,SHP000749,CA,41.23,ground,WA
2025-01-30,ORD0001840,usps,SHP001333,IL,34.45,ground,CO
2025-11-07,ORD0001967,usps,SHP001267,NY,18.23,ground,NY
2025-06-21,ORD0000675,fedex,SHP001473,AZ,7.22,2_day,IL
2025-10-06,ORD0001208,usps,SHP001674,FL,38.9,ground,FL
2025-04-01,ORD0000238,ups,SHP000732,TX,5.03,ground,TX
2025-12-06,ORD0001324,dhl,SHP000855,CA,27.06,2_day,IL
2025-11-19,ORD0000278,usps,SHP001333,TX,11.92,ground,NY
2025-10-04,ORD0001440,ups,SHP000612,AZ,16.03,ground,WA
2025-09-23,ORD0001310,ups,SHP000081,IL,5.04,ground,CA
2025-12-06,ORD0000890,dhl,SHP000797,TX,43.14,ground,FL
2025-10-13,ORD0000942,fedex,SHP000710,FL,41.95,2_day,FL
2025-08-03,ORD0000158,usps,SHP000116,FL,32.93,2_day,WA
2025-07-29,ORD0000752,ups,SHP000988,WA,5.99,ground,TX
2025-06-06,ORD0000087,ups,SHP000305,CA,6.26,2_day,CA
2025-01-08,ORD0001086,usps,SHP000414,WA,21.58,ground,FL
2025-02-02,ORD0000613,usps,SHP000285,TX,44.95,ground,WA
2025-01-30,ORD0000838,ups,SHP001354,CO,17.5,ground,WA
2025-07-12,ORD0000771,ups,SHP001333,CO,4.57,ground,NY
2025-10-26,ORD0002037,usps,SHP001077,CA,23.35,2_day,WA
2025-08-24,ORD0000078,ups,SHP000044,IL,10.93,ground,TX
2025-10-16,ORD0001505,ups,SHP001522,NY,40.72,ground,CA
2025-04-10,ORD0000311,fedex,SHP000172,WA,25.5,2_day,FL
2025-02-04,ORD0000143,ups,SHP000950,IL,34.88,ground,WA
2025-12-03,ORD0001565,usps,SHP001461,AZ,24.24,ground,AZ
2025-02-15,ORD0001717,usps,SHP001529,CO,17.3,ground,TX
2025-02-14,ORD0000224,dhl,SHP000827,CO,18.2,ground,IL
2025-10-30,ORD0001362,fedex,SHP001735,CA,12.94,2_day,TX
2025-03-24,ORD0000244,dhl,SHP001698,NY,31.84,ground,NY
2025-02-19,ORD0000679,ups,SHP000053,CA,12.07,ground,CO
2025-07-13,ORD0001693,ups,SHP001291,AZ,9.36,ground,CO
2025-05-16,ORD0000842,ups,SHP000161,CO,33.28,ground,TX
2025-10-15,ORD0000817,ups,SHP000873,IL,16.1,2_day,AZ
2025-08-19,ORD0001138,fedex,SHP001292,AZ,22.22,ground,CO
2025-07-20,ORD0000646,ups,SHP001410,WA,35.95,ground,AZ
2025-04-18,ORD0001213,dhl,SHP000565,AZ,11.48,overnight,FL
2025-07-27,ORD0001296,ups,SHP001158,WA,34.7,ground,CA
2025-06-30,ORD0001549,dhl,SHP000963,FL,11.45,ground,IL
2025-03-08,ORD0001198,ups,SHP001508,AZ,31.32,2_day,CO
2025-04-20,ORD0001712,usps,SHP001131,CA,41.1,ground,IL
2025-07-15,ORD0000003,fedex,SHP000701,CO,16.49,ground,FL
2025-09-30,ORD0000315,usps,SHP000417,IL,31.03,ground,TX
2025-01-05,ORD0000265,fedex,SHP001082,NY,29.77,ground,CO
2025-06-03,ORD0001110,ups,SHP000587,FL,37.54,overnight,WA
2025-05-13,ORD0000765,fedex,SHP001756,CO,13.3,ground,CA
2025-02-01,ORD0000045,ups,SHP000111,CA,15.35,ground,IL
2025-05-16,ORD0000202,usps,SHP000028,FL,37.41,2_day,CA
2025-04-02,ORD0001988,fedex,SHP000846,IL,34.1,ground,NY
2025-06-20,ORD0000708,fedex,SHP000727,FL,10.36,ground,WA
2025-07-09,ORD0001787,ups,SHP001031,WA,16.36,ground,IL
2025-09-26,ORD0000559,ups,SHP000521,CO,15.21,ground,FL
2025-01-16,ORD0001583,ups,SHP000852,TX,33.45,ground,TX
2025-03-19,ORD0000480,fedex,SHP000927,CA,21.75,ground,AZ
2025-02-01,ORD0000363,usps,SHP001516,TX,35.59,ground,AZ
2025-01-03,ORD0001955,ups,SHP000710,WA,7.63,ground,FL
2025-10-30,ORD0000595,usps,SHP001207,NY,21.46,ground,CA
2025-12-29,ORD0000811,ups,SHP000694,CO,43.29,2_day,NY
2025-03-22,ORD0001918,ups,SHP000946,NY,10.36,2_day,CO
2025-12-17,ORD0000705,fedex,SHP000169,CO,22.15,ground,CO
2025-09-04,ORD0001049,ups,SHP001779,TX,26.4,overnight,FL
2025-05-11,ORD0001466,ups,SHP000320,CA,33.73,ground,AZ
2025-07-06,ORD0000712,ups,SHP000431,AZ,23.14,ground,CA
2025-06-10,ORD0001575,ups,SHP001527,CA,10.66,2_day,TX
2025-02-27,ORD0000310,fedex,SHP001086,CA,12.81,ground,TX
2025-10-29,ORD0000491,usps,SHP001661,FL,22.63,ground,NY
2025-02-07,ORD0001254,dhl,SHP000434,FL,17.02,ground,AZ
2025-03-03,ORD0001427,dhl,SHP000145,AZ,37.13,ground,IL
2025-12-17,ORD0001153,usps,SHP001540,IL,16.93,ground,FL
2025-04-25,ORD0000467,fedex,SHP000607,WA,33.55,2_day,IL
2025-02-09,ORD0001128,usps,SHP001727,WA,41.61,ground,CO
2025-04-04,ORD0000903,usps,SHP000195,FL,42.46,overnight,CO
2025-10-24,ORD0002139,ups,SHP001015,CA,30.1,2_day,TX
2025-03-03,ORD0000041,usps,SHP001136,CO,39.28,2_day,TX
2025-12-10,ORD0000410,fedex,SHP000087,FL,26.54,ground,AZ
2025-11-27,ORD0000929,usps,SHP000470,FL,37.5,ground,NY
2025-12-09,ORD0000934,ups,SHP000082,TX,9.83,ground,CA
2025-12-23,ORD0000853,dhl,SHP000262,AZ,42.58,ground,CA
2025-06-14,ORD0001423,ups,SHP000772,CO,35.81,overnight,WA
2025-04-29,ORD0000899,ups,SHP000065,TX,27.3,overnight,AZ
2025-07-28,ORD0001894,usps,SHP001755,CA,17.12,ground,IL
2025-04-14,ORD0001028,ups,SHP001067,WA,22.91,ground,TX
2025-08-29,ORD0000412,usps,SHP000173,FL,5.1,overnight,IL
2025-09-16,ORD0000818,ups,SHP000545,AZ,18.28,ground,CA
2025-07-15,ORD0001249,fedex,SHP000075,WA,20.93,ground,FL
2025-12-13,ORD0000544,ups,SHP000694,TX,41.63,ground,CO
2025-10-09,ORD0000425,fedex,SHP001218,NY,41.27,ground,FL
2025-02-23,ORD0001900,ups,SHP000322,TX,26.2,ground,FL
2025-07-06,ORD0000846,ups,SHP000449,AZ,24.72,2_day,CO
2025-06-22,ORD0000251,fedex,SHP000901,AZ,17.22,ground,CO
2025-10-30,ORD0001631,ups,SHP001131,NY,20.03,ground,NY
2025-02-23,ORD0000036,ups,SHP000295,IL,16.98,2_day,IL
2025-04-05,ORD0002032,fedex,SHP001143,WA,31.19,ground,WA
2025-08-31,ORD0001527,ups,SHP001737,FL,38.27,2_day,IL
2025-01-15,ORD0000139,ups,SHP000318,NY,25.54,ground,TX
2025-04-01,ORD0001506,fedex,SHP000215,CO,38.91,overnight,TX
2025-01-29,ORD0000848,ups,SHP000161,CA,4.21,ground,TX
2025-11-03,ORD0000464,usps,SHP000558,WA,15.8,ground,AZ
2025-09-18,ORD0000834,ups,SHP001095,IL,24.83,ground,TX
2025-04-26,ORD0002138,usps,SHP001695,TX,7.27,ground,TX
2025-07-11,ORD0001934,usps,SHP001543,IL,41.54,2_day,AZ
2025-07-14,ORD0001382,ups,SHP001565,IL,12.82,ground,TX
2025-08-22,ORD0001844,ups,SHP001188,NY,7.47,ground,IL
2025-10-06,ORD0000396,usps,SHP000293,FL,6.9,ground,NY
2025-06-11,ORD0001652,dhl,SHP000091,TX,5.24,2_day,WA
2025-04-27,ORD0001096,fedex,SHP001379,AZ,34.44,overnight,WA
2025-11-09,ORD0001955,fedex,SHP000432,IL,24.75,ground,WA
2025-03-16,ORD0001222,fedex,SHP000270,AZ,7.2,2_day,IL
2025-03-14,ORD0001941,fedex,SHP000282,CA,28.83,ground,IL
2025-04-26,ORD0001183,usps,SHP001396,WA,22.71,ground,IL
2025-05-05,ORD0000952,usps,SHP000696,AZ,17.58,ground,TX
2025-07-07,ORD0001658,fedex,SHP000811,FL,5.97,ground,CA
2025-08-13,ORD0000062,fedex,SHP000100,TX,33.67,2_day,NY
2025-12-02,ORD0000564,usps,SHP000662,CO,23.31,ground,FL
2025-06-01,ORD0000656,usps,SHP000928,TX,21.72,ground,FL
2025-05-16,ORD0002043,usps,SHP000964,TX,26.48,ground,CO
2025-02-18,ORD0000580,usps,SHP000895,FL,25.25,2_day,TX
2025-03-21,ORD0000609,dhl,SHP000830,AZ,9.72,overnight,CA
2025-05-07,ORD0001609,ups,SHP000943,WA,28.05,ground,CA
2025-02-02,ORD0001458,dhl,SHP000047,AZ,25.04,ground,CO
2025-08-03,ORD0000799,usps,SHP000046,FL,21.98,ground,IL
2025-07-28,ORD0000733,dhl,SHP001345,NY,30.54,ground,CO
2025-09-08,ORD0001194,fedex,SHP000637,WA,41.88,ground,NY
2025-11-03,ORD0000240,usps,SHP001059,CA,39.46,ground,AZ
2025-07-10,ORD0001993,fedex,SHP000154,CA,15.78,ground,AZ
2025-11-20,ORD0001532,ups,SHP000748,IL,18.26,ground,TX
2025-08-11,ORD0000639,ups,SHP001400,TX,10.37,ground,NY
2025-10-20,ORD0001440,usps,SHP001348,IL,16.39,ground,IL
2025-11-04,ORD0000093,ups,SHP000089,IL,21.67,ground,CA
2025-03-07,ORD0001152,ups,SHP000856,TX,33.85,ground,NY
2025-03-31,ORD0001696,usps,SHP001558,NY,38.99,2_day,CO
2025-12-23,ORD0000895,usps,SHP000876,TX,43.02,overnight,AZ
2025-11-27,ORD0001286,dhl,SHP001791,IL,34.63,ground,WA
2025-10-21,ORD0001526,ups,SHP001209,NY,33.01,ground,NY
2025-01-03,ORD0001961,ups,SHP000148,NY,14.71,2_day,CO
2025-02-08,ORD0000791,ups,SHP000789,CA,39.51,ground,WA
2025-02-27,ORD0001789,ups,SHP001212,TX,45.0,ground,IL
2025-12-10,ORD0000596,fedex,SHP001103,CA,21.46,ground,NY
2025-01-16,ORD0000029,ups,SHP000192,NY,44.2,overnight,NY
2025-07-14,ORD0000538,ups,SHP000610,FL,35.65,ground,FL
2025-02-16,ORD0001155,usps,SHP000760,IL,8.87,ground,CO
2025-01-13,ORD0001214,usps,SHP000217,IL,6.78,ground,CA
2025-07-09,ORD0000880,ups,SHP000287,IL,34.92,overnight,WA
2025-08-01,ORD0000795,fedex,SHP000786,IL,40.38,ground,IL
2025-09-12,ORD0000966,dhl,SHP000753,CO,10.3,2_day,CO
2025-09-04,ORD0000258,fedex,SHP000758,WA,22.51,2_day,NY
2025-05-19,ORD0000954,ups,SHP001503,WA,19.76,2_day,CO
2025-11-20,ORD0001239,dhl,SHP000650,TX,5.26,2_day,CO
2025-12-18,ORD0001354,usps,SHP000831,NY,4.23,ground,AZ
2025-02-14,ORD0000479,usps,SHP001340,IL,14.33,ground,WA
2025-05-29,ORD0001972,fedex,SHP001025,AZ,42.3,ground,WA
2025-07-10,ORD0001539,dhl,SHP000387,AZ,35.57,ground,WA
2025-02-20,ORD0000730,usps,SHP001530,FL,14.47,2_day,IL
2025-05-08,ORD0000275,ups,SHP000481,TX,22.68,ground,WA
2025-04-05,ORD0000154,ups,SHP000177,TX,5.42,overnight,FL
2025-11-02,ORD0000670,ups,SHP000832,CO,34.51,ground,IL
2025-08-02,ORD0000536,ups,SHP001250,WA,36.95,2_day,NY
2025-04-30,ORD0001176,ups,SHP001114,CA,18.91,ground,WA
2025-09-20,ORD0000107,dhl,SHP001545,FL,25.7,overnight,CO
2025-06-07,ORD0000939,usps,SHP001751,CA,26.09,2_day,WA
2025-02-09,ORD0000019,ups,SHP000474,TX,40.37,2_day,CO
2025-06-11,ORD0001020,usps,SHP000919,NY,17.67,ground,AZ
2025-04-18,ORD0000752,ups,SHP000652,WA,32.16,ground,IL
2025-05-29,ORD0001545,fedex,SHP001654,FL,39.2,ground,CA
2025-10-19,ORD0001424,usps,SHP000455,WA,20.12,ground,CO
2025-01-14,ORD0001688,fedex,SHP001612,AZ,4.95,ground,AZ
2025-08-24,ORD0001807,ups,SHP001312,WA,21.59,ground,IL
2025-11-05,ORD0001029,usps,SHP000827,CA,12.23,ground,WA
2025-07-02,ORD0000068,ups,SHP001249,AZ,43.56,2_day,AZ
2025-09-04,ORD0000655,fedex,SHP001070,TX,23.91,ground,NY
2025-06-18,ORD0000662,usps,SHP000146,NY,13.54,ground,NY
2025-12-13,ORD0001540,fedex,SHP000727,NY,39.58,ground,WA
2025-06-19,ORD0001105,usps,SHP000271,FL,33.3,ground,FL
2025-11-28,ORD0000279,usps,SHP001359,CA,40.56,ground,WA
2025-01-23,ORD0002104,usps,SHP000039,TX,21.3,ground,AZ
2025-10-08,ORD0000317,ups,SHP000282,FL,6.17,ground,CA
2025-11-01,ORD0000090,ups,SHP000091,AZ,4.24,ground,TX
2025-08-31,ORD0000449,dhl,SHP001401,NY,26.47,ground,WA
