event_ts,order_id,event_id,event_type,scan_city,scan_state,shipment_id
2025-07-07 16:00:00,ORD0000763,E000604,delivered,Seattle,NY,SHP001364
2025-06-15 22:00:00,ORD0000022,E005175,picked_up,Dallas,FL,SHP000245
2025-11-01 17:00:00,ORD0001431,E005383,delivered,New York,TX,SHP000520
2025-05-09 17:00:00,ORD0001536,E003639,exception,Chicago,TX,SHP001192
2025-05-15 04:00:00,ORD0001930,E004435,out_for_delivery,Denver,FL,SHP000799
2025-10-25 03:00:00,ORD0000044,E004349,picked_up,Chicago,TX,SHP001794
2025-07-19 21:00:00,ORD0000244,E002824,in_transit,Chicago,AZ,SHP000408
2025-05-17 06:00:00,ORD0002013,E000180,in_transit,Phoenix,CA,SHP000538
2025-06-29 17:00:00,ORD0001555,E004408,picked_up,Dallas,CA,SHP000212
2025-08-12 06:00:00,ORD0002063,E001184,out_for_delivery,Seattle,CO,SHP001563
2025-07-01 03:00:00,ORD0001778,E000358,out_for_delivery,Miami,WA,SHP001245
2025-07-02 15:00:00,ORD0001133,E002520,label_created,Denver,NY,SHP000683
2025-09-12 09:00:00,ORD0000854,E004239,label_created,Seattle,WA,SHP001159
2025-09-04 21:00:00,ORD0001179,E003476,picked_up,Phoenix,CA,SHP000423
2025-02-21 17:00:00,ORD0000723,E002213,in_transit,New York,NY,SHP001623
2025-03-17 15:00:00,ORD0000752,E001108,out_for_delivery,Dallas,CO,SHP000430
2025-11-03 05:00:00,ORD0001693,E004213,label_created,Dallas,FL,SHP001291
2025-12-04 07:00:00,ORD0002151,E003673,delivered,Seattle,WA,SHP001523
2025-11-28 21:00:00,ORD0000449,E002974,picked_up,Phoenix,FL,SHP000776
2025-11-04 13:00:00,ORD0000481,E004336,label_created,Phoenix,NY,SHP000844
2025-12-02 19:00:00,ORD0000029,E000734,picked_up,Denver,AZ,SHP000910
2025-12-23 18:00:00,ORD0000863,E002183,in_transit,Chicago,CA,SHP000201
2025-06-26 17:00:00,ORD0000048,E005013,label_created,New York,CO,SHP000702
2025-07-19 14:00:00,ORD0001603,E003805,out_for_delivery,Chicago,AZ,SHP000569
2025-09-29 21:00:00,ORD0001441,E002587,label_created,Dallas,AZ,SHP001439
2025-06-20 04:00:00,ORD0000965,E003575,delivered,Chicago,TX,SHP001284
2025-12-24 06:00:00,ORD0002151,E001896,in_transit,Denver,CO,SHP001523
2025-11-11 06:00:00,ORD0001247,E003555,label_created,Dallas,CA,SHP000484
2025-04-20 03:00:00,ORD0001305,E004273,in_transit,Denver,WA,SHP001546
2025-02-12 15:00:00,ORD0001033,E000867,in_transit,Denver,NY,SHP000784
2025-10-31 06:00:00,ORD0001224,E000632,in_transit,Denver,CA,SHP001328
2025-01-02 04:00:00,ORD0001293,E000239,in_transit,Chicago,FL,SHP000980
2025-07-07 18:00:00,ORD0002144,E004334,exception,Denver,NY,SHP001714
2025-02-22 04:00:00,ORD0002169,E003343,delivered,Chicago,CO,SHP000006
2025-09-12 20:00:00,ORD0001455,E003861,exception,Phoenix,NY,SHP000254
2025-03-08 18:00:00,ORD0000205,E002444,delivered,Seattle,CA,SHP000121
2025-09-24 12:00:00,ORD0001080,E001133,delivered,Los Angeles,CA,SHP000918
2025-01-24 09:00:00,ORD0001031,E001337,delivered,Chicago,TX,SHP000696
2025-07-24 18:00:00,ORD0000314,E001634,delivered,Los Angeles,TX,SHP000936
2025-08-04 01:00:00,ORD0000040,E004625,out_for_delivery,Chicago,IL,SHP001033
2025-12-14 03:00:00,ORD0001180,E003047,out_for_delivery,Denver,NY,SHP000966
2025-06-13 11:00:00,ORD0001587,E001237,picked_up,Denver,FL,SHP000326
2025-10-11 04:00:00,ORD0001877,E000897,in_transit,Chicago,IL,SHP000826
2025-09-23 02:00:00,ORD0000130,E003798,in_transit,Chicago,NY,SHP001297
2025-01-12 18:00:00,ORD0001151,E005392,picked_up,Los Angeles,CO,SHP000924
2025-10-13 15:00:00,ORD0001555,E000452,in_transit,Seattle,IL,SHP000691
2025-05-30 09:00:00,ORD0000038,E005408,picked_up,New York,CA,SHP000238
2025-04-25 12:00:00,ORD0000066,E001188,picked_up,Dallas,CA,SHP001342
2025-05-22 00:00:00,ORD0000848,E004387,picked_up,Phoenix,IL,SHP001242
2025-03-21 04:00:00,ORD0000887,E004149,in_transit,Miami,CA,SHP001263
2025-05-03 19:00:00,ORD0001569,E005005,label_created,Phoenix,FL,SHP000772
2025-09-29 02:00:00,ORD0000899,E003218,out_for_delivery,New York,FL,SHP000065
2025-04-23 06:00:00,ORD0000992,E004137,label_created,Chicago,IL,SHP001424
2025-11-14 16:00:00,ORD0002065,E004397,delivered,Denver,IL,SHP000387
2025-12-06 13:00:00,ORD0001025,E000527,picked_up,Los Angeles,CA,SHP001418
2025-06-05 20:00:00,ORD0001685,E001552,in_transit,Miami,TX,SHP001402
2025-01-15 19:00:00,ORD0000760,E000198,picked_up,Chicago,NY,SHP000878
2025-07-09 04:00:00,ORD0001044,E003302,out_for_delivery,New York,CA,SHP001496
2025-03-11 16:00:00,ORD0001676,E000457,delivered,Denver,CO,SHP000846
2025-06-24 17:00:00,ORD0001972,E002535,in_transit,Los Angeles,WA,SHP001025
2025-08-30 22:00:00,ORD0001361,E002792,in_transit,Los Angeles,CA,SHP001315
2025-03-29 00:00:00,ORD0000268,E002344,picked_up,Dallas,CA,SHP000932
2025-02-20 09:00:00,ORD0001420,E003915,in_transit,Denver,NY,SHP000649
2025-08-06 15:00:00,ORD0000167,E005534,in_transit,Los Angeles,WA,SHP000183
2025-07-30 05:00:00,ORD0001977,E001024,picked_up,Los Angeles,TX,SHP001383
2025-10-23 03:00:00,ORD0001369,E001066,label_created,New York,TX,SHP000814
2025-06-20 10:00:00,ORD0001913,E005486,in_transit,Miami,IL,SHP000824
2025-12-12 05:00:00,ORD0000756,E004769,out_for_delivery,Miami,CO,SHP001299
2025-09-07 01:00:00,ORD0001811,E002558,in_transit,New York,FL,SHP000521
2025-02-14 13:00:00,ORD0000128,E004993,delivered,Phoenix,IL,SHP001092
2025-12-24 02:00:00,ORD0001802,E002094,out_for_delivery,Phoenix,IL,SHP000754
2025-07-05 17:00:00,ORD0000082,E003782,delivered,Seattle,IL,SHP000320
2025-01-26 05:00:00,ORD0001239,E004259,picked_up,Dallas,TX,SHP000650
2025-12-08 19:00:00,ORD0000310,E000066,out_for_delivery,Chicago,FL,SHP000330
2025-05-12 20:00:00,ORD0001569,E004370,picked_up,Denver,IL,SHP001166
2025-10-18 22:00:00,ORD0001877,E005265,in_transit,Chicago,FL,SHP001632
2025-10-09 01:00:00,ORD0000260,E005248,delivered,Seattle,CA,SHP000989
2025-02-06 01:00:00,ORD0000503,E003947,out_for_delivery,Chicago,WA,SHP000170
2025-12-01 20:00:00,ORD0001311,E002674,delivered,Phoenix,AZ,SHP001309
2025-09-30 05:00:00,ORD0001449,E000728,delivered,Phoenix,CA,SHP001660
2025-01-15 06:00:00,ORD0000788,E002776,picked_up,Chicago,TX,SHP001466
2025-05-23 16:00:00,ORD0000420,E001406,delivered,Seattle,TX,SHP000552
2025-03-13 21:00:00,ORD0000685,E005034,delivered,Chicago,NY,SHP000245
2025-10-17 20:00:00,ORD0002154,E000682,delivered,New York,TX,SHP000906
2025-08-02 16:00:00,ORD0001093,E001890,label_created,Phoenix,NY,SHP000207
2025-10-13 11:00:00,ORD0000144,E000420,delivered,Dallas,AZ,SHP001158
2025-10-23 18:00:00,ORD0001201,E004582,in_transit,Seattle,CO,SHP001493
2025-10-22 16:00:00,ORD0001753,E004772,delivered,Chicago,TX,SHP000101
2025-04-29 10:00:00,ORD0002072,E005376,delivered,Los Angeles,NY,SHP001148
2025-04-17 04:00:00,ORD0000890,E004118,picked_up,Los Angeles,CO,SHP001649
2025-04-13 21:00:00,ORD0002111,E003851,out_for_delivery,Chicago,CO,SHP000960
2025-03-28 09:00:00,ORD0000890,E001125,picked_up,Chicago,CA,SHP001649
2025-11-09 00:00:00,ORD0000032,E002030,label_created,Dallas,WA,SHP000667
2025-07-19 07:00:00,ORD0001457,E000696,in_transit,New York,NY,SHP001231
2025-12-26 01:00:00,ORD0000555,E003789,delivered,Dallas,NY,SHP000738
2025-09-28 20:00:00,ORD0000648,E004107,delivered,Los Angeles,CA,SHP000641
2025-08-12 00:00:00,ORD0001500,E001925,in_transit,Dallas,FL,SHP000362
2025-03-22 09:00:00,ORD0000175,E002383,out_for_delivery,Dallas,CO,SHP000371
2025-09-19 09:00:00,ORD0001249,E001896,in_transit,Los Angeles,WA,SHP001115
2025-06-09 11:00:00,ORD0000508,E000507,picked_up,Denver,IL,SHP000417
2025-06-02 03:00:00,ORD0000989,E000701,in_transit,Dallas,TX,SHP001388
2025-11-05 21:00:00,ORD0001449,E001932,in_transit,Seattle,TX,SHP001253
2025-03-02 15:00:00,ORD0001027,E004359,delivered,Chicago,FL,SHP000391
2025-03-10 05:00:00,ORD0001558,E005514,out_for_delivery,Phoenix,WA,SHP000541
2025-12-22 16:00:00,ORD0002110,E002246,in_transit,Los Angeles,WA,SHP001378
2025-11-09 02:00:00,ORD0001295,E003525,picked_up,Dallas,NY,SHP000372
2025-11-04 14:00:00,ORD0001731,E003537,label_created,Seattle,TX,SHP000642
2025-02-14 19:00:00,ORD0000029,E000057,picked_up,Denver,NY,SHP000192
2025-01-10 18:00:00,ORD0000981,E003504,label_created,Dallas,FL,SHP001685
2025-10-05 07:00:00,ORD0000910,E001501,in_transit,Los Angeles,FL,SHP000702
2025-05-10 00:00:00,ORD0000643,E004676,out_for_delivery,Dallas,TX,SHP000942
2025-07-15 15:00:00,ORD0001779,E002863,out_for_delivery,New York,WA,SHP001165
2025-09-03 19:00:00,ORD0000965,E000417,delivered,New York,AZ,SHP000859
2025-07-20 12:00:00,ORD0002130,E001743,in_transit,Los Angeles,CO,SHP001074
2025-10-15 02:00:00,ORD0001467,E004542,label_created,Los Angeles,WA,SHP000150
2025-02-15 10:00:00,ORD0000734,E000420,in_transit,Los Angeles,TX,SHP001331
2025-05-15 12:00:00,ORD0000538,E004808,out_for_delivery,Los Angeles,CA,SHP000610
2025-10-19 05:00:00,ORD0001589,E000167,out_for_delivery,Denver,CA,SHP000069
2025-01-02 01:00:00,ORD0001302,E001675,out_for_delivery,Los Angeles,IL,SHP000211
2025-01-14 19:00:00,ORD0000259,E000407,in_transit,Los Angeles,CO,SHP000782
2025-12-28 00:00:00,ORD0000327,E001135,picked_up,New York,CA,SHP001067
2025-12-09 21:00:00,ORD0000070,E000379,in_transit,Denver,NY,SHP000926
2025-11-17 06:00:00,ORD0001321,E001018,in_transit,Phoenix,CA,SHP001739
2025-10-28 07:00:00,ORD0000443,E001969,in_transit,Seattle,IL,SHP000461
2025-05-21 12:00:00,ORD0001615,E005403,in_transit,Phoenix,CO,SHP001013
2025-07-24 07:00:00,ORD0000416,E002562,out_for_delivery,Dallas,CA,SHP000005
2025-06-17 02:00:00,ORD0000693,E004757,picked_up,Dallas,CA,SHP000160
2025-07-22 17:00:00,ORD0000863,E003161,picked_up,New York,WA,SHP000201
2025-03-21 00:00:00,ORD0000491,E002272,delivered,Phoenix,AZ,SHP000394
2025-07-21 13:00:00,ORD0000689,E001034,out_for_delivery,Chicago,AZ,SHP000971
2025-09-30 08:00:00,ORD0000238,E001859,in_transit,Dallas,WA,SHP000732
2025-08-25 01:00:00,ORD0000108,E003619,picked_up,New York,TX,SHP001202
2025-10-20 05:00:00,ORD0001316,E002368,picked_up,Miami,WA,SHP000800
2025-02-01 07:00:00,ORD0002186,E000277,out_for_delivery,Miami,NY,SHP000368
2025-05-11 10:00:00,ORD0001545,E000184,delivered,Los Angeles,WA,SHP001430
2025-05-02 11:00:00,ORD0001690,E000091,in_transit,Denver,FL,SHP001399
2025-06-09 16:00:00,ORD0000284,E001039,out_for_delivery,Los Angeles,IL,SHP000223
2025-12-16 13:00:00,ORD0001322,E005679,in_transit,Denver,CA,SHP000807
2025-09-02 11:00:00,ORD0000567,E001733,in_transit,Los Angeles,NY,SHP000298
2025-05-27 15:00:00,ORD0001176,E002023,picked_up,Phoenix,TX,SHP000399
2025-12-21 21:00:00,ORD0001079,E003722,label_created,Seattle,AZ,SHP000387
2025-05-30 13:00:00,ORD0000022,E003905,delivered,Phoenix,CA,SHP000741
2025-03-13 02:00:00,ORD0001115,E001004,in_transit,New York,CO,SHP001492
2025-06-12 18:00:00,ORD0000656,E003285,picked_up,Miami,TX,SHP001684
2025-05-01 06:00:00,ORD0000816,E001397,label_created,Denver,WA,SHP000357
2025-01-15 00:00:00,ORD0002008,E004900,picked_up,Phoenix,IL,SHP000217
2025-11-07 22:00:00,ORD0000188,E000350,in_transit,Miami,CO,SHP000849
2025-10-28 15:00:00,ORD0001967,E004909,in_transit,Phoenix,CO,SHP000450
2025-10-10 23:00:00,ORD0000150,E001775,in_transit,Phoenix,WA,SHP000476
2025-11-08 21:00:00,ORD0002056,E003868,in_transit,Dallas,FL,SHP001431
2025-05-10 18:00:00,ORD0001190,E003599,delivered,Denver,NY,SHP000670
2025-07-06 06:00:00,ORD0001154,E002803,in_transit,Los Angeles,CO,SHP001170
2025-04-15 17:00:00,ORD0000958,E003747,in_transit,Phoenix,IL,SHP000734
2025-05-18 15:00:00,ORD0001286,E000098,label_created,Chicago,CA,SHP001791
2025-04-01 19:00:00,ORD0001462,E004074,in_transit,Los Angeles,IL,SHP000055
2025-07-13 22:00:00,ORD0001725,E003776,picked_up,Denver,NY,SHP001588
2025-10-14 05:00:00,ORD0000083,E003215,delivered,New York,TX,SHP001421
2025-12-26 04:00:00,ORD0001062,E005660,in_transit,Denver,NY,SHP000662
2025-08-17 01:00:00,ORD0002023,E003929,picked_up,Denver,IL,SHP000418
2025-08-22 13:00:00,ORD0002105,E002164,out_for_delivery,Chicago,AZ,SHP000027
2025-11-08 03:00:00,ORD0000733,E001856,delivered,Chicago,IL,SHP000133
2025-12-11 11:00:00,ORD0000327,E002567,label_created,Chicago,CA,SHP001067
2025-01-15 04:00:00,ORD0002089,E003819,picked_up,New York,CA,SHP001702
2025-02-21 09:00:00,ORD0001414,E004741,in_transit,Dallas,FL,SHP001563
2025-08-06 20:00:00,ORD0001231,E001277,in_transit,Los Angeles,CA,SHP000160
2025-01-05 22:00:00,ORD0000336,E005437,in_transit,Los Angeles,NY,SHP000217
2025-04-07 22:00:00,ORD0001535,E004787,out_for_delivery,Chicago,TX,SHP001225
2025-03-17 17:00:00,ORD0000577,E005484,in_transit,New York,CA,SHP001720
2025-05-21 00:00:00,ORD0000841,E000050,in_transit,New York,AZ,SHP000011
2025-10-17 09:00:00,ORD0002053,E001841,picked_up,Seattle,NY,SHP001222
2025-11-13 08:00:00,ORD0002009,E004016,delivered,Phoenix,WA,SHP000806
2025-01-25 05:00:00,ORD0002006,E002519,picked_up,Dallas,AZ,SHP001341
2025-06-10 07:00:00,ORD0001074,E004777,picked_up,Phoenix,NY,SHP001668
2025-03-03 06:00:00,ORD0000274,E005616,in_transit,New York,CO,SHP000024
2025-03-22 09:00:00,ORD0000143,E000421,picked_up,New York,AZ,SHP001569
2025-11-22 19:00:00,ORD0000721,E004147,in_transit,Phoenix,CO,SHP000086
2025-04-05 06:00:00,ORD0001112,E002367,picked_up,Miami,CO,SHP000709
2025-06-24 09:00:00,ORD0001418,E005367,in_transit,Miami,IL,SHP000994
2025-03-10 18:00:00,ORD0001624,E001548,delivered,New York,WA,SHP001497
2025-08-14 13:00:00,ORD0000238,E003719,in_transit,Seattle,CO,SHP000015
2025-01-15 20:00:00,ORD0000986,E002741,in_transit,Phoenix,AZ,SHP000626
2025-12-08 07:00:00,ORD0002128,E000504,picked_up,Miami,IL,SHP000327
2025-01-22 16:00:00,ORD0000491,E001815,delivered,New York,IL,SHP000072
2025-12-24 03:00:00,ORD0000261,E005278,in_transit,New York,TX,SHP000424
2025-08-26 23:00:00,ORD0001873,E000803,in_transit,Phoenix,CO,SHP001102
2025-08-23 12:00:00,ORD0001594,E005495,in_transit,Miami,IL,SHP000964
2025-02-06 10:00:00,ORD0000612,E005622,delivered,Miami,NY,SHP001364
2025-08-15 19:00:00,ORD0001782,E005037,out_for_delivery,Chicago,FL,SHP001564
2025-11-28 09:00:00,ORD0002177,E000591,in_transit,Phoenix,WA,SHP000976
2025-01-12 08:00:00,ORD0000997,E003383,picked_up,Phoenix,CO,SHP001267
2025-05-08 23:00:00,ORD0000038,E004012,in_transit,Denver,AZ,SHP001481
2025-06-08 00:00:00,ORD0000714,E003649,delivered,Seattle,CO,SHP000285
2025-05-18 15:00:00,ORD0000987,E000232,in_transit,Dallas,FL,SHP000128
2025-01-03 16:00:00,ORD0000577,E003018,delivered,Seattle,CO,SHP000135
2025-03-15 04:00:00,ORD0000361,E005380,in_transit,Los Angeles,NY,SHP000653
2025-04-10 01:00:00,ORD0001583,E005241,picked_up,Miami,TX,SHP000852
2025-02-05 02:00:00,ORD0000194,E003240,label_created,Chicago,IL,SHP000989
2025-03-03 08:00:00,ORD0001244,E002786,out_for_delivery,Phoenix,AZ,SHP001699
2025-11-29 08:00:00,ORD0000809,E002745,picked_up,New York,AZ,SHP001793
2025-11-01 17:00:00,ORD0000108,E000292,in_transit,Seattle,AZ,SHP001202
2025-09-28 14:00:00,ORD0001124,E004330,in_transit,Seattle,FL,SHP001424
2025-05-30 04:00:00,ORD0001494,E002302,in_transit,Los Angeles,IL,SHP000004
2025-09-25 13:00:00,ORD0000887,E004635,out_for_delivery,Miami,CA,SHP000383
2025-04-15 23:00:00,ORD0001535,E000729,label_created,Seattle,CO,SHP001360
2025-12-15 03:00:00,ORD0000658,E004211,in_transit,Dallas,AZ,SHP001697
2025-09-26 03:00:00,ORD0001808,E004786,in_transit,Chicago,TX,SHP001019
2025-03-22 15:00:00,ORD0000607,E004660,out_for_delivery,Dallas,CA,SHP000455
2025-11-21 18:00:00,ORD0000921,E001171,picked_up,Denver,WA,SHP000485
2025-04-06 05:00:00,ORD0000765,E004518,delivered,Seattle,WA,SHP001756
2025-06-06 01:00:00,ORD0000895,E001938,picked_up,Phoenix,CO,SHP001391
2025-02-21 18:00:00,ORD0000973,E005152,out_for_delivery,New York,IL,SHP000889
2025-03-09 22:00:00,ORD0001397,E005006,picked_up,New York,CA,SHP000368
2025-03-04 12:00:00,ORD0001419,E000870,label_created,Los Angeles,IL,SHP001413
2025-09-26 04:00:00,ORD0000119,E002036,in_transit,Denver,IL,SHP001003
2025-03-17 20:00:00,ORD0000890,E000665,out_for_delivery,Dallas,CA,SHP000797
2025-12-30 07:00:00,ORD0001047,E005236,in_transit,Seattle,FL,SHP000429
2025-12-07 15:00:00,ORD0002174,E004330,picked_up,Los Angeles,FL,SHP000078
2025-05-16 23:00:00,ORD0002194,E003889,picked_up,Los Angeles,CO,SHP001459
2025-03-10 07:00:00,ORD0000205,E002913,in_transit,Chicago,WA,SHP000121
2025-04-14 07:00:00,ORD0000036,E005179,picked_up,Los Angeles,FL,SHP000938
2025-08-23 17:00:00,ORD0000586,E000991,delivered,Denver,CA,SHP000517
2025-01-10 08:00:00,ORD0002042,E000712,out_for_delivery,Phoenix,CO,SHP001259
2025-01-07 16:00:00,ORD0001310,E001341,delivered,Dallas,WA,SHP000071
2025-04-02 18:00:00,ORD0000986,E004024,in_transit,Phoenix,IL,SHP000626
2025-07-12 14:00:00,ORD0001805,E001300,out_for_delivery,Seattle,TX,SHP001633
2025-01-10 09:00:00,ORD0000016,E002608,delivered,New York,TX,SHP001679
2025-06-09 23:00:00,ORD0000402,E003008,in_transit,Miami,TX,SHP000701
2025-01-01 04:00:00,ORD0000668,E002265,out_for_delivery,Seattle,FL,SHP000505
2025-12-13 14:00:00,ORD0000893,E003661,in_transit,Seattle,IL,SHP000142
2025-10-15 11:00:00,ORD0000935,E003727,in_transit,Los Angeles,CO,SHP000218
2025-10-05 21:00:00,ORD0000539,E004147,in_transit,New York,CO,SHP001142
2025-03-28 22:00:00,ORD0000472,E005069,label_created,Denver,AZ,SHP000007
2025-03-10 23:00:00,ORD0000303,E001081,in_transit,Miami,TX,SHP000435
2025-03-06 21:00:00,ORD0001898,E002163,in_transit,Chicago,FL,SHP001434
2025-09-26 21:00:00,ORD0000202,E000580,picked_up,Los Angeles,WA,SHP001181
2025-02-03 21:00:00,ORD0000597,E001634,in_transit,Seattle,TX,SHP000050
2025-01-29 09:00:00,ORD0000512,E003477,out_for_delivery,Chicago,CO,SHP001267
2025-09-06 16:00:00,ORD0001127,E003812,label_created,Seattle,CA,SHP000093
2025-11-06 11:00:00,ORD0001836,E004900,delivered,Chicago,FL,SHP001422
2025-03-15 03:00:00,ORD0000264,E003796,picked_up,Phoenix,IL,SHP000851
2025-11-11 05:00:00,ORD0001709,E000189,in_transit,New York,IL,SHP000523
2025-03-18 07:00:00,ORD0001307,E001577,in_transit,Seattle,AZ,SHP001288
2025-04-14 20:00:00,ORD0001836,E002612,in_transit,New York,WA,SHP000761
2025-07-13 19:00:00,ORD0000842,E005337,delivered,New York,NY,SHP000161
2025-10-09 19:00:00,ORD0001769,E000633,delivered,Chicago,FL,SHP000527
2025-05-03 21:00:00,ORD0000867,E005411,in_transit,Dallas,TX,SHP001296
2025-03-29 11:00:00,ORD0001853,E001958,in_transit,Phoenix,CA,SHP000925
2025-04-16 12:00:00,ORD0001122,E001176,picked_up,Seattle,NY,SHP000841
2025-12-28 20:00:00,ORD0000589,E001724,out_for_delivery,Denver,NY,SHP000740
2025-09-02 05:00:00,ORD0001729,E003354,in_transit,Denver,CA,SHP000856
2025-10-16 11:00:00,ORD0000808,E003903,exception,Seattle,TX,SHP000792
2025-11-09 00:00:00,ORD0002189,E003116,out_for_delivery,Los Angeles,CA,SHP001141
2025-09-14 21:00:00,ORD0000242,E002839,delivered,Dallas,FL,SHP001520
2025-06-28 11:00:00,ORD0001786,E004689,delivered,Los Angeles,TX,SHP000772
2025-04-26 04:00:00,ORD0002060,E001837,in_transit,Chicago,CO,SHP001478
2025-04-21 22:00:00,ORD0000706,E001665,label_created,Seattle,TX,SHP000286
2025-08-25 23:00:00,ORD0001030,E005432,label_created,Dallas,AZ,SHP001045
2025-07-29 21:00:00,ORD0002088,E003299,in_transit,Phoenix,IL,SHP000259
2025-05-02 18:00:00,ORD0000656,E005133,out_for_delivery,Miami,FL,SHP001684
2025-03-06 03:00:00,ORD0000991,E003100,delivered,New York,IL,SHP001112
2025-07-21 10:00:00,ORD0002194,E001635,delivered,Phoenix,TX,SHP001388
2025-08-01 10:00:00,ORD0000651,E000286,in_transit,Los Angeles,TX,SHP000042
2025-05-07 23:00:00,ORD0000668,E004512,label_created,Los Angeles,FL,SHP000807
2025-03-23 17:00:00,ORD0001040,E001678,delivered,Phoenix,AZ,SHP001077
2025-08-07 05:00:00,ORD0001670,E000232,delivered,Miami,TX,SHP000352
2025-04-19 05:00:00,ORD0000831,E004072,out_for_delivery,Los Angeles,WA,SHP000094
2025-12-17 01:00:00,ORD0001188,E005180,picked_up,Denver,NY,SHP001370
2025-01-21 11:00:00,ORD0001506,E003807,delivered,Los Angeles,CA,SHP001526
2025-03-21 04:00:00,ORD0000752,E002827,delivered,Dallas,FL,SHP000430
2025-01-25 02:00:00,ORD0000029,E003648,in_transit,Phoenix,FL,SHP001076
2025-07-19 01:00:00,ORD0001116,E000026,in_transit,Denver,TX,SHP000364
2025-06-01 11:00:00,ORD0000333,E004155,picked_up,Dallas,NY,SHP000688
2025-09-02 09:00:00,ORD0001317,E002849,in_transit,New York,CO,SHP000645
2025-04-21 15:00:00,ORD0000781,E004560,delivered,Los Angeles,CO,SHP000764
2025-02-06 15:00:00,ORD0002019,E005455,delivered,Seattle,CO,SHP001034
2025-03-03 03:00:00,ORD0000421,E002541,out_for_delivery,Seattle,NY,SHP001721
2025-09-14 18:00:00,ORD0001321,E002895,picked_up,New York,CO,SHP000864
2025-09-13 02:00:00,ORD0000364,E002123,picked_up,Los Angeles,WA,SHP001209
2025-07-02 06:00:00,ORD0001684,E003884,picked_up,Phoenix,CA,SHP000925
2025-03-22 19:00:00,ORD0001914,E004831,in_transit,Seattle,WA,SHP001667
2025-03-30 21:00:00,ORD0001676,E003665,picked_up,Seattle,FL,SHP001499
2025-03-25 18:00:00,ORD0000753,E002722,delivered,Seattle,FL,SHP001537
2025-12-05 14:00:00,ORD0000468,E004091,in_transit,New York,WA,SHP000381
2025-05-13 02:00:00,ORD0001609,E004268,out_for_delivery,Phoenix,CA,SHP000943
2025-07-18 15:00:00,ORD0001916,E003778,out_for_delivery,Seattle,NY,SHP000123
2025-05-09 11:00:00,ORD0002194,E005505,picked_up,Seattle,IL,SHP000908
2025-08-24 04:00:00,ORD0001396,E004658,in_transit,Los Angeles,CO,SHP000672
2025-08-02 11:00:00,ORD0001823,E001933,in_transit,Chicago,AZ,SHP001621
2025-01-07 21:00:00,ORD0000997,E003630,delivered,Chicago,CO,SHP001267
2025-10-27 00:00:00,ORD0000463,E001136,in_transit,Phoenix,CA,SHP001032
2025-02-27 13:00:00,ORD0000880,E003239,in_transit,Denver,CO,SHP001758
2025-02-03 10:00:00,ORD0001215,E005181,label_created,Miami,NY,SHP000290
2025-02-18 19:00:00,ORD0001853,E001724,label_created,Dallas,AZ,SHP001180
2025-02-09 18:00:00,ORD0000423,E002787,in_transit,Miami,CO,SHP001516
2025-12-30 05:00:00,ORD0000020,E000479,label_created,Denver,CO,SHP000707
2025-09-19 03:00:00,ORD0002132,E004898,picked_up,New York,FL,SHP000520
2025-02-02 20:00:00,ORD0001384,E005316,in_transit,Seattle,TX,SHP000456
2025-06-09 05:00:00,ORD0001255,E004835,picked_up,Denver,CO,SHP001356
2025-12-20 08:00:00,ORD0002185,E004020,out_for_delivery,Seattle,CA,SHP001416
2025-07-02 15:00:00,ORD0002057,E004534,label_created,Phoenix,TX,SHP001715
2025-02-06 16:00:00,ORD0000984,E000268,picked_up,Miami,WA,SHP000485
2025-10-31 08:00:00,ORD0001543,E004305,in_transit,Seattle,CO,SHP001301
2025-03-24 07:00:00,ORD0000527,E000173,delivered,Seattle,AZ,SHP000279
2025-02-18 20:00:00,ORD0000985,E001792,out_for_delivery,Denver,NY,SHP001206
2025-11-21 03:00:00,ORD0000488,E005492,exception,New York,TX,SHP001498
2025-04-04 13:00:00,ORD0001466,E004508,label_created,Chicago,NY,SHP000914
2025-01-03 02:00:00,ORD0001279,E002323,in_transit,Dallas,CA,SHP000585
2025-01-15 03:00:00,ORD0000275,E002533,in_transit,New York,TX,SHP000508
2025-10-01 09:00:00,ORD0000306,E001637,in_transit,Phoenix,FL,SHP001405
2025-11-08 09:00:00,ORD0002012,E005574,picked_up,Phoenix,FL,SHP000397
2025-09-10 04:00:00,ORD0000396,E005356,label_created,Chicago,IL,SHP000293
2025-02-05 17:00:00,ORD0000130,E002573,in_transit,New York,CA,SHP001177
2025-01-31 12:00:00,ORD0000641,E001178,label_created,Dallas,TX,SHP000086
2025-08-12 06:00:00,ORD0000555,E005477,in_transit,Phoenix,FL,SHP000565
2025-12-02 00:00:00,ORD0000922,E000973,delivered,Dallas,AZ,SHP001348
2025-11-30 03:00:00,ORD0002066,E005069,in_transit,Phoenix,NY,SHP001656
2025-03-24 05:00:00,ORD0000523,E000069,picked_up,Chicago,WA,SHP001140
2025-04-08 09:00:00,ORD0002132,E000615,in_transit,Dallas,AZ,SHP000325
2025-02-12 03:00:00,ORD0000489,E004671,out_for_delivery,Chicago,NY,SHP001528
2025-11-26 16:00:00,ORD0001764,E001178,label_created,New York,CA,SHP001150
2025-08-16 22:00:00,ORD0001339,E002750,in_transit,Dallas,FL,SHP001190
2025-11-07 05:00:00,ORD0000855,E002086,label_created,Los Angeles,TX,SHP001275
2025-10-05 16:00:00,ORD0001666,E002439,label_created,Dallas,AZ,SHP000920
