order_id,line_id,sku,quantity,unit_price,line_discount_pct,store_id,line_created_at,line_total
ORD001182,L00398,SKU-BRAVO,1,70.01,15,STORE-008,2025-12-22,59.51
ORD000417,L01796,SKU-FOXTROT,3,72.71,0,STORE-023,2025-05-02,218.13
ORD001379,L00331,SKU-DELTA,4,20.56,5,STORE-050,2025-06-22,78.13
ORD000162,L00849,SKU-DELTA,4,178.36,15,STORE-022,2025-02-21,606.42
ORD000289,L00076,SKU-ALPHA,2,71.61,5,STORE-022,2025-03-19,136.06
ORD000151,L00940,SKU-CHARLIE,3,78.15,5,STORE-003,2025-03-27,222.73
ORD000092,L00351,SKU-ECHO,1,248.41,10,STORE-024,2025-12-21,223.57
ORD000997,L01037,SKU-CHARLIE,3,99.52,10,STORE-048,2025-03-06,268.7
ORD000672,L01317,SKU-DELTA,4,130.12,15,STORE-048,2025-07-07,442.41
ORD000595,L01319,SKU-ECHO,2,99.69,20,STORE-049,2025-07-18,159.5
ORD000480,L00411,SKU-ALPHA,2,76.1,0,STORE-019,2025-01-27,152.2
ORD001230,L01621,SKU-FOXTROT,3,6.43,0,STORE-004,2025-05-09,19.29
ORD000667,L00512,SKU-ECHO,5,214.45,15,STORE-012,2025-01-30,911.41
ORD001193,L00238,SKU-CHARLIE,4,120.92,0,STORE-011,2025-03-05,483.68
ORD000689,L00992,SKU-ECHO,5,181.37,5,STORE-004,2025-09-04,861.51
ORD000701,L01135,SKU-ALPHA,1,239.87,15,STORE-036,2025-07-27,203.89
ORD001377,L01590,SKU-BRAVO,5,5.69,20,STORE-027,2025-06-30,22.76
ORD000528,L00539,SKU-ALPHA,1,170.38,0,STORE-037,2025-03-19,170.38
ORD001101,L00387,SKU-DELTA,2,34.07,20,STORE-010,2025-08-16,54.51
ORD000741,L01114,SKU-FOXTROT,3,117.2,10,STORE-035,2025-11-27,316.44
ORD000178,L00526,SKU-DELTA,2,212.46,0,STORE-004,2025-11-07,424.92
ORD000820,L01245,SKU-ECHO,5,22.52,20,STORE-037,2025-03-05,90.08
ORD000563,L00619,SKU-ALPHA,5,247.46,0,STORE-041,2025-09-06,1237.3
ORD001360,L01217,SKU-FOXTROT,3,147.3,0,STORE-013,2025-03-31,441.9
ORD000792,L00591,SKU-BRAVO,3,101.77,5,STORE-017,2025-11-11,290.04
ORD000171,L01286,SKU-DELTA,4,9.78,10,STORE-022,2025-06-22,35.21
ORD001329,L01372,SKU-ECHO,4,148.77,5,STORE-029,2025-09-29,565.33
ORD000060,L00277,SKU-FOXTROT,3,126.25,0,STORE-027,2025-07-16,378.75
ORD001366,L00138,SKU-FOXTROT,5,57.75,15,STORE-006,2025-09-04,245.44
ORD001091,L01180,SKU-DELTA,1,125.16,0,STORE-019,2025-12-08,125.16
ORD001216,L00572,SKU-DELTA,2,8.13,0,STORE-026,2025-02-19,16.26
ORD000331,L00132,SKU-CHARLIE,1,249.87,5,STORE-031,2025-11-26,237.38
ORD000316,L00732,SKU-DELTA,1,86.37,10,STORE-032,2025-06-26,77.73
ORD000972,L00420,SKU-ECHO,1,122.65,0,STORE-034,2025-02-21,122.65
ORD000889,L00544,SKU-DELTA,4,197.27,20,STORE-023,2025-06-08,631.26
ORD000253,L01694,SKU-DELTA,5,179.63,10,STORE-026,2025-01-21,808.34
ORD000283,L00850,SKU-CHARLIE,3,222.7,20,STORE-017,2025-07-17,534.48
ORD000068,L01018,SKU-BRAVO,3,235.62,10,STORE-014,2025-06-22,636.17
ORD000134,L00127,SKU-ALPHA,2,51.35,0,STORE-016,2025-05-23,102.7
ORD001132,L01580,SKU-CHARLIE,1,100.65,0,STORE-022,2025-06-12,100.65
ORD001127,L00829,SKU-CHARLIE,3,173.27,20,STORE-006,2025-08-15,415.85
ORD001278,L00378,SKU-DELTA,1,16.03,5,STORE-011,2025-10-29,15.23
ORD000813,L01797,SKU-FOXTROT,4,180.65,0,STORE-006,2025-05-24,722.6
ORD001081,L01388,SKU-ECHO,3,6.2,0,STORE-021,2025-01-07,18.6
ORD000751,L00184,SKU-ECHO,2,228.95,5,STORE-025,2025-07-23,435.0
ORD000342,L01379,SKU-DELTA,1,180.95,10,STORE-009,2025-12-11,162.85
ORD000706,L01121,SKU-FOXTROT,2,143.55,0,STORE-007,2025-05-25,287.1
ORD000245,L01440,SKU-FOXTROT,1,110.08,0,STORE-027,2025-02-14,110.08
ORD000247,L01433,SKU-ALPHA,4,247.07,10,STORE-012,2025-11-26,889.45
ORD000179,L01247,SKU-DELTA,3,185.45,5,STORE-044,2025-06-03,528.53
ORD001198,L00190,SKU-DELTA,4,202.79,0,STORE-009,2025-05-17,811.16
ORD000116,L01125,SKU-FOXTROT,3,207.22,0,STORE-025,2025-04-18,621.66
ORD000736,L01248,SKU-DELTA,5,10.36,0,STORE-041,2025-09-24,51.8
ORD001173,L00825,SKU-ALPHA,4,18.4,5,STORE-006,2025-02-23,69.92
ORD000361,L00785,SKU-BRAVO,1,53.6,0,STORE-023,2025-08-13,53.6
ORD000115,L00636,SKU-ALPHA,1,165.53,0,STORE-024,2025-05-08,165.53
ORD000949,L00414,SKU-BRAVO,5,157.87,20,STORE-028,2025-05-21,631.48
ORD000342,L00047,SKU-ALPHA,2,84.67,10,STORE-045,2025-03-20,152.41
ORD000873,L00108,SKU-ECHO,4,243.38,10,STORE-030,2025-10-22,876.17
ORD000918,L01595,SKU-CHARLIE,4,27.81,0,STORE-019,2025-06-15,111.24
ORD000819,L01473,SKU-ECHO,4,195.3,10,STORE-020,2025-12-05,703.08
ORD000358,L01629,SKU-FOXTROT,2,122.81,20,STORE-032,2025-10-30,196.5
ORD000993,L00512,SKU-DELTA,2,107.61,10,STORE-015,2025-10-05,193.7
ORD000805,L01210,SKU-CHARLIE,3,11.26,0,STORE-035,2025-06-14,33.78
ORD000406,L01704,SKU-BRAVO,1,183.31,0,STORE-020,2025-12-13,183.31
ORD000856,L00393,SKU-ECHO,2,194.04,20,STORE-004,2025-08-02,310.46
ORD000013,L00411,SKU-DELTA,3,83.14,0,STORE-027,2025-06-09,249.42
ORD001380,L00265,SKU-ECHO,2,131.66,0,STORE-013,2025-05-07,263.32
ORD000408,L01144,SKU-ALPHA,2,153.58,0,STORE-018,2025-11-30,307.16
ORD000150,L01154,SKU-ALPHA,5,95.07,10,STORE-017,2025-04-03,427.82
ORD000943,L00743,SKU-ALPHA,2,155.82,5,STORE-007,2025-11-16,296.06
ORD000431,L00118,SKU-ECHO,5,111.36,0,STORE-015,2025-03-25,556.8
ORD001070,L00902,SKU-DELTA,5,220.13,20,STORE-046,2025-10-06,880.52
ORD000708,L00940,SKU-BRAVO,4,181.04,5,STORE-017,2025-04-13,687.95
ORD000776,L00935,SKU-BRAVO,1,32.07,0,STORE-037,2025-11-01,32.07
ORD000589,L00565,SKU-DELTA,2,200.9,20,STORE-021,2025-11-01,321.44
ORD000880,L00214,SKU-FOXTROT,5,87.69,10,STORE-004,2025-09-24,394.6
ORD000580,L01433,SKU-FOXTROT,1,234.21,0,STORE-042,2025-12-29,234.21
ORD000508,L00298,SKU-CHARLIE,3,152.83,15,STORE-046,2025-07-06,389.72
ORD000980,L00298,SKU-ECHO,3,11.76,0,STORE-012,2025-11-03,35.28
ORD000485,L01013,SKU-ALPHA,5,184.92,20,STORE-009,2025-07-21,739.68
ORD000915,L00506,SKU-FOXTROT,5,37.03,0,STORE-047,2025-01-15,185.15
ORD001351,L01282,SKU-ALPHA,2,219.93,0,STORE-005,2025-06-02,439.86
ORD000899,L01579,SKU-CHARLIE,3,237.34,0,STORE-045,2025-01-12,712.02
ORD000055,L00871,SKU-ECHO,4,175.34,20,STORE-009,2025-08-31,561.09
ORD000493,L00191,SKU-FOXTROT,5,135.55,5,STORE-044,2025-02-25,643.86
ORD000419,L00103,SKU-BRAVO,3,152.51,10,STORE-047,2025-04-29,411.78
ORD000073,L01234,SKU-DELTA,1,110.07,15,STORE-013,2025-11-15,93.56
ORD001296,L00825,SKU-BRAVO,5,25.48,5,STORE-012,2025-09-27,121.03
ORD000084,L00273,SKU-ALPHA,3,232.57,0,STORE-006,2025-05-03,697.71
ORD000818,L01580,SKU-CHARLIE,1,85.65,15,STORE-040,2025-07-04,72.8
ORD001166,L00812,SKU-DELTA,1,81.65,5,STORE-018,2025-08-01,77.57
ORD001194,L00895,SKU-BRAVO,2,51.87,0,STORE-033,2025-05-09,103.74
ORD001077,L01690,SKU-FOXTROT,4,248.14,15,STORE-031,2025-10-01,843.68
ORD000990,L01501,SKU-DELTA,5,235.93,15,STORE-026,2025-02-23,1002.7
ORD000063,L01107,SKU-CHARLIE,3,90.61,0,STORE-013,2025-06-05,271.83
ORD000203,L01215,SKU-CHARLIE,1,68.7,10,STORE-019,2025-04-04,61.83
ORD000165,L00929,SKU-CHARLIE,5,202.32,20,STORE-026,2025-09-05,809.28
ORD000744,L01042,SKU-ALPHA,4,108.54,15,STORE-005,2025-08-22,369.04
ORD000552,L00640,SKU-DELTA,3,242.11,0,STORE-021,2025-10-22,726.33
ORD000121,L00896,SKU-ECHO,1,225.8,15,STORE-036,2025-05-15,191.93
ORD000443,L00647,SKU-CHARLIE,5,191.07,0,STORE-022,2025-03-26,955.35
ORD001326,L00871,SKU-CHARLIE,1,27.03,10,STORE-020,2025-01-13,24.33
ORD000778,L01241,SKU-FOXTROT,4,177.02,5,STORE-043,2025-11-11,672.68
ORD001047,L01513,SKU-DELTA,3,246.88,0,STORE-027,2025-05-01,740.64
ORD000130,L00914,SKU-BRAVO,3,96.46,15,STORE-037,2025-10-03,245.97
ORD000622,L00061,SKU-ALPHA,3,220.98,0,STORE-003,2025-05-14,662.94
ORD000969,L00873,SKU-ECHO,2,104.99,15,STORE-047,2025-05-02,178.48
ORD000639,L01596,SKU-DELTA,3,242.97,20,STORE-039,2025-03-27,583.13
ORD001186,L01512,SKU-DELTA,2,165.13,10,STORE-042,2025-10-13,297.23
ORD000823,L00869,SKU-BRAVO,3,28.64,10,STORE-035,2025-04-15,77.33
ORD000102,L00940,SKU-BRAVO,4,122.37,0,STORE-027,2025-04-19,489.48
ORD001184,L00506,SKU-CHARLIE,4,17.18,20,STORE-027,2025-09-15,54.98
ORD001134,L01597,SKU-ECHO,1,101.79,10,STORE-032,2025-07-09,91.61
ORD000771,L01153,SKU-BRAVO,5,229.27,0,STORE-025,2025-09-30,1146.35
ORD000435,L00505,SKU-DELTA,1,61.89,0,STORE-037,2025-02-07,61.89
ORD001166,L00778,SKU-FOXTROT,2,237.89,5,STORE-017,2025-12-16,451.99
ORD000822,L01100,SKU-BRAVO,2,29.48,20,STORE-039,2025-03-28,47.17
ORD001283,L00519,SKU-BRAVO,2,167.88,20,STORE-018,2025-02-13,268.61
ORD000921,L00411,SKU-BRAVO,2,241.59,0,STORE-024,2025-02-09,483.18
ORD001299,L00284,SKU-FOXTROT,2,165.27,15,STORE-004,2025-04-24,280.96
ORD001180,L01558,SKU-DELTA,3,225.26,0,STORE-046,2025-06-04,675.78
ORD000736,L01113,SKU-FOXTROT,4,247.8,0,STORE-035,2025-01-29,991.2
ORD000565,L00872,SKU-FOXTROT,5,162.25,5,STORE-013,2025-08-16,770.69
ORD001375,L00464,SKU-CHARLIE,2,196.65,0,STORE-003,2025-08-12,393.3
ORD001354,L00968,SKU-ALPHA,2,12.84,0,STORE-043,2025-10-11,25.68
ORD000547,L00444,SKU-BRAVO,4,109.69,20,STORE-001,2025-01-06,351.01
ORD000061,L00734,SKU-DELTA,1,75.63,10,STORE-025,2025-02-05,68.07
ORD000611,L01232,SKU-CHARLIE,3,206.93,15,STORE-002,2025-03-16,527.67
ORD001293,L01225,SKU-ALPHA,2,171.01,5,STORE-035,2025-06-09,324.92
ORD000422,L00923,SKU-FOXTROT,4,155.53,5,STORE-011,2025-08-03,591.01
ORD000356,L01197,SKU-BRAVO,1,233.23,0,STORE-022,2025-03-15,233.23
ORD000218,L00492,SKU-DELTA,5,26.77,5,STORE-029,2025-05-11,127.16
ORD000740,L00264,SKU-FOXTROT,2,238.69,15,STORE-019,2025-07-07,405.77
ORD001140,L01229,SKU-DELTA,3,29.69,0,STORE-035,2025-07-18,89.07
ORD000919,L01799,SKU-ECHO,3,90.02,5,STORE-026,2025-07-12,256.56
ORD001370,L01386,SKU-ALPHA,3,159.42,0,STORE-022,2025-08-22,478.26
ORD001225,L01087,SKU-ECHO,3,88.66,20,STORE-017,2025-10-03,212.78
ORD001202,L01151,SKU-FOXTROT,2,172.22,0,STORE-021,2025-11-03,344.44
ORD000365,L01431,SKU-FOXTROT,4,194.98,0,STORE-017,2025-12-19,779.92
ORD000931,L01304,SKU-ALPHA,3,207.98,0,STORE-029,2025-05-24,623.94
ORD001214,L00597,SKU-BRAVO,2,48.94,0,STORE-039,2025-04-30,97.88
ORD000351,L00155,SKU-ALPHA,2,49.61,15,STORE-030,2025-04-12,84.34
ORD001215,L01441,SKU-FOXTROT,3,17.82,0,STORE-002,2025-05-08,53.46
ORD000929,L01005,SKU-BRAVO,5,125.26,0,STORE-043,2025-07-16,626.3
ORD000111,L00447,SKU-DELTA,5,38.7,0,STORE-040,2025-08-09,193.5
ORD000775,L00495,SKU-CHARLIE,2,83.06,15,STORE-041,2025-01-26,141.2
ORD000900,L00770,SKU-ECHO,2,210.91,10,STORE-003,2025-12-31,379.64
ORD000849,L00973,SKU-FOXTROT,1,237.42,5,STORE-042,2025-01-16,225.55
ORD001295,L00769,SKU-BRAVO,3,206.41,15,STORE-024,2025-05-27,526.35
ORD000455,L00028,SKU-ECHO,2,5.16,0,STORE-043,2025-06-15,10.32
ORD000667,L00966,SKU-BRAVO,5,144.17,10,STORE-040,2025-05-07,648.76
ORD001283,L00721,SKU-BRAVO,3,45.83,0,STORE-044,2025-03-21,137.49
ORD000924,L00963,SKU-ALPHA,2,97.06,0,STORE-007,2025-07-13,194.12
ORD000101,L01800,SKU-CHARLIE,5,109.84,0,STORE-028,2025-01-03,549.2
ORD001368,L00436,SKU-DELTA,5,236.02,0,STORE-037,2025-09-29,1180.1
ORD001324,L00223,SKU-ECHO,2,160.27,10,STORE-030,2025-09-05,288.49
ORD000920,L01592,SKU-FOXTROT,1,70.58,15,STORE-041,2025-10-09,59.99
ORD000134,L01078,SKU-DELTA,2,162.48,20,STORE-037,2025-10-25,259.97
ORD000912,L00098,SKU-CHARLIE,2,238.21,0,STORE-002,2025-11-20,476.42
ORD000924,L01018,SKU-BRAVO,3,19.49,15,STORE-010,2025-02-23,49.7
ORD000079,L00969,SKU-FOXTROT,5,204.92,0,STORE-032,2025-11-01,1024.6
ORD001152,L01784,SKU-CHARLIE,5,58.14,15,STORE-019,2025-07-25,247.09
ORD000346,L01534,SKU-ECHO,4,42.51,5,STORE-018,2025-02-15,161.54
ORD001174,L01369,SKU-DELTA,5,225.22,20,STORE-046,2025-12-26,900.88
ORD000174,L01784,SKU-FOXTROT,1,5.45,0,STORE-005,2025-10-24,5.45
ORD000149,L00623,SKU-FOXTROT,1,186.57,15,STORE-027,2025-04-09,158.58
ORD000438,L01631,SKU-ECHO,5,26.37,5,STORE-016,2025-11-22,125.26
ORD001382,L00907,SKU-DELTA,4,156.41,5,STORE-003,2025-09-24,594.36
ORD000830,L00439,SKU-ALPHA,2,157.12,5,STORE-019,2025-06-13,298.53
ORD001079,L00845,SKU-ALPHA,4,216.38,10,STORE-021,2025-03-01,778.97
ORD001385,L00796,SKU-DELTA,1,206.54,10,STORE-023,2025-09-24,185.89
ORD000276,L01485,SKU-ECHO,4,172.87,0,STORE-009,2025-12-07,691.48
ORD000463,L00594,SKU-ECHO,5,98.23,5,STORE-037,2025-03-12,466.59
ORD001119,L00225,SKU-BRAVO,3,45.77,0,STORE-018,2025-01-01,137.31
ORD001115,L01480,SKU-DELTA,4,160.74,15,STORE-029,2025-03-25,546.52
ORD000579,L00314,SKU-FOXTROT,4,126.76,10,STORE-028,2025-04-18,456.34
ORD001106,L01210,SKU-ALPHA,5,24.1,5,STORE-029,2025-05-19,114.48
ORD001034,L00554,SKU-CHARLIE,3,239.11,15,STORE-026,2025-12-23,609.73
ORD000461,L01516,SKU-FOXTROT,2,82.03,0,STORE-016,2025-12-18,164.06
ORD001166,L00333,SKU-BRAVO,2,5.52,0,STORE-025,2025-09-02,11.04
ORD001358,L01281,SKU-BRAVO,2,225.91,20,STORE-027,2025-03-21,361.46
ORD000914,L01463,SKU-CHARLIE,1,146.38,20,STORE-001,2025-03-19,117.1
ORD000537,L00600,SKU-ECHO,4,184.6,15,STORE-037,2025-01-30,627.64
ORD000616,L01579,SKU-BRAVO,2,42.4,0,STORE-023,2025-10-16,84.8
ORD000917,L01108,SKU-ECHO,4,104.13,5,STORE-015,2025-03-22,395.69
ORD001188,L01766,SKU-BRAVO,1,163.04,15,STORE-002,2025-11-24,138.58
ORD000223,L00232,SKU-CHARLIE,2,66.49,0,STORE-016,2025-08-08,132.98
ORD000229,L00791,SKU-DELTA,2,176.87,20,STORE-021,2025-06-27,282.99
ORD000665,L01304,SKU-ALPHA,1,62.24,15,STORE-042,2025-12-06,52.9
ORD000218,L00179,SKU-ECHO,5,56.24,0,STORE-033,2025-02-26,281.2
ORD000399,L00524,SKU-ECHO,3,7.85,5,STORE-021,2025-06-19,22.37
ORD001367,L01462,SKU-FOXTROT,5,74.07,20,STORE-007,2025-04-05,296.28
ORD001307,L00856,SKU-BRAVO,5,65.45,15,STORE-014,2025-03-08,278.16
ORD000966,L01430,SKU-CHARLIE,1,192.27,15,STORE-046,2025-12-11,163.43
ORD000380,L01668,SKU-FOXTROT,5,144.58,20,STORE-007,2025-08-09,578.32
ORD000537,L00523,SKU-ALPHA,1,48.57,15,STORE-032,2025-02-28,41.28
ORD000026,L01525,SKU-CHARLIE,5,144.19,20,STORE-026,2025-02-09,576.76
ORD001090,L01163,SKU-CHARLIE,4,60.23,20,STORE-011,2025-04-24,192.74
ORD000930,L00728,SKU-CHARLIE,5,109.25,0,STORE-044,2025-11-01,546.25
ORD000138,L01185,SKU-CHARLIE,3,222.61,10,STORE-020,2025-02-23,601.05
ORD000315,L01471,SKU-ECHO,1,181.22,0,STORE-034,2025-09-28,181.22
ORD000931,L00047,SKU-BRAVO,1,164.52,5,STORE-005,2025-02-08,156.29
ORD000685,L01454,SKU-FOXTROT,1,73.96,0,STORE-049,2025-05-03,73.96
ORD001040,L00165,SKU-FOXTROT,5,35.52,10,STORE-002,2025-07-10,159.84
ORD000171,L01767,SKU-BRAVO,3,189.47,15,STORE-016,2025-02-17,483.15
ORD001101,L01687,SKU-FOXTROT,2,144.13,0,STORE-046,2025-05-25,288.26
ORD000328,L00731,SKU-BRAVO,1,157.58,10,STORE-032,2025-04-08,141.82
ORD000793,L01591,SKU-ALPHA,1,243.9,0,STORE-034,2025-01-17,243.9
ORD001371,L00924,SKU-CHARLIE,2,90.34,15,STORE-016,2025-01-01,153.58
ORD001081,L01085,SKU-ECHO,4,201.18,0,STORE-039,2025-02-22,804.72
ORD000133,L01637,SKU-FOXTROT,5,141.94,20,STORE-047,2025-10-01,567.76
ORD001120,L01681,SKU-DELTA,4,62.64,0,STORE-032,2025-01-14,250.56
ORD000287,L00794,SKU-ECHO,5,17.96,5,STORE-011,2025-07-04,85.31
ORD001274,L00748,SKU-BRAVO,2,155.92,15,STORE-046,2025-01-09,265.06
ORD001080,L01411,SKU-FOXTROT,2,77.92,0,STORE-001,2025-03-20,155.84
ORD000967,L01065,SKU-DELTA,4,175.39,20,STORE-045,2025-03-07,561.25
ORD000438,L01421,SKU-ALPHA,1,176.68,10,STORE-001,2025-05-05,159.01
ORD000406,L01624,SKU-ALPHA,5,116.59,20,STORE-003,2025-09-29,466.36
ORD000260,L00268,SKU-BRAVO,4,136.42,5,STORE-003,2025-06-03,518.4
ORD000488,L00948,SKU-ALPHA,1,158.5,0,STORE-010,2025-01-06,158.5
ORD001391,L00706,SKU-BRAVO,1,119.81,10,STORE-037,2025-02-22,107.83
ORD000927,L01547,SKU-FOXTROT,4,219.96,10,STORE-020,2025-04-22,791.86
ORD001290,L00131,SKU-BRAVO,4,23.6,20,STORE-004,2025-04-12,75.52
ORD001144,L01351,SKU-DELTA,2,245.06,10,STORE-018,2025-07-26,441.11
ORD001391,L00976,SKU-FOXTROT,4,13.2,0,STORE-050,2025-05-09,52.8
ORD000117,L00142,SKU-BRAVO,3,55.98,0,STORE-027,2025-09-29,167.94
ORD000127,L01471,SKU-ECHO,4,178.54,0,STORE-037,2025-04-03,714.16
ORD001395,L00686,SKU-CHARLIE,3,25.82,10,STORE-014,2025-09-05,69.71
ORD000885,L01557,SKU-BRAVO,3,69.23,0,STORE-027,2025-02-06,207.69
ORD000336,L01140,SKU-FOXTROT,2,42.72,0,STORE-040,2025-12-27,85.44
ORD001269,L01185,SKU-DELTA,1,182.28,0,STORE-034,2025-12-27,182.28
ORD000255,L01211,SKU-CHARLIE,1,146.84,20,STORE-001,2025-04-11,117.47
ORD000538,L00025,SKU-ECHO,1,20.8,15,STORE-031,2025-03-27,17.68
ORD000313,L01050,SKU-FOXTROT,5,117.73,0,STORE-040,2025-01-01,588.65
ORD001384,L00515,SKU-ECHO,3,56.08,0,STORE-007,2025-12-23,168.24
ORD000949,L00437,SKU-FOXTROT,2,242.09,15,STORE-020,2025-01-14,411.55
ORD001234,L01660,SKU-BRAVO,5,31.44,15,STORE-033,2025-01-01,133.62
ORD000666,L01794,SKU-CHARLIE,5,151.52,20,STORE-001,2025-02-05,606.08
ORD001338,L01005,SKU-BRAVO,2,123.05,5,STORE-036,2025-04-18,233.8
ORD000755,L01049,SKU-ECHO,2,146.63,15,STORE-043,2025-12-22,249.27
ORD000447,L00026,SKU-ECHO,3,239.34,15,STORE-027,2025-03-02,610.32
ORD000320,L00397,SKU-DELTA,5,88.61,0,STORE-023,2025-07-28,443.05
ORD000406,L00799,SKU-DELTA,4,188.45,5,STORE-005,2025-08-26,716.11
ORD000262,L00143,SKU-ECHO,3,114.63,0,STORE-037,2025-10-19,343.89
ORD000631,L00122,SKU-BRAVO,2,166.89,15,STORE-048,2025-09-13,283.71
ORD000970,L01657,SKU-CHARLIE,2,94.59,20,STORE-044,2025-12-26,151.34
ORD001127,L00655,SKU-ECHO,1,60.64,0,STORE-028,2025-08-30,60.64
ORD001194,L01514,SKU-ALPHA,4,25.49,0,STORE-002,2025-11-05,101.96
ORD001102,L00056,SKU-FOXTROT,5,29.93,0,STORE-015,2025-04-27,149.65
ORD000239,L00478,SKU-BRAVO,4,240.06,0,STORE-014,2025-05-29,960.24
ORD000163,L00492,SKU-ECHO,2,198.17,0,STORE-001,2025-09-27,396.34
ORD000602,L01648,SKU-DELTA,3,65.02,20,STORE-006,2025-11-16,156.05
ORD000614,L00198,SKU-FOXTROT,5,134.64,10,STORE-029,2025-01-02,605.88
ORD000531,L00642,SKU-ECHO,3,179.99,15,STORE-005,2025-06-08,458.97
ORD000592,L00590,SKU-DELTA,5,91.37,5,STORE-002,2025-10-20,434.01
ORD000445,L00575,SKU-ECHO,3,112.8,15,STORE-048,2025-02-11,287.64
ORD001217,L00011,SKU-CHARLIE,3,181.0,10,STORE-031,2025-05-09,488.7
ORD000956,L01129,SKU-DELTA,3,60.73,0,STORE-041,2025-07-20,182.19
ORD000872,L01059,SKU-FOXTROT,2,133.95,0,STORE-013,2025-01-31,267.9
ORD000996,L01281,SKU-ALPHA,3,56.47,5,STORE-019,2025-12-01,160.94
ORD001338,L00596,SKU-CHARLIE,2,5.75,0,STORE-031,2025-05-15,11.5
ORD000219,L01117,SKU-ALPHA,4,174.11,15,STORE-035,2025-10-14,591.97
ORD000504,L00593,SKU-DELTA,4,178.28,0,STORE-019,2025-06-06,713.12
ORD000142,L01299,SKU-ECHO,2,248.95,0,STORE-046,2025-05-27,497.9
ORD000440,L01202,SKU-ALPHA,5,49.35,5,STORE-036,2025-12-19,234.41
ORD000604,L01292,SKU-DELTA,3,186.2,0,STORE-012,2025-11-09,558.6
ORD001085,L00008,SKU-CHARLIE,5,237.25,20,STORE-005,2025-07-08,949.0
ORD000737,L01671,SKU-ECHO,4,162.92,0,STORE-001,2025-06-19,651.68
ORD000658,L00156,SKU-BRAVO,5,240.97,15,STORE-043,2025-10-12,1024.12
ORD000168,L01186,SKU-ALPHA,5,248.64,10,STORE-042,2025-09-07,1118.88
ORD000400,L01581,SKU-ALPHA,2,201.4,20,STORE-024,2025-12-24,322.24
ORD001168,L00500,SKU-CHARLIE,2,249.83,0,STORE-037,2025-05-02,499.66
ORD000596,L00510,SKU-CHARLIE,5,158.33,20,STORE-045,2025-02-11,633.32
ORD000738,L01762,SKU-FOXTROT,2,126.78,20,STORE-009,2025-03-13,202.85
ORD001355,L01151,SKU-CHARLIE,4,229.82,5,STORE-050,2025-07-12,873.32
ORD000618,L00220,SKU-BRAVO,1,208.58,0,STORE-025,2025-04-25,208.58
ORD000458,L00859,SKU-ECHO,5,31.98,0,STORE-022,2025-10-23,159.9
ORD000695,L01384,SKU-ALPHA,4,79.17,0,STORE-009,2025-11-16,316.68
ORD000141,L01074,SKU-CHARLIE,3,68.86,10,STORE-034,2025-03-10,185.92
ORD000642,L01122,SKU-DELTA,3,214.54,20,STORE-031,2025-12-28,514.9
ORD000987,L00396,SKU-BRAVO,4,62.15,5,STORE-002,2025-08-19,236.17
ORD001065,L01183,SKU-DELTA,2,79.49,20,STORE-033,2025-04-07,127.18
ORD001283,L00714,SKU-CHARLIE,2,132.1,15,STORE-008,2025-03-15,224.57
ORD000581,L01284,SKU-FOXTROT,2,23.65,10,STORE-014,2025-03-02,42.57
ORD000787,L00091,SKU-BRAVO,1,240.5,15,STORE-031,2025-06-21,204.42
ORD001012,L01613,SKU-FOXTROT,5,125.31,20,STORE-040,2025-01-26,501.24
ORD001381,L00724,SKU-DELTA,4,51.66,20,STORE-007,2025-02-17,165.31
ORD000233,L01393,SKU-ECHO,3,71.35,0,STORE-024,2025-10-03,214.05
ORD000999,L01466,SKU-BRAVO,5,200.53,10,STORE-015,2025-06-28,902.38
ORD000376,L00558,SKU-ALPHA,4,160.33,5,STORE-036,2025-07-12,609.25
ORD000914,L00558,SKU-ECHO,3,118.83,20,STORE-042,2025-04-29,285.19
ORD001107,L01598,SKU-CHARLIE,1,86.24,0,STORE-032,2025-07-22,86.24
ORD000247,L00877,SKU-BRAVO,3,225.67,15,STORE-040,2025-05-06,575.46
ORD000332,L01348,SKU-FOXTROT,1,194.28,5,STORE-023,2025-01-17,184.57
ORD000681,L00889,SKU-BRAVO,4,180.94,20,STORE-030,2025-07-27,579.01
ORD000422,L01066,SKU-CHARLIE,1,114.27,15,STORE-015,2025-01-30,97.13
ORD000648,L00441,SKU-ECHO,3,245.38,0,STORE-050,2025-09-09,736.14
ORD001152,L01622,SKU-FOXTROT,2,178.97,15,STORE-011,2025-11-30,304.25
ORD001170,L01226,SKU-FOXTROT,1,108.79,0,STORE-047,2025-09-01,108.79
ORD000875,L00411,SKU-DELTA,3,240.34,0,STORE-038,2025-07-30,721.02
ORD000297,L00510,SKU-ALPHA,2,224.45,5,STORE-050,2025-12-18,426.46
ORD000809,L01190,SKU-ALPHA,2,186.29,0,STORE-033,2025-03-22,372.58
ORD000190,L01796,SKU-ECHO,5,192.91,0,STORE-018,2025-10-10,964.55
ORD001122,L01374,SKU-DELTA,2,108.79,20,STORE-015,2025-03-17,174.06
ORD000755,L00716,SKU-ALPHA,3,129.3,0,STORE-009,2025-01-01,387.9
ORD000329,L00793,SKU-ECHO,1,51.93,10,STORE-049,2025-03-29,46.74
ORD001208,L00490,SKU-FOXTROT,2,150.87,0,STORE-006,2025-07-03,301.74
ORD001046,L01343,SKU-ALPHA,2,95.63,0,STORE-041,2025-01-24,191.26
ORD000372,L01603,SKU-ECHO,4,90.12,0,STORE-035,2025-04-12,360.48
