location_id,device_id,reading_timestamp,firmware_version,sensor_type,reading_value,status_flag
LOC_D,D0004,2023-03-11 13:31:00,2.0,temperature,47.59,warning
LOC_C,D0162,2023-02-14 19:32:00,2.0,humidity,53.52,warning
LOC_B,D0262,2023-01-26 12:15:00,1.1,temperature,37.48,error
LOC_B,D0028,2023-02-17 20:29:00,1.1,humidity,64.44,error
LOC_A,D0258,2023-02-01 14:39:00,1.1,pressure,49.18,ok
LOC_D,D0062,2023-03-05 13:20:00,2.0,humidity,61.17,warning
LOC_A,D0007,2023-03-03 08:36:00,1.0,humidity,53.43,error
LOC_A,D0167,2023-02-02 21:55:00,2.0,humidity,54.57,ok
LOC_C,D0122,2023-01-25 12:31:00,1.1,pressure,55.7,warning
LOC_C,D0095,2023-02-15 09:34:00,1.1,temperature,54.48,warning
LOC_C,D0187,2023-03-19 18:18:00,1.1,humidity,56.43,warning
LOC_B,D0293,2023-01-12 22:28:00,2.0,pressure,63.29,ok
LOC_A,D0139,2023-03-15 04:33:00,1.0,pressure,51.97,warning
LOC_D,D0101,2023-01-14 06:36:00,2.0,temperature,57.09,warning
LOC_A,D0091,2023-02-08 08:49:00,1.1,temperature,49.1,error
LOC_C,D0250,2023-01-28 07:26:00,1.1,pressure,64.4,error
LOC_A,D0204,2023-01-10 00:12:00,2.0,temperature,43.24,ok
LOC_B,D0131,2023-02-13 09:00:00,2.0,temperature,68.01,warning
LOC_C,D0134,2023-02-02 20:32:00,1.1,pressure,49.6,error
LOC_C,D0177,2023-01-02 19:19:00,1.1,temperature,35.69,warning
LOC_B,D0296,2023-02-22 10:03:00,2.0,pressure,51.28,error
LOC_B,D0146,2023-02-02 07:44:00,1.1,pressure,43.19,error
LOC_D,D0229,2023-03-22 23:25:00,1.0,humidity,58.41,error
LOC_C,D0238,2023-02-27 11:59:00,1.0,temperature,43.47,error
LOC_C,D0216,2023-02-27 11:02:00,2.0,pressure,45.54,warning
LOC_A,D0041,2023-01-15 17:53:00,1.1,temperature,31.1,warning
LOC_C,D0150,2023-03-06 15:57:00,1.1,pressure,45.48,error
LOC_D,D0139,2023-03-22 19:11:00,1.1,humidity,25.76,error
LOC_D,D0212,2023-01-16 05:30:00,1.0,temperature,34.16,ok
LOC_B,D0129,2023-03-27 14:25:00,2.0,pressure,57.6,error
LOC_A,D0108,2023-01-16 04:37:00,1.1,temperature,57.86,ok
LOC_A,D0243,2023-02-19 22:04:00,1.0,temperature,54.25,warning
LOC_A,D0054,2023-01-24 21:20:00,2.0,temperature,40.33,ok
LOC_D,D0159,2023-01-21 21:02:00,1.0,pressure,49.52,warning
LOC_D,D0065,2023-01-12 22:46:00,2.0,temperature,49.96,ok
LOC_A,D0183,2023-03-20 07:30:00,1.1,humidity,38.42,warning
LOC_C,D0281,2023-02-10 11:46:00,1.0,pressure,65.03,error
LOC_B,D0234,2023-02-27 10:32:00,2.0,pressure,58.77,error
LOC_D,D0269,2023-02-28 05:38:00,2.0,pressure,47.79,warning
LOC_C,D0247,2023-02-19 02:55:00,1.0,temperature,50.27,warning
LOC_C,D0188,2023-02-07 12:28:00,1.1,temperature,52.08,warning
LOC_A,D0001,2023-02-17 15:12:00,1.0,humidity,29.58,warning
LOC_D,D0274,2023-01-01 18:10:00,2.0,humidity,47.53,warning
LOC_C,D0005,2023-03-11 17:04:00,1.1,humidity,43.18,error
LOC_B,D0004,2023-02-19 21:35:00,1.1,temperature,39.98,warning
LOC_D,D0203,2023-01-23 17:54:00,1.0,pressure,47.19,error
LOC_D,D0194,2023-01-21 01:53:00,1.1,temperature,67.98,warning
LOC_B,D0265,2023-03-11 14:09:00,2.0,pressure,56.41,error
LOC_C,D0146,2023-03-01 00:34:00,2.0,pressure,44.29,warning
LOC_D,D0097,2023-03-19 16:27:00,1.0,temperature,55.73,ok
LOC_C,D0057,2023-02-27 23:18:00,1.1,pressure,63.99,warning
LOC_C,D0252,2023-01-18 02:13:00,1.1,temperature,59.25,ok
LOC_A,D0274,2023-01-03 00:20:00,1.0,temperature,50.6,warning
LOC_C,D0065,2023-03-07 02:22:00,1.1,pressure,43.53,ok
LOC_B,D0047,2023-01-14 17:10:00,1.0,humidity,56.98,ok
LOC_C,D0216,2023-01-29 08:38:00,1.1,humidity,53.93,warning
LOC_A,D0170,2023-01-08 07:15:00,1.0,temperature,58.95,warning
LOC_D,D0037,2023-02-19 10:37:00,1.1,temperature,56.35,ok
LOC_C,D0196,2023-03-17 09:20:00,1.0,temperature,60.5,error
LOC_B,D0198,2023-03-12 04:46:00,1.1,temperature,44.65,error
LOC_A,D0102,2023-02-11 22:42:00,2.0,temperature,63.17,error
LOC_B,D0243,2023-02-05 10:03:00,2.0,humidity,51.98,warning
LOC_B,D0022,2023-03-09 18:52:00,2.0,pressure,70.75,ok
LOC_C,D0247,2023-02-28 02:52:00,1.1,temperature,43.11,warning
LOC_A,D0112,2023-03-30 14:08:00,1.0,temperature,67.36,error
LOC_D,D0167,2023-01-02 08:54:00,1.0,humidity,51.98,error
LOC_A,D0203,2023-03-13 19:54:00,1.0,temperature,43.49,ok
LOC_D,D0080,2023-02-03 19:19:00,1.0,temperature,45.16,ok
LOC_D,D0047,2023-03-04 10:28:00,2.0,humidity,46.8,error
LOC_A,D0031,2023-02-02 08:38:00,2.0,temperature,54.24,error
LOC_A,D0065,2023-02-14 09:42:00,1.0,humidity,55.23,error
LOC_C,D0225,2023-03-08 17:40:00,1.0,temperature,44.26,error
LOC_D,D0184,2023-03-07 22:28:00,1.0,humidity,49.76,ok
LOC_D,D0225,2023-02-20 21:12:00,1.1,pressure,71.42,error
LOC_D,D0098,2023-02-21 13:58:00,1.0,pressure,67.28,warning
LOC_C,D0240,2023-01-26 01:27:00,2.0,pressure,54.36,ok
LOC_A,D0272,2023-01-15 02:39:00,1.1,humidity,50.38,warning
LOC_C,D0233,2023-01-01 01:34:00,2.0,pressure,51.2,warning
LOC_B,D0010,2023-02-26 09:49:00,1.1,pressure,56.14,ok
LOC_C,D0033,2023-03-01 22:03:00,2.0,humidity,39.77,ok
LOC_D,D0283,2023-01-15 00:42:00,2.0,humidity,47.43,warning
LOC_D,D0165,2023-01-11 01:18:00,1.0,pressure,33.31,error
LOC_A,D0023,2023-03-18 00:30:00,1.0,temperature,53.99,ok
LOC_B,D0055,2023-02-14 04:18:00,1.0,temperature,56.47,ok
LOC_D,D0251,2023-02-17 20:40:00,2.0,pressure,45.17,error
LOC_C,D0026,2023-02-03 08:18:00,1.0,pressure,65.74,error
LOC_A,D0007,2023-03-26 16:04:00,1.0,pressure,37.74,warning
LOC_A,D0240,2023-03-14 21:51:00,2.0,temperature,35.36,warning
LOC_D,D0189,2023-03-14 07:03:00,2.0,temperature,52.24,error
LOC_C,D0271,2023-01-04 16:48:00,2.0,temperature,60.47,warning
LOC_A,D0111,2023-03-29 10:26:00,2.0,temperature,66.84,ok
LOC_B,D0273,2023-02-05 01:46:00,1.0,temperature,45.41,error
LOC_B,D0292,2023-02-26 22:02:00,1.0,pressure,60.79,error
LOC_D,D0055,2023-03-11 17:58:00,2.0,pressure,49.61,warning
LOC_D,D0219,2023-03-22 08:33:00,1.0,temperature,48.27,ok
LOC_D,D0259,2023-01-31 17:18:00,2.0,temperature,58.84,error
LOC_D,D0181,2023-03-24 03:30:00,1.1,pressure,56.52,warning
LOC_C,D0212,2023-03-11 13:23:00,2.0,humidity,34.24,error
LOC_C,D0124,2023-02-21 06:12:00,2.0,temperature,64.77,warning
LOC_C,D0185,2023-03-29 12:45:00,1.1,humidity,63.8,warning
LOC_A,D0018,2023-01-26 21:27:00,2.0,temperature,43.74,error
LOC_B,D0155,2023-01-01 14:20:00,1.1,temperature,53.96,ok
LOC_C,D0012,2023-03-12 05:25:00,2.0,humidity,54.94,error
LOC_B,D0049,2023-01-04 10:26:00,1.1,humidity,52.61,ok
LOC_B,D0136,2023-02-03 09:54:00,2.0,temperature,44.5,ok
LOC_C,D0154,2023-01-09 08:46:00,2.0,humidity,43.28,error
LOC_B,D0040,2023-03-07 20:41:00,1.1,humidity,49.74,ok
LOC_D,D0296,2023-03-16 14:15:00,1.0,pressure,61.73,error
LOC_C,D0020,2023-03-08 12:26:00,2.0,humidity,55.44,ok
LOC_A,D0172,2023-02-01 16:03:00,1.1,humidity,46.29,ok
LOC_B,D0006,2023-02-27 16:44:00,2.0,humidity,57.72,ok
LOC_C,D0269,2023-01-04 17:57:00,1.1,pressure,21.51,error
LOC_B,D0168,2023-02-15 17:30:00,2.0,temperature,61.49,ok
LOC_A,D0202,2023-03-30 09:16:00,1.1,pressure,32.6,error
LOC_A,D0114,2023-02-09 07:34:00,1.1,humidity,46.38,ok
LOC_B,D0173,2023-01-08 12:19:00,1.1,pressure,38.8,error
LOC_A,D0281,2023-02-06 08:02:00,1.1,temperature,37.05,warning
LOC_D,D0067,2023-03-11 08:41:00,1.0,humidity,61.61,error
LOC_B,D0250,2023-02-05 23:35:00,2.0,pressure,45.32,ok
LOC_B,D0125,2023-01-07 12:30:00,1.1,humidity,53.47,warning
LOC_A,D0058,2023-03-03 03:27:00,1.1,humidity,49.53,warning
LOC_C,D0098,2023-01-30 04:39:00,1.1,pressure,54.77,error
LOC_A,D0157,2023-01-16 09:44:00,1.1,pressure,50.77,warning
LOC_B,D0226,2023-01-05 02:02:00,1.0,temperature,37.17,error
LOC_C,D0080,2023-03-10 23:17:00,2.0,temperature,59.96,ok
LOC_A,D0125,2023-03-28 08:59:00,2.0,temperature,45.06,warning
LOC_A,D0176,2023-03-05 03:37:00,1.0,humidity,34.43,warning
LOC_D,D0012,2023-01-31 04:59:00,1.0,pressure,45.72,error
LOC_B,D0105,2023-02-19 17:40:00,2.0,humidity,65.01,error
LOC_D,D0073,2023-03-05 06:24:00,2.0,pressure,58.5,ok
LOC_D,D0299,2023-03-24 11:16:00,2.0,pressure,46.51,ok
LOC_C,D0088,2023-01-06 11:18:00,1.1,temperature,46.51,error
LOC_C,D0028,2023-02-12 07:43:00,2.0,temperature,46.78,ok
LOC_D,D0139,2023-03-02 08:18:00,2.0,humidity,70.77,ok
LOC_A,D0150,2023-03-20 22:53:00,2.0,humidity,53.82,ok
LOC_D,D0261,2023-03-30 21:26:00,2.0,temperature,54.3,warning
LOC_D,D0273,2023-01-09 00:17:00,1.0,temperature,60.3,error
LOC_D,D0288,2023-03-26 07:38:00,2.0,temperature,52.39,ok
LOC_B,D0272,2023-01-28 18:07:00,1.1,humidity,47.41,warning
LOC_B,D0010,2023-02-01 13:33:00,2.0,humidity,48.04,warning
LOC_C,D0121,2023-02-15 15:00:00,1.1,temperature,49.28,error
LOC_C,D0199,2023-03-23 01:06:00,1.0,pressure,49.63,warning
LOC_B,D0078,2023-02-01 02:38:00,1.1,pressure,57.28,ok
LOC_A,D0196,2023-02-17 09:31:00,2.0,pressure,50.52,error
LOC_B,D0214,2023-01-22 21:04:00,2.0,temperature,57.33,warning
LOC_C,D0169,2023-02-10 21:13:00,2.0,temperature,49.19,ok
LOC_B,D0298,2023-02-19 06:36:00,2.0,temperature,50.79,ok
LOC_C,D0269,2023-03-24 18:58:00,1.0,humidity,30.02,ok
LOC_B,D0163,2023-01-07 04:08:00,2.0,pressure,59.16,error
LOC_A,D0095,2023-01-29 21:48:00,1.0,pressure,53.46,ok
LOC_C,D0212,2023-03-29 11:45:00,1.1,humidity,59.98,warning
LOC_C,D0078,2023-03-12 21:59:00,1.0,temperature,21.04,ok
LOC_B,D0014,2023-03-11 09:35:00,2.0,pressure,70.88,warning
LOC_B,D0119,2023-01-22 00:26:00,2.0,temperature,48.6,warning
LOC_A,D0245,2023-01-13 04:55:00,2.0,pressure,61.08,warning
LOC_C,D0095,2023-03-19 13:30:00,1.1,humidity,39.6,warning
LOC_B,D0084,2023-01-18 14:10:00,1.0,temperature,56.13,warning
LOC_A,D0139,2023-03-28 11:44:00,1.1,temperature,39.47,error
LOC_B,D0105,2023-01-07 00:28:00,1.0,humidity,43.76,error
LOC_D,D0167,2023-03-20 21:29:00,1.1,temperature,69.14,warning
LOC_D,D0022,2023-02-25 08:02:00,2.0,humidity,48.09,error
LOC_C,D0202,2023-02-25 15:51:00,2.0,pressure,52.17,error
LOC_A,D0267,2023-01-10 22:48:00,1.1,humidity,58.7,ok
LOC_B,D0266,2023-02-18 22:59:00,1.1,pressure,54.96,ok
LOC_D,D0265,2023-03-11 15:31:00,2.0,temperature,51.5,ok
LOC_C,D0226,2023-02-06 05:31:00,1.1,humidity,53.65,warning
LOC_B,D0217,2023-01-27 19:10:00,2.0,temperature,74.03,error
LOC_B,D0238,2023-03-17 12:55:00,2.0,humidity,49.42,ok
LOC_A,D0093,2023-03-12 21:09:00,2.0,pressure,52.01,error
LOC_B,D0202,2023-02-07 15:26:00,1.1,humidity,60.51,ok
LOC_B,D0233,2023-02-23 17:33:00,2.0,temperature,61.06,warning
LOC_A,D0129,2023-01-30 11:57:00,2.0,pressure,61.87,error
LOC_B,D0064,2023-01-09 07:12:00,1.0,pressure,56.39,warning
LOC_C,D0044,2023-02-17 16:17:00,2.0,humidity,38.57,error
LOC_B,D0194,2023-02-20 02:14:00,1.1,temperature,66.33,ok
LOC_C,D0290,2023-03-21 07:23:00,2.0,temperature,38.54,ok
LOC_B,D0092,2023-03-12 00:14:00,2.0,temperature,53.03,warning
LOC_C,D0159,2023-03-08 11:03:00,1.1,humidity,42.46,error
LOC_B,D0061,2023-03-23 18:53:00,1.0,temperature,49.36,ok
LOC_C,D0007,2023-02-11 17:55:00,1.1,humidity,53.29,error
LOC_A,D0253,2023-01-22 15:39:00,1.0,pressure,53.21,error
LOC_D,D0233,2023-02-07 07:59:00,1.1,temperature,54.22,error
LOC_A,D0126,2023-03-22 07:07:00,2.0,humidity,66.14,error
LOC_B,D0026,2023-01-17 19:47:00,1.0,temperature,54.54,error
LOC_C,D0019,2023-01-14 05:34:00,1.0,pressure,47.56,error
LOC_C,D0170,2023-03-25 18:36:00,1.0,temperature,59.64,ok
LOC_D,D0092,2023-01-15 16:26:00,2.0,humidity,61.89,error
LOC_B,D0234,2023-03-10 04:56:00,2.0,humidity,37.72,ok
LOC_A,D0154,2023-01-30 09:12:00,1.1,humidity,55.97,ok
LOC_D,D0282,2023-01-06 21:49:00,1.1,humidity,57.01,ok
LOC_A,D0141,2023-01-30 23:10:00,2.0,humidity,47.02,error
LOC_B,D0108,2023-02-25 17:03:00,1.0,temperature,63.76,error
LOC_A,D0248,2023-03-07 21:45:00,2.0,pressure,48.5,error
LOC_C,D0219,2023-02-25 10:02:00,1.1,humidity,51.26,error
LOC_C,D0067,2023-02-25 21:56:00,2.0,humidity,48.27,error
LOC_D,D0253,2023-03-15 13:03:00,1.0,pressure,50.16,ok
LOC_C,D0100,2023-01-01 03:27:00,1.0,temperature,39.04,warning
LOC_A,D0107,2023-03-14 18:40:00,2.0,humidity,35.6,warning
LOC_A,D0171,2023-02-01 19:49:00,2.0,pressure,65.95,ok
LOC_A,D0104,2023-03-04 19:21:00,1.1,humidity,41.53,ok
LOC_C,D0154,2023-02-16 02:52:00,2.0,humidity,40.09,ok
LOC_A,D0171,2023-02-01 01:42:00,1.1,pressure,28.47,error
LOC_A,D0090,2023-01-18 15:50:00,1.1,humidity,43.61,error
LOC_D,D0243,2023-03-14 13:37:00,1.0,pressure,36.77,ok
LOC_D,D0080,2023-02-27 02:08:00,1.1,pressure,66.42,warning
LOC_D,D0212,2023-03-26 10:47:00,2.0,temperature,60.1,error
LOC_C,D0290,2023-03-07 23:42:00,2.0,humidity,43.12,error
LOC_A,D0107,2023-02-22 13:20:00,2.0,humidity,72.52,warning
LOC_A,D0077,2023-01-26 12:40:00,1.0,humidity,59.82,warning
LOC_B,D0293,2023-02-25 03:08:00,1.1,temperature,46.75,error
LOC_A,D0158,2023-03-06 04:40:00,1.1,pressure,25.01,ok
LOC_C,D0212,2023-01-08 21:36:00,1.1,temperature,72.91,warning
LOC_D,D0155,2023-01-20 16:09:00,2.0,humidity,36.1,ok
LOC_A,D0192,2023-03-13 10:44:00,1.0,temperature,33.55,ok
LOC_D,D0260,2023-01-03 06:28:00,1.1,pressure,60.23,ok
LOC_B,D0175,2023-03-26 01:42:00,1.1,pressure,74.4,error
LOC_C,D0168,2023-01-14 01:01:00,1.0,pressure,63.84,error
LOC_B,D0106,2023-03-07 22:50:00,1.0,humidity,55.64,warning
LOC_A,D0003,2023-01-29 07:20:00,1.0,pressure,55.95,error
LOC_A,D0171,2023-02-12 11:54:00,1.0,temperature,58.53,error
LOC_C,D0012,2023-02-22 13:41:00,1.1,pressure,57.59,ok
LOC_C,D0103,2023-01-18 12:37:00,1.1,humidity,52.81,error
LOC_C,D0226,2023-03-03 02:05:00,1.0,humidity,51.04,ok
LOC_B,D0141,2023-01-11 10:02:00,1.0,pressure,49.37,error
LOC_A,D0106,2023-02-19 09:10:00,1.1,pressure,42.46,warning
LOC_C,D0073,2023-03-27 20:37:00,2.0,humidity,47.19,error
LOC_B,D0088,2023-01-07 11:37:00,1.1,pressure,33.07,warning
LOC_D,D0026,2023-01-12 20:09:00,1.0,humidity,49.02,error
LOC_A,D0055,2023-02-04 21:59:00,1.0,temperature,40.11,warning
LOC_D,D0092,2023-03-06 03:23:00,2.0,pressure,38.96,error
LOC_D,D0183,2023-01-29 10:32:00,1.1,temperature,51.8,error
LOC_A,D0239,2023-02-21 16:21:00,1.0,temperature,63.92,error
LOC_D,D0050,2023-02-11 11:14:00,1.1,pressure,59.18,error
LOC_D,D0241,2023-01-22 02:08:00,1.0,temperature,34.29,error
LOC_C,D0187,2023-02-05 16:30:00,1.0,pressure,40.1,error
LOC_C,D0167,2023-02-11 06:12:00,1.1,temperature,59.41,ok
LOC_D,D0058,2023-02-01 23:44:00,1.1,humidity,40.18,ok
LOC_C,D0179,2023-02-25 00:25:00,2.0,temperature,47.75,error
LOC_A,D0208,2023-03-16 09:58:00,2.0,temperature,55.5,warning
LOC_A,D0155,2023-02-18 11:48:00,1.1,humidity,40.32,error
LOC_D,D0123,2023-02-26 12:19:00,1.0,pressure,51.05,ok
LOC_D,D0197,2023-01-07 00:18:00,1.1,temperature,36.66,error
LOC_D,D0223,2023-02-21 15:05:00,1.1,pressure,43.99,error
LOC_B,D0089,2023-03-02 07:29:00,2.0,temperature,53.2,error
LOC_D,D0059,2023-02-23 21:36:00,2.0,humidity,34.07,warning
LOC_A,D0228,2023-01-17 00:51:00,1.1,humidity,54.4,ok
LOC_A,D0195,2023-01-30 19:14:00,1.1,pressure,49.8,error
LOC_A,D0047,2023-01-20 19:22:00,1.0,pressure,55.52,error
LOC_A,D0076,2023-03-02 03:43:00,1.0,humidity,52.24,error
LOC_C,D0200,2023-02-26 00:44:00,2.0,humidity,63.64,ok
LOC_B,D0163,2023-01-28 06:46:00,2.0,pressure,51.25,warning
LOC_D,D0177,2023-01-09 03:03:00,2.0,temperature,45.71,error
LOC_D,D0066,2023-03-19 14:19:00,1.1,temperature,51.22,warning
LOC_A,D0001,2023-03-06 00:30:00,2.0,humidity,55.43,ok
LOC_C,D0016,2023-01-22 09:53:00,1.1,pressure,50.49,error
LOC_D,D0163,2023-03-06 18:53:00,1.1,humidity,50.41,warning
LOC_D,D0280,2023-01-20 05:24:00,2.0,temperature,42.98,warning
LOC_B,D0097,2023-02-20 13:20:00,1.1,humidity,43.37,warning
LOC_B,D0148,2023-03-21 10:31:00,2.0,temperature,35.97,ok
LOC_A,D0037,2023-03-01 00:25:00,1.0,temperature,67.5,error
LOC_D,D0224,2023-03-30 17:51:00,1.0,temperature,37.56,ok
LOC_D,D0234,2023-03-23 08:03:00,2.0,pressure,43.07,warning
LOC_B,D0233,2023-02-16 08:50:00,1.1,pressure,42.82,warning
LOC_D,D0182,2023-01-21 13:08:00,1.0,humidity,58.95,error
LOC_A,D0296,2023-02-15 08:14:00,2.0,temperature,47.05,error
LOC_C,D0211,2023-03-26 08:06:00,2.0,pressure,62.48,warning
LOC_A,D0020,2023-02-21 17:08:00,1.1,pressure,43.27,warning
LOC_A,D0298,2023-02-13 19:55:00,2.0,temperature,52.79,ok
LOC_C,D0239,2023-02-17 01:17:00,1.0,pressure,41.65,error
LOC_A,D0126,2023-02-13 00:05:00,2.0,pressure,71.45,error
LOC_A,D0277,2023-03-14 15:28:00,2.0,humidity,38.12,error
LOC_A,D0176,2023-02-18 16:47:00,1.0,humidity,53.1,warning
LOC_D,D0294,2023-03-08 19:02:00,1.1,humidity,56.34,warning
LOC_C,D0149,2023-01-16 05:55:00,1.0,pressure,54.14,error
LOC_C,D0289,2023-01-24 16:56:00,1.0,pressure,48.15,warning
LOC_B,D0294,2023-01-05 16:45:00,2.0,humidity,48.7,error
LOC_A,D0147,2023-02-14 02:58:00,1.0,temperature,50.44,error
LOC_A,D0143,2023-01-23 22:36:00,1.0,pressure,48.53,warning
LOC_C,D0132,2023-01-02 07:01:00,2.0,temperature,59.64,error
LOC_B,D0078,2023-03-01 23:56:00,1.1,humidity,72.11,ok
LOC_C,D0121,2023-02-14 03:19:00,1.0,pressure,44.43,ok
LOC_C,D0044,2023-03-30 01:11:00,1.0,pressure,36.3,ok
LOC_D,D0212,2023-03-12 02:53:00,1.1,temperature,49.12,error
LOC_D,D0086,2023-01-20 04:37:00,2.0,pressure,75.8,warning
LOC_A,D0136,2023-03-10 18:22:00,1.0,temperature,41.96,ok
LOC_D,D0205,2023-02-13 08:20:00,1.1,humidity,66.39,error
LOC_B,D0195,2023-03-04 05:09:00,2.0,humidity,66.78,warning
LOC_C,D0075,2023-02-18 06:46:00,1.1,temperature,44.46,warning
LOC_D,D0196,2023-03-03 18:11:00,1.1,pressure,55.69,error
LOC_A,D0050,2023-03-25 12:46:00,2.0,pressure,66.28,warning
LOC_D,D0140,2023-01-31 11:44:00,1.1,humidity,46.21,ok
LOC_C,D0300,2023-02-05 14:29:00,1.1,pressure,47.96,error
LOC_B,D0100,2023-02-17 07:51:00,1.1,pressure,44.18,error
LOC_B,D0161,2023-02-19 20:16:00,1.0,pressure,39.85,ok
LOC_A,D0007,2023-02-07 10:23:00,1.0,pressure,43.51,ok
LOC_D,D0180,2023-01-20 23:19:00,2.0,humidity,37.76,warning
LOC_B,D0018,2023-01-03 03:46:00,2.0,temperature,50.34,ok
LOC_B,D0063,2023-03-06 10:48:00,1.0,temperature,42.3,error
LOC_B,D0193,2023-03-01 17:54:00,2.0,pressure,52.34,ok
LOC_A,D0095,2023-01-24 01:25:00,1.1,humidity,34.44,error
LOC_A,D0233,2023-03-25 23:39:00,1.1,humidity,53.31,error
LOC_C,D0132,2023-01-15 17:49:00,1.0,humidity,58.34,ok
LOC_D,D0199,2023-01-31 06:41:00,1.0,humidity,30.06,warning
LOC_B,D0226,2023-01-07 07:36:00,1.1,temperature,53.74,error
LOC_D,D0092,2023-02-28 18:04:00,1.1,temperature,62.28,ok
LOC_D,D0112,2023-02-25 21:13:00,2.0,temperature,37.9,warning
LOC_C,D0053,2023-01-04 04:09:00,1.0,temperature,66.73,error
LOC_C,D0229,2023-01-02 16:59:00,1.1,temperature,54.19,error
LOC_A,D0020,2023-03-02 11:51:00,1.1,humidity,42.95,ok
LOC_C,D0201,2023-02-22 07:19:00,1.0,pressure,49.44,error
LOC_D,D0245,2023-02-09 16:34:00,1.1,pressure,55.58,ok
LOC_B,D0002,2023-02-04 23:47:00,2.0,humidity,50.76,ok
LOC_C,D0171,2023-03-04 01:29:00,1.1,humidity,55.39,ok
LOC_A,D0188,2023-02-18 15:54:00,1.1,temperature,40.79,warning
LOC_C,D0104,2023-01-17 01:49:00,2.0,temperature,51.69,warning
LOC_B,D0154,2023-03-05 08:10:00,1.1,temperature,35.86,error
LOC_C,D0250,2023-01-08 17:23:00,2.0,humidity,48.89,error
LOC_B,D0072,2023-01-04 05:59:00,1.0,temperature,40.96,error
LOC_B,D0251,2023-02-05 09:16:00,1.0,pressure,42.64,error
LOC_C,D0256,2023-02-18 14:24:00,1.1,temperature,62.36,ok
LOC_C,D0029,2023-01-31 17:45:00,2.0,temperature,60.91,warning
LOC_A,D0109,2023-03-15 11:08:00,2.0,pressure,56.09,error
LOC_D,D0275,2023-01-14 13:23:00,2.0,pressure,39.08,ok
LOC_A,D0019,2023-03-08 22:38:00,1.0,humidity,46.84,error
LOC_A,D0242,2023-03-24 13:45:00,2.0,temperature,62.13,ok
LOC_B,D0008,2023-01-16 16:17:00,2.0,temperature,51.42,warning
LOC_A,D0234,2023-02-25 15:14:00,1.0,pressure,73.19,ok
LOC_A,D0059,2023-02-15 06:01:00,2.0,pressure,53.93,ok
LOC_A,D0104,2023-02-08 19:04:00,1.1,pressure,51.92,error
LOC_D,D0167,2023-01-11 23:53:00,2.0,pressure,46.91,error
LOC_B,D0165,2023-03-18 03:12:00,1.0,temperature,51.34,error
LOC_B,D0172,2023-01-06 18:06:00,1.0,humidity,48.48,ok
LOC_D,D0087,2023-03-05 09:04:00,1.1,pressure,57.08,ok
LOC_D,D0125,2023-03-26 06:10:00,2.0,temperature,59.57,ok
LOC_A,D0193,2023-03-12 18:49:00,1.0,temperature,42.14,warning
LOC_A,D0004,2023-01-01 15:46:00,1.0,temperature,36.69,error
LOC_C,D0214,2023-03-05 02:58:00,1.1,pressure,31.64,ok
LOC_B,D0074,2023-02-28 05:43:00,1.1,pressure,55.08,warning
LOC_D,D0123,2023-03-27 09:17:00,1.0,pressure,38.97,error
LOC_A,D0093,2023-03-07 06:44:00,1.1,pressure,28.47,ok
LOC_C,D0179,2023-02-08 02:51:00,1.0,pressure,53.89,ok
LOC_B,D0061,2023-02-18 06:14:00,1.0,pressure,74.93,warning
LOC_B,D0238,2023-03-12 02:48:00,2.0,pressure,49.94,ok
LOC_C,D0028,2023-01-18 15:11:00,1.0,temperature,58.38,error
LOC_D,D0255,2023-01-17 01:11:00,1.0,pressure,50.82,ok
LOC_A,D0187,2023-01-26 22:43:00,1.0,humidity,49.01,warning
LOC_C,D0233,2023-01-04 22:37:00,1.0,pressure,59.19,ok
LOC_B,D0081,2023-03-13 11:56:00,1.0,humidity,47.1,error
LOC_A,D0037,2023-03-23 11:19:00,1.0,pressure,52.67,warning
LOC_C,D0215,2023-01-19 02:10:00,2.0,pressure,53.22,warning
LOC_B,D0057,2023-01-30 16:26:00,1.0,temperature,43.32,ok
LOC_D,D0103,2023-02-04 04:21:00,1.0,temperature,59.92,warning
LOC_D,D0028,2023-03-23 01:18:00,1.1,temperature,48.25,ok
LOC_D,D0092,2023-02-05 06:08:00,1.1,temperature,42.44,warning
LOC_B,D0184,2023-03-30 19:08:00,1.1,temperature,55.37,warning
LOC_B,D0017,2023-03-05 00:09:00,2.0,temperature,41.02,warning
LOC_B,D0057,2023-03-19 12:27:00,1.1,humidity,50.28,warning
LOC_B,D0176,2023-01-21 00:16:00,1.1,pressure,49.91,ok
LOC_B,D0296,2023-03-30 07:17:00,2.0,temperature,60.86,ok
LOC_D,D0268,2023-02-14 12:42:00,1.0,pressure,54.75,warning
LOC_D,D0143,2023-01-02 07:41:00,2.0,humidity,49.75,error
LOC_B,D0127,2023-01-30 18:59:00,1.1,pressure,58.18,ok
LOC_B,D0294,2023-03-23 18:15:00,1.0,humidity,63.9,ok
LOC_A,D0241,2023-03-08 18:18:00,2.0,temperature,55.58,warning
LOC_D,D0246,2023-03-15 16:51:00,2.0,temperature,50.1,warning
LOC_D,D0124,2023-01-08 13:30:00,2.0,temperature,36.88,error
LOC_D,D0112,2023-01-13 01:54:00,1.1,humidity,39.35,ok
LOC_A,D0009,2023-02-13 16:06:00,2.0,humidity,46.95,ok
LOC_D,D0293,2023-03-10 00:28:00,2.0,temperature,43.9,warning
LOC_D,D0071,2023-03-21 13:43:00,2.0,humidity,48.13,ok
LOC_C,D0238,2023-03-06 01:41:00,2.0,temperature,50.57,error
