sku_id,category,store_id,sales_channel,week_start,forecast_units,forecast_confidence
10139,Home,198,Pickup,2025-12-08,32,0.626
10146,Grocery,223,Online,2025-10-13,19,0.507
10067,Beauty,205,Pickup,2025-11-24,37,0.864
10090,Grocery,184,InStore,2025-10-06,35,0.845
10056,Home,156,Pickup,2025-12-01,27,0.694
10150,Beauty,181,Online,2025-12-22,18,0.564
10014,Beauty,237,Pickup,2025-11-10,40,0.608
10105,Beauty,205,InStore,2025-12-15,31,0.545
10048,Apparel,213,Pickup,2025-10-06,26,0.562
10102,Electronics,242,InStore,2025-10-27,26,0.703
10034,Electronics,176,Online,2025-10-13,36,0.743
10069,Apparel,228,Online,2025-10-13,27,0.91
10117,Beauty,158,Pickup,2025-11-03,33,0.778
10080,Beauty,202,Online,2025-12-22,28,0.548
10128,Electronics,110,Online,2025-10-06,34,0.566
10170,Electronics,218,InStore,2025-12-01,33,0.946
10114,Electronics,110,InStore,2025-11-10,34,0.857
10026,Beauty,197,Pickup,2025-12-01,29,0.893
10005,Beauty,191,InStore,2025-12-15,21,0.532
10014,Apparel,140,Pickup,2025-11-03,30,0.543
10156,Home,237,Pickup,2025-11-10,40,0.715
10145,Home,125,Pickup,2025-11-10,29,0.794
10157,Beauty,130,InStore,2025-12-15,28,0.598
10167,Beauty,160,Online,2025-12-08,26,0.661
10121,Apparel,215,Pickup,2025-12-15,30,0.809
10108,Beauty,249,Online,2025-11-03,36,0.663
10150,Apparel,194,Online,2025-12-22,41,0.866
10055,Electronics,126,Pickup,2025-11-24,25,0.944
10030,Apparel,124,Pickup,2025-11-24,33,0.575
10131,Beauty,251,InStore,2025-11-24,29,0.912
10096,Apparel,105,Online,2025-12-22,36,0.674
10088,Home,243,Online,2025-12-08,27,0.901
10174,Electronics,196,Pickup,2025-10-27,39,0.724
10102,Apparel,176,InStore,2025-12-22,37,0.6
10053,Home,173,Online,2025-11-03,20,0.636
10133,Electronics,120,Pickup,2025-11-17,38,0.678
10080,Grocery,202,Pickup,2025-10-20,24,0.758
10023,Beauty,147,InStore,2025-12-15,32,0.841
10093,Apparel,101,InStore,2025-11-10,27,0.836
10060,Electronics,143,InStore,2025-12-22,30,0.775
10066,Home,238,Online,2025-11-10,27,0.955
10125,Apparel,177,Pickup,2025-12-08,29,0.98
10039,Home,156,InStore,2025-10-20,29,0.949
10139,Home,165,Pickup,2025-10-27,30,0.764
10112,Electronics,112,Online,2025-10-06,28,0.555
10033,Apparel,110,Pickup,2025-12-01,27,0.548
10139,Beauty,110,InStore,2025-10-20,26,0.652
10063,Grocery,208,InStore,2025-11-10,49,0.721
10006,Grocery,205,Pickup,2025-12-15,40,0.856
10123,Beauty,167,InStore,2025-12-08,25,0.802
10158,Electronics,207,InStore,2025-12-01,21,0.504
10159,Beauty,173,Pickup,2025-11-24,33,0.962
10088,Beauty,152,InStore,2025-11-17,31,0.639
10078,Grocery,124,InStore,2025-12-15,32,0.538
10027,Grocery,137,Pickup,2025-12-08,25,0.694
10164,Beauty,134,Online,2025-10-27,26,0.673
10104,Home,131,Pickup,2025-12-08,38,0.699
10004,Grocery,198,Pickup,2025-12-08,33,0.855
10045,Electronics,180,Online,2025-12-22,27,0.94
10096,Beauty,199,Online,2025-10-13,30,0.514
10162,Grocery,184,InStore,2025-12-08,26,0.68
10054,Electronics,225,Pickup,2025-12-08,21,0.546
10141,Beauty,186,Online,2025-11-03,27,0.647
10035,Home,155,InStore,2025-12-01,30,0.66
10029,Beauty,164,InStore,2025-11-03,24,0.612
10067,Grocery,221,Online,2025-11-24,22,0.511
10091,Home,211,InStore,2025-10-06,36,0.751
10118,Grocery,150,InStore,2025-12-08,26,0.614
10159,Apparel,128,Pickup,2025-10-27,21,0.606
10058,Grocery,117,Online,2025-10-20,28,0.584
10035,Grocery,227,Pickup,2025-10-13,33,0.815
10108,Beauty,243,Online,2025-10-20,23,0.766
10120,Electronics,195,Pickup,2025-11-24,22,0.61
10104,Electronics,135,Pickup,2025-11-03,30,0.683
10049,Electronics,215,Online,2025-12-01,28,0.822
10152,Grocery,191,Pickup,2025-11-24,35,0.643
10067,Beauty,245,Pickup,2025-10-06,33,0.811
10114,Grocery,109,Online,2025-11-24,33,0.581
10179,Grocery,230,Online,2025-10-13,22,0.736
10122,Home,109,Pickup,2025-10-27,29,0.876
10152,Apparel,128,Pickup,2025-12-08,33,0.918
10034,Apparel,170,Pickup,2025-12-01,29,0.96
10068,Electronics,134,Online,2025-12-15,27,0.948
10051,Beauty,192,Pickup,2025-11-17,22,0.647
10098,Home,208,Online,2025-12-01,19,0.887
10124,Grocery,188,InStore,2025-10-27,38,0.955
10062,Electronics,133,Pickup,2025-12-01,32,0.507
10040,Grocery,207,Pickup,2025-11-03,31,0.649
10097,Beauty,225,InStore,2025-12-15,40,0.706
10172,Apparel,229,Pickup,2025-12-01,29,0.834
10124,Home,257,Pickup,2025-12-01,28,0.514
10060,Home,142,Pickup,2025-11-17,28,0.748
10111,Home,212,Online,2025-10-06,33,0.941
10123,Home,217,Pickup,2025-12-15,23,0.574
10139,Beauty,138,InStore,2025-12-01,29,0.576
10012,Apparel,130,Online,2025-12-15,31,0.703
10032,Grocery,145,Pickup,2025-10-13,31,0.787
10177,Apparel,253,Pickup,2025-10-27,33,0.848
10179,Beauty,123,InStore,2025-10-27,20,0.913
10096,Electronics,157,Online,2025-12-08,35,0.821
10140,Electronics,134,InStore,2025-10-06,26,0.537
10079,Electronics,108,Online,2025-10-27,32,0.557
10178,Electronics,236,Pickup,2025-11-24,37,0.873
10133,Grocery,214,Online,2025-12-08,33,0.798
10019,Beauty,199,Online,2025-11-17,37,0.672
10170,Electronics,157,InStore,2025-11-17,27,0.528
10023,Apparel,143,Online,2025-11-24,32,0.908
10075,Home,213,Pickup,2025-11-03,40,0.577
10160,Apparel,224,InStore,2025-12-22,34,0.755
10033,Electronics,155,Online,2025-10-06,26,0.733
10157,Grocery,238,InStore,2025-10-13,35,0.722
10096,Apparel,121,Online,2025-10-27,31,0.538
10168,Apparel,253,InStore,2025-10-27,30,0.709
10052,Beauty,156,InStore,2025-11-17,30,0.871
10097,Grocery,237,InStore,2025-10-06,27,0.849
10072,Apparel,196,Online,2025-12-15,31,0.817
10106,Grocery,175,Online,2025-11-17,34,0.959
10046,Electronics,158,Online,2025-12-08,22,0.977
10146,Home,174,Pickup,2025-11-10,30,0.709
10067,Grocery,195,Pickup,2025-11-17,24,0.674
10069,Apparel,237,Pickup,2025-12-08,31,0.573
10046,Beauty,232,Online,2025-12-08,28,0.785
10006,Electronics,122,Pickup,2025-12-08,36,0.507
10034,Home,181,Pickup,2025-12-22,34,0.838
10098,Electronics,188,Online,2025-11-17,37,0.811
10082,Beauty,129,Pickup,2025-10-06,31,0.812
10135,Grocery,149,Online,2025-12-15,27,0.634
10130,Beauty,141,InStore,2025-11-10,30,0.896
10100,Home,176,InStore,2025-10-20,22,0.894
10176,Home,187,Pickup,2025-12-08,38,0.612
10105,Electronics,144,Pickup,2025-12-22,33,0.704
10122,Beauty,140,InStore,2025-12-08,32,0.665
10174,Home,250,Online,2025-11-24,27,0.927
10094,Grocery,234,Online,2025-10-13,24,0.513
10060,Home,256,Pickup,2025-10-06,27,0.955
10169,Electronics,249,Pickup,2025-11-17,38,0.603
10035,Apparel,221,InStore,2025-12-22,30,0.534
10160,Electronics,230,Online,2025-11-24,20,0.531
10007,Home,232,InStore,2025-10-13,25,0.834
10045,Beauty,123,InStore,2025-11-03,20,0.505
10009,Electronics,108,Pickup,2025-12-01,29,0.76
10095,Home,129,Online,2025-11-10,26,0.942
10060,Grocery,254,InStore,2025-10-06,32,0.776
10000,Grocery,178,Online,2025-12-01,36,0.615
10156,Electronics,144,InStore,2025-12-22,31,0.638
10140,Beauty,137,Online,2025-11-03,24,0.904
10170,Electronics,202,InStore,2025-12-15,23,0.704
10144,Home,255,Online,2025-12-15,25,0.679
10083,Electronics,145,Online,2025-10-20,31,0.51
10054,Grocery,240,InStore,2025-12-15,35,0.7
10123,Home,182,InStore,2025-11-03,21,0.694
10061,Apparel,103,InStore,2025-11-03,36,0.634
10043,Home,179,InStore,2025-12-08,23,0.902
10099,Grocery,117,Pickup,2025-10-20,31,0.598
10021,Electronics,223,Online,2025-10-06,25,0.683
10139,Home,164,Pickup,2025-12-08,32,0.657
10168,Beauty,211,Pickup,2025-11-03,32,0.661
10081,Apparel,195,Pickup,2025-12-01,29,0.796
10076,Apparel,171,Online,2025-12-22,23,0.902
10140,Home,187,InStore,2025-12-01,44,0.953
10040,Home,193,InStore,2025-11-10,39,0.722
10023,Beauty,202,InStore,2025-11-17,31,0.712
10159,Apparel,199,Pickup,2025-11-24,32,0.97
10175,Beauty,236,Online,2025-10-06,28,0.631
10009,Electronics,174,InStore,2025-10-20,32,0.598
10107,Electronics,247,InStore,2025-10-27,42,0.636
10109,Apparel,230,Online,2025-11-03,32,0.533
10082,Electronics,214,Pickup,2025-10-13,34,0.635
10149,Electronics,219,Pickup,2025-11-17,24,0.516
10060,Electronics,145,InStore,2025-11-24,41,0.88
10040,Grocery,118,Pickup,2025-11-17,23,0.812
10022,Electronics,186,InStore,2025-10-06,30,0.628
10011,Apparel,152,InStore,2025-10-13,22,0.837
10085,Home,196,Online,2025-10-20,31,0.641
10159,Beauty,123,InStore,2025-12-01,24,0.713
10125,Apparel,120,InStore,2025-11-03,32,0.568
10014,Beauty,125,Pickup,2025-11-17,42,0.679
10141,Electronics,231,InStore,2025-11-10,25,0.888
10094,Beauty,171,InStore,2025-10-27,29,0.885
10013,Apparel,143,Online,2025-11-17,33,0.819
10093,Grocery,162,InStore,2025-10-27,26,0.685
10159,Grocery,180,Online,2025-12-01,34,0.661
10023,Electronics,131,Pickup,2025-11-17,34,0.612
10069,Electronics,116,InStore,2025-10-06,30,0.726
10150,Apparel,138,InStore,2025-10-27,34,0.93
10128,Apparel,232,Pickup,2025-12-15,38,0.602
10025,Grocery,103,Pickup,2025-12-15,43,0.544
10151,Electronics,178,Online,2025-11-10,22,0.673
10094,Electronics,152,Online,2025-10-20,33,0.519
10101,Grocery,223,Pickup,2025-11-17,28,0.774
10144,Grocery,247,Pickup,2025-11-10,33,0.547
10123,Apparel,124,InStore,2025-10-06,27,0.708
10101,Home,103,Online,2025-10-06,32,0.8
10031,Beauty,176,Online,2025-11-10,31,0.806
10149,Beauty,245,Pickup,2025-11-24,23,0.685
10053,Home,170,InStore,2025-12-08,29,0.943
10109,Beauty,109,InStore,2025-12-22,26,0.84
10107,Grocery,209,Pickup,2025-11-17,33,0.93
10014,Home,127,InStore,2025-12-08,29,0.896
10149,Grocery,113,InStore,2025-11-24,30,0.697
10082,Apparel,219,InStore,2025-12-01,29,0.894
10127,Electronics,179,InStore,2025-10-13,28,0.948
10144,Home,241,InStore,2025-11-03,25,0.722
10001,Apparel,168,InStore,2025-11-24,36,0.752
10032,Apparel,143,Online,2025-10-20,29,0.814
10176,Apparel,208,InStore,2025-12-01,31,0.937
10167,Apparel,258,InStore,2025-11-24,37,0.563
10069,Grocery,233,InStore,2025-12-01,31,0.84
10030,Apparel,240,Online,2025-12-08,24,0.594
10163,Apparel,227,InStore,2025-10-27,32,0.904
10089,Home,173,InStore,2025-12-22,34,0.721
10081,Grocery,258,Pickup,2025-11-10,38,0.616
10028,Grocery,158,Online,2025-12-15,19,0.89
10164,Grocery,214,Pickup,2025-11-17,29,0.976
10082,Beauty,231,Pickup,2025-10-27,28,0.735
10089,Home,159,Pickup,2025-10-20,29,0.824
10146,Beauty,136,InStore,2025-10-06,27,0.588
10083,Home,248,Pickup,2025-11-17,26,0.687
10112,Home,202,Pickup,2025-10-27,35,0.794
10177,Beauty,131,Online,2025-12-08,33,0.884
10124,Grocery,194,InStore,2025-10-13,30,0.858
10167,Home,240,Online,2025-11-24,23,0.709
10108,Grocery,232,InStore,2025-11-03,30,0.956
10070,Apparel,191,Online,2025-12-01,36,0.767
10059,Beauty,104,Pickup,2025-12-01,25,0.827
10074,Grocery,120,InStore,2025-11-03,34,0.969
10005,Apparel,104,InStore,2025-12-22,27,0.835
10131,Home,202,InStore,2025-12-08,30,0.714
10025,Home,218,Online,2025-12-01,22,0.821
10074,Grocery,111,Online,2025-12-15,32,0.653
10030,Home,143,Online,2025-10-13,32,0.589
10086,Grocery,108,InStore,2025-12-08,33,0.691
10177,Grocery,222,Pickup,2025-12-08,31,0.961
10096,Grocery,103,Pickup,2025-11-03,22,0.963
10058,Electronics,130,Online,2025-12-22,27,0.591
10081,Home,138,Pickup,2025-12-15,23,0.822
10078,Electronics,136,Pickup,2025-11-10,19,0.921
10040,Apparel,182,Online,2025-10-27,17,0.518
10003,Beauty,109,Online,2025-11-03,25,0.876
10177,Home,228,InStore,2025-12-15,28,0.592
10018,Beauty,131,Pickup,2025-12-08,20,0.803
10102,Grocery,197,Online,2025-12-15,32,0.771
10149,Grocery,141,Pickup,2025-10-27,37,0.868
10156,Electronics,114,Online,2025-11-17,38,0.545
10082,Home,152,InStore,2025-11-17,22,0.739
10102,Grocery,205,Online,2025-10-06,41,0.708
10051,Home,240,Pickup,2025-12-15,27,0.704
10011,Electronics,174,Pickup,2025-10-27,31,0.631
10082,Apparel,128,InStore,2025-12-08,35,0.917
10104,Home,225,InStore,2025-11-10,40,0.51
10084,Grocery,208,InStore,2025-12-22,30,0.935
10121,Electronics,192,Online,2025-10-13,25,0.623
10046,Home,197,InStore,2025-11-24,36,0.924
10073,Electronics,195,Pickup,2025-12-15,30,0.842
10078,Home,213,Online,2025-10-13,21,0.695
10043,Electronics,118,InStore,2025-12-15,27,0.719
10038,Grocery,231,Pickup,2025-11-03,19,0.715
10120,Beauty,211,InStore,2025-12-08,30,0.875
10050,Home,121,InStore,2025-11-03,34,0.589
10138,Home,192,Online,2025-12-22,47,0.84
10146,Grocery,167,InStore,2025-11-10,29,0.614
10069,Beauty,204,Pickup,2025-11-10,39,0.586
10064,Grocery,234,Online,2025-10-27,37,0.544
10146,Apparel,161,Online,2025-11-24,35,0.969
10045,Grocery,183,InStore,2025-12-15,43,0.898
10170,Apparel,157,Pickup,2025-10-13,27,0.592
10008,Home,230,Pickup,2025-10-13,25,0.586
10050,Beauty,228,Online,2025-10-06,34,0.578
10127,Grocery,180,Online,2025-11-17,39,0.508
10143,Apparel,191,Pickup,2025-12-22,26,0.7
10156,Apparel,116,Online,2025-12-01,31,0.885
10160,Apparel,200,Pickup,2025-11-24,36,0.694
10003,Home,106,InStore,2025-11-24,15,0.826
10086,Home,213,Pickup,2025-10-20,22,0.745
10156,Home,108,Online,2025-11-03,32,0.551
10091,Home,131,Pickup,2025-12-22,29,0.773
10028,Grocery,165,Online,2025-10-27,28,0.726
10152,Apparel,175,InStore,2025-11-10,33,0.571
10084,Home,119,InStore,2025-10-06,24,0.681
10136,Home,133,Pickup,2025-11-10,22,0.589
10142,Grocery,248,InStore,2025-10-20,28,0.846
10093,Apparel,129,Pickup,2025-11-10,30,0.659
10161,Grocery,167,Online,2025-10-13,26,0.552
10145,Apparel,146,Online,2025-12-08,33,0.881
10150,Grocery,257,InStore,2025-11-10,26,0.586
10085,Grocery,156,InStore,2025-10-20,40,0.66
10127,Beauty,226,Online,2025-10-27,24,0.559
10111,Beauty,252,Pickup,2025-12-15,30,0.578
10059,Beauty,185,Pickup,2025-11-03,20,0.699
10098,Home,159,InStore,2025-11-10,33,0.542
10025,Beauty,110,InStore,2025-11-03,38,0.797
10002,Beauty,154,Pickup,2025-11-03,37,0.88
10143,Electronics,175,InStore,2025-10-27,26,0.763
10142,Apparel,110,InStore,2025-11-24,31,0.515
10108,Beauty,213,Online,2025-10-27,23,0.614
10009,Grocery,259,InStore,2025-12-08,31,0.785
10155,Home,230,Pickup,2025-12-08,37,0.543
10166,Apparel,104,Online,2025-11-17,27,0.733
10107,Beauty,177,Online,2025-11-17,35,0.971
10156,Electronics,188,Online,2025-12-15,35,0.548
10038,Beauty,125,InStore,2025-11-03,23,0.842
10148,Beauty,159,Pickup,2025-12-22,31,0.599
10032,Home,234,InStore,2025-12-08,28,0.908
10108,Beauty,159,Pickup,2025-11-24,40,0.856
10092,Home,225,Online,2025-12-22,37,0.756
10115,Beauty,119,Online,2025-11-17,33,0.558
10032,Electronics,129,Pickup,2025-11-10,23,0.599
10162,Apparel,181,InStore,2025-10-20,38,0.848
10062,Home,140,Pickup,2025-11-10,24,0.509
10028,Apparel,207,Pickup,2025-11-24,34,0.769
10082,Electronics,229,Pickup,2025-10-13,23,0.687
10167,Apparel,202,Online,2025-11-10,30,0.861
10130,Beauty,112,Pickup,2025-10-13,32,0.795
10095,Apparel,118,Pickup,2025-10-27,18,0.566
10144,Electronics,116,Online,2025-12-08,27,0.83
10032,Apparel,161,InStore,2025-12-15,17,0.584
10178,Electronics,160,Online,2025-10-13,27,0.838
10121,Grocery,238,Pickup,2025-10-06,19,0.901
10022,Grocery,165,InStore,2025-12-22,14,0.601
10038,Beauty,224,Online,2025-10-20,45,0.891
10034,Beauty,128,Pickup,2025-12-15,41,0.759
10013,Electronics,118,InStore,2025-10-27,41,0.925
10000,Apparel,167,Pickup,2025-12-01,35,0.605
10045,Apparel,251,Online,2025-11-17,27,0.827
10107,Beauty,141,InStore,2025-10-27,28,0.706
10170,Grocery,144,InStore,2025-11-03,28,0.736
10024,Beauty,148,InStore,2025-12-08,32,0.756
10070,Grocery,125,Online,2025-11-10,25,0.719
10109,Beauty,201,Pickup,2025-12-01,29,0.61
10018,Home,252,Pickup,2025-11-03,28,0.766
10004,Beauty,211,Pickup,2025-11-17,34,0.627
10068,Electronics,168,Online,2025-12-08,30,0.643
10018,Beauty,165,Pickup,2025-10-20,46,0.572
10132,Apparel,235,Online,2025-12-08,23,0.562
10162,Apparel,119,Online,2025-11-10,28,0.737
10142,Electronics,255,Pickup,2025-11-24,24,0.837
10004,Electronics,109,Online,2025-12-15,26,0.84
10174,Grocery,255,Online,2025-11-24,21,0.611
10016,Home,236,Pickup,2025-10-20,29,0.886
10167,Beauty,113,Pickup,2025-11-24,30,0.801
10086,Apparel,162,Online,2025-10-06,39,0.959
10114,Beauty,152,Online,2025-10-06,37,0.808
10024,Apparel,242,Pickup,2025-12-22,37,0.888
10123,Grocery,152,Pickup,2025-11-10,29,0.561
10158,Apparel,237,Online,2025-11-10,32,0.641
10049,Apparel,242,Pickup,2025-10-13,34,0.65
10030,Apparel,255,InStore,2025-10-20,26,0.958
10159,Home,118,Pickup,2025-10-20,25,0.716
10086,Beauty,212,Online,2025-10-27,31,0.744
10102,Beauty,132,Online,2025-10-27,31,0.8
10001,Home,107,InStore,2025-10-13,33,0.947
10009,Grocery,143,Online,2025-12-08,31,0.733
10101,Beauty,129,Pickup,2025-10-13,36,0.692
10137,Electronics,227,Online,2025-11-24,34,0.628
10006,Apparel,147,Pickup,2025-12-15,23,0.959
10069,Home,174,InStore,2025-12-22,23,0.947
10065,Apparel,124,InStore,2025-10-27,32,0.725
10108,Grocery,199,Pickup,2025-11-24,32,0.876
10045,Electronics,139,Pickup,2025-11-10,29,0.565
10131,Grocery,119,Online,2025-10-06,33,0.882
10109,Grocery,239,Online,2025-10-20,22,0.815
10128,Grocery,214,Online,2025-12-08,29,0.754
10059,Electronics,164,InStore,2025-11-10,23,0.795
10178,Home,194,InStore,2025-12-08,36,0.562
10147,Apparel,132,Online,2025-12-15,29,0.838
10113,Electronics,183,Pickup,2025-10-20,27,0.551
10155,Grocery,197,Online,2025-11-03,29,0.927
10147,Grocery,152,Online,2025-12-15,32,0.901
10057,Beauty,161,Pickup,2025-12-01,29,0.889
10177,Apparel,106,Pickup,2025-12-08,30,0.749
10163,Grocery,226,Online,2025-12-15,26,0.619
10082,Apparel,254,Pickup,2025-11-17,33,0.821
10106,Apparel,130,Online,2025-12-22,28,0.918
10059,Electronics,100,Pickup,2025-11-24,30,0.85
10032,Grocery,179,Online,2025-10-27,27,0.531
10118,Grocery,110,InStore,2025-10-27,26,0.852
10079,Apparel,121,Online,2025-12-08,29,0.738
10098,Beauty,168,Pickup,2025-10-06,30,0.633
10020,Apparel,229,Online,2025-10-13,34,0.902
10022,Beauty,146,Online,2025-12-22,29,0.793
10172,Electronics,238,Pickup,2025-12-08,30,0.949
10174,Beauty,151,Online,2025-11-03,29,0.521
10102,Electronics,194,Pickup,2025-12-01,36,0.587
10090,Apparel,139,InStore,2025-10-20,28,0.69
10120,Apparel,217,Pickup,2025-11-17,18,0.938
10087,Apparel,120,InStore,2025-12-15,39,0.615
10084,Apparel,132,Online,2025-10-27,25,0.628
10116,Apparel,197,InStore,2025-10-20,39,0.736
10074,Electronics,156,Online,2025-12-15,35,0.554
10153,Home,234,Online,2025-12-01,29,0.616
10164,Apparel,164,InStore,2025-12-15,25,0.718
10171,Home,110,InStore,2025-11-03,31,0.616
10041,Apparel,217,Pickup,2025-12-01,31,0.577
10009,Apparel,232,InStore,2025-12-01,30,0.969
10118,Apparel,112,Pickup,2025-10-20,34,0.671
10171,Beauty,200,Pickup,2025-10-06,34,0.608
10044,Beauty,232,Online,2025-11-03,30,0.878
10033,Apparel,197,Pickup,2025-10-13,31,0.846
10148,Home,159,Online,2025-12-01,34,0.944
10035,Apparel,182,InStore,2025-11-10,29,0.887
10156,Home,235,InStore,2025-12-22,30,0.863
10038,Apparel,112,InStore,2025-11-17,27,0.917
10173,Grocery,236,Pickup,2025-11-10,34,0.698
10158,Grocery,240,Pickup,2025-11-24,28,0.664
10078,Beauty,208,InStore,2025-11-24,27,0.856
10145,Electronics,122,Online,2025-10-13,38,0.74
10103,Electronics,227,InStore,2025-12-22,34,0.687
10175,Beauty,121,Online,2025-11-17,30,0.978
10020,Home,209,InStore,2025-10-13,26,0.59
10020,Apparel,167,Pickup,2025-10-06,31,0.746
10144,Beauty,259,Online,2025-10-06,39,0.665
10154,Home,164,InStore,2025-10-06,22,0.571
10172,Apparel,177,InStore,2025-12-22,33,0.825
10174,Apparel,186,InStore,2025-10-20,33,0.859
10140,Home,164,Pickup,2025-11-17,30,0.517
10142,Home,218,Pickup,2025-12-08,34,0.75
10032,Apparel,238,InStore,2025-10-13,28,0.666
10124,Beauty,195,Pickup,2025-10-27,16,0.598
10116,Apparel,253,Pickup,2025-11-10,31,0.609
10119,Electronics,205,Pickup,2025-12-15,38,0.629
10074,Apparel,238,InStore,2025-11-03,29,0.755
10152,Home,241,Online,2025-10-27,35,0.503
10006,Apparel,117,Pickup,2025-12-08,32,0.83
10095,Beauty,104,Online,2025-11-03,27,0.703
10073,Beauty,109,Pickup,2025-11-17,25,0.518
10166,Beauty,162,InStore,2025-10-20,27,0.534
10022,Electronics,113,InStore,2025-12-22,31,0.588
10046,Home,132,InStore,2025-12-01,30,0.616
10100,Grocery,252,Pickup,2025-12-22,29,0.731
10152,Grocery,185,Pickup,2025-10-13,29,0.627
10053,Electronics,231,Online,2025-10-13,38,0.726
10043,Electronics,181,Online,2025-12-15,24,0.804
10068,Apparel,193,InStore,2025-10-06,41,0.894
10030,Grocery,110,InStore,2025-12-15,32,0.817
10096,Apparel,131,InStore,2025-12-08,28,0.962
10149,Electronics,202,InStore,2025-10-06,34,0.906
10051,Apparel,146,InStore,2025-12-15,24,0.517
10127,Beauty,157,InStore,2025-12-15,39,0.906
10121,Apparel,203,Pickup,2025-11-24,27,0.794
10084,Grocery,107,InStore,2025-12-08,29,0.811
10017,Grocery,220,Online,2025-12-22,25,0.57
10090,Apparel,245,InStore,2025-10-20,23,0.97
10002,Apparel,116,Pickup,2025-11-24,24,0.797
10166,Grocery,176,Online,2025-10-20,33,0.592
10008,Grocery,113,InStore,2025-10-20,35,0.98
10014,Home,250,InStore,2025-10-06,36,0.692
10030,Home,203,Online,2025-12-01,26,0.813
10120,Beauty,209,InStore,2025-10-13,28,0.868
10123,Electronics,165,Pickup,2025-11-03,44,0.61
10088,Apparel,229,InStore,2025-10-20,28,0.562
10174,Beauty,190,Pickup,2025-10-06,26,0.61
10048,Electronics,223,InStore,2025-11-17,33,0.713
10124,Electronics,259,Pickup,2025-11-10,28,0.844
10122,Home,103,InStore,2025-10-06,26,0.741
10134,Home,240,Online,2025-12-08,37,0.883
10129,Home,114,Online,2025-12-08,35,0.895
10043,Grocery,139,InStore,2025-11-03,25,0.613
10085,Home,171,InStore,2025-10-06,35,0.667
10072,Grocery,113,InStore,2025-10-27,25,0.509
10072,Grocery,228,Online,2025-11-03,28,0.938
10014,Beauty,192,InStore,2025-10-20,31,0.914
10108,Grocery,203,Online,2025-11-03,33,0.596
10002,Grocery,186,Pickup,2025-11-10,35,0.762
10117,Home,207,Online,2025-11-03,28,0.544
10173,Home,185,InStore,2025-10-13,20,0.87
10106,Apparel,110,InStore,2025-11-24,32,0.748
10179,Grocery,210,InStore,2025-10-13,31,0.854
10145,Home,127,Pickup,2025-11-17,35,0.752
10029,Grocery,247,Pickup,2025-10-27,25,0.547
10061,Apparel,165,Pickup,2025-11-24,29,0.566
10027,Electronics,213,Online,2025-10-13,33,0.599
10059,Electronics,155,Pickup,2025-10-20,33,0.802
10164,Home,232,InStore,2025-10-20,32,0.946
10066,Home,131,Pickup,2025-11-17,25,0.821
10167,Apparel,125,InStore,2025-10-27,42,0.827
10122,Grocery,231,Online,2025-11-03,34,0.543
10090,Home,239,InStore,2025-11-24,22,0.866
10143,Beauty,214,InStore,2025-10-13,40,0.975
10047,Electronics,164,Pickup,2025-10-27,30,0.709
10051,Electronics,141,InStore,2025-12-08,23,0.795
10140,Apparel,228,Pickup,2025-10-13,31,0.917
10053,Beauty,185,Online,2025-10-27,28,0.635
10169,Beauty,132,InStore,2025-11-17,31,0.611
10045,Grocery,192,Online,2025-12-15,29,0.6
10001,Apparel,144,Online,2025-12-22,37,0.758
10065,Electronics,208,Pickup,2025-10-13,23,0.905
10100,Apparel,235,InStore,2025-12-22,34,0.553
10086,Apparel,257,Online,2025-11-10,32,0.964
10072,Home,178,Pickup,2025-12-08,22,0.706
10093,Home,152,Pickup,2025-11-10,39,0.554
10163,Home,223,InStore,2025-11-03,30,0.905
10166,Electronics,249,Pickup,2025-12-08,28,0.566
10103,Beauty,107,Online,2025-11-24,31,0.588
10113,Electronics,204,Online,2025-12-08,35,0.791
10093,Grocery,177,Online,2025-11-17,29,0.659
10170,Electronics,103,InStore,2025-12-22,28,0.836
10093,Beauty,134,Online,2025-12-22,31,0.526
10008,Electronics,218,Pickup,2025-11-03,30,0.888
10078,Apparel,214,Pickup,2025-12-08,30,0.865
10022,Grocery,132,Pickup,2025-10-13,39,0.838
10008,Beauty,181,Pickup,2025-11-24,37,0.624
10097,Home,253,Pickup,2025-11-03,32,0.543
10006,Apparel,102,InStore,2025-10-20,29,0.874
10015,Beauty,151,InStore,2025-10-27,26,0.837
10144,Beauty,206,Online,2025-11-17,33,0.625
10149,Apparel,116,Online,2025-10-06,43,0.765
10018,Home,123,Pickup,2025-12-22,50,0.896
10002,Beauty,141,Online,2025-11-03,37,0.664
10177,Apparel,161,InStore,2025-12-08,33,0.68
10178,Electronics,212,InStore,2025-11-03,36,0.668
10138,Home,138,InStore,2025-11-24,20,0.578
10021,Electronics,255,Pickup,2025-10-27,31,0.863
10171,Beauty,166,Online,2025-10-20,33,0.586
10142,Electronics,249,Pickup,2025-12-08,35,0.581
10060,Electronics,161,Pickup,2025-12-08,37,0.921
10048,Home,251,Pickup,2025-11-03,39,0.518
10091,Apparel,213,InStore,2025-12-01,41,0.857
10109,Apparel,192,Online,2025-12-22,24,0.562
10147,Beauty,136,Pickup,2025-12-15,33,0.674
10140,Home,106,InStore,2025-11-24,20,0.838
10122,Beauty,184,Pickup,2025-12-15,37,0.529
10127,Home,109,Online,2025-10-13,37,0.76
10114,Apparel,158,Online,2025-11-10,30,0.684
10176,Grocery,233,Online,2025-12-22,33,0.94
